pheno_id	num_snps	boosting_iterations_performed	h2_unscaled	r_squared_cv	PopSize
pheno_1	3043	15	0.0974061467297393	0.998296722453913	250
pheno_2	1021	15	0.155835388450235	0.964803629385743	250
pheno_3	1599	11	0.121741609223066	0.9906713558311	250
pheno_4	5942	12	0.0879482949934883	0.999626094942239	250
pheno_5	1043	11	0.165998763027623	0.955033521817134	250
pheno_6	2214	11	0.0997392362571408	0.994106670310857	250
pheno_7	2874	11	0.285576908766418	0.990371451572108	250
pheno_8	1331	11	0.138811846257284	0.978635951218336	250
pheno_9	955	11	0.0937188660409874	0.9548819757739	250
pheno_10	3546	12	0.0880343944965816	0.998452606517451	250
pheno_11	3068	11	0.123409344413083	0.990113291459812	250
pheno_12	2979	11	0.0903320856138025	0.997511111393961	250
pheno_13	1436	11	0.384800654822869	0.97124500230365	250
pheno_14	2023	11	0.112179538734444	0.988383131770915	250
pheno_15	2791	11	0.0930471479176957	0.996033597408783	250
pheno_16	3065	13	0.0904498909519546	0.997957232148319	250
pheno_17	2534	13	0.337009452846384	0.98982896668897	250
pheno_18	875	13	0.326844020835846	0.916308597435868	250
pheno_19	2383	11	0.0976724926233166	0.995812772327353	250
pheno_20	2995	22	0.116044902876501	0.995492173737643	250
pheno_21	8119	11	0.0819372997619136	0.999824982400589	250
pheno_22	4619	12	0.085581680566469	0.998961479345226	250
pheno_23	360	11	0.186600533193419	0.800416320333176	250
pheno_24	1467	11	0.138403319794722	0.970870964130288	250
pheno_25	6288	11	0.0880396011905504	0.999485857796998	250
pheno_26	1900	11	0.103791104203779	0.992431340083662	250
pheno_27	747	11	0.286198356274836	0.911958913612612	250
pheno_28	853	11	0.113543859549876	0.948122340574597	250
pheno_29	4550	23	0.0867806552215389	0.999102942743099	250
pheno_30	6414	11	0.0764542659637271	0.999747285463774	250
pheno_31	1707	16	0.416194845666603	0.971115818429409	250
pheno_32	4444	13	0.0930694350077306	0.999099319536938	250
pheno_33	2301	11	0.117431107604605	0.984684596179878	250
pheno_34	4301	11	0.0864071324141339	0.999136331751268	250
pheno_35	436	12	0.324118152463479	0.797043189401441	250
pheno_36	2820	11	0.0873802925033731	0.997207411385129	250
pheno_37	6003	11	0.081847303028062	0.999711834157002	250
pheno_38	1152	11	0.142507593109121	0.969389778620804	250
pheno_39	2865	11	0.0945223051219717	0.997487490840199	250
pheno_40	809	15	0.140308147728098	0.951903905930702	250
pheno_41	1423	11	0.112685195064971	0.979955890130829	250
pheno_42	1925	11	0.110552499391092	0.992892644667195	250
pheno_43	90	13	0.0575954383967648	0.353935930560123	250
pheno_44	3380	11	0.0877978443295869	0.997249251575871	250
pheno_45	1071	11	0.0670031057026359	0.965114833411324	250
pheno_46	3186	23	0.316700339021251	0.991166460623943	250
pheno_47	763	13	0.11942425083335	0.920726643551745	250
pheno_48	2574	11	0.114430526745553	0.990393467092668	250
pheno_49	1182	11	0.51006279729474	0.942521426147804	250
pheno_50	6203	12	0.0804441020627249	0.999657733104111	250
pheno_51	1162	16	0.0887287245138023	0.9662262620774	250
pheno_52	5504	11	0.083044999559721	0.999410187185486	250
pheno_53	1107	11	0.132497163819374	0.963958500658568	250
pheno_54	5426	17	0.0848836477081213	0.99952497169175	250
pheno_55	9202	12	0.0791635978126759	0.999766835942073	250
pheno_56	1712	15	0.112241801722724	0.988084873549245	250
pheno_57	2046	15	0.551019211528758	0.977347720053578	250
pheno_58	6435	12	0.0825090656371792	0.999707493099115	250
pheno_59	2313	11	0.101544489641278	0.994201050958352	250
pheno_60	1652	11	0.0902722373033648	0.988262734974022	250
pheno_61	1589	11	0.125156070279904	0.98792606949258	250
pheno_62	219	11	0.100357563291433	0.680315955181371	250
pheno_63	955	11	0.13478640627589	0.968742557067366	250
pheno_64	748	11	0.132682453610307	0.916817201240711	250
pheno_65	1779	11	0.111094074762297	0.986781416065154	250
pheno_66	2143	11	0.102716111936853	0.994344173031751	250
pheno_67	2167	11	0.101148597509708	0.995353757553951	250
pheno_68	2144	11	0.104379150865554	0.994616879736731	250
pheno_69	2965	11	0.0927630528815041	0.997603300516447	250
pheno_70	1403	12	0.104619824635831	0.980770681738869	250
pheno_71	2126	11	0.100810158695995	0.993616472902293	250
pheno_72	4864	11	0.095120508561777	0.998204847118683	250
pheno_73	5312	14	0.390248400246707	0.997320300274468	250
pheno_74	3151	11	0.0917147123062165	0.997828693722441	250
pheno_75	1719	11	0.134985833080017	0.979455636429873	250
pheno_76	2282	11	0.102682393186065	0.993530436483943	250
pheno_77	4096	11	0.106992825328303	0.997139153175356	250
pheno_78	3105	11	0.111403522963994	0.995226858636192	250
pheno_79	5427	15	0.363181712394409	0.997663994938109	250
pheno_80	2069	11	0.100617905392538	0.994032307068596	250
pheno_81	4251	15	0.0849148500007126	0.999117506900194	250
pheno_82	1517	11	0.129911386828235	0.982996309795866	250
pheno_83	2197	11	0.0829170054368043	0.989078075414045	250
pheno_84	141	11	0.370454401255653	0.749521831911915	250
pheno_85	1743	17	0.117839669083519	0.990403062983885	250
pheno_86	1573	11	0.128201680322622	0.987841467112782	250
pheno_87	66	11	0.0820732507218378	0.317131324029046	250
pheno_88	2626	11	0.0953044100464564	0.996796649498971	250
pheno_89	4796	11	0.0911343145087806	0.999413365603964	250
pheno_90	2714	19	0.10526701088097	0.9967535760077	250
pheno_91	3188	11	0.0887472112273606	0.998043872911046	250
pheno_92	838	11	0.566515918348027	0.905080925419446	250
pheno_93	1183	12	0.104367231322363	0.959371507439552	250
pheno_94	3328	17	0.0953272125431048	0.99793971997782	250
pheno_95	4096	12	0.0992042653271321	0.996772556493819	250
pheno_96	3133	17	0.0976308701984068	0.997596084534923	250
pheno_97	5799	12	0.421286505019174	0.997852088801149	250
pheno_98	2632	11	0.0979504396160194	0.995905833355208	250
pheno_99	9812	11	0.0738396359323375	0.999914104397936	250
pheno_100	2529	11	0.0945648516001231	0.99631855114626	250
pheno_101	3041	11	0.088816125197225	0.996392765637711	250
pheno_102	3851	11	0.0869685382385309	0.998494905160813	250
pheno_103	2101	11	0.103800050465743	0.994882699551493	250
pheno_104	1946	15	0.0896206328143102	0.99346807317712	250
pheno_105	1543	11	0.120916934827507	0.987404203619003	250
pheno_106	1903	11	0.302424692873041	0.979519163735156	250
pheno_107	2865	11	0.096360164583488	0.997210189004665	250
pheno_108	1317	11	0.107381903426164	0.978509762510625	250
pheno_109	1890	11	0.106508013537374	0.989977938476324	250
pheno_110	3122	11	0.0886352796303768	0.997288312132681	250
pheno_111	3825	11	0.0847651329253181	0.998692794590059	250
pheno_112	5905	13	0.0827421201266644	0.999664380973115	250
pheno_113	4843	11	0.0836390188303725	0.99934107339239	250
pheno_114	2512	11	0.104667936701177	0.991821584520785	250
