run_id	cell	region	n_donors	n_loci	lambda_bslmm	lambda_he	var_bslmm	mean_sampling_var_bslmm	var_he	mean_sampling_var_he	cor_bslmm_with_score_basis	cor_he_with_score_basis	ceiling_basis	n_shared_loci	observed_cross_cell_spearman	ceiling_bslmm	ceiling_he	concordance_fraction_of_ceiling_bslmm	concordance_fraction_of_ceiling_he
lgv-all_individuals.AA-caudate-20260913	all_individuals.AA	caudate	153	11241	0.953647653064246	0.988382552601227	0.0873888782793726	0.00405067960433188	0.338482508657566	0.00393230273973392	0.948168843148609	0.872083436127966	analytic_feature_level_upper_bound	11241	0.814562087983922	0.954567515072369	0.988166864132967	0.853331037482632	0.824316335175468
lgv-all_individuals.EA-caudate-20260917	all_individuals.EA	caudate	129	11241	0.955488264353806	0.987951222733037	0.0888905341013938	0.00395667195537023	0.263532609217435	0.00317524571104258	0.898491154954757	0.831033588557818	analytic_feature_level_upper_bound	11241	0.814562087983922	0.954567515072369	0.988166864132967	0.853331037482632	0.824316335175468
