run_id	cell	region	n_donors	n_loci	lambda_bslmm	lambda_he	var_bslmm	mean_sampling_var_bslmm	var_he	mean_sampling_var_he	cor_bslmm_with_score_basis	cor_he_with_score_basis	ceiling_basis	n_shared_loci	observed_cross_cell_spearman	ceiling_bslmm	ceiling_he	concordance_fraction_of_ceiling_bslmm	concordance_fraction_of_ceiling_he
lgv-all_individuals.AA-hippocampus-20260913	all_individuals.AA	hippocampus	117	9122	0.912714970110148	0.974701626459412	0.0691097529081837	0.00603224684827109	0.253260420053958	0.00640707670957136	0.95845976694558	0.865658083359551	analytic_feature_level_upper_bound	9122	0.760087698979996	0.863543418361589	0.952692825661193	0.880196273653639	0.797830820708108
lgv-all_individuals.EA-hippocampus-20260911	all_individuals.EA	hippocampus	60	9122	0.817020931853046	0.931180984444683	0.0624690006733522	0.0114305195312814	0.209425796808264	0.0144124771682326	0.928697694406447	0.821368556137061	analytic_feature_level_upper_bound	9122	0.760087698979996	0.863543418361589	0.952692825661193	0.880196273653639	0.797830820708108
