run_id	cell	region	n_donors	n_loci	lambda_bslmm	lambda_he	var_bslmm	mean_sampling_var_bslmm	var_he	mean_sampling_var_he	cor_bslmm_with_score_basis	cor_he_with_score_basis	ceiling_basis	n_shared_loci	observed_cross_cell_spearman	ceiling_bslmm	ceiling_he	concordance_fraction_of_ceiling_bslmm	concordance_fraction_of_ceiling_he
lgv-all_individuals.AA-dlpfc-20260913	all_individuals.AA	dlpfc	118	9128	0.915259956501704	0.97659100206177	0.0700277835908606	0.00593415742757882	0.2631336959904	0.00615969614691819	0.957687191024967	0.865301342965625	analytic_feature_level_upper_bound	9128	0.75410181155624	0.848454664158134	0.948311462151402	0.888794467650769	0.795204784138573
lgv-all_individuals.EA-dlpfc-20260911	all_individuals.EA	dlpfc	55	9128	0.786525524270931	0.920850824295071	0.0592697185022521	0.0126525720838778	0.203936480087654	0.0161414042951025	0.916694294605207	0.806954509113661	analytic_feature_level_upper_bound	9128	0.75410181155624	0.848454664158134	0.948311462151402	0.888794467650769	0.795204784138573
