h2_quintile	n	n_annotated	frac	h2_median	h2_lo	h2_hi	ci_lo	ci_hi	annotation	annot_col	tissue
Q1	1439	439	0.305072967338429	0.0468528966547521	0.0065022177960695	0.0599085188985823	0.281822606800685	0.329361285531787	Promoter	hg38_genes_promoters	Caudate
Q2	1439	383	0.266157053509382	0.0713632710348991	0.0599278473723091	0.0833304176499013	0.243958763194453	0.289600522972666	Promoter	hg38_genes_promoters	Caudate
Q3	1438	372	0.258692628650904	0.0973322935828582	0.0833309039628978	0.119853736904743	0.236713531624286	0.281957542955832	Promoter	hg38_genes_promoters	Caudate
Q4	1439	373	0.259207783182766	0.172898100300226	0.119978742362675	0.330284398268586	0.237220185001768	0.28247756435011	Promoter	hg38_genes_promoters	Caudate
Q5	1439	178	0.12369701181376	0.571777855963821	0.33037216806123	1.01949255185383	0.107651857051729	0.141745924402936	Promoter	hg38_genes_promoters	Caudate
Q1	1439	144	0.100069492703266	0.0468528966547521	0.0065022177960695	0.0599085188985823	0.085576936694946	0.116691619587898	Enhancer	hg38_enhancers_fantom	Caudate
Q2	1439	156	0.108408617095205	0.0713632710348991	0.0599278473723091	0.0833304176499013	0.0933418542085558	0.125560546252578	Enhancer	hg38_enhancers_fantom	Caudate
Q3	1438	165	0.114742698191933	0.0973322935828582	0.0833309039628978	0.119853736904743	0.0992545098219387	0.132283747576866	Enhancer	hg38_enhancers_fantom	Caudate
Q4	1439	108	0.0750521195274496	0.172898100300226	0.119978742362675	0.330284398268586	0.0624948141475488	0.0898722096004252	Enhancer	hg38_enhancers_fantom	Caudate
Q5	1439	52	0.0361362056984017	0.571777855963821	0.33037216806123	1.01949255185383	0.0275844974105679	0.0471579201720529	Enhancer	hg38_enhancers_fantom	Caudate
Q1	1439	512	0.355802640722724	0.0468528966547521	0.0065022177960695	0.0599085188985823	0.331477419144712	0.380895691939024	1–5 kb upstream	hg38_genes_1to5kb	Caudate
Q2	1439	472	0.328005559416261	0.0713632710348991	0.0599278473723091	0.0833304176499013	0.304229925833241	0.352697037989528	1–5 kb upstream	hg38_genes_1to5kb	Caudate
Q3	1438	440	0.305980528511822	0.0973322935828582	0.0833309039628978	0.119853736904743	0.282700197806963	0.330294700774746	1–5 kb upstream	hg38_genes_1to5kb	Caudate
Q4	1439	437	0.303683113273106	0.172898100300226	0.119978742362675	0.330284398268586	0.280466764703006	0.327944820266418	1–5 kb upstream	hg38_genes_1to5kb	Caudate
Q5	1439	299	0.20778318276581	0.571777855963821	0.33037216806123	1.01949255185383	0.187597668659683	0.229524708259406	1–5 kb upstream	hg38_genes_1to5kb	Caudate
Q1	1439	220	0.152883947185546	0.0468528966547521	0.0065022177960695	0.0599085188985823	0.13519312659364	0.17242310948504	Intergenic	hg38_genes_intergenic	Caudate
Q2	1439	232	0.161223071577484	0.0713632710348991	0.0599278473723091	0.0833304176499013	0.143107539527097	0.181142540729874	Intergenic	hg38_genes_intergenic	Caudate
Q3	1438	274	0.190542420027816	0.0973322935828582	0.0833309039628978	0.119853736904743	0.171062109321654	0.211671689491465	Intergenic	hg38_genes_intergenic	Caudate
Q4	1439	381	0.264767199444058	0.172898100300226	0.119978742362675	0.330284398268586	0.242610468773037	0.288176510031034	Intergenic	hg38_genes_intergenic	Caudate
Q5	1439	569	0.395413481584434	0.571777855963821	0.33037216806123	1.01949255185383	0.370460231587181	0.420923639343433	Intergenic	hg38_genes_intergenic	Caudate
Q1	991	220	0.221997981836529	0.0872052060884611	0.0114161134972332	0.103264267618134	0.197202211455217	0.248940693914683	Promoter	hg38_genes_promoters	DLPFC
Q2	991	223	0.225025227043391	0.109270773739709	0.103273140917356	0.116282902063694	0.200094091224959	0.2520799258832	Promoter	hg38_genes_promoters	DLPFC
