cohort	tissue	modality	population	vmr_set	assay	n_control_pheno	n_rna_samples	n_model_samples_pre_pair_filter	n_features_total	n_features_assay_varying	n_pairs_before_constant_filter	n_pairs_after_constant_filter	n_features_linked	model
all_individuals	hippocampus	psi	AA	shared	counts	103	452	103	690907	508041	1033584	765118	304290	feature ~ VMR_methylation + RNA_covariates
