spearman_rho	spearman_p_value	n	h2_category	tissue1	tissue2
0.76276818089083	1.94182611968696e-272	1429	heritable	caudate	dlpfc
0.783180017263203	0	1562	heritable	caudate	hippocampus
0.749280551052107	0	2422	heritable	hippocampus	dlpfc
0.532352941176471	0.0360911924930475	16	low_prediction	caudate	dlpfc
0.608823529411765	0.0141962650125381	16	low_prediction	caudate	hippocampus
0.644225506294472	0.000297607090933287	28	low_prediction	hippocampus	dlpfc
0.0459941608336568	0.119350021531662	1148	non-heritable	caudate	dlpfc
0.0532438229667416	0.0622548724458762	1227	non-heritable	caudate	hippocampus
0.10664414629527	3.3490104785884e-05	1507	non-heritable	hippocampus	dlpfc
