ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	comparison
GO:0002399	MHC class II protein complex assembly	3/12	16/18986	0.1875	296.65625	29.7529385769851	1.07528113149338e-07	2.52691065900944e-05	1.12621550087991e-05	HLA-DQA1/HLA-DQB1/HLA-DRB1	3	Pooled_Q5
GO:0002503	peptide antigen assembly with MHC class II protein complex	3/12	16/18986	0.1875	296.65625	29.7529385769851	1.07528113149338e-07	2.52691065900944e-05	1.12621550087991e-05	HLA-DQA1/HLA-DQB1/HLA-DRB1	3	Pooled_Q5
GO:0002396	MHC protein complex assembly	3/12	21/18986	0.142857142857143	226.02380952381	25.9464635194053	2.54925425874011e-07	2.99537375401963e-05	1.33500420391916e-05	HLA-DQA1/HLA-DQB1/HLA-DRB1	3	Pooled_Q5
GO:0002501	peptide antigen assembly with MHC protein complex	3/12	21/18986	0.142857142857143	226.02380952381	25.9464635194053	2.54925425874011e-07	2.99537375401963e-05	1.33500420391916e-05	HLA-DQA1/HLA-DQB1/HLA-DRB1	3	Pooled_Q5
GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	3/12	31/18986	0.0967741935483871	153.112903225806	21.3157924808433	8.5851131750508e-07	8.07000638454775e-05	3.59671057228444e-05	HLA-DQA1/HLA-DQB1/HLA-DRB1	3	Pooled_Q5
GO:0002495	antigen processing and presentation of peptide antigen via MHC class II	3/12	35/18986	0.0857142857142857	135.614285714286	20.0459010886006	1.24826796931932e-06	9.77809909300137e-05	4.35798817358852e-05	HLA-DQA1/HLA-DQB1/HLA-DRB1	3	Pooled_Q5
GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	3/12	37/18986	0.0810810810810811	128.283783783784	19.4893460500799	1.4808466972938e-06	9.94282782468696e-05	4.43140590618747e-05	HLA-DQA1/HLA-DQB1/HLA-DRB1	3	Pooled_Q5
GO:0002478	antigen processing and presentation of exogenous peptide antigen	3/12	41/18986	0.0731707317073171	115.768292682927	18.5004810134053	2.02874781980896e-06	0.000119188934413776	5.3121160018682e-05	HLA-DQA1/HLA-DQB1/HLA-DRB1	3	Pooled_Q5
GO:0019884	antigen processing and presentation of exogenous antigen	3/12	50/18986	0.06	94.93	16.7248286759957	3.71822588937942e-06	0.000194174018667592	8.65411639750299e-05	HLA-DQA1/HLA-DQB1/HLA-DRB1	3	Pooled_Q5
GO:0048002	antigen processing and presentation of peptide antigen	3/12	72/18986	0.0416666666666667	65.9236111111111	13.8801352891234	1.12257599915396e-05	0.000527610719602364	0.000235150130349094	HLA-DQA1/HLA-DQB1/HLA-DRB1	3	Pooled_Q5
GO:0051251	positive regulation of lymphocyte activation	4/12	336/18986	0.0119047619047619	18.8353174603175	8.29521296487901	4.2630583013695e-05	0.00182148854694879	0.000811816843992852	HLA-DQA1/HLA-DQB1/HLA-DRB1/IRS2	4	Pooled_Q5
GO:0019882	antigen processing and presentation	3/12	118/18986	0.0254237288135593	40.2245762711864	10.7486223978309	4.94237775150681e-05	0.00193576461934017	0.000862748396973557	HLA-DQA1/HLA-DQB1/HLA-DRB1	3	Pooled_Q5
GO:0002696	positive regulation of leukocyte activation	4/12	371/18986	0.0107816711590297	17.0584007187781	7.85550666076115	6.2721606586884e-05	0.00226762731506427	0.00101065584702752	HLA-DQA1/HLA-DQB1/HLA-DRB1/IRS2	4	Pooled_Q5
GO:0050867	positive regulation of cell activation	4/12	391/18986	0.010230179028133	16.1858482523444	7.63037388607524	7.69180292507154e-05	0.00245830493065919	0.00109563870369805	HLA-DQA1/HLA-DQB1/HLA-DRB1/IRS2	4	Pooled_Q5
GO:0050863	regulation of T cell activation	4/12	393/18986	0.0101781170483461	16.1034775233249	7.60877899573149	7.84565403401869e-05	0.00245830493065919	0.00109563870369805	BATF/HLA-DQA1/HLA-DQB1/HLA-DRB1	4	Pooled_Q5
GO:0045622	regulation of T-helper cell differentiation	2/12	48/18986	0.0416666666666667	65.9236111111111	11.3258995598517	0.000406464726210706	0.0119399013324395	0.00532147898131121	BATF/HLA-DRB1	2	Pooled_Q5
GO:0050870	positive regulation of T cell activation	3/12	260/18986	0.0115384615384615	18.2557692307692	7.0455510207257	0.000509678910675962	0.0140911228245707	0.00628025406962951	HLA-DQA1/HLA-DQB1/HLA-DRB1	3	Pooled_Q5
GO:1903039	positive regulation of leukocyte cell-cell adhesion	3/12	284/18986	0.0105633802816901	16.7130281690141	6.70952087463733	0.000659223858972612	0.0167731456218939	0.00747560129620803	HLA-DQA1/HLA-DQB1/HLA-DRB1	3	Pooled_Q5
GO:0043370	regulation of CD4-positive, alpha-beta T cell differentiation	2/12	62/18986	0.032258064516129	51.0376344086022	9.92436253074373	0.00067806333365103	0.0167731456218939	0.00747560129620803	BATF/HLA-DRB1	2	Pooled_Q5
GO:0022409	positive regulation of cell-cell adhesion	3/12	336/18986	0.00892857142857143	14.1264880952381	6.10513462814532	0.00107333138581767	0.0224220786613468	0.00999326686138413	HLA-DQA1/HLA-DQB1/HLA-DRB1	3	Pooled_Q5
GO:0046637	regulation of alpha-beta T cell differentiation	2/12	80/18986	0.025	39.5541666666667	8.69026385608206	0.00112595488449511	0.0224220786613468	0.00999326686138413	BATF/HLA-DRB1	2	Pooled_Q5
GO:0042093	T-helper cell differentiation	2/12	81/18986	0.0246913580246914	39.0658436213992	8.63388189163254	0.00115405480567714	0.0224220786613468	0.00999326686138413	BATF/HLA-DRB1	2	Pooled_Q5
GO:0002294	CD4-positive, alpha-beta T cell differentiation involved in immune response	2/12	83/18986	0.0240963855421687	38.1244979919679	8.52414334536624	0.00121126288210162	0.0224220786613468	0.00999326686138413	BATF/HLA-DRB1	2	Pooled_Q5
GO:0002287	alpha-beta T cell activation involved in immune response	2/12	84/18986	0.0238095238095238	37.6706349206349	8.47072667761487	0.00124037030892557	0.0224220786613468	0.00999326686138413	BATF/HLA-DRB1	2	Pooled_Q5
GO:0002293	alpha-beta T cell differentiation involved in immune response	2/12	84/18986	0.0238095238095238	37.6706349206349	8.47072667761487	0.00124037030892557	0.0224220786613468	0.00999326686138413	BATF/HLA-DRB1	2	Pooled_Q5
GO:2000514	regulation of CD4-positive, alpha-beta T cell activation	2/12	84/18986	0.0238095238095238	37.6706349206349	8.47072667761487	0.00124037030892557	0.0224220786613468	0.00999326686138413	BATF/HLA-DRB1	2	Pooled_Q5
GO:0032024	positive regulation of insulin secretion	2/12	88/18986	0.0227272727272727	35.9583333333333	8.26609911694446	0.00136014745431398	0.0236766408713915	0.0105524110490636	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0002292	T cell differentiation involved in immune response	2/12	92/18986	0.0217391304347826	34.3949275362319	8.07474728696439	0.0014852630783143	0.0249312016717043	0.0111115546084415	BATF/HLA-DRB1	2	Pooled_Q5
GO:1903037	regulation of leukocyte cell-cell adhesion	3/12	392/18986	0.0076530612244898	12.1084183673469	5.58888693395585	0.00167272928693968	0.0271097505124706	0.012082509186969	HLA-DQA1/HLA-DQB1/HLA-DRB1	3	Pooled_Q5
GO:0043367	CD4-positive, alpha-beta T cell differentiation	2/12	102/18986	0.0196078431372549	31.0228758169935	7.6457810224944	0.00182125605770174	0.0285330115706606	0.0127168405432507	BATF/HLA-DRB1	2	Pooled_Q5
GO:0007159	leukocyte cell-cell adhesion	3/12	430/18986	0.00697674418604651	11.0383720930233	5.29507128491045	0.00217949574353916	0.0330439677246259	0.0147273226813002	HLA-DQA1/HLA-DQB1/HLA-DRB1	3	Pooled_Q5
GO:0090277	positive regulation of peptide hormone secretion	2/12	114/18986	0.0175438596491228	27.7573099415205	7.20613487906939	0.00226779201413827	0.0333081952076559	0.0148450858820236	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0002793	positive regulation of peptide secretion	2/12	116/18986	0.0172413793103448	27.2787356321839	7.1394373353464	0.00234677171347496	0.0334237183434312	0.01489657323705	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0046634	regulation of alpha-beta T cell activation	2/12	122/18986	0.0163934426229508	25.9371584699454	6.94906641199314	0.00259146591639411	0.0347996851630066	0.015509826086088	BATF/HLA-DRB1	2	Pooled_Q5
GO:0071887	leukocyte apoptotic process	2/12	122/18986	0.0163934426229508	25.9371584699454	6.94906641199314	0.00259146591639411	0.0347996851630066	0.015509826086088	IRS2/PLEKHO2	2	Pooled_Q5
GO:0035710	CD4-positive, alpha-beta T cell activation	2/12	129/18986	0.0155038759689922	24.5297157622739	6.74359859040804	0.00289156427272032	0.0377509780049597	0.0168251839260627	BATF/HLA-DRB1	2	Pooled_Q5
GO:0046632	alpha-beta T cell differentiation	2/12	133/18986	0.0150375939849624	23.7919799498747	6.63336838456212	0.00307007490648786	0.0389982488121431	0.017381078417954	BATF/HLA-DRB1	2	Pooled_Q5
GO:0002286	T cell activation involved in immune response	2/12	136/18986	0.0147058823529412	23.2671568627451	6.55382772270592	0.00320729389480747	0.0396691613305135	0.0176800965392434	BATF/HLA-DRB1	2	Pooled_Q5
GO:0045785	positive regulation of cell adhesion	3/12	499/18986	0.00601202404809619	9.51202404809619	4.84580986534871	0.00332604940489653	0.0400831594949069	0.0178646108387155	HLA-DQA1/HLA-DQB1/HLA-DRB1	3	Pooled_Q5
GO:0046887	positive regulation of hormone secretion	2/12	147/18986	0.0136054421768707	21.5260770975057	6.2827846754971	0.00373473248862771	0.042042931217175	0.0187380589299392	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0071333	cellular response to glucose stimulus	2/12	148/18986	0.0135135135135135	21.3806306306306	6.25961402811261	0.00378456466789173	0.042042931217175	0.0187380589299392	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0050852	T cell receptor signaling pathway	2/12	149/18986	0.0134228187919463	21.2371364653244	6.23667052179158	0.00383470920861059	0.042042931217175	0.0187380589299392	HLA-DQB1/HLA-DRB1	2	Pooled_Q5
GO:0050714	positive regulation of protein secretion	2/12	150/18986	0.0133333333333333	21.0955555555556	6.21395038527445	0.00388516576369015	0.042042931217175	0.0187380589299392	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0071331	cellular response to hexose stimulus	2/12	151/18986	0.0132450331125828	20.9558498896247	6.19144993465055	0.00393593398628873	0.042042931217175	0.0187380589299392	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0071326	cellular response to monosaccharide stimulus	2/12	153/18986	0.0130718954248366	20.681917211329	6.14709377675645	0.00403840404793767	0.0421788867229046	0.0187986527611602	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0071322	cellular response to carbohydrate stimulus	2/12	163/18986	0.0122699386503067	19.4130879345603	5.93734771803838	0.00456933681756074	0.0466867022663814	0.0208077351646359	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0001678	intracellular glucose homeostasis	2/12	170/18986	0.0117647058823529	18.6137254901961	5.80134252118491	0.0049592875867314	0.049592875867314	0.0221029838691948	HLA-DRB1/IRS2	2	Pooled_Q5
