pheno_id	num_snps	boosting_iterations_performed	h2_unscaled	r_squared_cv	PopSize
pheno_1	1215	11	0.109449725657319	0.741097485284546	1000
pheno_2	543	11	0.141358166952316	0.584133010269305	1000
pheno_3	5297	11	0.273691115006144	0.97971848349094	1000
pheno_4	3213	11	0.265881182650876	0.95090630467642	1000
pheno_5	2570	11	0.245560160291266	0.937396328264896	1000
pheno_6	1711	11	0.108960795712218	0.83721601590279	1000
pheno_7	987	11	0.291726098350163	0.670066075763291	1000
pheno_8	1417	11	0.101246584395927	0.780571547583777	1000
pheno_9	6867	11	0.249662909268371	0.991105112627217	1000
pheno_10	1492	11	0.157464262823127	0.762374674599743	1000
pheno_11	1918	11	0.474108692961257	0.828193804289154	1000
pheno_12	1668	11	0.250792971886552	0.809259256514929	1000
pheno_13	3942	11	0.235695588121281	0.947607581348495	1000
pheno_14	2067	11	0.258292024796152	0.875630343246542	1000
pheno_15	3943	11	0.272790179062698	0.932654193608348	1000
pheno_16	6790	11	0.266067285171761	0.995265804277917	1000
pheno_17	5112	11	0.266112687258665	0.967256592277475	1000
pheno_18	2240	11	0.482490294907595	0.86864811431999	1000
pheno_19	3646	18	0.273974124245308	0.956130607557657	1000
pheno_20	5052	11	0.243505850434836	0.981434400862317	1000
pheno_21	1579	11	0.214571657228942	0.820330362369243	1000
pheno_22	2971	11	0.252275898750768	0.940114229712407	1000
pheno_23	2909	11	0.279243020426766	0.939988700210364	1000
pheno_24	6280	11	0.262247130970063	0.970255307972402	1000
pheno_25	5516	12	0.26750326835337	0.959002025335926	1000
pheno_26	2869	11	0.276285423894508	0.926866713590793	1000
pheno_27	2980	16	0.482931004927509	0.900718139458411	1000
pheno_28	1720	11	0.287711203236206	0.850551266187493	1000
pheno_29	2917	11	0.275615068843195	0.955849907954404	1000
pheno_30	3464	16	0.262456320595967	0.977349141486207	1000
pheno_31	6210	11	0.257621126792515	0.97109270222584	1000
pheno_32	129	11	0.033110297959539	0.184139828823066	1000
pheno_33	3056	14	0.274338505737021	0.909829981435208	1000
pheno_34	7595	11	0.259272890189429	0.994052770179238	1000
pheno_35	453	11	0.171658660321908	0.55623859760743	1000
pheno_36	1844	11	0.180590834953751	0.864656829532031	1000
pheno_37	3583	11	0.276990388731748	0.974431364734816	1000
pheno_38	4015	13	0.273448026363114	0.966948848049033	1000
pheno_39	5154	11	0.262789737787427	0.984243615353579	1000
pheno_40	2931	11	0.248781065639354	0.933024024192189	1000
pheno_41	5337	16	0.270211584718372	0.988563544138612	1000
pheno_42	1576	11	0.209797561400599	0.815292718538351	1000
pheno_43	4948	11	0.264355106461265	0.982123075060962	1000
pheno_44	2889	11	0.272658844075563	0.917578449533035	1000
pheno_45	2725	11	0.230270780277507	0.920469974739396	1000
pheno_46	3640	11	0.277612710748244	0.931777894910219	1000
pheno_47	423	11	0.451917728073139	0.708638347920215	1000
pheno_48	2749	11	0.655097506831648	0.881345549335816	1000
pheno_49	3411	11	0.246102273040753	0.91393162918613	1000
pheno_50	2559	11	0.263912969062261	0.919449823590831	1000
pheno_51	1491	11	0.110310571973875	0.809092785962398	1000
pheno_52	8058	11	0.248444778555718	0.995750687093879	1000
pheno_53	3972	16	0.232999074109278	0.966742248556453	1000
pheno_54	698	16	0.024782195409305	0.573486443199924	1000
pheno_55	2151	11	0.256352918126539	0.891598653695863	1000
pheno_56	1528	11	0.107390540452033	0.818021873347572	1000
pheno_57	1364	13	0.55997819066797	0.78284386233349	1000
pheno_58	2952	11	0.225657190109539	0.934018619085407	1000
pheno_59	1453	11	0.130530247089363	0.794176996677127	1000
pheno_60	2515	11	0.229029800281733	0.910309858069787	1000
pheno_61	5805	11	0.277935377645117	0.99219027831862	1000
pheno_62	3580	11	0.227987937491228	0.964096972252239	1000
pheno_63	2188	11	0.253565174276812	0.897357760757807	1000
pheno_64	1556	11	0.10632396213275	0.819930977800623	1000
pheno_65	3478	11	0.262693440336068	0.975481013771227	1000
pheno_66	8744	11	0.264157338317698	0.997357608932746	1000
pheno_67	959	11	0.177983015333794	0.715651839233163	1000
pheno_68	5050	11	0.260469708556296	0.985263756974166	1000
pheno_69	1344	11	0.166005649816779	0.803434292160848	1000
pheno_70	906	11	0.0742391430569095	0.675085697890137	1000
pheno_71	519	11	0.0785098180626009	0.528862830609932	1000
pheno_72	2865	11	0.263972175773789	0.892824836563638	1000
pheno_73	4093	11	0.521852153788463	0.936257484323477	1000
pheno_74	3152	11	0.246259145851134	0.961859652909344	1000
pheno_75	4016	11	0.416379416620682	0.923853555718717	1000
pheno_76	3510	11	0.278086073080608	0.975646172493234	1000
pheno_77	3363	11	0.26006631694796	0.921981118193378	1000
pheno_78	1004	12	0.557127645190803	0.736718713546157	1000
pheno_79	1577	15	0.204436738334584	0.77493435998822	1000
pheno_80	1164	11	0.125226105626771	0.723499622723351	1000
pheno_81	1348	11	0.177059128863213	0.766671443527445	1000
pheno_82	3359	11	0.236907221070047	0.970733519870727	1000
pheno_83	6161	11	0.531867989499924	0.964463567219016	1000
pheno_84	5982	16	0.279752467263147	0.969707652915252	1000
pheno_85	1825	11	0.272290782105141	0.856359929140871	1000
pheno_86	3286	11	0.286604548172683	0.969522750153816	1000
pheno_87	1006	11	0.564255314627466	0.745397700696821	1000
pheno_88	1150	11	0.0941989406949625	0.713121246096143	1000
pheno_89	6493	11	0.263622053920985	0.988274958425533	1000
pheno_90	2892	11	0.253680405608905	0.952518508565327	1000
pheno_91	3118	11	0.264403712969801	0.956301088942027	1000
pheno_92	5070	11	0.427438676986423	0.957968355587286	1000
pheno_93	4089	11	0.256008526327585	0.967219631629867	1000
pheno_94	3178	11	0.270551615593816	0.968055289956687	1000
pheno_95	4025	11	0.254978824453592	0.928433926585195	1000
pheno_96	1145	11	0.0160231211369372	0.719468105431007	1000
pheno_97	879	14	0.733927087078304	0.745972809689073	1000
pheno_98	6496	11	0.254142375271252	0.987807084792266	1000
pheno_99	3138	11	0.235772465753653	0.964674764964063	1000
pheno_100	2301	11	0.267219923657039	0.911875247094678	1000
pheno_101	6580	11	0.283070830806275	0.976154232255492	1000
pheno_102	1776	11	0.239258735832329	0.837447228294025	1000
pheno_103	1538	11	0.459898191653061	0.79422746106488	1000
pheno_104	5210	11	0.252659383302748	0.975632888338254	1000
pheno_105	1845	11	0.256702242523107	0.877708939337319	1000
pheno_106	1196	12	0.215146558856871	0.714351419317233	1000
pheno_107	2646	11	0.240565655589904	0.948656501900745	1000
pheno_108	1178	11	0.132243157222971	0.734129357099203	1000
pheno_109	3304	11	0.251665715227921	0.921990233104037	1000
pheno_110	1635	11	0.158699395113362	0.828334139997338	1000
pheno_111	9862	11	0.248606527937097	0.998229208597504	1000
pheno_112	999	11	0.177093023040275	0.69897523506663	1000
pheno_113	2071	11	0.263942678780257	0.863420086688521	1000
pheno_114	4068	11	0.240348458249382	0.951108187800333	1000
pheno_115	889	11	0.0644149217327724	0.658276410281519	1000
pheno_116	5491	12	0.262917545621082	0.992076007268679	1000
pheno_117	5031	11	0.274032678264865	0.988937267912344	1000
pheno_118	3604	11	0.455094475178801	0.914802126214273	1000
pheno_119	3122	11	0.270420956984614	0.893820073461866	1000
pheno_120	980	11	0.635216988370645	0.752357527328492	1000
pheno_121	3027	11	0.258275672461228	0.909372774431123	1000
pheno_122	2679	11	0.252196976734158	0.95149293761213	1000
pheno_123	1176	11	0.723570451671699	0.787944060522456	1000
pheno_124	2847	11	0.246000861936645	0.936251643825222	1000
pheno_125	2221	11	0.22439397374146	0.897789989824262	1000
pheno_126	1440	11	0.269143740078125	0.813667347915069	1000
pheno_127	3121	11	0.243520635496135	0.959315456284868	1000
pheno_128	3629	11	0.282115902087023	0.978953344054059	1000
pheno_129	2153	11	0.285572528270457	0.900486721935515	1000
pheno_130	2744	11	0.218137918588057	0.9313738806519	1000
pheno_131	2617	11	0.277945857094847	0.946644778123704	1000
pheno_132	2707	11	0.264119384698148	0.93123742951713	1000
pheno_133	3784	11	0.245629005177878	0.975960717788004	1000
pheno_134	1461	11	0.0637606495863666	0.802450085766947	1000
pheno_135	3724	11	0.274686097084562	0.956614382080626	1000
pheno_136	8486	11	0.249328278377004	0.991780328185306	1000
pheno_137	2067	11	0.227476316138376	0.892985624744577	1000
pheno_138	1239	11	0.071369283837551	0.736401153239355	1000
pheno_139	2295	11	0.275783317758392	0.931630194455848	1000
pheno_140	2872	11	0.236787683485546	0.931967963206826	1000
pheno_141	2853	11	0.252806963321752	0.953784765916852	1000
pheno_142	5456	11	0.295344201953527	0.96295749929618	1000
pheno_143	3799	11	0.25376508922364	0.940518747373087	1000
pheno_144	4665	11	0.268148848338258	0.981308972893981	1000
pheno_145	1717	11	0.259604495148617	0.794984990222132	1000
pheno_146	3796	14	0.464876196194439	0.930457566514677	1000
pheno_147	3439	11	0.244763669175977	0.956880642324972	1000
pheno_148	3200	11	0.23656639061239	0.941632588830577	1000
pheno_149	1495	11	0.249033739892987	0.789611123882415	1000
pheno_150	1102	11	0.387619105272597	0.723971760423338	1000
pheno_151	3994	11	0.279396121127286	0.977436346508309	1000
pheno_152	5218	11	0.233294622290208	0.990934843165408	1000
pheno_153	3391	11	0.253536841203313	0.941128235644454	1000
pheno_154	1487	11	0.140255198732642	0.781078887516278	1000
pheno_155	1127	11	0.385132754837475	0.738119784403284	1000
pheno_156	3136	11	0.269043157094372	0.944577367130689	1000
pheno_157	702	11	0.169483743015409	0.614871546221	1000
pheno_158	1156	11	0.0465557463230419	0.739096883835342	1000
pheno_159	1065	11	0.114360513952073	0.710209867397781	1000
pheno_160	2081	11	0.287028680788102	0.886132317937113	1000
pheno_161	1929	11	0.2596090062478	0.892367112174415	1000
pheno_162	838	11	0.0244938169754898	0.650694316734814	1000
pheno_163	7441	11	0.274537762336726	0.996871957315928	1000
pheno_164	1038	11	0.223827280397049	0.730510532420569	1000
pheno_165	1582	11	0.256324652912241	0.832018774413111	1000
pheno_166	4162	12	0.237342780491334	0.964174738364123	1000
pheno_167	4535	13	0.270364045591533	0.985718649413935	1000
pheno_168	4223	11	0.280191562062644	0.978271200538752	1000
pheno_169	1078	11	0.107660475947053	0.696312707675427	1000
pheno_170	1379	11	0.0892441963225322	0.778536896543542	1000
pheno_171	1659	11	0.0879985740845809	0.821338202936319	1000
pheno_172	3869	11	0.25306431190939	0.980630814022317	1000
pheno_173	731	11	0.0687824848628715	0.593689382790372	1000
pheno_174	2696	15	0.259290557248245	0.934545683616176	1000
pheno_175	2848	11	0.249362894263407	0.953409525797564	1000
pheno_176	6793	11	0.273360805669264	0.995805305405484	1000
pheno_177	1918	11	0.209349149521601	0.8814956773635	1000
pheno_178	4480	14	0.272300196849893	0.982466920246463	1000
pheno_179	2686	11	0.247949766848483	0.888377365865148	1000
pheno_180	6458	11	0.278156976362445	0.994438024930905	1000
pheno_181	2184	11	0.263008177236663	0.927889538561721	1000
pheno_182	5214	11	0.253740279031734	0.977055016890113	1000
pheno_183	2608	11	0.278175385112696	0.872186078983492	1000
pheno_184	2810	11	0.260363981849516	0.940086534836834	1000
pheno_185	5277	16	0.274548141318427	0.988167655491825	1000
pheno_186	2333	11	0.246048940670943	0.902846826358093	1000
pheno_187	2393	11	0.244613569056946	0.914789028179729	1000
pheno_188	1298	11	0.0898325758568826	0.755115557371549	1000
pheno_189	112	11	0.0670753256317228	0.22444755076975	1000
pheno_190	849	11	0.115858258586219	0.631661961330068	1000
pheno_191	860	11	0.144524485073352	0.64574959296015	1000
pheno_192	1673	11	0.301595495722336	0.879271875769336	1000
pheno_193	4331	11	0.251992544560817	0.980783320044141	1000
pheno_194	3629	14	0.240520190706105	0.955520959996163	1000
pheno_195	6699	11	0.27750247714	0.988022717549702	1000
pheno_196	9936	11	0.245093883435097	0.994678443083141	1000
pheno_197	3432	11	0.227215794857508	0.953717419495042	1000
pheno_198	4227	11	0.260584289902718	0.969624847643636	1000
pheno_199	6589	11	0.261556750924741	0.995121663107035	1000
pheno_200	1481	11	0.268386207884981	0.824355067001948	1000
pheno_201	794	11	0.0604803689701028	0.618670031600899	1000
pheno_202	1395	11	0.250536835947359	0.811811175774151	1000
pheno_203	2420	11	0.237530822962593	0.9005980678656	1000
pheno_204	3971	11	0.236122705936303	0.974887014788259	1000
pheno_205	4862	11	0.544675720513358	0.957452596490607	1000
pheno_206	1557	11	0.115224616864923	0.825745490699284	1000
pheno_207	1651	11	0.448808467801413	0.807950871329964	1000
pheno_208	2174	11	0.232471281679398	0.854894142635751	1000
pheno_209	6995	11	0.272498934875131	0.984923862728422	1000
pheno_210	2261	11	0.237212165271513	0.903338668896076	1000
pheno_211	2754	11	0.254486716712126	0.936910561064975	1000
pheno_212	4379	11	0.267656907028646	0.97018605695052	1000
pheno_213	2329	11	0.265835648646355	0.894532601620312	1000
pheno_214	1362	11	0.147601508171087	0.784646582829529	1000
pheno_215	2424	11	0.273577917291788	0.914019749191749	1000
pheno_216	4558	11	0.274336276705266	0.968862174619214	1000
pheno_217	344	11	0.0195050824446561	0.374161359958043	1000
pheno_218	6592	11	0.272647994628289	0.992287191720414	1000
pheno_219	2949	11	0.251325986201531	0.933705472823505	1000
pheno_220	2666	11	0.256123692073457	0.9352748444467	1000
pheno_221	5305	11	0.249004669014345	0.990220167316112	1000
pheno_222	1637	11	0.13764604032065	0.821752959643036	1000
pheno_223	2106	11	0.260156302569706	0.906643661510062	1000
pheno_224	936	11	0.0599236794039803	0.67026833640659	1000
pheno_225	4048	13	0.268887988794325	0.982834300489025	1000
pheno_226	5102	11	0.257549031011452	0.982185176139029	1000
pheno_227	458	11	0.0440259968523447	0.437491310882116	1000
pheno_228	1380	11	0.274611395388247	0.83256238268069	1000
pheno_229	2193	11	0.261168853738327	0.924047847537683	1000
pheno_230	1115	11	0.0453424759900695	0.722663963186853	1000
pheno_231	3300	11	0.268636990246595	0.947150946259871	1000
pheno_232	1609	11	0.170301339379761	0.856261040182377	1000
pheno_233	183	11	0.0979590340750532	0.325539147878282	1000
pheno_234	2874	11	0.235499836408911	0.961262706847254	1000
pheno_235	2999	11	0.251150755277867	0.957310072568786	1000
pheno_236	1406	11	0.161557779357881	0.797131620049927	1000
pheno_237	1348	11	0.241933598334857	0.831010134548945	1000
pheno_238	5015	11	0.257376366458269	0.968612080304405	1000
pheno_239	3166	11	0.236035320551414	0.949341570206762	1000
pheno_240	1629	11	0.255593656886052	0.802974210991736	1000
pheno_241	1704	11	0.186173730104739	0.842947943275418	1000
pheno_242	622	11	0.0365583563546559	0.537520943090175	1000
pheno_243	3256	11	0.262220724681889	0.966787885980345	1000
pheno_244	879	11	0.662394269056064	0.74572791285341	1000
pheno_245	35	11	0.63532147936707	0.684804677325781	1000
pheno_246	3271	11	0.256254251535864	0.952555173196983	1000
pheno_247	1934	11	0.293391989965898	0.874602600658084	1000
pheno_248	2753	11	0.24550806869247	0.914927882583707	1000
pheno_249	2968	11	0.241167529865325	0.948064274604388	1000
pheno_250	1790	11	0.267812725462913	0.805804663288698	1000
pheno_251	5129	11	0.274238596218178	0.989173860249394	1000
pheno_252	7543	11	0.262132863611363	0.984950594283203	1000
pheno_253	884	11	0.0715146238948416	0.661850295723809	1000
pheno_254	4825	11	0.241192350386071	0.960150920209976	1000
pheno_255	2882	11	0.278758695589557	0.88278976292841	1000
pheno_256	2421	11	0.175601667985941	0.899879844719825	1000
pheno_257	2814	11	0.259595236813202	0.951872468243551	1000
pheno_258	2491	11	0.249207484787273	0.925984512990871	1000
pheno_259	3067	11	0.252210456830641	0.951672446910555	1000
pheno_260	2806	11	0.2605022312676	0.947147577188822	1000
pheno_261	1521	11	0.252618527656806	0.799426186261824	1000
pheno_262	12282	11	0.24289042790761	0.999165923069509	1000
pheno_263	6624	11	0.289014092062289	0.994822222477405	1000
pheno_264	1469	11	0.551733786733592	0.790775534055046	1000
pheno_265	3044	11	0.604154176992674	0.901903798892977	1000
pheno_266	2351	11	0.149000201840301	0.918947658015309	1000
pheno_267	3679	11	0.256650615519464	0.980742735984347	1000
pheno_268	2241	11	0.27183367956811	0.903663187718941	1000
pheno_269	2464	11	0.238145955064921	0.922403267897921	1000
pheno_270	2658	11	0.130308219461917	0.89639594426262	1000
pheno_271	7194	11	0.284430401715749	0.980987585075063	1000
pheno_272	2344	11	0.256354392934437	0.900429239261456	1000
pheno_273	246	11	0.0197891330706025	0.292101398733645	1000
pheno_274	2935	11	0.241351915637123	0.943330136546811	1000
pheno_275	7963	11	0.257718682629488	0.99705669854518	1000
pheno_276	4379	11	0.251985002193519	0.976184114248811	1000
pheno_277	4544	11	0.287025498378631	0.970638306822803	1000
pheno_278	3361	11	0.244224950687331	0.966692577875563	1000
pheno_279	2784	11	0.275608947604244	0.946094255874305	1000
pheno_280	4826	11	0.249537243456945	0.981856071633387	1000
pheno_281	11381	11	0.249724192961951	0.999020609222387	1000
pheno_282	2420	11	0.236670943571985	0.931014683858896	1000
pheno_283	3054	11	0.243610658083435	0.917021323976857	1000
pheno_284	1770	11	0.485903902152358	0.819962128106903	1000
pheno_285	3249	11	0.225138641226459	0.951921952468411	1000
pheno_286	2578	11	0.285728075258466	0.94119282101749	1000
pheno_287	3943	11	0.237619635706753	0.970915512834106	1000
pheno_288	4349	11	0.269022765795408	0.943624167206091	1000
pheno_289	2753	11	0.226981589015231	0.903910548455789	1000
pheno_290	3872	11	0.258696222564467	0.968004182521199	1000
pheno_291	3938	14	0.225730482968714	0.964657516729285	1000
pheno_292	8474	11	0.255422520877874	0.996301636437071	1000
pheno_293	4150	11	0.227604125328113	0.971535686247131	1000
pheno_294	2809	11	0.306264785963552	0.902206789084449	1000
pheno_295	5041	13	0.255758535431161	0.969078041532626	1000
pheno_296	6618	11	0.292717744724985	0.969541340886073	1000
pheno_297	2797	11	0.246088529889092	0.924250108733579	1000
pheno_298	4173	11	0.263436905380284	0.984064516069118	1000
pheno_299	2331	11	0.244081107411267	0.886019348612043	1000
pheno_300	4214	11	0.23988929714415	0.967521652697355	1000
pheno_301	5913	11	0.263303249418664	0.988206751063953	1000
pheno_302	346	11	0.0846750801038141	0.458602677336888	1000
pheno_303	1284	11	0.197829088881772	0.734214928172106	1000
pheno_304	4266	11	0.26991587529756	0.975617633086274	1000
pheno_305	5231	11	0.275121333307015	0.988474703355214	1000
pheno_306	8697	11	0.25790302693313	0.992823875520394	1000
pheno_307	2004	11	0.281571283916593	0.922485747399715	1000
pheno_308	2030	11	0.289733933433361	0.889795998766254	1000
pheno_309	2673	11	0.257922423349354	0.938821111909072	1000
pheno_310	4708	11	0.265195177359541	0.949845035800046	1000
pheno_311	1600	11	0.244256947308438	0.812102436691686	1000
pheno_312	1655	11	0.253494335363771	0.842333642265448	1000
pheno_313	2480	11	0.240552493502298	0.897654663020598	1000
pheno_314	2166	11	0.265986777992735	0.928375916860764	1000
pheno_315	679	11	0.0745862792793666	0.585861653063681	1000
pheno_316	3951	11	0.261170263230211	0.972206404222506	1000
pheno_317	6364	11	0.288060446253904	0.972711756721587	1000
pheno_318	2657	11	0.255921911915052	0.891129361730942	1000
pheno_319	3934	13	0.272272487637111	0.947145771564911	1000
pheno_320	2275	11	0.276266765979889	0.93118640726099	1000
pheno_321	2953	11	0.235917004826721	0.925606934406061	1000
pheno_322	3021	11	0.271334768033106	0.960113274964809	1000
pheno_323	540	11	0.414182448200956	0.740152544771882	1000
pheno_324	1169	11	0.668087721193326	0.76872373175739	1000
pheno_325	4558	11	0.26868483803985	0.958022884717867	1000
pheno_326	9855	11	0.259622109953909	0.998365216656879	1000
pheno_327	1197	11	0.285276347824895	0.762313993598173	1000
pheno_328	947	11	0.0288704688454057	0.643822278887588	1000
pheno_329	2147	11	0.279196777096807	0.908476837985057	1000
pheno_330	740	11	0.0826049199646739	0.649811009578185	1000
pheno_331	7164	11	0.283563262473968	0.996447942347703	1000
pheno_332	3290	13	0.245603701874294	0.958385874517639	1000
pheno_333	3356	14	0.263445117724899	0.971092675705563	1000
pheno_334	59	11	0.0606275487205928	0.139230897320828	1000
pheno_335	1571	13	0.332251709961569	0.779165272564459	1000
pheno_336	2395	11	0.532255594684103	0.87278174975261	1000
pheno_337	915	11	0.231471739380176	0.689302159500863	1000
pheno_338	5558	11	0.279546024418819	0.966842840169431	1000
pheno_339	2775	11	0.268109379125283	0.944336227415067	1000
pheno_340	2281	11	0.260577409308256	0.862517277326466	1000
pheno_341	3001	11	0.273182241864257	0.96111891409222	1000
pheno_342	2858	11	0.216394331286552	0.933417856663088	1000
pheno_343	2309	11	0.491628638250114	0.854135105999745	1000
pheno_344	2089	11	0.258525607802121	0.837792362196945	1000
pheno_345	2053	11	0.248126786598206	0.875253725991956	1000
pheno_346	947	11	0.0242898138341818	0.660440639555756	1000
pheno_347	992	11	0.0406694010667377	0.704927180337353	1000
pheno_348	2429	11	0.247360915299374	0.932498485885984	1000
pheno_349	7906	11	0.268980253517504	0.994031149075262	1000
pheno_350	1707	11	0.235463996147306	0.831432915491982	1000
pheno_351	2015	11	0.171396394918092	0.916687414851288	1000
pheno_352	1861	11	0.111557265986752	0.841998973323609	1000
pheno_353	2145	11	0.264639860103203	0.870897736944075	1000
pheno_354	517	11	0.0308747035203643	0.49951691304811	1000
pheno_355	662	11	0.127428756117695	0.59585801293109	1000
pheno_356	2933	11	0.271331422868902	0.918568923722271	1000
pheno_357	2356	11	0.258783909241978	0.922361619713402	1000
pheno_358	3129	11	0.277796663104344	0.961325398680427	1000
pheno_359	3105	11	0.233201648856755	0.963659386839097	1000
pheno_360	3929	11	0.27391028572515	0.978388171643011	1000
pheno_361	2934	11	0.287132922760395	0.956261066075745	1000
pheno_362	3668	11	0.277248992973875	0.975403421634416	1000
pheno_363	170	11	0.0212361863545049	0.21381606883745	1000
pheno_364	2219	11	0.235826638925822	0.87855615616262	1000
pheno_365	1892	11	0.258653202766827	0.831973122108476	1000
pheno_366	4761	11	0.280641648205751	0.953108419014853	1000
pheno_367	1096	11	0.0964491850402958	0.678278007955412	1000
pheno_368	277	11	0.246042861136087	0.512870367903433	1000
pheno_369	2700	11	0.518148173920226	0.889065884289149	1000
pheno_370	2555	11	0.475450951728604	0.882059506784178	1000
pheno_371	2417	11	0.257495239372169	0.860811762436981	1000
pheno_372	265	11	0.55160066692156	0.710866602087246	1000
pheno_373	1209	11	0.194089434666366	0.751242010539668	1000
pheno_374	7342	14	0.258722638788164	0.984372919455565	1000
pheno_375	1878	11	0.155168108605281	0.866399688508017	1000
pheno_376	4943	11	0.280483482764429	0.987090374675265	1000
pheno_377	4533	11	0.257556283023574	0.977754044987521	1000
pheno_378	2695	11	0.226735485556242	0.922825572877181	1000
pheno_379	2910	11	0.242750758124746	0.931018204718281	1000
pheno_380	2911	11	0.22547545311765	0.887762200459987	1000
pheno_381	992	11	0.128547017603478	0.714578959758058	1000
pheno_382	1606	11	0.277585080633141	0.816133481354395	1000
pheno_383	2886	11	0.251040181166342	0.941634327998697	1000
pheno_384	3603	11	0.249035518311511	0.960849873025918	1000
pheno_385	6010	11	0.259485837660804	0.991073741545517	1000
pheno_386	1269	11	0.137023521981116	0.780334243898339	1000
pheno_387	1135	11	0.041742473542875	0.729445819185567	1000
pheno_388	2488	11	0.228039620189612	0.921400885114044	1000
pheno_389	1577	11	0.153754760024903	0.805888741244461	1000
pheno_390	3340	11	0.233958858330192	0.962943775776771	1000
pheno_391	3560	12	0.258717428587358	0.931532341363146	1000
pheno_392	930	11	0.0326206752606488	0.653948455878015	1000
pheno_393	1469	11	0.1151098962687	0.805726003369902	1000
pheno_394	4443	11	0.269443988325582	0.971467299405215	1000
pheno_395	3436	16	0.260407576604256	0.97070424215917	1000
pheno_396	4491	16	0.257889264708357	0.952303777537767	1000
pheno_397	292	11	0.0892995353852703	0.40449633883498	1000
pheno_398	5205	11	0.268679992840242	0.981437727555568	1000
pheno_399	6667	19	0.268099494397542	0.995945554448294	1000
pheno_400	2145	11	0.258437585271067	0.897848764429611	1000
pheno_401	3252	11	0.507966337556492	0.903342264578866	1000
pheno_402	2757	11	0.243012968434154	0.93712950496181	1000
pheno_403	4842	11	0.267140832185826	0.987084905046617	1000
pheno_404	4026	11	0.248302835192207	0.969168210976451	1000
pheno_405	2862	11	0.248184067858104	0.94994057932621	1000
pheno_406	1868	11	0.229895703590063	0.875406457076949	1000
pheno_407	1928	11	0.284032919521279	0.839839572465738	1000
pheno_408	3272	11	0.252602157713928	0.96590943452758	1000
pheno_409	1461	11	0.288595439459887	0.794917004985067	1000
pheno_410	1285	11	0.0948639226864472	0.78484393848974	1000
pheno_411	5851	11	0.276703082865136	0.95617220388455	1000
pheno_412	1909	11	0.638865220454569	0.838325217502726	1000
pheno_413	3420	11	0.277296655079466	0.917710810627182	1000
pheno_414	1869	11	0.227871807292076	0.861965292775756	1000
pheno_415	1261	11	0.095521702147457	0.785790619417728	1000
pheno_416	1119	11	0.100854193317516	0.704816194798472	1000
pheno_417	3352	11	0.227247139953951	0.961146631896915	1000
pheno_418	4397	11	0.260578455548472	0.960693626903187	1000
pheno_419	2153	11	0.18385003044384	0.876309910947311	1000
pheno_420	2260	11	0.294540818918275	0.91658547197601	1000
pheno_421	2376	11	0.292414232631811	0.876681103733487	1000
pheno_422	4349	11	0.262254285365474	0.936812609947617	1000
pheno_423	1076	11	0.136560369508285	0.705975208523495	1000
pheno_424	3742	11	0.265217013702036	0.934577850447073	1000
pheno_425	4989	11	0.278971083099293	0.982368111563877	1000
pheno_426	2042	11	0.242834736781257	0.849388549439103	1000
pheno_427	1843	11	0.101434232908658	0.860819192017841	1000
pheno_428	2020	11	0.242613184153387	0.912709066780195	1000
pheno_429	2080	11	0.2398125657112	0.885008460249541	1000
pheno_430	2336	11	0.235925881600089	0.919327835983123	1000
pheno_431	6052	11	0.280001648592077	0.991420006035596	1000
pheno_432	5185	11	0.260017371442377	0.988843697434346	1000
pheno_433	3270	11	0.244101907136714	0.970292660651492	1000
pheno_434	5774	11	0.259185484040957	0.970777836721994	1000
pheno_435	4233	11	0.27191331772885	0.961999013074129	1000
pheno_436	1213	11	0.119696559398545	0.757165419874925	1000
pheno_437	5303	12	0.25575706503779	0.975076918933105	1000
pheno_438	2942	11	0.240050550224198	0.926308388385246	1000
pheno_439	1482	11	0.0974003436407802	0.824742273616374	1000
pheno_440	2748	11	0.499701635638501	0.893987698698642	1000
pheno_441	6030	11	0.276921939785591	0.989200182791797	1000
pheno_442	4065	12	0.24725175049712	0.980939834078749	1000
pheno_443	1359	11	0.199213984714094	0.784510350232204	1000
pheno_444	3329	11	0.234542058642005	0.971726335979236	1000
pheno_445	2459	11	0.229810869956215	0.893927037766951	1000
pheno_446	5082	11	0.228929139974416	0.955688153162289	1000
pheno_447	2436	11	0.28405921734115	0.936447100795033	1000
pheno_448	5349	11	0.294051059097858	0.962067095806437	1000
pheno_449	2737	11	0.275945981931752	0.921243673757403	1000
pheno_450	2778	11	0.270327495582664	0.886975592973139	1000
pheno_451	11041	11	0.240914560703496	0.998874033308408	1000
pheno_452	2366	11	0.258059109208909	0.937630570424711	1000
pheno_453	2605	11	0.242575780282414	0.909541163780741	1000
pheno_454	2059	11	0.267273804293602	0.879699967934091	1000
pheno_455	3376	11	0.4747860143168	0.912647485116933	1000
pheno_456	1390	11	0.354153379424153	0.761594562395002	1000
pheno_457	1665	11	0.270825969745176	0.851475658549219	1000
pheno_458	7613	11	0.262042025267209	0.996623720724468	1000
pheno_459	3688	11	0.380910199879869	0.912077559436143	1000
pheno_460	1717	11	0.240663920296083	0.836780413402799	1000
pheno_461	3237	11	0.247132769089028	0.91384989186766	1000
pheno_462	1863	11	0.248790111213827	0.862631635469762	1000
pheno_463	2581	11	0.234190687919044	0.927777247591306	1000
