model	estimate	se	p	n_linked	n_background	tag	role	category	sample_size	binary	ancestry	region	locus_rule	n_sig_variants	n_leads	n_leads_with_vmr	n_vmrs	frac_vmrs_linked	in_distribution	q	cohort	tier	module_09_run_id
B_technical_context	0.221951507010568	0.124639689826479	0.074954114783189	77	9137	MAGNETIC_IDL.TG	excluded_not_keep	Cardiometabolic	21559	FALSE		dlpfc	uniform_lead_snp	1513	20	19	9251	0.0083568482743651	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	0.0986537373091162	0.126262799542272	0.434604591967708	70	9064	MAGNETIC_IDL.TG	excluded_not_keep	Cardiometabolic	21559	FALSE		hippocampus	uniform_lead_snp	1513	20	18	9166	0.00766367418436611	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	0.133414232699897	0.128903303464903	0.30067139794787	70	9064	MAGNETIC_IDL.TG	excluded_not_keep	Cardiometabolic	21559	FALSE		hippocampus	uniform_lead_snp	1513	20	18	9166	0.00766367418436611	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	0.0884346975205578	0.100337499381424	0.378116318729118	147	11057	MAGNETIC_LDL.C	excluded_not_keep	Cardiometabolic	13527	FALSE		caudate	uniform_lead_snp	1543	24	21	11251	0.0131203141735095	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	0.0878995965591522	0.101107863135028	0.384647741537696	147	11057	MAGNETIC_LDL.C	excluded_not_keep	Cardiometabolic	13527	FALSE		caudate	uniform_lead_snp	1543	24	21	11251	0.0131203141735095	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
A_technical	0.134803765701845	0.113110473330018	0.233344171009461	89	9125	MAGNETIC_LDL.C	excluded_not_keep	Cardiometabolic	13527	FALSE		dlpfc	uniform_lead_snp	1543	24	23	9251	0.00965921423920122	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	0.142796490216334	0.115157194901104	0.214970356185513	89	9125	MAGNETIC_LDL.C	excluded_not_keep	Cardiometabolic	13527	FALSE		dlpfc	uniform_lead_snp	1543	24	23	9251	0.00965921423920122	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	0.0426510158073763	0.116000178036038	0.713111402944056	82	9052	MAGNETIC_LDL.C	excluded_not_keep	Cardiometabolic	13527	FALSE		hippocampus	uniform_lead_snp	1543	24	21	9166	0.00897744690168601	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	0.0761686269419669	0.118458277725112	0.520224349858206	82	9052	MAGNETIC_LDL.C	excluded_not_keep	Cardiometabolic	13527	FALSE		hippocampus	uniform_lead_snp	1543	24	21	9166	0.00897744690168601	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	-0.17330736925656	0.0388481149669562	8.15200117713017e-06	1019	10185	PGC3_SCZ	scz_uniform_rule	Psychiatric-neurologic	127906	TRUE	EUR	caudate	uniform_lead_snp	14452	197	158	11251	0.0909496608354159	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	-0.181981206012662	0.0392677702459592	3.5803364760727e-06	1019	10185	PGC3_SCZ	scz_uniform_rule	Psychiatric-neurologic	127906	TRUE	EUR	caudate	uniform_lead_snp	14452	197	158	11251	0.0909496608354159	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
A_technical	-0.138504056700412	0.0433865314413017	0.00141130772421554	650	8564	PGC3_SCZ	scz_uniform_rule	Psychiatric-neurologic	127906	TRUE	EUR	dlpfc	uniform_lead_snp	14452	197	165	9251	0.0705448230952898	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	-0.143944930343532	0.0439198081108764	0.00104749658781607	650	8564	PGC3_SCZ	scz_uniform_rule	Psychiatric-neurologic	127906	TRUE	EUR	dlpfc	uniform_lead_snp	14452	197	165	9251	0.0705448230952898	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	-0.0981357680586475	0.0435631462729257	0.0242765235100966	642	8492	PGC3_SCZ	scz_uniform_rule	Psychiatric-neurologic	127906	TRUE	EUR	hippocampus	uniform_lead_snp	14452	197	165	9166	0.0702868403766148	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	-0.108019171074467	0.0439879658927179	0.0140628958112504	642	8492	PGC3_SCZ	scz_uniform_rule	Psychiatric-neurologic	127906	TRUE	EUR	hippocampus	uniform_lead_snp	14452	197	165	9166	0.0702868403766148	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	-0.223005383736222	0.0353276109050029	2.74571505239906e-10	1269	9935	PGC3_SCZ_multiancestry	ancestry_sensitivity	Psychiatric-neurologic	169417	TRUE	EUR_EAS_AFR_AMR	caudate	uniform_lead_snp	17185	280	213	11251	0.113263120314174	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	-0.2225904017088	0.0356739245803372	4.38739825358807e-10	1269	9935	PGC3_SCZ_multiancestry	ancestry_sensitivity	Psychiatric-neurologic	169417	TRUE	EUR_EAS_AFR_AMR	caudate	uniform_lead_snp	17185	280	213	11251	0.113263120314174	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
A_technical	-0.152351751240561	0.037784971247161	5.52870761609284e-05	890	8324	PGC3_SCZ_multiancestry	ancestry_sensitivity	Psychiatric-neurologic	169417	TRUE	EUR_EAS_AFR_AMR	dlpfc	uniform_lead_snp	17185	280	233	9251	0.0965921423920122	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	-0.149484000440912	0.0382813275239609	9.42720480231556e-05	890	8324	PGC3_SCZ_multiancestry	ancestry_sensitivity	Psychiatric-neurologic	169417	TRUE	EUR_EAS_AFR_AMR	dlpfc	uniform_lead_snp	17185	280	233	9251	0.0965921423920122	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	-0.162231025854246	0.0382892489740457	2.26539886759721e-05	859	8275	PGC3_SCZ_multiancestry	ancestry_sensitivity	Psychiatric-neurologic	169417	TRUE	EUR_EAS_AFR_AMR	hippocampus	uniform_lead_snp	17185	280	233	9166	0.0940442303481498	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	-0.16377689987786	0.038673542901364	2.2869782384976e-05	859	8275	PGC3_SCZ_multiancestry	ancestry_sensitivity	Psychiatric-neurologic	169417	TRUE	EUR_EAS_AFR_AMR	hippocampus	uniform_lead_snp	17185	280	233	9166	0.0940442303481498	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	-0.95754630612865	0.30874571908896	0.00192603000147652	14	11190	PGC_ADHD_EUR_2017	excluded_not_keep	Psychiatric-neurologic	53293	TRUE		caudate	uniform_lead_snp	290	9	4	11251	0.00124955373081042	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	-0.932344324369345	0.314184978089571	0.00300231033328548	14	11190	PGC_ADHD_EUR_2017	excluded_not_keep	Psychiatric-neurologic	53293	TRUE		caudate	uniform_lead_snp	290	9	4	11251	0.00124955373081042	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
A_technical	-0.058149101673802	0.261377073161439	0.823946404000284	14	9200	PGC_ADHD_EUR_2017	excluded_not_keep	Psychiatric-neurologic	53293	TRUE		dlpfc	uniform_lead_snp	290	9	7	9251	0.00151942695897547	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	-0.00778377678804627	0.27210100891708	0.977178664566646	14	9200	PGC_ADHD_EUR_2017	excluded_not_keep	Psychiatric-neurologic	53293	TRUE		dlpfc	uniform_lead_snp	290	9	7	9251	0.00151942695897547	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	-0.270959411075861	0.227062333146305	0.232741680057461	21	9113	PGC_ADHD_EUR_2017	excluded_not_keep	Psychiatric-neurologic	53293	TRUE		hippocampus	uniform_lead_snp	290	9	8	9166	0.00229910225530983	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	-0.264095405408845	0.230273438946863	0.251432289923848	21	9113	PGC_ADHD_EUR_2017	excluded_not_keep	Psychiatric-neurologic	53293	TRUE		hippocampus	uniform_lead_snp	290	9	8	9166	0.00229910225530983	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	-2.04351997419865	1.78374609932574	0.251946670453445	1	11203	PGC_ASD_2017_CEU	excluded_not_keep	Psychiatric-neurologic	15954	TRUE		caudate	uniform_lead_snp	1	1	1	11251	8.92538379150304e-05	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	-3.69511196290855	2.81091625434345	0.188658551545912	1	11203	PGC_ASD_2017_CEU	excluded_not_keep	Psychiatric-neurologic	15954	TRUE		caudate	uniform_lead_snp	1	1	1	11251	8.92538379150304e-05	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
A_technical				0	9214	PGC_ASD_2017_CEU	excluded_not_keep	Psychiatric-neurologic	15954	TRUE		dlpfc	uniform_lead_snp	1	1	0	9251	0	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context				0	9214	PGC_ASD_2017_CEU	excluded_not_keep	Psychiatric-neurologic	15954	TRUE		dlpfc	uniform_lead_snp	1	1	0	9251	0	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical				0	9134	PGC_ASD_2017_CEU	excluded_not_keep	Psychiatric-neurologic	15954	TRUE		hippocampus	uniform_lead_snp	1	1	0	9166	0	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context				0	9134	PGC_ASD_2017_CEU	excluded_not_keep	Psychiatric-neurologic	15954	TRUE		hippocampus	uniform_lead_snp	1	1	0	9166	0	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	0.161472119870654	0.0737334587164468	0.0285283236267395	287	10917	RA_OKADA_TRANS_ETHNIC	negative_control	Immune	80799	TRUE		caudate	uniform_lead_snp	3346	50	46	11251	0.0256158514816137	TRUE	0.0619753237408478	AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	0.158936335796619	0.074173201757225	0.0321313284601877	287	10917	RA_OKADA_TRANS_ETHNIC	negative_control	Immune	80799	TRUE		caudate	uniform_lead_snp	3346	50	46	11251	0.0256158514816137	TRUE	0.0749730997404379	AA	descriptive_only	scz-AA-caudate-20260918
A_technical	0.0359169411855258	0.0770699093036255	0.641193550089807	201	9013	RA_OKADA_TRANS_ETHNIC	negative_control	Immune	80799	TRUE		dlpfc	uniform_lead_snp	3346	50	49	9251	0.021814629911005	TRUE	0.797908094339177	AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	0.0406184959848619	0.0781128919641418	0.603065429576838	201	9013	RA_OKADA_TRANS_ETHNIC	negative_control	Immune	80799	TRUE		dlpfc	uniform_lead_snp	3346	50	49	9251	0.021814629911005	TRUE	0.791528956379961	AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	0.0786554085282467	0.0843829642139072	0.351272309062237	173	8961	RA_OKADA_TRANS_ETHNIC	negative_control	Immune	80799	TRUE		hippocampus	uniform_lead_snp	3346	50	47	9166	0.0189402233413619	TRUE	0.578884040832267	AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	0.084088353680847	0.0851436194160837	0.323345622000249	173	8961	RA_OKADA_TRANS_ETHNIC	negative_control	Immune	80799	TRUE		hippocampus	uniform_lead_snp	3346	50	47	9166	0.0189402233413619	TRUE	0.542189263983192	AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	1.88215941565679	1.21431228340507	0.121146383125432	3	11201	SSGAC_Depressive_Symptoms	negative_control	Psychiatric-neurologic	180866	FALSE		caudate	uniform_lead_snp	2	2	2	11251	0.000267761513745091	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	1.7263537901646	1.16754502976094	0.139242280360359	3	11201	SSGAC_Depressive_Symptoms	negative_control	Psychiatric-neurologic	180866	FALSE		caudate	uniform_lead_snp	2	2	2	11251	0.000267761513745091	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
A_technical	0.152840480886275	0.756136676048201	0.839812433510762	2	9212	SSGAC_Depressive_Symptoms	negative_control	Psychiatric-neurologic	180866	FALSE		dlpfc	uniform_lead_snp	2	2	1	9251	0.000217060994139353	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	0.0454632101820334	0.763256487545863	0.952502264374346	2	9212	SSGAC_Depressive_Symptoms	negative_control	Psychiatric-neurologic	180866	FALSE		dlpfc	uniform_lead_snp	2	2	1	9251	0.000217060994139353	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	2.45482872750279	1.83774942133411	0.18162122652865	1	9133	SSGAC_Depressive_Symptoms	negative_control	Psychiatric-neurologic	180866	FALSE		hippocampus	uniform_lead_snp	2	2	1	9166	0.000109481059776659	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	2.31683451339631	1.83145355794758	0.205862370850838	1	9133	SSGAC_Depressive_Symptoms	negative_control	Psychiatric-neurologic	180866	FALSE		hippocampus	uniform_lead_snp	2	2	1	9166	0.000109481059776659	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	-0.322333285228222	0.0592931566661767	5.44091562673902e-08	414	10790	SSGAC_Education_Years_Pooled	negative_control	Psychiatric-neurologic	293723	FALSE		caudate	uniform_lead_snp	5259	83	62	11251	0.0369510888968226	TRUE	4.89682406406512e-07	AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	-0.337397164954817	0.0600040672598758	1.87772763444079e-08	414	10790	SSGAC_Education_Years_Pooled	negative_control	Psychiatric-neurologic	293723	FALSE		caudate	uniform_lead_snp	5259	83	62	11251	0.0369510888968226	TRUE	2.3659368193954e-07	AA	descriptive_only	scz-AA-caudate-20260918
A_technical	-0.248588113291161	0.066681785401501	0.000193023551608213	262	8952	SSGAC_Education_Years_Pooled	negative_control	Psychiatric-neurologic	293723	FALSE		dlpfc	uniform_lead_snp	5259	83	68	9251	0.0284349902322553	TRUE	0.00304012093782936	AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	-0.252298722650206	0.0676864397254857	0.000193416684472828	262	8952	SSGAC_Education_Years_Pooled	negative_control	Psychiatric-neurologic	293723	FALSE		dlpfc	uniform_lead_snp	5259	83	68	9251	0.0284349902322553	TRUE	0.00301318493997194	AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	-0.249895823033052	0.0665074471160125	0.000171680297309284	270	8864	SSGAC_Education_Years_Pooled	negative_control	Psychiatric-neurologic	293723	FALSE		hippocampus	uniform_lead_snp	5259	83	72	9166	0.0295598861396978	TRUE	0.00216317174609697	AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	-0.261953732576934	0.0670263691719454	9.29789891834204e-05	270	8864	SSGAC_Education_Years_Pooled	negative_control	Psychiatric-neurologic	293723	FALSE		hippocampus	uniform_lead_snp	5259	83	72	9166	0.0295598861396978	TRUE	0.0011715352637111	AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	-0.141957181578923	0.131733444611961	0.281208161865883	85	11119	TAGC_Asthma_EUR	excluded_not_keep	Allergy	127669	TRUE		caudate	uniform_lead_snp	2089	16	16	11251	0.00758657622277758	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	-0.118966366970944	0.13217270971583	0.368076251720564	85	11119	TAGC_Asthma_EUR	excluded_not_keep	Allergy	127669	TRUE		caudate	uniform_lead_snp	2089	16	16	11251	0.00758657622277758	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
A_technical	0.133831056899813	0.129374063154849	0.300925633153273	75	9139	TAGC_Asthma_EUR	excluded_not_keep	Allergy	127669	TRUE		dlpfc	uniform_lead_snp	2089	16	15	9251	0.00813978728022574	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	0.1344142493517	0.130630012554315	0.303494184911829	75	9139	TAGC_Asthma_EUR	excluded_not_keep	Allergy	127669	TRUE		dlpfc	uniform_lead_snp	2089	16	15	9251	0.00813978728022574	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	0.320131922571448	0.139468569750094	0.0217119489610758	66	9068	TAGC_Asthma_EUR	excluded_not_keep	Allergy	127669	TRUE		hippocampus	uniform_lead_snp	2089	16	16	9166	0.00722574994525947	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	0.343057385382744	0.141204956420203	0.015119681530108	66	9068	TAGC_Asthma_EUR	excluded_not_keep	Allergy	127669	TRUE		hippocampus	uniform_lead_snp	2089	16	16	9166	0.00722574994525947	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	0.0425053133732404	0.0857307970059684	0.620035654775371	198	11006	UKB_1160_Sleep_duration	negative_control	Psychiatric-neurologic	337119	FALSE		caudate	uniform_lead_snp	1626	51	36	11251	0.017672259907176	TRUE	0.710222659106334	AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	0.0341958317152958	0.0866883371472844	0.693235065068253	198	11006	UKB_1160_Sleep_duration	negative_control	Psychiatric-neurologic	337119	FALSE		caudate	uniform_lead_snp	1626	51	36	11251	0.017672259907176	TRUE	0.779889448201784	AA	descriptive_only	scz-AA-caudate-20260918
A_technical	0.236317000818235	0.0839916930494936	0.00489938231278797	174	9040	UKB_1160_Sleep_duration	negative_control	Psychiatric-neurologic	337119	FALSE		dlpfc	uniform_lead_snp	1626	51	44	9251	0.0188843064901237	TRUE	0.0280600987005129	AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	0.233647095427313	0.0851565329737999	0.00607442583065105	174	9040	UKB_1160_Sleep_duration	negative_control	Psychiatric-neurologic	337119	FALSE		dlpfc	uniform_lead_snp	1626	51	44	9251	0.0188843064901237	TRUE	0.0382688827331016	AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	0.17460335684453	0.0817243861804289	0.0326394722759911	177	8957	UKB_1160_Sleep_duration	negative_control	Psychiatric-neurologic	337119	FALSE		hippocampus	uniform_lead_snp	1626	51	45	9166	0.0193781475804686	TRUE	0.120958044316908	AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	0.182769853417644	0.0828284501505182	0.0273415144012603	177	8957	UKB_1160_Sleep_duration	negative_control	Psychiatric-neurologic	337119	FALSE		hippocampus	uniform_lead_snp	1626	51	45	9166	0.0193781475804686	TRUE	0.107790341254986	AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	-0.135295424424266	0.0639792142534032	0.0344574172146292	340	10864	UKB_1180_Morning_or_evening_person_chronotype	negative_control	Psychiatric-neurologic	337119	FALSE		caudate	uniform_lead_snp	9484	107	82	11251	0.0303463048911103	TRUE	0.071621487745239	AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	-0.12977422639834	0.064588974316908	0.0445125481041722	340	10864	UKB_1180_Morning_or_evening_person_chronotype	negative_control	Psychiatric-neurologic	337119	FALSE		caudate	uniform_lead_snp	9484	107	82	11251	0.0303463048911103	TRUE	0.0966996734676844	AA	descriptive_only	scz-AA-caudate-20260918
A_technical	-0.0396875103742887	0.0571937724565188	0.487736681101007	342	8872	UKB_1180_Morning_or_evening_person_chronotype	negative_control	Psychiatric-neurologic	337119	FALSE		dlpfc	uniform_lead_snp	9484	107	87	9251	0.0371174299978294	TRUE	0.682831353541409	AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	-0.0491619144625754	0.0581936636637786	0.398223403211091	342	8872	UKB_1180_Morning_or_evening_person_chronotype	negative_control	Psychiatric-neurologic	337119	FALSE		dlpfc	uniform_lead_snp	9484	107	87	9251	0.0371174299978294	TRUE	0.627201860057468	AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	-0.0490569349457051	0.0586432234948904	0.402855663962531	335	8799	UKB_1180_Morning_or_evening_person_chronotype	negative_control	Psychiatric-neurologic	337119	FALSE		hippocampus	uniform_lead_snp	9484	107	86	9166	0.0366761550251806	TRUE	0.596585856612061	AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	-0.0436670881744978	0.0593898073844293	0.462179745064521	335	8799	UKB_1180_Morning_or_evening_person_chronotype	negative_control	Psychiatric-neurologic	337119	FALSE		hippocampus	uniform_lead_snp	9484	107	86	9166	0.0366761550251806	TRUE	0.72793309847662	AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	-0.317771299076994	0.0876854333317552	0.000290090707118747	178	11026	UKB_1200_Sleeplessness_or_insomnia	negative_control	Psychiatric-neurologic	337119	FALSE		caudate	uniform_lead_snp	1090	30	26	11251	0.0158871831488754	TRUE	0.00121838096989874	AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	-0.317674372992667	0.0886063374860787	0.00033677728317557	178	11026	UKB_1200_Sleeplessness_or_insomnia	negative_control	Psychiatric-neurologic	337119	FALSE		caudate	uniform_lead_snp	1090	30	26	11251	0.0158871831488754	TRUE	0.0014144645893374	AA	descriptive_only	scz-AA-caudate-20260918
A_technical	-0.204709982868658	0.103048295327245	0.0469729414118416	116	9098	UKB_1200_Sleeplessness_or_insomnia	negative_control	Psychiatric-neurologic	337119	FALSE		dlpfc	uniform_lead_snp	1090	30	26	9251	0.0125895376600825	TRUE	0.164405294941446	AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	-0.210434469484164	0.103809956834756	0.0426509005731046	116	9098	UKB_1200_Sleeplessness_or_insomnia	negative_control	Psychiatric-neurologic	337119	FALSE		dlpfc	uniform_lead_snp	1090	30	26	9251	0.0125895376600825	TRUE	0.158059219770917	AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	-0.250484574376293	0.102991483219691	0.0150119693859697	111	9023	UKB_1200_Sleeplessness_or_insomnia	negative_control	Psychiatric-neurologic	337119	FALSE		hippocampus	uniform_lead_snp	1090	30	26	9166	0.0121523976352091	TRUE	0.0727503131781609	AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	-0.249489453148819	0.103743541170968	0.0161783378093866	111	9023	UKB_1200_Sleeplessness_or_insomnia	negative_control	Psychiatric-neurologic	337119	FALSE		hippocampus	uniform_lead_snp	1090	30	26	9166	0.0121523976352091	TRUE	0.0784027139993352	AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	-0.0371821083190801	0.226834992140628	0.86979649476546	26	11178	UKB_1807_Fathers_age_at_death	negative_control	Aging	337119	FALSE		caudate	uniform_lead_snp	158	6	4	11251	0.00232059978579079	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	-0.0797418873799784	0.231029299212845	0.729974692041107	26	11178	UKB_1807_Fathers_age_at_death	negative_control	Aging	337119	FALSE		caudate	uniform_lead_snp	158	6	4	11251	0.00232059978579079	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
A_technical	-0.0931553007434472	0.280268670819598	0.739603416332529	16	9198	UKB_1807_Fathers_age_at_death	negative_control	Aging	337119	FALSE		dlpfc	uniform_lead_snp	158	6	5	9251	0.00173648795311483	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	-0.0861568997807664	0.28240515827671	0.7603032434992	16	9198	UKB_1807_Fathers_age_at_death	negative_control	Aging	337119	FALSE		dlpfc	uniform_lead_snp	158	6	5	9251	0.00173648795311483	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	0.0630990191193099	0.279652911344456	0.821486611519638	16	9118	UKB_1807_Fathers_age_at_death	negative_control	Aging	337119	FALSE		hippocampus	uniform_lead_snp	158	6	5	9166	0.00175169695642654	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	0.130053179826881	0.28517497676655	0.648356213312109	16	9118	UKB_1807_Fathers_age_at_death	negative_control	Aging	337119	FALSE		hippocampus	uniform_lead_snp	158	6	5	9166	0.00175169695642654	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	-0.104890775790432	0.0365742439773821	0.00413223913687784	1191	10013	UKB_20002_1065_self_reported_hypertension	negative_control	Cardiometabolic	337119	TRUE		caudate	uniform_lead_snp	14972	215	176	11251	0.106301320956801	TRUE	0.0144628369790724	AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	-0.0959236389989543	0.0368953013859864	0.00932542815741556	1191	10013	UKB_20002_1065_self_reported_hypertension	negative_control	Cardiometabolic	337119	TRUE		caudate	uniform_lead_snp	14972	215	176	11251	0.106301320956801	TRUE	0.0323023619529805	AA	descriptive_only	scz-AA-caudate-20260918
A_technical	-0.0528376226364257	0.0392994057616387	0.178790279195111	823	8391	UKB_20002_1065_self_reported_hypertension	negative_control	Cardiometabolic	337119	TRUE		dlpfc	uniform_lead_snp	14972	215	190	9251	0.0893205990883438	TRUE	0.363347986751355	AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	-0.0418082864207296	0.0398508016582804	0.294122737679268	823	8391	UKB_20002_1065_self_reported_hypertension	negative_control	Cardiometabolic	337119	TRUE		dlpfc	uniform_lead_snp	14972	215	190	9251	0.0893205990883438	TRUE	0.561507044660421	AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	-0.0572254180571744	0.038770237184834	0.139940097998799	841	8293	UKB_20002_1065_self_reported_hypertension	negative_control	Cardiometabolic	337119	TRUE		hippocampus	uniform_lead_snp	14972	215	195	9166	0.0920735712721699	TRUE	0.344550859687887	AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	-0.0502489709935202	0.0391943174605724	0.199826035173754	841	8293	UKB_20002_1065_self_reported_hypertension	negative_control	Cardiometabolic	337119	TRUE		hippocampus	uniform_lead_snp	14972	215	195	9166	0.0920735712721699	TRUE	0.411246940416523	AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	0.0535138889356394	0.156400951908006	0.732231740494818	61	11143	UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	negative_control	Cardiometabolic	337119	TRUE		caudate	uniform_lead_snp	896	9	7	11251	0.00544448411281685	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
B_technical_context	0.0483795660184586	0.157944877871471	0.759371178402922	61	11143	UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	negative_control	Cardiometabolic	337119	TRUE		caudate	uniform_lead_snp	896	9	7	11251	0.00544448411281685	FALSE		AA	descriptive_only	scz-AA-caudate-20260918
A_technical	0.102341732709512	0.177520372342086	0.564272557255181	35	9179	UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	negative_control	Cardiometabolic	337119	TRUE		dlpfc	uniform_lead_snp	896	9	8	9251	0.00379856739743868	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
B_technical_context	0.0866764296489724	0.180465309666394	0.631018259288238	35	9179	UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	negative_control	Cardiometabolic	337119	TRUE		dlpfc	uniform_lead_snp	896	9	8	9251	0.00379856739743868	FALSE		AA	claim_eligible	scz-AA-dlpfc-20260918
A_technical	-0.109623377991731	0.192071532286999	0.568174235176246	32	9102	UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	negative_control	Cardiometabolic	337119	TRUE		hippocampus	uniform_lead_snp	896	9	8	9166	0.00350339391285308	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
B_technical_context	-0.0806778581528555	0.194332397562544	0.678029223560683	32	9102	UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	negative_control	Cardiometabolic	337119	TRUE		hippocampus	uniform_lead_snp	896	9	8	9166	0.00350339391285308	FALSE		AA	claim_eligible	scz-AA-hippocampus-20260918
A_technical	-0.125921937280497	0.0598043992643214	0.0352423193667049	403	10801	UKB_20002_1111_self_reported_asthma	negative_control	Allergy	337119	TRUE		caudate	uniform_lead_snp	7567	81	69	11251	0.0359692966797572	TRUE	0.071621487745239	AA	descriptive_only	scz-AA-caudate-20260918
