tag	region	annotation	adjustment	arm	estimate	se	p	n_linked	n_background	mean_linked	mean_background	skipped	skip_reason	role	category	ancestry	n_leads	in_distribution	axis_estimate	axis_p	n_linked_axis	q	cohort	tier	post_hoc_sensitivity	module_09_run_id	retrotransposition_claim_allowed	cell_type_claim_allowed	trait_mechanism_claim_allowed	built_with_unaccepted_runs
ADIPOGen_Adiponectin	caudate	quiescent_any	technical	high_mappability	-0.536180404101415	0.349935506972957	0.125466588658696	70	8126	0.157142857142857	0.269616957976943	FALSE		negative_control	Cardiometabolic	""	11	TRUE	-0.329036863373119	0.0128683391249469	84	0.299189557570737	AA	descriptive_only	TRUE	scz-AA-caudate-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	caudate	quiescent_any	technical_score	high_mappability	-0.38824403262841	0.349654580254601	0.26684198993537	70	8126	0.157142857142857	0.269616957976943	FALSE		negative_control	Cardiometabolic	""	11	TRUE	-0.329036863373119	0.0128683391249469	84	0.570489771585964	AA	descriptive_only	TRUE	scz-AA-caudate-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	caudate	h3k27me3_any	technical	all_vmrs	-1.60126029605518	0.589993023016071	0.00664696254697234	84	11167	0.0357142857142857	0.140325497287523	FALSE		negative_control	Cardiometabolic	""	11	TRUE	-0.329036863373119	0.0128683391249469	84	0.024241863406605	AA	descriptive_only	TRUE	scz-AA-caudate-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	caudate	h3k27me3_any	technical_score	all_vmrs	-1.6195845007265	0.590579416492846	0.00609984617527461	84	11167	0.0357142857142857	0.140325497287523	FALSE		negative_control	Cardiometabolic	""	11	TRUE	-0.329036863373119	0.0128683391249469	84	0.0225020971442801	AA	descriptive_only	TRUE	scz-AA-caudate-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	caudate	bivalent_any	technical	all_vmrs	-1.11079659472229	1.00886642881899	0.270881706584427	84	11167	0.0119047619047619	0.0321880650994575	FALSE		negative_control	Cardiometabolic	""	11	TRUE	-0.329036863373119	0.0128683391249469	84	0.643153066611625	AA	descriptive_only	TRUE	scz-AA-caudate-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	caudate	bivalent_any	technical_score	all_vmrs	-1.16824172336378	1.00917795765738	0.247020302470346	84	11167	0.0119047619047619	0.0321880650994575	FALSE		negative_control	Cardiometabolic	""	11	TRUE	-0.329036863373119	0.0128683391249469	84	0.642315779298006	AA	descriptive_only	TRUE	scz-AA-caudate-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	caudate	accessible_any	technical	all_vmrs	0.835264318917627	0.250347233635993	0.00084863871551037	84	11167	0.714285714285714	0.478481012658228	FALSE		negative_control	Cardiometabolic	""	11	TRUE	-0.329036863373119	0.0128683391249469	84	0.00292308890898016	AA	descriptive_only	TRUE	scz-AA-caudate-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	caudate	accessible_any	technical_score	all_vmrs	0.743010553075827	0.254486705126425	0.00350431578136882	84	11167	0.714285714285714	0.478481012658228	FALSE		negative_control	Cardiometabolic	""	11	TRUE	-0.329036863373119	0.0128683391249469	84	0.0127804457908745	AA	descriptive_only	TRUE	scz-AA-caudate-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	caudate	h3k27ac_any	technical	all_vmrs	0.858159528512111	0.263986069342034	0.00115090573745511	84	11167	0.75	0.512025316455696	FALSE		negative_control	Cardiometabolic	""	11	TRUE	-0.329036863373119	0.0128683391249469	84	0.00285424622888866	AA	descriptive_only	TRUE	scz-AA-caudate-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	caudate	h3k27ac_any	technical_score	all_vmrs	0.766114687710667	0.267504725430761	0.00418421062455856	84	11167	0.75	0.512025316455696	FALSE		negative_control	Cardiometabolic	""	11	TRUE	-0.329036863373119	0.0128683391249469	84	0.0099777330277935	AA	descriptive_only	TRUE	scz-AA-caudate-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	caudate	segdup_any	technical	all_vmrs	-0.900741468391349	0.754374977058989	0.232468766335063	84	11167	0.0238095238095238	0.0822960508641533	FALSE		negative_control	Cardiometabolic	""	11	TRUE	-0.329036863373119	0.0128683391249469	84	0.49350644634875	AA	descriptive_only	TRUE	scz-AA-caudate-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	caudate	segdup_any	technical_score	all_vmrs	-0.989739865292491	0.755772756548346	0.190340206771985	84	11167	0.0238095238095238	0.0822960508641533	FALSE		negative_control	Cardiometabolic	""	11	TRUE	-0.329036863373119	0.0128683391249469	84	0.451024590148816	AA	descriptive_only	TRUE	scz-AA-caudate-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	caudate	segdup_any	technical	high_mappability	-12.9678749828828	428.848889195354	0.975876606246131	70	8126	0	0.010214127492001	FALSE		negative_control	Cardiometabolic	""	11	TRUE	-0.329036863373119	0.0128683391249469	84	0.995655416999013	AA	descriptive_only	TRUE	scz-AA-caudate-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	caudate	segdup_any	technical_score	high_mappability	-13.0992868794791	428.112384930218	0.975590315773695	70	8126	0	0.010214127492001	FALSE		negative_control	Cardiometabolic	""	11	TRUE	-0.329036863373119	0.0128683391249469	84	0.985424965978511	AA	descriptive_only	TRUE	scz-AA-caudate-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	caudate	snp_proximal_any	technical	all_vmrs	0.0455934379148153	0.284267290917696	0.872574400934209	84	11167	0.80952380952381	0.817677084266141	FALSE		negative_control	Cardiometabolic	""	11	TRUE	-0.329036863373119	0.0128683391249469	84	0.901660214298682	AA	descriptive_only	TRUE	scz-AA-caudate-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	caudate	snp_proximal_any	technical_score	all_vmrs	0.174933858844025	0.286771743987939	0.541854658257531	84	11167	0.80952380952381	0.817677084266141	FALSE		negative_control	Cardiometabolic	""	11	TRUE	-0.329036863373119	0.0128683391249469	84	0.730325843738411	AA	descriptive_only	TRUE	scz-AA-caudate-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	caudate	cell_composition_r2	technical	all_vmrs	0.378473926861278	0.0872345033755049	1.43405870588484e-05	84	11167	0.599774032165622	-0.00451159834350423	FALSE		negative_control	Cardiometabolic	""	11	TRUE	-0.329036863373119	0.0128683391249469	84	0.00033882403587508	AA	descriptive_only	TRUE	scz-AA-caudate-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	caudate	cell_composition_r2	technical_score	all_vmrs	0.338068921949556	0.0914208402179244	0.000217354935372201	84	11167	0.599774032165622	-0.00451159834350423	FALSE		negative_control	Cardiometabolic	""	11	TRUE	-0.329036863373119	0.0128683391249469	84	0.00673800299653823	AA	descriptive_only	TRUE	scz-AA-caudate-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	dlpfc	line_l1_any	technical	all_vmrs	0.455785287151104	0.394340019395527	0.247755614418971	55	9196	0.163636363636364	0.142888212266203	FALSE		negative_control	Cardiometabolic	""	11	TRUE	0.0762544673842227	0.605212975617759	55	0.688323342121247	AA	claim_eligible	TRUE	scz-AA-dlpfc-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	dlpfc	line_l1_any	technical_score	all_vmrs	0.434201378550987	0.398627835123671	0.276048068966162	55	9196	0.163636363636364	0.142888212266203	FALSE		negative_control	Cardiometabolic	""	11	TRUE	0.0762544673842227	0.605212975617759	55	0.72776309091079	AA	claim_eligible	TRUE	scz-AA-dlpfc-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	dlpfc	line_l1_any	technical	high_mappability	0.432614094496122	0.520594396327438	0.405973465340452	36	5666	0.138888888888889	0.093893399223438	FALSE		negative_control	Cardiometabolic	""	11	TRUE	0.0762544673842227	0.605212975617759	55	0.689040127415612	AA	claim_eligible	TRUE	scz-AA-dlpfc-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	dlpfc	line_l1_any	technical_score	high_mappability	0.452949031118813	0.52385540591507	0.387233588353988	36	5666	0.138888888888889	0.093893399223438	FALSE		negative_control	Cardiometabolic	""	11	TRUE	0.0762544673842227	0.605212975617759	55	0.670593606823863	AA	claim_eligible	TRUE	scz-AA-dlpfc-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	dlpfc	h3k9me3_any	technical	all_vmrs	0.389270834582373	0.479051002340341	0.416454626771249	55	9196	0.0909090909090909	0.0812561765674756	FALSE		negative_control	Cardiometabolic	""	11	TRUE	0.0762544673842227	0.605212975617759	55	0.635641272440328	AA	claim_eligible	TRUE	scz-AA-dlpfc-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	dlpfc	h3k9me3_any	technical_score	all_vmrs	0.36575669855408	0.482249485312174	0.448188365321688	55	9196	0.0909090909090909	0.0812561765674756	FALSE		negative_control	Cardiometabolic	""	11	TRUE	0.0762544673842227	0.605212975617759	55	0.742712148247368	AA	claim_eligible	TRUE	scz-AA-dlpfc-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	dlpfc	h3k9me3_any	technical	high_mappability	-0.046265276436327	0.738089463043546	0.950019350582726	36	5666	0.0555555555555556	0.0610361958836054	FALSE		negative_control	Cardiometabolic	""	11	TRUE	0.0762544673842227	0.605212975617759	55	0.97880033090425	AA	claim_eligible	TRUE	scz-AA-dlpfc-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	dlpfc	h3k9me3_any	technical_score	high_mappability	-0.0382141603936211	0.738633677280501	0.95873882689889	36	5666	0.0555555555555556	0.0610361958836054	FALSE		negative_control	Cardiometabolic	""	11	TRUE	0.0762544673842227	0.605212975617759	55	0.978431494849622	AA	claim_eligible	TRUE	scz-AA-dlpfc-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	dlpfc	quiescent_any	technical	all_vmrs	-0.400328880745726	0.310860022179241	0.197811846546085	55	9196	0.309090909090909	0.423849785878994	FALSE		negative_control	Cardiometabolic	""	11	TRUE	0.0762544673842227	0.605212975617759	55	0.244108236163254	AA	claim_eligible	TRUE	scz-AA-dlpfc-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	dlpfc	quiescent_any	technical_score	all_vmrs	-0.439668420400477	0.316460533925411	0.164732130712499	55	9196	0.309090909090909	0.423849785878994	FALSE		negative_control	Cardiometabolic	""	11	TRUE	0.0762544673842227	0.605212975617759	55	0.203286459177126	AA	claim_eligible	TRUE	scz-AA-dlpfc-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	dlpfc	quiescent_any	technical	high_mappability	-1.00121619920971	0.468181509902155	0.0324744454981982	36	5666	0.166666666666667	0.355571327182399	FALSE		negative_control	Cardiometabolic	""	11	TRUE	0.0762544673842227	0.605212975617759	55	0.0672684942462677	AA	claim_eligible	TRUE	scz-AA-dlpfc-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	dlpfc	quiescent_any	technical_score	high_mappability	-1.00417941249733	0.472111011060159	0.0334202078009409	36	5666	0.166666666666667	0.355571327182399	FALSE		negative_control	Cardiometabolic	""	11	TRUE	0.0762544673842227	0.605212975617759	55	0.0775348820981829	AA	claim_eligible	TRUE	scz-AA-dlpfc-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	dlpfc	h3k27me3_any	technical	all_vmrs	-0.177670185513036	0.337512152757552	0.598602518771113	55	9196	0.218181818181818	0.261666849676073	FALSE		negative_control	Cardiometabolic	""	11	TRUE	0.0762544673842227	0.605212975617759	55	0.694378921774491	AA	claim_eligible	TRUE	scz-AA-dlpfc-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	dlpfc	h3k27me3_any	technical_score	all_vmrs	-0.176762644078896	0.337589571864339	0.600555247819985	55	9196	0.218181818181818	0.261666849676073	FALSE		negative_control	Cardiometabolic	""	11	TRUE	0.0762544673842227	0.605212975617759	55	0.696644087471182	AA	claim_eligible	TRUE	scz-AA-dlpfc-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	dlpfc	bivalent_any	technical	all_vmrs	-0.669860967037223	1.01664882298348	0.509965634610477	55	9196	0.0181818181818182	0.0370045020314044	FALSE		negative_control	Cardiometabolic	""	11	TRUE	0.0762544673842227	0.605212975617759	55	0.902803325921523	AA	claim_eligible	TRUE	scz-AA-dlpfc-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	dlpfc	bivalent_any	technical_score	all_vmrs	-0.65866493771482	1.0170524116275	0.517229832889711	55	9196	0.0181818181818182	0.0370045020314044	FALSE		negative_control	Cardiometabolic	""	11	TRUE	0.0762544673842227	0.605212975617759	55	0.906006321190146	AA	claim_eligible	TRUE	scz-AA-dlpfc-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	dlpfc	accessible_any	technical	all_vmrs	0.726920766890003	0.291095244829751	0.0125181096918777	55	9196	0.636363636363636	0.433073459975843	FALSE		negative_control	Cardiometabolic	""	11	TRUE	0.0762544673842227	0.605212975617759	55	0.0403361312293837	AA	claim_eligible	TRUE	scz-AA-dlpfc-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	dlpfc	accessible_any	technical_score	all_vmrs	0.82500872783114	0.304975366848912	0.00682704428376007	55	9196	0.636363636363636	0.433073459975843	FALSE		negative_control	Cardiometabolic	""	11	TRUE	0.0762544673842227	0.605212975617759	55	0.0247480355286303	AA	claim_eligible	TRUE	scz-AA-dlpfc-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	dlpfc	h3k27ac_any	technical	all_vmrs	0.32228284774618	0.289964406116071	0.266371868845934	55	9196	0.618181818181818	0.501043153618096	FALSE		negative_control	Cardiometabolic	""	11	TRUE	0.0762544673842227	0.605212975617759	55	0.343323742068092	AA	claim_eligible	TRUE	scz-AA-dlpfc-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	dlpfc	h3k27ac_any	technical_score	all_vmrs	0.382133652649698	0.300685275326763	0.203772821764583	55	9196	0.618181818181818	0.501043153618096	FALSE		negative_control	Cardiometabolic	""	11	TRUE	0.0762544673842227	0.605212975617759	55	0.31102167532489	AA	claim_eligible	TRUE	scz-AA-dlpfc-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	dlpfc	segdup_any	technical	all_vmrs	-1.62498592919736	1.03010269337875	0.114680760836645	55	9196	0.0181818181818182	0.0991735537190083	FALSE		negative_control	Cardiometabolic	""	11	TRUE	0.0762544673842227	0.605212975617759	55	0.266059365141016	AA	claim_eligible	TRUE	scz-AA-dlpfc-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	dlpfc	segdup_any	technical_score	all_vmrs	-1.60763269009392	1.03109057016871	0.118959085428663	55	9196	0.0181818181818182	0.0991735537190083	FALSE		negative_control	Cardiometabolic	""	11	TRUE	0.0762544673842227	0.605212975617759	55	0.255541739068979	AA	claim_eligible	TRUE	scz-AA-dlpfc-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	dlpfc	segdup_any	technical	high_mappability	-13.8848688976303	760.209084828981	0.985427816083218	36	5666	0	0.0118249205788916	FALSE		negative_control	Cardiometabolic	""	11	TRUE	0.0762544673842227	0.605212975617759	55	0.986571544366633	AA	claim_eligible	TRUE	scz-AA-dlpfc-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	dlpfc	segdup_any	technical_score	high_mappability	-13.8993141643171	760.65850300917	0.985421275097456	36	5666	0	0.0118249205788916	FALSE		negative_control	Cardiometabolic	""	11	TRUE	0.0762544673842227	0.605212975617759	55	0.986571142073078	AA	claim_eligible	TRUE	scz-AA-dlpfc-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	dlpfc	snp_proximal_any	technical	all_vmrs	0.221135766538048	0.373817373957578	0.554144619424505	55	9196	0.836363636363636	0.821009134406264	FALSE		negative_control	Cardiometabolic	""	11	TRUE	0.0762544673842227	0.605212975617759	55	0.872895397328134	AA	claim_eligible	TRUE	scz-AA-dlpfc-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	dlpfc	snp_proximal_any	technical_score	all_vmrs	0.191194239734104	0.381538926816386	0.61629137042655	55	9196	0.836363636363636	0.821009134406264	FALSE		negative_control	Cardiometabolic	""	11	TRUE	0.0762544673842227	0.605212975617759	55	0.94709113635104	AA	claim_eligible	TRUE	scz-AA-dlpfc-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	dlpfc	cell_composition_r2	technical	all_vmrs	-0.131024537947948	0.150765674558085	0.384813875482412	55	9196	-0.0401164199784916	0.000239930741498112	FALSE		negative_control	Cardiometabolic	""	11	TRUE	0.0762544673842227	0.605212975617759	55	0.65644719935235	AA	claim_eligible	TRUE	scz-AA-dlpfc-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	dlpfc	cell_composition_r2	technical_score	all_vmrs	-0.120030694890418	0.154812397031521	0.438144690055527	55	9196	-0.0401164199784916	0.000239930741498112	FALSE		negative_control	Cardiometabolic	""	11	TRUE	0.0762544673842227	0.605212975617759	55	0.678775405494888	AA	claim_eligible	TRUE	scz-AA-dlpfc-20260918	FALSE	FALSE	FALSE	FALSE
ADIPOGen_Adiponectin	hippocampus							49	9117			TRUE	fewer_than_50_linked_vmrs	negative_control	Cardiometabolic	""	11	TRUE	0.168733043271785	0.28348325073662	49		AA	claim_eligible	TRUE	scz-AA-hippocampus-20260918	FALSE	FALSE	FALSE	FALSE
Astle_et_al_2016_Eosinophil_counts	caudate	line_l1_any	technical	all_vmrs	-0.178168299796268	0.129451034433825	0.168717199888089	1303	9948	0.0713737528779739	0.156815440289505	FALSE		negative_control	Blood	""	195	TRUE	-0.15294449780852	1.84094978950517e-05	1298	0.581137021836752	AA	descriptive_only	TRUE	scz-AA-caudate-20260918	FALSE	FALSE	FALSE	FALSE
Astle_et_al_2016_Eosinophil_counts	caudate	line_l1_any	technical_score	all_vmrs	-0.136243354677146	0.130183727856644	0.295308681736254	1303	9948	0.0713737528779739	0.156815440289505	FALSE		negative_control	Blood	""	195	TRUE	-0.15294449780852	1.84094978950517e-05	1298	0.720016772713984	AA	descriptive_only	TRUE	scz-AA-caudate-20260918	FALSE	FALSE	FALSE	FALSE
Astle_et_al_2016_Eosinophil_counts	caudate	line_l1_any	technical	high_mappability	-0.241719060746327	0.186619510149359	0.195233742338559	1018	7178	0.0383104125736739	0.0933407634438562	FALSE		negative_control	Blood	""	195	TRUE	-0.15294449780852	1.84094978950517e-05	1298	0.755373382202172	AA	descriptive_only	TRUE	scz-AA-caudate-20260918	FALSE	FALSE	FALSE	FALSE
Astle_et_al_2016_Eosinophil_counts	caudate	line_l1_any	technical_score	high_mappability	-0.178566417472377	0.187577796881045	0.341117652435516	1018	7178	0.0383104125736739	0.0933407634438562	FALSE		negative_control	Blood	""	195	TRUE	-0.15294449780852	1.84094978950517e-05	1298	0.914449919600143	AA	descriptive_only	TRUE	scz-AA-caudate-20260918	FALSE	FALSE	FALSE	FALSE
Astle_et_al_2016_Eosinophil_counts	caudate	h3k9me3_any	technical	all_vmrs	-0.361896957545823	0.157294730953142	0.0214053687007272	1303	9948	0.0372093023255814	0.0827075299370814	FALSE		negative_control	Blood	""	195	TRUE	-0.15294449780852	1.84094978950517e-05	1298	0.0829458037153178	AA	descriptive_only	TRUE	scz-AA-caudate-20260918	FALSE	FALSE	FALSE	FALSE
Astle_et_al_2016_Eosinophil_counts	caudate	h3k9me3_any	technical_score	all_vmrs	-0.336880660308873	0.157467355957533	0.0324058569516788	1303	9948	0.0372093023255814	0.0827075299370814	FALSE		negative_control	Blood	""	195	TRUE	-0.15294449780852	1.84094978950517e-05	1298	0.125572695687755	AA	descriptive_only	TRUE	scz-AA-caudate-20260918	FALSE	FALSE	FALSE	FALSE
Astle_et_al_2016_Eosinophil_counts	caudate	h3k9me3_any	technical	high_mappability	-0.557596479580007	0.226110499412698	0.013661785908371	1018	7178	0.0218470705064548	0.0542776998597475	FALSE		negative_control	Blood	""	195	TRUE	-0.15294449780852	1.84094978950517e-05	1298	0.0651562097168465	AA	descriptive_only	TRUE	scz-AA-caudate-20260918	FALSE	FALSE	FALSE	FALSE
Astle_et_al_2016_Eosinophil_counts	caudate	h3k9me3_any	technical_score	high_mappability	-0.54102862744228	0.226439911378582	0.0168813750122117	1018	7178	0.0218470705064548	0.0542776998597475	FALSE		negative_control	Blood	""	195	TRUE	-0.15294449780852	1.84094978950517e-05	1298	0.078308011357687	AA	descriptive_only	TRUE	scz-AA-caudate-20260918	FALSE	FALSE	FALSE	FALSE
Astle_et_al_2016_Eosinophil_counts	caudate	quiescent_any	technical	all_vmrs	-0.102321063455098	0.0730415861785656	0.161255831501133	1303	9948	0.262015503875969	0.36066571950477	FALSE		negative_control	Blood	""	195	TRUE	-0.15294449780852	1.84094978950517e-05	1298	0.302965501608189	AA	descriptive_only	TRUE	scz-AA-caudate-20260918	FALSE	FALSE	FALSE	FALSE
Astle_et_al_2016_Eosinophil_counts	caudate	quiescent_any	technical_score	all_vmrs	-0.0521201625700837	0.0739588266457336	0.48098535871716	1303	9948	0.262015503875969	0.36066571950477	FALSE		negative_control	Blood	""	195	TRUE	-0.15294449780852	1.84094978950517e-05	1298	0.696748802659848	AA	descriptive_only	TRUE	scz-AA-caudate-20260918	FALSE	FALSE	FALSE	FALSE
Astle_et_al_2016_Eosinophil_counts	caudate	quiescent_any	technical	high_mappability	-0.0472323901537683	0.0863666268999844	0.584459512400966	1018	7178	0.209533267130089	0.276998597475456	FALSE		negative_control	Blood	""	195	TRUE	-0.15294449780852	1.84094978950517e-05	1298	0.727744099968724	AA	descriptive_only	TRUE	scz-AA-caudate-20260918	FALSE	FALSE	FALSE	FALSE
Astle_et_al_2016_Eosinophil_counts	caudate	quiescent_any	technical_score	high_mappability	0.0195422831338049	0.0873969172153866	0.823065603568962	1018	7178	0.209533267130089	0.276998597475456	FALSE		negative_control	Blood	""	195	TRUE	-0.15294449780852	1.84094978950517e-05	1298	0.917208877739665	AA	descriptive_only	TRUE	scz-AA-caudate-20260918	FALSE	FALSE	FALSE	FALSE
Astle_et_al_2016_Eosinophil_counts	caudate	h3k27me3_any	technical	all_vmrs	-0.54168490227435	0.0986075850828312	3.94404453122959e-08	1303	9948	0.10077519379845	0.144611325350112	FALSE		negative_control	Blood	""	195	TRUE	-0.15294449780852	1.84094978950517e-05	1298	1.22265380468117e-06	AA	descriptive_only	TRUE	scz-AA-caudate-20260918	FALSE	FALSE	FALSE	FALSE
Astle_et_al_2016_Eosinophil_counts	caudate	h3k27me3_any	technical_score	all_vmrs	-0.551873074876024	0.098681190300038	2.2384251955281e-08	1303	9948	0.10077519379845	0.144611325350112	FALSE		negative_control	Blood	""	195	TRUE	-0.15294449780852	1.84094978950517e-05	1298	6.9391181061371e-07	AA	descriptive_only	TRUE	scz-AA-caudate-20260918	FALSE	FALSE	FALSE	FALSE
