cohort	endpoint	predictor	n_regions	regions	direction_required	n_regions_direction_ok	direction_consistent_in_all_regions	biological_uniformity_required	region_general_association	n_region_specific_departures	region_specific_departure_regions	departure_vetoes_region_general_claim	n_regions_with_statistical_support	min_regions_with_statistical_support	support_required_outside	n_supporting_regions_outside	h1_met	reading	n_donors_in_all_regions	n_donors_union	max_pairwise_jaccard	regions_are_independent_replicates	independence_note	pooled_log_odds_fixed_effect	pooled_se_assumes_independence	pooled_or_per_sd	pooled_is_descriptive_only	pooled_se_is_anticonservative_due_to_shared_donors	heterogeneity_Q	heterogeneity_df	heterogeneity_p	fdr_alpha	accepted_upstreams_only	n_region_runs_on_superseded_module_02	upstreams_current_in_all_regions	citable
AA	cross_region_axis_concordance	local_snp_contribution_score_z	3	caudate,dlpfc,hippocampus	lower_in_scz_linked	3	TRUE	FALSE	TRUE	1	caudate	FALSE	3	2	caudate	2	TRUE	region_general_association_scz_linked_vmrs_at_the_lower_end_of_the_local_control_axis_with_region_specific_departure_in_caudate	100	168	0.958333333333333	FALSE	The regions share donors (100 donors in all 3 regions; union 168). These are tissues within one cohort, NOT independent replicates; report concordance, never a pooled p-value.	-0.182687731422626	0.0152315088200863	0.833028243670897	TRUE	TRUE	4.15608822702343	2	0.12517480062823	0.05	TRUE	0	TRUE	TRUE
