region	annotation	adjustment	arm	category	n_traits	median_estimate	n_positive_q_below_alpha	n_negative_q_below_alpha	cohort	tier
caudate	h3k9me3_any	technical	all_vmrs	Psychiatric-neurologic	9	-0.121647583655837	0	0	AA	descriptive_only
caudate	h3k9me3_any	technical_score	all_vmrs	Psychiatric-neurologic	9	-0.10930125230067	0	0	AA	descriptive_only
caudate	h3k9me3_any	technical	high_mappability	Psychiatric-neurologic	9	-0.130361991177553	0	0	AA	descriptive_only
caudate	h3k9me3_any	technical_score	high_mappability	Psychiatric-neurologic	9	-0.146776740821687	0	0	AA	descriptive_only
caudate	quiescent_any	technical	all_vmrs	Psychiatric-neurologic	9	-0.130835780581214	0	0	AA	descriptive_only
caudate	quiescent_any	technical_score	all_vmrs	Psychiatric-neurologic	9	-0.0215639357948931	0	0	AA	descriptive_only
caudate	quiescent_any	technical	high_mappability	Psychiatric-neurologic	9	-0.103369113906574	0	2	AA	descriptive_only
caudate	quiescent_any	technical_score	high_mappability	Psychiatric-neurologic	9	-0.0192666415569328	0	1	AA	descriptive_only
caudate	h3k27me3_any	technical	all_vmrs	Psychiatric-neurologic	9	-0.0794569535833157	1	1	AA	descriptive_only
caudate	h3k27me3_any	technical_score	all_vmrs	Psychiatric-neurologic	9	-0.0887697893296772	1	1	AA	descriptive_only
caudate	bivalent_any	technical	all_vmrs	Psychiatric-neurologic	9	0.187282974942928	0	0	AA	descriptive_only
caudate	bivalent_any	technical_score	all_vmrs	Psychiatric-neurologic	9	0.167432887315344	0	0	AA	descriptive_only
caudate	accessible_any	technical	all_vmrs	Psychiatric-neurologic	9	0.0978458912762374	1	2	AA	descriptive_only
caudate	accessible_any	technical_score	all_vmrs	Psychiatric-neurologic	9	0.0461690055205353	0	1	AA	descriptive_only
caudate	h3k27ac_any	technical	all_vmrs	Psychiatric-neurologic	9	0.142623264727853	3	1	AA	descriptive_only
caudate	h3k27ac_any	technical_score	all_vmrs	Psychiatric-neurologic	9	0.137560982409557	0	1	AA	descriptive_only
caudate	segdup_any	technical	all_vmrs	Psychiatric-neurologic	9	-0.174243532501044	0	0	AA	descriptive_only
caudate	segdup_any	technical_score	all_vmrs	Psychiatric-neurologic	9	-0.134769307798231	0	0	AA	descriptive_only
caudate	segdup_any	technical	high_mappability	Psychiatric-neurologic	9	-13.0551411818596	0	0	AA	descriptive_only
caudate	segdup_any	technical_score	high_mappability	Psychiatric-neurologic	9	-13.0088181173021	0	0	AA	descriptive_only
caudate	snp_proximal_any	technical	all_vmrs	Psychiatric-neurologic	9	-0.0955485315299613	0	1	AA	descriptive_only
caudate	snp_proximal_any	technical_score	all_vmrs	Psychiatric-neurologic	9	-0.0347634390051236	0	0	AA	descriptive_only
caudate	cell_composition_r2	technical	all_vmrs	Psychiatric-neurologic	9	0.0864073942648881	1	0	AA	descriptive_only
caudate	cell_composition_r2	technical_score	all_vmrs	Psychiatric-neurologic	9	0.0354264357469926	2	0	AA	descriptive_only
dlpfc	line_l1_any	technical	all_vmrs	Psychiatric-neurologic	8	0.0459972155922027	0	0	AA	claim_eligible
dlpfc	line_l1_any	technical_score	all_vmrs	Psychiatric-neurologic	8	0.0370761327199819	0	0	AA	claim_eligible
dlpfc	line_l1_any	technical	high_mappability	Psychiatric-neurologic	8	0.0458921117259854	0	0	AA	claim_eligible
dlpfc	line_l1_any	technical_score	high_mappability	Psychiatric-neurologic	8	0.0750849591298379	0	0	AA	claim_eligible
dlpfc	h3k9me3_any	technical	all_vmrs	Psychiatric-neurologic	8	-0.3186513683258	0	0	AA	claim_eligible
dlpfc	h3k9me3_any	technical_score	all_vmrs	Psychiatric-neurologic	8	-0.246374089927889	0	0	AA	claim_eligible
dlpfc	h3k9me3_any	technical	high_mappability	Psychiatric-neurologic	8	-0.332242052553704	0	0	AA	claim_eligible
dlpfc	h3k9me3_any	technical_score	high_mappability	Psychiatric-neurologic	8	-0.288928780847618	0	0	AA	claim_eligible
dlpfc	quiescent_any	technical	all_vmrs	Psychiatric-neurologic	8	-0.251658868552754	0	3	AA	claim_eligible
dlpfc	quiescent_any	technical_score	all_vmrs	Psychiatric-neurologic	8	-0.255889586907409	0	1	AA	claim_eligible
dlpfc	quiescent_any	technical	high_mappability	Psychiatric-neurologic	8	-0.316275127793487	0	0	AA	claim_eligible
dlpfc	quiescent_any	technical_score	high_mappability	Psychiatric-neurologic	8	-0.294753626834694	0	0	AA	claim_eligible
dlpfc	h3k27me3_any	technical	all_vmrs	Psychiatric-neurologic	8	-0.131751522548367	1	1	AA	claim_eligible
dlpfc	h3k27me3_any	technical_score	all_vmrs	Psychiatric-neurologic	8	-0.132149824658066	1	1	AA	claim_eligible
dlpfc	bivalent_any	technical	all_vmrs	Psychiatric-neurologic	8	0.0514612779428187	0	0	AA	claim_eligible
dlpfc	bivalent_any	technical_score	all_vmrs	Psychiatric-neurologic	8	0.0148776773470097	0	0	AA	claim_eligible
dlpfc	accessible_any	technical	all_vmrs	Psychiatric-neurologic	8	0.175052395313092	1	0	AA	claim_eligible
dlpfc	accessible_any	technical_score	all_vmrs	Psychiatric-neurologic	8	0.15280251194674	1	0	AA	claim_eligible
dlpfc	h3k27ac_any	technical	all_vmrs	Psychiatric-neurologic	8	0.232269871341377	2	0	AA	claim_eligible
dlpfc	h3k27ac_any	technical_score	all_vmrs	Psychiatric-neurologic	8	0.136190479227558	1	0	AA	claim_eligible
dlpfc	segdup_any	technical	all_vmrs	Psychiatric-neurologic	8	-0.498510361710005	0	1	AA	claim_eligible
dlpfc	segdup_any	technical_score	all_vmrs	Psychiatric-neurologic	8	-0.583320710573953	0	1	AA	claim_eligible
dlpfc	segdup_any	technical	high_mappability	Psychiatric-neurologic	8	-7.29654658564306	0	0	AA	claim_eligible
dlpfc	segdup_any	technical_score	high_mappability	Psychiatric-neurologic	8	-7.5221186332066	0	0	AA	claim_eligible
dlpfc	snp_proximal_any	technical	all_vmrs	Psychiatric-neurologic	8	-0.0249880402508195	1	1	AA	claim_eligible
dlpfc	snp_proximal_any	technical_score	all_vmrs	Psychiatric-neurologic	8	0.0376821198704763	0	0	AA	claim_eligible
dlpfc	cell_composition_r2	technical	all_vmrs	Psychiatric-neurologic	8	0.0387699687877901	1	0	AA	claim_eligible
dlpfc	cell_composition_r2	technical_score	all_vmrs	Psychiatric-neurologic	8	0.0188352391960452	0	0	AA	claim_eligible
hippocampus	line_l1_any	technical	all_vmrs	Psychiatric-neurologic	8	0.0130725558357433	0	0	AA	claim_eligible
hippocampus	line_l1_any	technical_score	all_vmrs	Psychiatric-neurologic	8	0.0327052642379955	0	0	AA	claim_eligible
hippocampus	line_l1_any	technical	high_mappability	Psychiatric-neurologic	8	0.0527306672608088	0	0	AA	claim_eligible
hippocampus	line_l1_any	technical_score	high_mappability	Psychiatric-neurologic	8	0.0660970854453253	0	0	AA	claim_eligible
hippocampus	h3k9me3_any	technical	all_vmrs	Psychiatric-neurologic	8	-0.29966519568868	0	0	AA	claim_eligible
hippocampus	h3k9me3_any	technical_score	all_vmrs	Psychiatric-neurologic	8	-0.253696654583745	0	0	AA	claim_eligible
hippocampus	h3k9me3_any	technical	high_mappability	Psychiatric-neurologic	8	-0.660544559603753	0	0	AA	claim_eligible
hippocampus	h3k9me3_any	technical_score	high_mappability	Psychiatric-neurologic	8	-0.609898962309913	0	0	AA	claim_eligible
hippocampus	quiescent_any	technical	all_vmrs	Psychiatric-neurologic	8	-0.151615328085534	0	1	AA	claim_eligible
hippocampus	quiescent_any	technical_score	all_vmrs	Psychiatric-neurologic	8	-0.131162381702659	0	1	AA	claim_eligible
hippocampus	quiescent_any	technical	high_mappability	Psychiatric-neurologic	8	-0.216670095069754	0	1	AA	claim_eligible
hippocampus	quiescent_any	technical_score	high_mappability	Psychiatric-neurologic	8	-0.152800679739783	0	1	AA	claim_eligible
hippocampus	h3k27me3_any	technical	all_vmrs	Psychiatric-neurologic	8	-0.00430589328234394	1	1	AA	claim_eligible
hippocampus	h3k27me3_any	technical_score	all_vmrs	Psychiatric-neurologic	8	-0.0108376739086313	1	1	AA	claim_eligible
hippocampus	bivalent_any	technical	all_vmrs	Psychiatric-neurologic	8	0.166717843013756	0	0	AA	claim_eligible
hippocampus	bivalent_any	technical_score	all_vmrs	Psychiatric-neurologic	8	0.120248166674466	0	0	AA	claim_eligible
hippocampus	accessible_any	technical	all_vmrs	Psychiatric-neurologic	8	0.12503132165901	2	0	AA	claim_eligible
hippocampus	accessible_any	technical_score	all_vmrs	Psychiatric-neurologic	8	0.0822735892035915	0	0	AA	claim_eligible
hippocampus	h3k27ac_any	technical	all_vmrs	Psychiatric-neurologic	8	0.314592949000611	3	0	AA	claim_eligible
hippocampus	h3k27ac_any	technical_score	all_vmrs	Psychiatric-neurologic	8	0.270375285211241	2	0	AA	claim_eligible
hippocampus	segdup_any	technical	all_vmrs	Psychiatric-neurologic	8	-0.646815621162764	0	1	AA	claim_eligible
hippocampus	segdup_any	technical_score	all_vmrs	Psychiatric-neurologic	8	-0.615779034754499	0	3	AA	claim_eligible
hippocampus	segdup_any	technical	high_mappability	Psychiatric-neurologic	8	-13.2276327118204	0	0	AA	claim_eligible
hippocampus	segdup_any	technical_score	high_mappability	Psychiatric-neurologic	8	-13.3227072184471	0	0	AA	claim_eligible
hippocampus	snp_proximal_any	technical	all_vmrs	Psychiatric-neurologic	8	-0.0548147797065811	0	0	AA	claim_eligible
hippocampus	snp_proximal_any	technical_score	all_vmrs	Psychiatric-neurologic	8	0.0327670609127478	0	0	AA	claim_eligible
hippocampus	cell_composition_r2	technical	all_vmrs	Psychiatric-neurologic	8	0.134144321850833	3	0	AA	claim_eligible
hippocampus	cell_composition_r2	technical_score	all_vmrs	Psychiatric-neurologic	8	0.105154030673219	1	0	AA	claim_eligible
caudate	line_l1_any	technical	all_vmrs	Endocrine system	1	-0.366802556239614	0	0	AA	descriptive_only
caudate	line_l1_any	technical_score	all_vmrs	Endocrine system	1	-0.378862135835507	0	0	AA	descriptive_only
caudate	line_l1_any	technical	high_mappability	Endocrine system	1	-0.17622122957785	0	0	AA	descriptive_only
caudate	line_l1_any	technical_score	high_mappability	Endocrine system	1	-0.166799362501924	0	0	AA	descriptive_only
caudate	h3k9me3_any	technical	all_vmrs	Endocrine system	1	-0.259193724812066	0	0	AA	descriptive_only
caudate	h3k9me3_any	technical_score	all_vmrs	Endocrine system	1	-0.265905397605377	0	0	AA	descriptive_only
caudate	h3k9me3_any	technical	high_mappability	Endocrine system	1	-0.188911563134716	0	0	AA	descriptive_only
caudate	h3k9me3_any	technical_score	high_mappability	Endocrine system	1	-0.184710388462241	0	0	AA	descriptive_only
caudate	quiescent_any	technical	all_vmrs	Endocrine system	1	-0.152969535112148	0	0	AA	descriptive_only
caudate	quiescent_any	technical_score	all_vmrs	Endocrine system	1	-0.170220319435011	0	0	AA	descriptive_only
caudate	quiescent_any	technical	high_mappability	Endocrine system	1	-0.117160225877161	0	0	AA	descriptive_only
caudate	quiescent_any	technical_score	high_mappability	Endocrine system	1	-0.10686947659663	0	0	AA	descriptive_only
caudate	h3k27me3_any	technical	all_vmrs	Endocrine system	1	-0.332501221817463	0	0	AA	descriptive_only
caudate	h3k27me3_any	technical_score	all_vmrs	Endocrine system	1	-0.330389173253063	0	0	AA	descriptive_only
caudate	bivalent_any	technical	all_vmrs	Endocrine system	1	-0.484218818356431	0	0	AA	descriptive_only
caudate	bivalent_any	technical_score	all_vmrs	Endocrine system	1	-0.478158511360319	0	0	AA	descriptive_only
caudate	accessible_any	technical	all_vmrs	Endocrine system	1	-0.035081901827283	0	0	AA	descriptive_only
caudate	accessible_any	technical_score	all_vmrs	Endocrine system	1	-0.0234420099249793	0	0	AA	descriptive_only
caudate	h3k27ac_any	technical	all_vmrs	Endocrine system	1	0.121486524937783	0	0	AA	descriptive_only
caudate	h3k27ac_any	technical_score	all_vmrs	Endocrine system	1	0.139553214544291	0	0	AA	descriptive_only
caudate	segdup_any	technical	all_vmrs	Endocrine system	1	-0.263577755435737	0	0	AA	descriptive_only
caudate	segdup_any	technical_score	all_vmrs	Endocrine system	1	-0.254717435385281	0	0	AA	descriptive_only
caudate	segdup_any	technical	high_mappability	Endocrine system	1	-0.721704482724332	0	0	AA	descriptive_only
caudate	segdup_any	technical_score	high_mappability	Endocrine system	1	-0.731694145731895	0	0	AA	descriptive_only
caudate	snp_proximal_any	technical	all_vmrs	Endocrine system	1	-0.271563225117585	0	0	AA	descriptive_only
caudate	snp_proximal_any	technical_score	all_vmrs	Endocrine system	1	-0.302777981994139	0	0	AA	descriptive_only
caudate	cell_composition_r2	technical	all_vmrs	Endocrine system	1	-0.014134854850571	0	0	AA	descriptive_only
caudate	cell_composition_r2	technical_score	all_vmrs	Endocrine system	1	-0.00589774702629089	0	0	AA	descriptive_only
dlpfc	line_l1_any	technical	all_vmrs	Endocrine system	1	-0.0693951866709428	0	0	AA	claim_eligible
dlpfc	line_l1_any	technical_score	all_vmrs	Endocrine system	1	-0.0708356091846256	0	0	AA	claim_eligible
dlpfc	line_l1_any	technical	high_mappability	Endocrine system	1	0.138337984962241	0	0	AA	claim_eligible
dlpfc	line_l1_any	technical_score	high_mappability	Endocrine system	1	0.144248798447162	0	0	AA	claim_eligible
dlpfc	h3k9me3_any	technical	all_vmrs	Endocrine system	1	-0.604061564463372	0	0	AA	claim_eligible
dlpfc	h3k9me3_any	technical_score	all_vmrs	Endocrine system	1	-0.608511765138071	0	0	AA	claim_eligible
dlpfc	h3k9me3_any	technical	high_mappability	Endocrine system	1	-0.274103544017696	0	0	AA	claim_eligible
dlpfc	h3k9me3_any	technical_score	high_mappability	Endocrine system	1	-0.273577855166081	0	0	AA	claim_eligible
dlpfc	quiescent_any	technical	all_vmrs	Endocrine system	1	-0.301596940019271	0	1	AA	claim_eligible
dlpfc	quiescent_any	technical_score	all_vmrs	Endocrine system	1	-0.311363187820099	0	1	AA	claim_eligible
dlpfc	quiescent_any	technical	high_mappability	Endocrine system	1	-0.342056621426334	0	0	AA	claim_eligible
dlpfc	quiescent_any	technical_score	high_mappability	Endocrine system	1	-0.350949087243099	0	0	AA	claim_eligible
dlpfc	h3k27me3_any	technical	all_vmrs	Endocrine system	1	0.141660292635324	0	0	AA	claim_eligible
dlpfc	h3k27me3_any	technical_score	all_vmrs	Endocrine system	1	0.141680634142846	0	0	AA	claim_eligible
dlpfc	bivalent_any	technical	all_vmrs	Endocrine system	1	-0.217746518671713	0	0	AA	claim_eligible
dlpfc	bivalent_any	technical_score	all_vmrs	Endocrine system	1	-0.217842359042555	0	0	AA	claim_eligible
dlpfc	accessible_any	technical	all_vmrs	Endocrine system	1	-0.0494355388295276	0	0	AA	claim_eligible
dlpfc	accessible_any	technical_score	all_vmrs	Endocrine system	1	-0.0519755006836997	0	0	AA	claim_eligible
dlpfc	h3k27ac_any	technical	all_vmrs	Endocrine system	1	-0.0251608142238957	0	0	AA	claim_eligible
dlpfc	h3k27ac_any	technical_score	all_vmrs	Endocrine system	1	-0.0261840057511184	0	0	AA	claim_eligible
dlpfc	segdup_any	technical	all_vmrs	Endocrine system	1	-0.029986775694567	0	0	AA	claim_eligible
dlpfc	segdup_any	technical_score	all_vmrs	Endocrine system	1	-0.0301076551283778	0	0	AA	claim_eligible
dlpfc	segdup_any	technical	high_mappability	Endocrine system	1	-0.128864483629327	0	0	AA	claim_eligible
dlpfc	segdup_any	technical_score	high_mappability	Endocrine system	1	-0.14212578046033	0	0	AA	claim_eligible
dlpfc	snp_proximal_any	technical	all_vmrs	Endocrine system	1	-0.188699854400511	0	0	AA	claim_eligible
dlpfc	snp_proximal_any	technical_score	all_vmrs	Endocrine system	1	-0.200285197479443	0	0	AA	claim_eligible
dlpfc	cell_composition_r2	technical	all_vmrs	Endocrine system	1	-0.0186241775612742	0	0	AA	claim_eligible
dlpfc	cell_composition_r2	technical_score	all_vmrs	Endocrine system	1	-0.019781687747245	0	0	AA	claim_eligible
hippocampus	line_l1_any	technical	all_vmrs	Endocrine system	1	-0.15420565084841	0	0	AA	claim_eligible
hippocampus	line_l1_any	technical_score	all_vmrs	Endocrine system	1	-0.164345100465444	0	0	AA	claim_eligible
hippocampus	line_l1_any	technical	high_mappability	Endocrine system	1	0.00322004332606973	0	0	AA	claim_eligible
hippocampus	line_l1_any	technical_score	high_mappability	Endocrine system	1	0.00229489673826471	0	0	AA	claim_eligible
hippocampus	h3k9me3_any	technical	all_vmrs	Endocrine system	1	-0.406166971448471	0	0	AA	claim_eligible
hippocampus	h3k9me3_any	technical_score	all_vmrs	Endocrine system	1	-0.415023301149345	0	0	AA	claim_eligible
hippocampus	h3k9me3_any	technical	high_mappability	Endocrine system	1	-0.365241526782015	0	0	AA	claim_eligible
hippocampus	h3k9me3_any	technical_score	high_mappability	Endocrine system	1	-0.366838589838313	0	0	AA	claim_eligible
hippocampus	quiescent_any	technical	all_vmrs	Endocrine system	1	-0.221878130251434	0	0	AA	claim_eligible
hippocampus	quiescent_any	technical_score	all_vmrs	Endocrine system	1	-0.234970381115996	0	0	AA	claim_eligible
hippocampus	quiescent_any	technical	high_mappability	Endocrine system	1	-0.2244818777296	0	0	AA	claim_eligible
hippocampus	quiescent_any	technical_score	high_mappability	Endocrine system	1	-0.231634951828703	0	0	AA	claim_eligible
hippocampus	h3k27me3_any	technical	all_vmrs	Endocrine system	1	0.0564189198442158	0	0	AA	claim_eligible
hippocampus	h3k27me3_any	technical_score	all_vmrs	Endocrine system	1	0.0576892158859498	0	0	AA	claim_eligible
hippocampus	bivalent_any	technical	all_vmrs	Endocrine system	1	-0.266413857958579	0	0	AA	claim_eligible
hippocampus	bivalent_any	technical_score	all_vmrs	Endocrine system	1	-0.262783201196387	0	0	AA	claim_eligible
hippocampus	accessible_any	technical	all_vmrs	Endocrine system	1	0.0564975700280689	0	0	AA	claim_eligible
hippocampus	accessible_any	technical_score	all_vmrs	Endocrine system	1	0.0683993326174463	0	0	AA	claim_eligible
hippocampus	h3k27ac_any	technical	all_vmrs	Endocrine system	1	-0.039270440000922	0	0	AA	claim_eligible
hippocampus	h3k27ac_any	technical_score	all_vmrs	Endocrine system	1	-0.033383409631146	0	0	AA	claim_eligible
hippocampus	segdup_any	technical	all_vmrs	Endocrine system	1	-0.064619718524825	0	0	AA	claim_eligible
hippocampus	segdup_any	technical_score	all_vmrs	Endocrine system	1	-0.058763754613066	0	0	AA	claim_eligible
hippocampus	segdup_any	technical	high_mappability	Endocrine system	1	-1.09493106522597	0	0	AA	claim_eligible
hippocampus	segdup_any	technical_score	high_mappability	Endocrine system	1	-1.09502649382132	0	0	AA	claim_eligible
hippocampus	snp_proximal_any	technical	all_vmrs	Endocrine system	1	-0.263212416988237	0	0	AA	claim_eligible
hippocampus	snp_proximal_any	technical_score	all_vmrs	Endocrine system	1	-0.294968680047451	0	0	AA	claim_eligible
hippocampus	cell_composition_r2	technical	all_vmrs	Endocrine system	1	-0.0510749270736107	0	0	AA	claim_eligible
hippocampus	cell_composition_r2	technical_score	all_vmrs	Endocrine system	1	-0.0496983066255876	0	0	AA	claim_eligible
caudate	line_l1_any	technical	all_vmrs	Skeletal system disease	1	-0.377026824902284	0	0	AA	descriptive_only
caudate	line_l1_any	technical_score	all_vmrs	Skeletal system disease	1	-0.239239365407495	0	0	AA	descriptive_only
caudate	line_l1_any	technical	high_mappability	Skeletal system disease	1	-0.194916978133045	0	0	AA	descriptive_only
caudate	line_l1_any	technical_score	high_mappability	Skeletal system disease	1	-0.0440998697126806	0	0	AA	descriptive_only
caudate	h3k9me3_any	technical	all_vmrs	Skeletal system disease	1	-0.303652303589314	0	0	AA	descriptive_only
caudate	h3k9me3_any	technical_score	all_vmrs	Skeletal system disease	1	-0.231922585163845	0	0	AA	descriptive_only
caudate	h3k9me3_any	technical	high_mappability	Skeletal system disease	1	0.248913157313019	0	0	AA	descriptive_only
caudate	h3k9me3_any	technical_score	high_mappability	Skeletal system disease	1	0.273903124141332	0	0	AA	descriptive_only
caudate	quiescent_any	technical	all_vmrs	Skeletal system disease	1	-0.139693300182641	0	0	AA	descriptive_only
caudate	quiescent_any	technical_score	all_vmrs	Skeletal system disease	1	0.0195202113639311	0	0	AA	descriptive_only
caudate	quiescent_any	technical	high_mappability	Skeletal system disease	1	0.065060198463996	0	0	AA	descriptive_only
caudate	quiescent_any	technical_score	high_mappability	Skeletal system disease	1	0.198809667147179	0	0	AA	descriptive_only
caudate	h3k27me3_any	technical	all_vmrs	Skeletal system disease	1	-0.392623172750408	0	0	AA	descriptive_only
caudate	h3k27me3_any	technical_score	all_vmrs	Skeletal system disease	1	-0.421906045642714	0	0	AA	descriptive_only
caudate	bivalent_any	technical	all_vmrs	Skeletal system disease	1	-0.354768590061221	0	0	AA	descriptive_only
caudate	bivalent_any	technical_score	all_vmrs	Skeletal system disease	1	-0.441320070104054	0	0	AA	descriptive_only
caudate	accessible_any	technical	all_vmrs	Skeletal system disease	1	0.247164407586857	0	0	AA	descriptive_only
caudate	accessible_any	technical_score	all_vmrs	Skeletal system disease	1	0.0813117056203954	0	0	AA	descriptive_only
caudate	h3k27ac_any	technical	all_vmrs	Skeletal system disease	1	0.260874686446842	0	0	AA	descriptive_only
caudate	h3k27ac_any	technical_score	all_vmrs	Skeletal system disease	1	0.100944324127929	0	0	AA	descriptive_only
caudate	segdup_any	technical	all_vmrs	Skeletal system disease	1	-0.333209793322842	0	0	AA	descriptive_only
caudate	segdup_any	technical_score	all_vmrs	Skeletal system disease	1	-0.435181852742711	0	0	AA	descriptive_only
caudate	segdup_any	technical	high_mappability	Skeletal system disease	1	-13.0929877833962	0	0	AA	descriptive_only
caudate	segdup_any	technical_score	high_mappability	Skeletal system disease	1	-13.1857245506313	0	0	AA	descriptive_only
caudate	snp_proximal_any	technical	all_vmrs	Skeletal system disease	1	-0.549650996460001	0	0	AA	descriptive_only
caudate	snp_proximal_any	technical_score	all_vmrs	Skeletal system disease	1	-0.367254783465581	0	0	AA	descriptive_only
caudate	cell_composition_r2	technical	all_vmrs	Skeletal system disease	1	-0.062311738231151	0	0	AA	descriptive_only
caudate	cell_composition_r2	technical_score	all_vmrs	Skeletal system disease	1	-0.171623801218665	0	0	AA	descriptive_only
dlpfc	line_l1_any	technical	all_vmrs	Skeletal system disease	1	-1.33780776277023	0	0	AA	claim_eligible
dlpfc	line_l1_any	technical_score	all_vmrs	Skeletal system disease	1	-1.27740731249006	0	0	AA	claim_eligible
dlpfc	line_l1_any	technical	high_mappability	Skeletal system disease	1	-1.37313666242703	0	0	AA	claim_eligible
dlpfc	line_l1_any	technical_score	high_mappability	Skeletal system disease	1	-1.40059188332148	0	0	AA	claim_eligible
dlpfc	h3k9me3_any	technical	all_vmrs	Skeletal system disease	1	-1.00606603482623	0	0	AA	claim_eligible
dlpfc	h3k9me3_any	technical_score	all_vmrs	Skeletal system disease	1	-0.94778924035175	0	0	AA	claim_eligible
dlpfc	h3k9me3_any	technical	high_mappability	Skeletal system disease	1	-0.9769372041369	0	0	AA	claim_eligible
dlpfc	h3k9me3_any	technical_score	high_mappability	Skeletal system disease	1	-0.986673003154235	0	0	AA	claim_eligible
dlpfc	quiescent_any	technical	all_vmrs	Skeletal system disease	1	-0.417447461914434	0	0	AA	claim_eligible
dlpfc	quiescent_any	technical_score	all_vmrs	Skeletal system disease	1	-0.366004894377969	0	0	AA	claim_eligible
dlpfc	quiescent_any	technical	high_mappability	Skeletal system disease	1	-0.533374893286017	0	0	AA	claim_eligible
dlpfc	quiescent_any	technical_score	high_mappability	Skeletal system disease	1	-0.616163454508996	0	0	AA	claim_eligible
dlpfc	h3k27me3_any	technical	all_vmrs	Skeletal system disease	1	-0.837509454011762	0	0	AA	claim_eligible
dlpfc	h3k27me3_any	technical_score	all_vmrs	Skeletal system disease	1	-0.838324392194177	0	0	AA	claim_eligible
dlpfc	bivalent_any	technical	all_vmrs	Skeletal system disease	1	-1.00683439910327	0	0	AA	claim_eligible
dlpfc	bivalent_any	technical_score	all_vmrs	Skeletal system disease	1	-1.03587383564989	0	0	AA	claim_eligible
dlpfc	accessible_any	technical	all_vmrs	Skeletal system disease	1	0.696253512290217	1	0	AA	claim_eligible
dlpfc	accessible_any	technical_score	all_vmrs	Skeletal system disease	1	0.647054548261936	1	0	AA	claim_eligible
dlpfc	h3k27ac_any	technical	all_vmrs	Skeletal system disease	1	0.643488925353313	1	0	AA	claim_eligible
dlpfc	h3k27ac_any	technical_score	all_vmrs	Skeletal system disease	1	0.589532652357017	0	0	AA	claim_eligible
dlpfc	segdup_any	technical	all_vmrs	Skeletal system disease	1	-0.130301773443554	0	0	AA	claim_eligible
dlpfc	segdup_any	technical_score	all_vmrs	Skeletal system disease	1	-0.193121533076766	0	0	AA	claim_eligible
dlpfc	segdup_any	technical	high_mappability	Skeletal system disease	1	-13.8460630160123	0	0	AA	claim_eligible
dlpfc	segdup_any	technical_score	high_mappability	Skeletal system disease	1	-13.5363114188	0	0	AA	claim_eligible
dlpfc	snp_proximal_any	technical	all_vmrs	Skeletal system disease	1	-0.556043945368679	0	0	AA	claim_eligible
dlpfc	snp_proximal_any	technical_score	all_vmrs	Skeletal system disease	1	-0.47564635965866	0	0	AA	claim_eligible
dlpfc	cell_composition_r2	technical	all_vmrs	Skeletal system disease	1	0.0668354032903412	0	0	AA	claim_eligible
dlpfc	cell_composition_r2	technical_score	all_vmrs	Skeletal system disease	1	0.0233850860850757	0	0	AA	claim_eligible
hippocampus	line_l1_any	technical	all_vmrs	Skeletal system disease	1	-0.42677218024411	0	0	AA	claim_eligible
hippocampus	line_l1_any	technical_score	all_vmrs	Skeletal system disease	1	-0.322612570224388	0	0	AA	claim_eligible
hippocampus	line_l1_any	technical	high_mappability	Skeletal system disease	1	0.0830911282076296	0	0	AA	claim_eligible
hippocampus	line_l1_any	technical_score	high_mappability	Skeletal system disease	1	0.117236132942369	0	0	AA	claim_eligible
hippocampus	h3k9me3_any	technical	all_vmrs	Skeletal system disease	1	-1.6220255011604	0	0	AA	claim_eligible
hippocampus	h3k9me3_any	technical_score	all_vmrs	Skeletal system disease	1	-1.52582798182506	0	0	AA	claim_eligible
hippocampus	h3k9me3_any	technical	high_mappability	Skeletal system disease	1	-0.95712694811559	0	0	AA	claim_eligible
hippocampus	h3k9me3_any	technical_score	high_mappability	Skeletal system disease	1	-0.93674170526163	0	0	AA	claim_eligible
hippocampus	quiescent_any	technical	all_vmrs	Skeletal system disease	1	-0.345586212659796	0	0	AA	claim_eligible
hippocampus	quiescent_any	technical_score	all_vmrs	Skeletal system disease	1	-0.261869054593245	0	0	AA	claim_eligible
hippocampus	quiescent_any	technical	high_mappability	Skeletal system disease	1	-0.881227979117412	0	0	AA	claim_eligible
hippocampus	quiescent_any	technical_score	high_mappability	Skeletal system disease	1	-0.856882942547754	0	0	AA	claim_eligible
hippocampus	h3k27me3_any	technical	all_vmrs	Skeletal system disease	1	-0.399730385886128	0	0	AA	claim_eligible
hippocampus	h3k27me3_any	technical_score	all_vmrs	Skeletal system disease	1	-0.413818116577179	0	0	AA	claim_eligible
hippocampus	bivalent_any	technical	all_vmrs	Skeletal system disease	1	-0.858601479662196	0	0	AA	claim_eligible
hippocampus	bivalent_any	technical_score	all_vmrs	Skeletal system disease	1	-0.935580678637016	0	0	AA	claim_eligible
hippocampus	accessible_any	technical	all_vmrs	Skeletal system disease	1	0.493518746647968	0	0	AA	claim_eligible
hippocampus	accessible_any	technical_score	all_vmrs	Skeletal system disease	1	0.3886243157139	0	0	AA	claim_eligible
hippocampus	h3k27ac_any	technical	all_vmrs	Skeletal system disease	1	0.433795301300378	0	0	AA	claim_eligible
hippocampus	h3k27ac_any	technical_score	all_vmrs	Skeletal system disease	1	0.326584150894401	0	0	AA	claim_eligible
