region	annotation	adjustment	arm	category	n_traits	median_estimate	n_positive_q_below_alpha	n_negative_q_below_alpha	cohort	tier
hippocampus	cell_composition_r2	technical_score	all_vmrs	Cardiometabolic	11	-0.0113575019555114	2	0	AA	claim_eligible
caudate	line_l1_any	technical	all_vmrs	Allergy	3	-0.0108734150036221	0	0	AA	descriptive_only
caudate	line_l1_any	technical_score	all_vmrs	Allergy	3	0.0412283206638831	0	0	AA	descriptive_only
caudate	line_l1_any	technical	high_mappability	Allergy	3	-0.116219098544643	0	0	AA	descriptive_only
caudate	line_l1_any	technical_score	high_mappability	Allergy	3	-0.0343405696338213	0	0	AA	descriptive_only
caudate	h3k9me3_any	technical	all_vmrs	Allergy	3	-0.0615933587579243	0	0	AA	descriptive_only
caudate	h3k9me3_any	technical_score	all_vmrs	Allergy	3	0.00500376490538975	0	0	AA	descriptive_only
caudate	h3k9me3_any	technical	high_mappability	Allergy	3	-0.90976010028466	0	0	AA	descriptive_only
caudate	h3k9me3_any	technical_score	high_mappability	Allergy	3	-0.890986522091759	0	0	AA	descriptive_only
caudate	quiescent_any	technical	all_vmrs	Allergy	3	-0.449712364058966	0	1	AA	descriptive_only
caudate	quiescent_any	technical_score	all_vmrs	Allergy	3	-0.371967015572324	0	0	AA	descriptive_only
caudate	quiescent_any	technical	high_mappability	Allergy	3	-0.589754495025343	0	1	AA	descriptive_only
caudate	quiescent_any	technical_score	high_mappability	Allergy	3	-0.515968147581375	0	1	AA	descriptive_only
caudate	h3k27me3_any	technical	all_vmrs	Allergy	3	-0.665332714008266	0	0	AA	descriptive_only
caudate	h3k27me3_any	technical_score	all_vmrs	Allergy	3	-0.681087872665878	0	0	AA	descriptive_only
caudate	bivalent_any	technical	all_vmrs	Allergy	3	-0.596934379020804	0	0	AA	descriptive_only
caudate	bivalent_any	technical_score	all_vmrs	Allergy	3	-0.625282131747483	0	0	AA	descriptive_only
caudate	accessible_any	technical	all_vmrs	Allergy	3	0.358337684109728	2	0	AA	descriptive_only
caudate	accessible_any	technical_score	all_vmrs	Allergy	3	0.280942863370317	1	0	AA	descriptive_only
caudate	h3k27ac_any	technical	all_vmrs	Allergy	3	0.522559391308154	3	0	AA	descriptive_only
caudate	h3k27ac_any	technical_score	all_vmrs	Allergy	3	0.451908625095687	2	0	AA	descriptive_only
caudate	segdup_any	technical	all_vmrs	Allergy	3	-0.966155111134315	0	1	AA	descriptive_only
caudate	segdup_any	technical_score	all_vmrs	Allergy	3	-1.06197058471056	0	1	AA	descriptive_only
caudate	segdup_any	technical	high_mappability	Allergy	3	-0.0403274605460844	0	0	AA	descriptive_only
caudate	segdup_any	technical_score	high_mappability	Allergy	3	-0.0946718484711677	0	0	AA	descriptive_only
caudate	snp_proximal_any	technical	all_vmrs	Allergy	3	-0.290024799516464	0	0	AA	descriptive_only
caudate	snp_proximal_any	technical_score	all_vmrs	Allergy	3	-0.217506120777365	0	0	AA	descriptive_only
caudate	cell_composition_r2	technical	all_vmrs	Allergy	3	-0.210631714772365	0	1	AA	descriptive_only
caudate	cell_composition_r2	technical_score	all_vmrs	Allergy	3	-0.285991194972853	0	2	AA	descriptive_only
dlpfc	line_l1_any	technical	all_vmrs	Allergy	3	0.292916934023038	0	0	AA	claim_eligible
dlpfc	line_l1_any	technical_score	all_vmrs	Allergy	3	0.328099290853807	0	0	AA	claim_eligible
dlpfc	line_l1_any	technical	high_mappability	Allergy	3	0.0908023191201847	0	0	AA	claim_eligible
dlpfc	line_l1_any	technical_score	high_mappability	Allergy	3	0.123085120870517	0	0	AA	claim_eligible
dlpfc	h3k9me3_any	technical	all_vmrs	Allergy	3	-0.0331638980795104	0	0	AA	claim_eligible
dlpfc	h3k9me3_any	technical_score	all_vmrs	Allergy	3	-0.0147000678022069	0	0	AA	claim_eligible
dlpfc	h3k9me3_any	technical	high_mappability	Allergy	3	0.0739334820873175	0	0	AA	claim_eligible
dlpfc	h3k9me3_any	technical_score	high_mappability	Allergy	3	0.0927980063509245	0	0	AA	claim_eligible
dlpfc	quiescent_any	technical	all_vmrs	Allergy	3	-0.636287716269876	0	2	AA	claim_eligible
dlpfc	quiescent_any	technical_score	all_vmrs	Allergy	3	-0.632287524872028	0	2	AA	claim_eligible
dlpfc	quiescent_any	technical	high_mappability	Allergy	3	-0.803331479637223	0	0	AA	claim_eligible
dlpfc	quiescent_any	technical_score	high_mappability	Allergy	3	-0.754132825359993	0	0	AA	claim_eligible
dlpfc	h3k27me3_any	technical	all_vmrs	Allergy	3	-0.188930920886436	0	0	AA	claim_eligible
dlpfc	h3k27me3_any	technical_score	all_vmrs	Allergy	3	-0.189184677512025	0	0	AA	claim_eligible
dlpfc	bivalent_any	technical	all_vmrs	Allergy	3	-0.0112021804593532	0	0	AA	claim_eligible
dlpfc	bivalent_any	technical_score	all_vmrs	Allergy	3	-0.020394029426608	0	0	AA	claim_eligible
dlpfc	accessible_any	technical	all_vmrs	Allergy	3	0.350500061456874	0	0	AA	claim_eligible
dlpfc	accessible_any	technical_score	all_vmrs	Allergy	3	0.349237896404502	0	0	AA	claim_eligible
dlpfc	h3k27ac_any	technical	all_vmrs	Allergy	3	0.478841541960406	1	0	AA	claim_eligible
dlpfc	h3k27ac_any	technical_score	all_vmrs	Allergy	3	0.486258291559935	1	0	AA	claim_eligible
dlpfc	segdup_any	technical	all_vmrs	Allergy	3	-1.21059893726167	0	1	AA	claim_eligible
dlpfc	segdup_any	technical_score	all_vmrs	Allergy	3	-1.24024606900303	0	1	AA	claim_eligible
dlpfc	segdup_any	technical	high_mappability	Allergy	3	-13.0234233718165	0	0	AA	claim_eligible
dlpfc	segdup_any	technical_score	high_mappability	Allergy	3	-13.1605116706055	0	0	AA	claim_eligible
dlpfc	snp_proximal_any	technical	all_vmrs	Allergy	3	-0.167601949143374	0	0	AA	claim_eligible
dlpfc	snp_proximal_any	technical_score	all_vmrs	Allergy	3	-0.148155766129143	0	0	AA	claim_eligible
dlpfc	cell_composition_r2	technical	all_vmrs	Allergy	3	-0.214516611670365	0	0	AA	claim_eligible
dlpfc	cell_composition_r2	technical_score	all_vmrs	Allergy	3	-0.246707030539046	0	0	AA	claim_eligible
hippocampus	line_l1_any	technical	all_vmrs	Allergy	3	0.290837760637605	0	0	AA	claim_eligible
hippocampus	line_l1_any	technical_score	all_vmrs	Allergy	3	0.286491151097519	0	0	AA	claim_eligible
hippocampus	line_l1_any	technical	high_mappability	Allergy	3	0.258622215940968	0	0	AA	claim_eligible
hippocampus	line_l1_any	technical_score	high_mappability	Allergy	3	0.247498974349357	0	0	AA	claim_eligible
hippocampus	h3k9me3_any	technical	all_vmrs	Allergy	3	0.0379094630021706	0	0	AA	claim_eligible
hippocampus	h3k9me3_any	technical_score	all_vmrs	Allergy	3	0.0179630085402374	0	0	AA	claim_eligible
hippocampus	h3k9me3_any	technical	high_mappability	Allergy	3	0.111649098712212	0	0	AA	claim_eligible
hippocampus	h3k9me3_any	technical_score	high_mappability	Allergy	3	0.108374679378064	0	0	AA	claim_eligible
hippocampus	quiescent_any	technical	all_vmrs	Allergy	3	-0.681334873371723	0	1	AA	claim_eligible
hippocampus	quiescent_any	technical_score	all_vmrs	Allergy	3	-0.720644523122037	0	1	AA	claim_eligible
hippocampus	quiescent_any	technical	high_mappability	Allergy	3	-0.87920032358145	0	0	AA	claim_eligible
hippocampus	quiescent_any	technical_score	high_mappability	Allergy	3	-0.907488638091207	0	0	AA	claim_eligible
hippocampus	h3k27me3_any	technical	all_vmrs	Allergy	3	-0.00750178504470122	0	0	AA	claim_eligible
hippocampus	h3k27me3_any	technical_score	all_vmrs	Allergy	3	-0.00683686371760904	0	0	AA	claim_eligible
hippocampus	bivalent_any	technical	all_vmrs	Allergy	3	0.338236140458476	0	0	AA	claim_eligible
hippocampus	bivalent_any	technical_score	all_vmrs	Allergy	3	0.350807728032023	0	0	AA	claim_eligible
hippocampus	accessible_any	technical	all_vmrs	Allergy	3	-0.0252889109493944	0	0	AA	claim_eligible
hippocampus	accessible_any	technical_score	all_vmrs	Allergy	3	0.000799090735979154	0	0	AA	claim_eligible
hippocampus	h3k27ac_any	technical	all_vmrs	Allergy	3	0.439346024746064	1	0	AA	claim_eligible
hippocampus	h3k27ac_any	technical_score	all_vmrs	Allergy	3	0.492810870808714	1	0	AA	claim_eligible
hippocampus	segdup_any	technical	all_vmrs	Allergy	3	-1.08798488839958	0	1	AA	claim_eligible
hippocampus	segdup_any	technical_score	all_vmrs	Allergy	3	-1.07314242065	0	1	AA	claim_eligible
hippocampus	segdup_any	technical	high_mappability	Allergy	3	-13.2338298330938	0	0	AA	claim_eligible
hippocampus	segdup_any	technical_score	high_mappability	Allergy	3	-13.2541735247064	0	0	AA	claim_eligible
hippocampus	snp_proximal_any	technical	all_vmrs	Allergy	3	0.0418886633122756	0	0	AA	claim_eligible
hippocampus	snp_proximal_any	technical_score	all_vmrs	Allergy	3	0.0027538403896621	0	0	AA	claim_eligible
hippocampus	cell_composition_r2	technical	all_vmrs	Allergy	3	-0.0718257477825086	0	0	AA	claim_eligible
hippocampus	cell_composition_r2	technical_score	all_vmrs	Allergy	3	-0.0599638978971496	0	0	AA	claim_eligible
caudate	line_l1_any	technical	all_vmrs	Anthropometric	7	-0.0886780983144832	0	0	AA	descriptive_only
caudate	line_l1_any	technical_score	all_vmrs	Anthropometric	7	-0.0401990462292308	0	0	AA	descriptive_only
caudate	line_l1_any	technical	high_mappability	Anthropometric	7	-0.0208308429245443	0	0	AA	descriptive_only
caudate	line_l1_any	technical_score	high_mappability	Anthropometric	7	0.0551352146382038	0	0	AA	descriptive_only
caudate	h3k9me3_any	technical	all_vmrs	Anthropometric	7	-0.295223073733724	0	3	AA	descriptive_only
caudate	h3k9me3_any	technical_score	all_vmrs	Anthropometric	7	-0.268733623461485	0	3	AA	descriptive_only
caudate	h3k9me3_any	technical	high_mappability	Anthropometric	7	-0.385963472078379	0	2	AA	descriptive_only
caudate	h3k9me3_any	technical_score	high_mappability	Anthropometric	7	-0.366888291647899	0	2	AA	descriptive_only
caudate	quiescent_any	technical	all_vmrs	Anthropometric	7	-0.389913909421673	0	4	AA	descriptive_only
caudate	quiescent_any	technical_score	all_vmrs	Anthropometric	7	-0.324692024042479	0	4	AA	descriptive_only
caudate	quiescent_any	technical	high_mappability	Anthropometric	7	-0.380964087927275	0	4	AA	descriptive_only
caudate	quiescent_any	technical_score	high_mappability	Anthropometric	7	-0.314887781340278	0	3	AA	descriptive_only
caudate	h3k27me3_any	technical	all_vmrs	Anthropometric	7	-0.233501945067752	0	4	AA	descriptive_only
caudate	h3k27me3_any	technical_score	all_vmrs	Anthropometric	7	-0.248654950805415	0	4	AA	descriptive_only
caudate	bivalent_any	technical	all_vmrs	Anthropometric	7	-0.189092746207956	0	0	AA	descriptive_only
caudate	bivalent_any	technical_score	all_vmrs	Anthropometric	7	-0.225451027507521	0	0	AA	descriptive_only
caudate	accessible_any	technical	all_vmrs	Anthropometric	7	0.259041496218314	4	0	AA	descriptive_only
caudate	accessible_any	technical_score	all_vmrs	Anthropometric	7	0.206250501624448	4	0	AA	descriptive_only
caudate	h3k27ac_any	technical	all_vmrs	Anthropometric	7	0.372636965071921	4	0	AA	descriptive_only
caudate	h3k27ac_any	technical_score	all_vmrs	Anthropometric	7	0.326094881730719	4	0	AA	descriptive_only
caudate	segdup_any	technical	all_vmrs	Anthropometric	7	-0.265108850127067	0	2	AA	descriptive_only
caudate	segdup_any	technical_score	all_vmrs	Anthropometric	7	-0.271256131981056	0	3	AA	descriptive_only
caudate	segdup_any	technical	high_mappability	Anthropometric	7	-0.528670392918839	1	0	AA	descriptive_only
caudate	segdup_any	technical_score	high_mappability	Anthropometric	7	-0.620327344660505	1	0	AA	descriptive_only
caudate	snp_proximal_any	technical	all_vmrs	Anthropometric	7	-0.0638503440495599	0	0	AA	descriptive_only
caudate	snp_proximal_any	technical_score	all_vmrs	Anthropometric	7	0.0192448024912409	0	0	AA	descriptive_only
caudate	cell_composition_r2	technical	all_vmrs	Anthropometric	7	0.0816800389046606	4	0	AA	descriptive_only
caudate	cell_composition_r2	technical_score	all_vmrs	Anthropometric	7	0.043394421554028	3	0	AA	descriptive_only
dlpfc	line_l1_any	technical	all_vmrs	Anthropometric	7	0.0285734171918532	0	0	AA	claim_eligible
dlpfc	line_l1_any	technical_score	all_vmrs	Anthropometric	7	0.0575718956237945	0	0	AA	claim_eligible
dlpfc	line_l1_any	technical	high_mappability	Anthropometric	7	0.254166952785451	0	0	AA	claim_eligible
dlpfc	line_l1_any	technical_score	high_mappability	Anthropometric	7	0.278713490067918	0	0	AA	claim_eligible
dlpfc	h3k9me3_any	technical	all_vmrs	Anthropometric	7	-0.373393797282175	0	3	AA	claim_eligible
dlpfc	h3k9me3_any	technical_score	all_vmrs	Anthropometric	7	-0.338430012632668	0	3	AA	claim_eligible
dlpfc	h3k9me3_any	technical	high_mappability	Anthropometric	7	-0.33842506939352	0	0	AA	claim_eligible
dlpfc	h3k9me3_any	technical_score	high_mappability	Anthropometric	7	-0.324868060702438	0	0	AA	claim_eligible
dlpfc	quiescent_any	technical	all_vmrs	Anthropometric	7	-0.455239808066234	0	6	AA	claim_eligible
dlpfc	quiescent_any	technical_score	all_vmrs	Anthropometric	7	-0.41109400366881	0	6	AA	claim_eligible
dlpfc	quiescent_any	technical	high_mappability	Anthropometric	7	-0.405721638505139	0	4	AA	claim_eligible
dlpfc	quiescent_any	technical_score	high_mappability	Anthropometric	7	-0.385732069679339	0	4	AA	claim_eligible
dlpfc	h3k27me3_any	technical	all_vmrs	Anthropometric	7	-0.0953526917376826	0	2	AA	claim_eligible
dlpfc	h3k27me3_any	technical_score	all_vmrs	Anthropometric	7	-0.0967108837959314	0	2	AA	claim_eligible
dlpfc	bivalent_any	technical	all_vmrs	Anthropometric	7	0.0529772345814351	0	0	AA	claim_eligible
dlpfc	bivalent_any	technical_score	all_vmrs	Anthropometric	7	0.0345099310877997	0	0	AA	claim_eligible
dlpfc	accessible_any	technical	all_vmrs	Anthropometric	7	0.3117608085429	5	0	AA	claim_eligible
dlpfc	accessible_any	technical_score	all_vmrs	Anthropometric	7	0.272956578494739	4	0	AA	claim_eligible
dlpfc	h3k27ac_any	technical	all_vmrs	Anthropometric	7	0.407080462901842	6	0	AA	claim_eligible
dlpfc	h3k27ac_any	technical_score	all_vmrs	Anthropometric	7	0.374672538377152	5	0	AA	claim_eligible
dlpfc	segdup_any	technical	all_vmrs	Anthropometric	7	-0.217852782734263	0	1	AA	claim_eligible
dlpfc	segdup_any	technical_score	all_vmrs	Anthropometric	7	-0.227534361684276	0	3	AA	claim_eligible
dlpfc	segdup_any	technical	high_mappability	Anthropometric	7	-0.221488985656527	0	0	AA	claim_eligible
dlpfc	segdup_any	technical_score	high_mappability	Anthropometric	7	-0.257065299290538	0	0	AA	claim_eligible
dlpfc	snp_proximal_any	technical	all_vmrs	Anthropometric	7	-0.0351591639638042	0	0	AA	claim_eligible
dlpfc	snp_proximal_any	technical_score	all_vmrs	Anthropometric	7	0.0269495829077115	0	0	AA	claim_eligible
dlpfc	cell_composition_r2	technical	all_vmrs	Anthropometric	7	0.0876559086348632	4	0	AA	claim_eligible
dlpfc	cell_composition_r2	technical_score	all_vmrs	Anthropometric	7	0.0700048922091736	2	0	AA	claim_eligible
hippocampus	line_l1_any	technical	all_vmrs	Anthropometric	7	-0.0161186990234819	0	0	AA	claim_eligible
hippocampus	line_l1_any	technical_score	all_vmrs	Anthropometric	7	0.0336674305917103	0	0	AA	claim_eligible
hippocampus	line_l1_any	technical	high_mappability	Anthropometric	7	0.0950245140918958	0	0	AA	claim_eligible
hippocampus	line_l1_any	technical_score	high_mappability	Anthropometric	7	0.130634398503937	0	0	AA	claim_eligible
hippocampus	h3k9me3_any	technical	all_vmrs	Anthropometric	7	-0.466806846368581	0	3	AA	claim_eligible
hippocampus	h3k9me3_any	technical_score	all_vmrs	Anthropometric	7	-0.426293375710961	0	3	AA	claim_eligible
hippocampus	h3k9me3_any	technical	high_mappability	Anthropometric	7	-0.466044598922566	0	2	AA	claim_eligible
hippocampus	h3k9me3_any	technical_score	high_mappability	Anthropometric	7	-0.400635231569973	0	2	AA	claim_eligible
hippocampus	quiescent_any	technical	all_vmrs	Anthropometric	7	-0.411430098466872	0	6	AA	claim_eligible
hippocampus	quiescent_any	technical_score	all_vmrs	Anthropometric	7	-0.378244517866893	0	5	AA	claim_eligible
hippocampus	quiescent_any	technical	high_mappability	Anthropometric	7	-0.428504849854379	0	5	AA	claim_eligible
hippocampus	quiescent_any	technical_score	high_mappability	Anthropometric	7	-0.400841327184883	0	4	AA	claim_eligible
hippocampus	h3k27me3_any	technical	all_vmrs	Anthropometric	7	-0.0961958656313356	0	3	AA	claim_eligible
hippocampus	h3k27me3_any	technical_score	all_vmrs	Anthropometric	7	-0.104383493429813	0	3	AA	claim_eligible
hippocampus	bivalent_any	technical	all_vmrs	Anthropometric	7	0.0221568621364111	0	0	AA	claim_eligible
hippocampus	bivalent_any	technical_score	all_vmrs	Anthropometric	7	-0.00350573197715464	0	0	AA	claim_eligible
hippocampus	accessible_any	technical	all_vmrs	Anthropometric	7	0.326336966830638	6	0	AA	claim_eligible
hippocampus	accessible_any	technical_score	all_vmrs	Anthropometric	7	0.300027238143239	4	0	AA	claim_eligible
hippocampus	h3k27ac_any	technical	all_vmrs	Anthropometric	7	0.447294101555295	6	0	AA	claim_eligible
hippocampus	h3k27ac_any	technical_score	all_vmrs	Anthropometric	7	0.334873179603381	6	0	AA	claim_eligible
hippocampus	segdup_any	technical	all_vmrs	Anthropometric	7	-0.277398166468974	0	1	AA	claim_eligible
hippocampus	segdup_any	technical_score	all_vmrs	Anthropometric	7	-0.320362858632962	0	3	AA	claim_eligible
hippocampus	segdup_any	technical	high_mappability	Anthropometric	7	-0.272509763641448	0	0	AA	claim_eligible
hippocampus	segdup_any	technical_score	high_mappability	Anthropometric	7	-0.325115411392326	0	0	AA	claim_eligible
hippocampus	snp_proximal_any	technical	all_vmrs	Anthropometric	7	-0.0838803663057672	0	0	AA	claim_eligible
hippocampus	snp_proximal_any	technical_score	all_vmrs	Anthropometric	7	0.0182558583241109	0	0	AA	claim_eligible
hippocampus	cell_composition_r2	technical	all_vmrs	Anthropometric	7	0.0830732888808612	4	0	AA	claim_eligible
hippocampus	cell_composition_r2	technical_score	all_vmrs	Anthropometric	7	0.0630200375848188	2	0	AA	claim_eligible
caudate	line_l1_any	technical	all_vmrs	Immune	9	-0.263430700399941	0	0	AA	descriptive_only
caudate	line_l1_any	technical_score	all_vmrs	Immune	9	-0.234192426001311	0	0	AA	descriptive_only
caudate	line_l1_any	technical	high_mappability	Immune	9	-0.116516944451266	0	0	AA	descriptive_only
caudate	line_l1_any	technical_score	high_mappability	Immune	9	-0.114452982005701	0	0	AA	descriptive_only
caudate	h3k9me3_any	technical	all_vmrs	Immune	9	-0.0508213016815079	0	0	AA	descriptive_only
caudate	h3k9me3_any	technical_score	all_vmrs	Immune	9	-0.0255488052959708	0	0	AA	descriptive_only
caudate	h3k9me3_any	technical	high_mappability	Immune	9	-0.060196114279068	0	0	AA	descriptive_only
caudate	h3k9me3_any	technical_score	high_mappability	Immune	9	-0.0512374134956167	0	0	AA	descriptive_only
caudate	quiescent_any	technical	all_vmrs	Immune	9	-0.114808233930213	0	0	AA	descriptive_only
caudate	quiescent_any	technical_score	all_vmrs	Immune	9	-0.0829556323138971	0	0	AA	descriptive_only
caudate	quiescent_any	technical	high_mappability	Immune	9	-0.00502279748829951	0	0	AA	descriptive_only
caudate	quiescent_any	technical_score	high_mappability	Immune	9	0.040144965597798	0	0	AA	descriptive_only
caudate	h3k27me3_any	technical	all_vmrs	Immune	9	-0.374663958140236	0	4	AA	descriptive_only
caudate	h3k27me3_any	technical_score	all_vmrs	Immune	9	-0.389053551650099	0	4	AA	descriptive_only
caudate	bivalent_any	technical	all_vmrs	Immune	9	-0.49641997730298	0	0	AA	descriptive_only
caudate	bivalent_any	technical_score	all_vmrs	Immune	9	-0.514128604507158	0	0	AA	descriptive_only
caudate	accessible_any	technical	all_vmrs	Immune	9	0.263916903844327	5	0	AA	descriptive_only
caudate	accessible_any	technical_score	all_vmrs	Immune	9	0.250826807516137	2	0	AA	descriptive_only
caudate	h3k27ac_any	technical	all_vmrs	Immune	9	0.268384127867884	5	0	AA	descriptive_only
caudate	h3k27ac_any	technical_score	all_vmrs	Immune	9	0.260138126339652	4	0	AA	descriptive_only
caudate	segdup_any	technical	all_vmrs	Immune	9	-0.074255933753836	0	2	AA	descriptive_only
caudate	segdup_any	technical_score	all_vmrs	Immune	9	-0.0841107065715293	0	2	AA	descriptive_only
caudate	segdup_any	technical	high_mappability	Immune	9	-0.709329228781317	0	0	AA	descriptive_only
caudate	segdup_any	technical_score	high_mappability	Immune	9	-0.703334472125929	0	0	AA	descriptive_only
caudate	snp_proximal_any	technical	all_vmrs	Immune	9	-0.208477332527413	0	0	AA	descriptive_only
caudate	snp_proximal_any	technical_score	all_vmrs	Immune	9	-0.180801500393479	0	0	AA	descriptive_only
caudate	cell_composition_r2	technical	all_vmrs	Immune	9	-0.0451327427778319	0	1	AA	descriptive_only
caudate	cell_composition_r2	technical_score	all_vmrs	Immune	9	-0.0824232580576052	0	1	AA	descriptive_only
dlpfc	line_l1_any	technical	all_vmrs	Immune	8	-0.114067036188654	0	0	AA	claim_eligible
dlpfc	line_l1_any	technical_score	all_vmrs	Immune	8	-0.100143194704788	0	0	AA	claim_eligible
dlpfc	line_l1_any	technical	high_mappability	Immune	8	0.0476218819352379	0	0	AA	claim_eligible
dlpfc	line_l1_any	technical_score	high_mappability	Immune	8	0.0344282739683008	0	0	AA	claim_eligible
dlpfc	h3k9me3_any	technical	all_vmrs	Immune	8	-0.0834231798230229	0	0	AA	claim_eligible
dlpfc	h3k9me3_any	technical_score	all_vmrs	Immune	8	-0.0951525384568499	0	0	AA	claim_eligible
dlpfc	h3k9me3_any	technical	high_mappability	Immune	8	0.0967278603720247	0	0	AA	claim_eligible
dlpfc	h3k9me3_any	technical_score	high_mappability	Immune	8	0.102524977539346	0	0	AA	claim_eligible
dlpfc	quiescent_any	technical	all_vmrs	Immune	8	-0.328736369404542	0	5	AA	claim_eligible
dlpfc	quiescent_any	technical_score	all_vmrs	Immune	8	-0.317209672843268	0	5	AA	claim_eligible
dlpfc	quiescent_any	technical	high_mappability	Immune	8	-0.284975813839755	0	3	AA	claim_eligible
dlpfc	quiescent_any	technical_score	high_mappability	Immune	8	-0.298750765382887	0	3	AA	claim_eligible
dlpfc	h3k27me3_any	technical	all_vmrs	Immune	8	-0.153862527571373	0	1	AA	claim_eligible
dlpfc	h3k27me3_any	technical_score	all_vmrs	Immune	8	-0.154463478286872	0	1	AA	claim_eligible
dlpfc	bivalent_any	technical	all_vmrs	Immune	8	0.0465654587878402	0	0	AA	claim_eligible
dlpfc	bivalent_any	technical_score	all_vmrs	Immune	8	0.0450135888960279	0	0	AA	claim_eligible
dlpfc	accessible_any	technical	all_vmrs	Immune	8	0.138645785078115	1	0	AA	claim_eligible
dlpfc	accessible_any	technical_score	all_vmrs	Immune	8	0.136800217938835	0	0	AA	claim_eligible
dlpfc	h3k27ac_any	technical	all_vmrs	Immune	8	0.222883535410468	3	0	AA	claim_eligible
dlpfc	h3k27ac_any	technical_score	all_vmrs	Immune	8	0.226074167344853	3	0	AA	claim_eligible
dlpfc	segdup_any	technical	all_vmrs	Immune	8	-0.324277003720224	0	2	AA	claim_eligible
dlpfc	segdup_any	technical_score	all_vmrs	Immune	8	-0.335737312553298	0	2	AA	claim_eligible
dlpfc	segdup_any	technical	high_mappability	Immune	8	0.147837022205736	0	0	AA	claim_eligible
dlpfc	segdup_any	technical_score	high_mappability	Immune	8	0.136910714467861	0	0	AA	claim_eligible
dlpfc	snp_proximal_any	technical	all_vmrs	Immune	8	-0.0210851967575297	0	1	AA	claim_eligible
dlpfc	snp_proximal_any	technical_score	all_vmrs	Immune	8	-0.0406211866994037	0	0	AA	claim_eligible
dlpfc	cell_composition_r2	technical	all_vmrs	Immune	8	-0.041136179120044	0	0	AA	claim_eligible
dlpfc	cell_composition_r2	technical_score	all_vmrs	Immune	8	-0.0544371353870754	0	0	AA	claim_eligible
hippocampus	line_l1_any	technical	all_vmrs	Immune	8	0.00776635908431923	0	0	AA	claim_eligible
hippocampus	line_l1_any	technical_score	all_vmrs	Immune	8	0.00393567947727764	0	0	AA	claim_eligible
hippocampus	line_l1_any	technical	high_mappability	Immune	8	0.128471022573936	0	0	AA	claim_eligible
hippocampus	line_l1_any	technical_score	high_mappability	Immune	8	0.115950447097441	0	0	AA	claim_eligible
hippocampus	h3k9me3_any	technical	all_vmrs	Immune	8	-0.432083149902955	0	1	AA	claim_eligible
hippocampus	h3k9me3_any	technical_score	all_vmrs	Immune	8	-0.422134290884893	0	1	AA	claim_eligible
hippocampus	h3k9me3_any	technical	high_mappability	Immune	8	-0.29356969602825	0	0	AA	claim_eligible
hippocampus	h3k9me3_any	technical_score	high_mappability	Immune	8	-0.293138929589935	0	0	AA	claim_eligible
hippocampus	quiescent_any	technical	all_vmrs	Immune	8	-0.237226517085276	0	2	AA	claim_eligible
hippocampus	quiescent_any	technical_score	all_vmrs	Immune	8	-0.248154418653613	0	2	AA	claim_eligible
hippocampus	quiescent_any	technical	high_mappability	Immune	8	-0.301451649625775	0	1	AA	claim_eligible
hippocampus	quiescent_any	technical_score	high_mappability	Immune	8	-0.306566548840624	0	2	AA	claim_eligible
hippocampus	h3k27me3_any	technical	all_vmrs	Immune	8	-0.0764769787645315	0	0	AA	claim_eligible
hippocampus	h3k27me3_any	technical_score	all_vmrs	Immune	8	-0.0776434896286562	0	0	AA	claim_eligible
hippocampus	bivalent_any	technical	all_vmrs	Immune	8	0.0908225243295081	0	0	AA	claim_eligible
hippocampus	bivalent_any	technical_score	all_vmrs	Immune	8	0.0895056415353742	0	0	AA	claim_eligible
hippocampus	accessible_any	technical	all_vmrs	Immune	8	0.191621029136982	1	0	AA	claim_eligible
hippocampus	accessible_any	technical_score	all_vmrs	Immune	8	0.209219194487457	1	0	AA	claim_eligible
hippocampus	h3k27ac_any	technical	all_vmrs	Immune	8	0.339994385597586	5	0	AA	claim_eligible
hippocampus	h3k27ac_any	technical_score	all_vmrs	Immune	8	0.360595545132887	4	0	AA	claim_eligible
hippocampus	segdup_any	technical	all_vmrs	Immune	8	-0.346690468142917	0	2	AA	claim_eligible
hippocampus	segdup_any	technical_score	all_vmrs	Immune	8	-0.345777806055267	0	2	AA	claim_eligible
hippocampus	segdup_any	technical	high_mappability	Immune	8	-0.480476771059284	0	0	AA	claim_eligible
hippocampus	segdup_any	technical_score	high_mappability	Immune	8	-0.473674824413856	0	0	AA	claim_eligible
hippocampus	snp_proximal_any	technical	all_vmrs	Immune	8	0.0168171737850936	0	0	AA	claim_eligible
hippocampus	snp_proximal_any	technical_score	all_vmrs	Immune	8	0.0548122359767023	0	0	AA	claim_eligible
hippocampus	cell_composition_r2	technical	all_vmrs	Immune	8	0.0374928508072567	1	0	AA	claim_eligible
hippocampus	cell_composition_r2	technical_score	all_vmrs	Immune	8	0.0651879175980504	0	0	AA	claim_eligible
caudate	line_l1_any	technical	all_vmrs	Psychiatric-neurologic	9	0.145639804313683	0	0	AA	descriptive_only
caudate	line_l1_any	technical_score	all_vmrs	Psychiatric-neurologic	9	0.116069362444332	0	0	AA	descriptive_only
caudate	line_l1_any	technical	high_mappability	Psychiatric-neurologic	9	-0.0118738560575462	0	0	AA	descriptive_only
caudate	line_l1_any	technical_score	high_mappability	Psychiatric-neurologic	9	0.102763658352663	0	0	AA	descriptive_only
