cohort	tissue	population	modality	run_tag	h2_category	n_vmrs	n_any_fdr05	n_any_fdr10	prop_any_fdr05	prop_any_fdr10	median_max_abs_beta	median_pairs_tested
BA_only	dlpfc	AA	expression_nearest_gene	nearest_gene_window_250kb	Heritable	4471	76	89	0.0169984343547305	0.0199060612838291	0.166852444935381	1
BA_only	dlpfc	AA	expression_nearest_gene	nearest_gene_window_250kb	Non-heritable	3583	15	26	0.00418643594753	0.00725648897571867	0.168189074719354	1
BA_only	dlpfc	AA	expression_nearest_gene	nearest_gene_window_250kb	Low prediction	12	5	5	0.416666666666667	0.416666666666667	1.3547314289856	1
