"id","description","genome_fraction","observed_region_hits","fold_enrichment","p_value","p_adjust","mean_tss_dist","observed_gene_hits","gene_set_size","fold_enrichment_hyper","p_value_hyper","p_adjust_hyper"
"GO:0006915","apoptotic process",0.157655147834422,1283,1.26307857628664,0,0,118463,674,955,1.05423001344966,0.00605437838385769,0.152561091947437
"GO:0008219","cell death",0.163004702942078,1319,1.25590424836892,0,0,118422,697,989,1.0527259723465,0.00643357422905433,0.158464777377471
"GO:0012501","programmed cell death",0.162970723106399,1318,1.25521374531733,0,0,118495,696,987,1.05334572790448,0.00596096438413463,0.152561091947437
"GO:0045934","negative regulation of nucleobase-containing compound metabolic process",0.16302174820167,1313,1.25006054693565,0,0,132638,567,768,1.1028099863084,9.4161541823734e-06,0.00151623048565925
"GO:0009056","catabolic process",0.178748767262476,1422,1.2347197917804,0,0,106503,808,1205,1.00162040900095,0.479842680958871,0.86581653237422
"GO:0009966","regulation of signal transduction",0.277134226991943,2183,1.22257479634066,0,0,117852,1138,1592,1.06777082399848,9.9494515715115e-06,0.00155332377416957
"GO:0006357","regulation of transcription by RNA polymerase II",0.249340270975354,1962,1.22128899746432,0,0,126137,914,1262,1.08184661885638,3.4519374969566e-06,0.000875666227003837
"GO:0006366","transcription by RNA polymerase II",0.25474483578442,1992,1.21365657781984,0,0,125625,934,1299,1.07403040583226,1.82737212852668e-05,0.00227628505519494
"GO:0006355","regulation of DNA-templated transcription",0.30443796577002,2348,1.19704685474522,0,0,125000,1156,1609,1.07319994379553,1.70292846601861e-06,0.000661604367822132
"GO:2001141","regulation of RNA biosynthetic process",0.305767385334657,2354,1.19488791193293,0,0,125162,1162,1618,1.07276960990161,1.8038289337774e-06,0.000661604367822132
"GO:0051252","regulation of RNA metabolic process",0.320022092427367,2462,1.19404297208255,0,0,126586,1234,1724,1.06919458228916,2.34372337337696e-06,0.000736821986239747
"GO:0031324","negative regulation of cellular metabolic process",0.23494798428737,1805,1.19238732676631,0,0,127910,870,1209,1.07490925707374,3.10162005192627e-05,0.00359243782154688
"GO:0006351","DNA-templated transcription",0.310719918714035,2380,1.18882993201879,0,0,125037,1178,1649,1.06709598554536,7.95670100073309e-06,0.00138237210544315
"GO:0023051","regulation of signaling",0.319004689660058,2443,1.18860695730661,0,0,120391,1297,1832,1.0575316113709,4.01787822711386e-05,0.00434852984514847
"GO:0010646","regulation of cell communication",0.320861073386484,2448,1.18414872063274,0,0,119645,1298,1835,1.0566167113027,5.14462184639797e-05,0.00514618082271506
"GO:0080090","regulation of primary metabolic process",0.424416227529865,3236,1.1833913781915,0,0,123641,1788,2544,1.0498548496992,1.07738222117071e-05,0.0016165630509475
"GO:0019219","regulation of nucleobase-containing compound metabolic process",0.335839097176796,2557,1.18171117616622,0,0,127632,1308,1845,1.05898601481308,2.4229572922696e-05,0.00290842982610253
"GO:0035556","intracellular signal transduction",0.264123934532921,2007,1.17937382006091,0,0,115168,1069,1521,1.04985021721682,0.0012063685198711,0.0534526507932149
"GO:0006996","organelle organization",0.281954936318246,2139,1.17745129270572,0,0,126787,1167,1689,1.03209591170258,0.0193042399289527,0.311064357164209
"GO:0010604","positive regulation of macromolecule metabolic process",0.294920512641716,2218,1.1672622229516,0,0,125445,1164,1610,1.07995573617313,1.84881682852023e-07,0.00018085133246294
"GO:0032774","RNA biosynthetic process",0.352203210485712,2632,1.15985698734858,0,0,125583,1364,1942,1.04916548765826,0.000241483717400515,0.0162681173701857
"GO:0090304","nucleic acid metabolic process",0.388285922054463,2898,1.1584001498121,0,0,126673,1579,2265,1.04134053728939,0.000593151405689829,0.032363517193093
"GO:0016070","RNA metabolic process",0.361379979789192,2697,1.15832045537652,0,0,125827,1420,2026,1.04695437153729,0.000308405204484719,0.0196026254254025
"GO:0034654","nucleobase-containing compound biosynthetic process",0.37122228900127,2769,1.1577126535851,0,0,125305,1478,2111,1.04583952764315,0.00029776626737732,0.0192730676198536
"GO:0141187","nucleic acid biosynthetic process",0.358129315964878,2666,1.15539940758136,0,0,126258,1393,1987,1.04720594871284,0.000337945626085911,0.0205922456404742
"GO:0031323","regulation of cellular metabolic process",0.45031118667105,3351,1.1549775977228,0,0,123930,1896,2680,1.05677465828482,2.46540744042179e-07,0.00018085133246294
