"id","description","genome_fraction","observed_region_hits","fold_enrichment","p_value","p_adjust","mean_tss_dist","observed_gene_hits","gene_set_size","fold_enrichment_hyper","p_value_hyper","p_adjust_hyper"
"GO:0009057","macromolecule catabolic process",0.0976864934027098,1393,1.24584167530489,0,0,115710,617,644,0.991824757936365,0.893812105775319,0.999998596808221
"GO:0009056","catabolic process",0.178748767262476,2511,1.22729768707275,0,0,116584,1155,1205,0.992271655041093,0.944901447890963,0.999998596808221
"GO:0009968","negative regulation of signal transduction",0.125858433584917,1745,1.21132133757895,0,0,136791,672,692,1.00530727846517,0.257905433997403,0.999998596808221
"GO:0006915","apoptotic process",0.157655147834422,2161,1.19754783293098,0,0,136583,932,955,1.01029496603472,0.039808416589409,0.999998596808221
"GO:0008219","cell death",0.163004702942078,2234,1.19737253595492,0,0,136353,966,989,1.01115208822369,0.0250073360413522,0.999998596808221
"GO:0012501","programmed cell death",0.162970723106399,2233,1.19708610264485,0,0,136462,964,987,1.01110330392841,0.0257206831963311,0.999998596808221
"GO:0009966","regulation of signal transduction",0.277134226991943,3669,1.156654906064,0,0,134335,1544,1592,1.00401425941235,0.193882672978654,0.999998596808221
"GO:0023051","regulation of signaling",0.319004689660058,4140,1.13383414616977,0,0,138116,1778,1832,1.00471280090786,0.126942503325637,0.999998596808221
"GO:0010646","regulation of cell communication",0.320861073386484,4154,1.13108623870765,0,0,137536,1781,1835,1.00476268810737,0.123938642868504,0.999998596808221
"GO:0080090","regulation of primary metabolic process",0.424416227529865,5487,1.12950780908875,0,0,137609,2478,2544,1.0083698301193,0.00386114044283714,0.48215923658124
"GO:0051252","regulation of RNA metabolic process",0.320022092427367,4111,1.12231243473166,0,0,140979,1676,1724,1.00640410858061,0.0633569927392204,0.999998596808221
"GO:0006355","regulation of DNA-templated transcription",0.30443796577002,3904,1.12035912590972,0,0,138597,1567,1609,1.00820442831396,0.0282250354650172,0.999998596808221
"GO:0019219","regulation of nucleobase-containing compound metabolic process",0.335839097176796,4304,1.11966284645774,0,0,141271,1793,1845,1.00605000451618,0.0662507850652359,0.999998596808221
"GO:2001141","regulation of RNA biosynthetic process",0.305767385334657,3917,1.11920249703269,0,0,138914,1576,1618,1.00835474004861,0.0254321772204321,0.999998596808221
"GO:0051179","localization",0.397106511842581,5059,1.11302246225098,0,0,136540,2504,2575,1.00668301103302,0.0170644696412544,0.999998596808221
"GO:0090304","nucleic acid metabolic process",0.388285922054463,4945,1.11265598817808,0,0,139919,2199,2265,1.00506157895688,0.0755648248792317,0.999998596808221
"GO:0051234","establishment of localization",0.354529224318937,4514,1.11238666162899,0,0,136804,2206,2269,1.00648350211676,0.0305691519602738,0.999998596808221
"GO:0016070","RNA metabolic process",0.361379979789192,4588,1.10918906239459,0,0,139698,1967,2026,1.00507985209007,0.0917781482851988,0.999998596808221
"GO:0006139","nucleobase-containing compound metabolic process",0.41416106884846,5258,1.10916860253178,0,0,138174,2433,2510,1.00346917395062,0.150894312999575,0.999998596808221
"GO:0034654","nucleobase-containing compound biosynthetic process",0.37122228900127,4712,1.10896412228564,0,0,138129,2051,2111,1.00580334434946,0.0570161659471955,0.999998596808221
"GO:0048583","regulation of response to stimulus",0.363532441888393,4612,1.10838945001401,0,0,134929,1972,2032,1.00465940749222,0.112430784536582,0.999998596808221
"GO:0032774","RNA biosynthetic process",0.352203210485712,4464,1.1073301730217,0,0,139435,1889,1942,1.00697428608388,0.0346681538650081,0.999998596808221
"GO:0031323","regulation of cellular metabolic process",0.45031118667105,5703,1.10646299588894,0,0,137341,2606,2680,1.00664250801502,0.0150783712508353,0.999998596808221
"GO:0141187","nucleic acid biosynthetic process",0.358129315964878,4532,1.10559556121669,0,0,139663,1932,1987,1.00657213412504,0.041717206267715,0.999998596808221
"GO:0010467","gene expression",0.459648447055099,5788,1.10014260465615,0,0,135775,2713,2798,1.00377813625453,0.108885296586406,0.999998596808221
"GO:0060255","regulation of macromolecule metabolic process",0.461804672393431,5814,1.09992472151591,0,0,138002,2670,2743,1.00767643394408,0.00510109862443175,0.592834909525755
"GO:0019222","regulation of metabolic process",0.493095784397389,6201,1.09869386666576,0,0,137376,2925,3006,1.00733179590292,0.0043578371790669,0.525795596191555
"GO:0048523","negative regulation of cellular process",0.433963454520702,5454,1.09801490210213,0,0,142924,2369,2440,1.00510372532282,0.0630529493382134,0.999998596808221
"GO:0010556","regulation of macromolecule biosynthetic process",0.40522171566072,5090,1.09741610613833,0,0,137726,2260,2324,1.00671830109805,0.023953758931636,0.999998596808221
"GO:0010468","regulation of gene expression",0.397187200116882,4985,1.09651903887707,0,0,137159,2207,2269,1.00693975030448,0.022052126846402,0.999998596808221
"GO:0048519","negative regulation of biological process",0.457336822077374,5739,1.09634266047812,0,0,141571,2541,2617,1.0051632241169,0.0513676701592025,0.999998596808221
"GO:0031326","regulation of cellular biosynthetic process",0.410694350824647,5149,1.09534371630646,0,0,137242,2304,2369,1.00682284753963,0.0207428680400623,0.999998596808221
"GO:0009889","regulation of biosynthetic process",0.415901124212349,5208,1.0940247313236,0,0,136685,2335,2402,1.00635111036537,0.0281836841947696,0.999998596808221
"GO:0071840","cellular component organization or biogenesis",0.52787552975892,6595,1.09151454688217,0,0,142753,3186,3285,1.0040285118683,0.0663751342587258,0.999998596808221
"GO:0009059","macromolecule biosynthetic process",0.494703905024699,6171,1.0898242474936,0,0,135598,2934,3023,1.0047490647455,0.04743361467246,0.999998596808221
"GO:0016043","cellular component organization",0.520748618946581,6493,1.08934020933734,0,0,143378,3107,3204,1.00388599175713,0.078176733475534,0.999998596808221
"GO:0009058","biosynthetic process",0.545713061870972,6798,1.08833618728543,0,0,133022,3376,3479,1.00457798726548,0.0355685399153433,0.999998596808221
