"id","description","genome_fraction","observed_region_hits","fold_enrichment","p_value","p_adjust","mean_tss_dist","observed_gene_hits","gene_set_size","fold_enrichment_hyper","p_value_hyper","p_adjust_hyper"
"GO:0098657","import into cell",0.0821758984239807,425,1.19524675682478,0.000100023702698793,0.173851923788519,137740,260,289,1.00205206886385,0.506864626894621,0.999932076512559
"GO:0040007","growth",0.0965075494991968,491,1.17579960155504,0.000121484099010249,0.173851923788519,184513,280,311,1.00279561479672,0.487429572070704,0.999932076512559
"GO:0009057","macromolecule catabolic process",0.108593980029857,547,1.1641117707981,0.000123132495973066,0.173851923788519,122256,344,392,0.977433364189254,0.925586216134022,0.999932076512559
"GO:0030163","protein catabolic process",0.0800781552670865,414,1.19481147802848,0.000126968722869103,0.173851923788519,123656,261,295,0.985447007853083,0.807276713875738,0.999932076512559
"GO:0009628","response to abiotic stimulus",0.0893291974234073,456,1.1797351392258,0.000164331597372946,0.180008831762326,138641,310,344,1.00373261236038,0.460523806510532,0.999932076512559
"GO:0009056","catabolic process",0.204828011922165,981,1.10686017682009,0.000225804301592802,0.206121693303963,126912,669,745,1.00019488407954,0.524179254651656,0.999932076512559
"GO:0044238","primary metabolic process",0.693416723057612,3101,1.03352398500454,0.000446816852501808,0.305601736978355,142595,2471,2762,0.996469143548411,0.800653077788232,0.999932076512559
"GO:0045071","negative regulation of viral genome replication",0.00111473275857616,14,2.90248762378093,0.000490863463045166,0.305601736978355,35428,13,14,1.03426088536305,0.573262676105352,0.999932076512559
"GO:0007566","embryo implantation",0.00418799621879342,34,1.87622855320959,0.000537765081530361,0.305601736978355,78386,22,22,1.11381941500636,0.0928743036997233,0.999932076512559
"GO:0016192","vesicle-mediated transport",0.134109892607535,655,1.12873915355459,0.000558495153679339,0.305601736978355,131570,415,461,1.00267908292329,0.467929191303194,0.999932076512559
"GO:0051234","establishment of localization",0.36850802473281,1698,1.0648877744281,0.000613770149125781,0.305601736978355,144986,1196,1328,1.00310844905693,0.370757133503516,0.999932076512559
"GO:0060042","retina morphogenesis in camera-type eye",0.00797101074957771,55,1.59463906638103,0.000738347907117465,0.318069828704187,279536,25,26,1.07098020673688,0.239382674767038,0.999932076512559
"GO:0006006","glucose metabolic process",0.0141919220616874,88,1.43302761495672,0.000754958512535042,0.318069828704187,158874,51,57,0.996575266058321,0.636401915007412,0.999932076512559
"GO:0051603","proteolysis involved in protein catabolic process",0.0583418995914024,302,1.19629829087743,0.00096305300078714,0.341872478847794,117055,196,218,1.0014156208314,0.531371195558949,0.999932076512559
"GO:0045069","regulation of viral genome replication",0.00270082494356601,24,2.05365700365937,0.0010270741891184,0.341872478847794,90452,20,21,1.06078039524415,0.351914031446144,0.999932076512559
"GO:0006734","NADH metabolic process",0.00192934515907412,19,2.27591886690124,0.00104644059911441,0.341872478847794,278619,11,11,1.11381941500636,0.305154157415394,0.999932076512559
"GO:0051179","localization",0.41043809307347,1876,1.05632674960196,0.00107468149438938,0.341872478847794,145839,1357,1512,0.999638191907162,0.541934528124491,0.999932076512559
"GO:0006810","transport",0.346076998176549,1594,1.06445838351933,0.00112355388337781,0.341872478847794,144309,1112,1231,1.00614718886033,0.250592945994791,0.999932076512559
"GO:0048589","developmental growth",0.0759322585477481,382,1.16265308920842,0.00145994797644744,0.380043528917894,199972,215,239,1.00197144027769,0.51726500038872,0.999932076512559
"GO:0006897","endocytosis",0.063267541027641,323,1.1798713939034,0.00146916123828378,0.380043528917894,135807,203,226,1.00046611170925,0.546983402456126,0.999932076512559
"GO:0002183","cytoplasmic translational initiation",0.00099799058830822,12,2.77886792019488,0.00171392091995026,0.380043528917894,92374,7,8,0.974591988130564,0.806650005121195,0.999932076512559
"GO:0071897","DNA biosynthetic process",0.0111279566504295,70,1.45377005735621,0.0017286651901649,0.380043528917894,107110,41,44,1.03787718216502,0.328231058983466,0.999932076512559
"GO:0001823","mesonephros development",0.0144440025001421,87,1.39201784415169,0.00180515531582159,0.380043528917894,241964,39,45,0.965310159672177,0.829430484558458,0.999932076512559
"GO:0140694","non-membrane-bounded organelle assembly",0.028768163480363,158,1.26928180266317,0.00186296356222293,0.380043528917894,112288,90,101,0.992512350005666,0.66518599048613,0.999932076512559
"GO:0080090","regulation of primary metabolic process",0.459350221345221,2083,1.04799315190395,0.00191354467156435,0.380043528917894,148142,1427,1586,1.00215656066461,0.401241467020155,0.999932076512559
"GO:0051054","positive regulation of DNA metabolic process",0.022303436662207,126,1.30560517472435,0.00205114684490149,0.380043528917894,147970,76,81,1.04506513012942,0.150792308668779,0.999932076512559
"GO:0022613","ribonucleoprotein complex biogenesis",0.0286583948468146,157,1.26607926204753,0.00211063383319021,0.380043528917894,137967,89,104,0.953172383995826,0.938565977642142,0.999932076512559
"GO:0019674","NAD metabolic process",0.0038695380419342,30,1.79174102984131,0.00215396802749113,0.380043528917894,185589,18,18,1.11381941500636,0.143182951760919,0.999932076512559
"GO:0006793","phosphorus metabolic process",0.193822737862172,914,1.08981950545842,0.00218303385208296,0.380043528917894,159246,611,686,0.992046155348229,0.769136135770463,0.999932076512559
"GO:0006796","phosphate-containing compound metabolic process",0.193822737862172,914,1.08981950545842,0.00218303385208296,0.380043528917894,159246,611,686,0.992046155348229,0.769136135770463,0.999932076512559
"GO:0045091","regulation of single stranded viral RNA replication via double stranded DNA intermediate",0.000521723858277072,8,3.54374443684257,0.00230556661385228,0.380043528917894,50099,7,8,0.974591988130564,0.806650005121195,0.999932076512559
"GO:0072163","mesonephric epithelium development",0.0143926049517276,86,1.38093154681088,0.00235840207937899,0.380043528917894,242432,38,44,0.961934949323673,0.843098608302283,0.999932076512559
"GO:0072164","mesonephric tubule development",0.0143926049517276,86,1.38093154681088,0.00235840207937899,0.380043528917894,242432,38,44,0.961934949323673,0.843098608302283,0.999932076512559
"GO:0040008","regulation of growth",0.0629978976078186,319,1.17024752587624,0.00246879189992,0.380043528917894,170587,176,193,1.01571096912497,0.302787130658063,0.999932076512559
"GO:0001657","ureteric bud development",0.0142477103554437,85,1.37875453150123,0.00259176242717851,0.380043528917894,244333,37,43,0.958402752447332,0.856239421878951,0.999932076512559
"GO:0039692","single stranded viral RNA replication via double stranded DNA intermediate",0.000654221055948427,9,3.1792969730457,0.00260326827384716,0.380043528917894,45640,8,9,0.990061702227874,0.767347251730621,0.999932076512559
"GO:0022411","cellular component disassembly",0.0288670843901255,157,1.25692636321572,0.00275373135557377,0.380043528917894,141513,106,116,1.0178004999196,0.349704053387144,0.999932076512559
"GO:0044772","mitotic cell cycle phase transition",0.0346858550847414,185,1.23262913270692,0.00275809394986481,0.380043528917894,156051,117,131,0.994785279051481,0.639803645766083,0.999932076512559
"GO:0045869","negative regulation of single stranded viral RNA replication via double stranded DNA intermediate",0.000421769831963593,7,3.83562050956476,0.00276313557479102,0.380043528917894,26952,6,7,0.954702355719736,0.8449445411272,0.999932076512559
"GO:0016049","cell growth",0.0550155225761794,281,1.18041353918666,0.00283780361293573,0.380043528917894,190888,150,165,1.01256310455124,0.372075780577624,0.999932076512559
"GO:0071214","cellular response to abiotic stimulus",0.0243846499542846,135,1.279470708076,0.00291433781532802,0.380043528917894,124613,85,90,1.05194055861712,0.090170126562687,0.999932076512559
"GO:0104004","cellular response to environmental stimulus",0.0243846499542846,135,1.279470708076,0.00291433781532802,0.380043528917894,124613,85,90,1.05194055861712,0.090170126562687,0.999932076512559
"GO:0010498","proteasomal protein catabolic process",0.0440316856846205,229,1.20194134653909,0.00305040288964387,0.388536200618127,112255,141,156,1.00672139433267,0.466148756170299,0.999932076512559
"GO:0061008","hepaticobiliary system development",0.0155553776299273,91,1.35199142905259,0.00320091729655614,0.398441455300863,210567,55,59,1.03830623432796,0.265199668883166,0.999932076512559
"GO:0001558","regulation of cell growth",0.0428526414207419,223,1.20265308877693,0.00334099092846729,0.398524742986065,158477,120,132,1.01256310455124,0.400027425634024,0.999932076512559
"GO:0003407","neural retina development",0.00990268042089168,62,1.44694502383272,0.00334711305045809,0.398524742986065,258615,30,31,1.07788975645777,0.159387681819087,0.999932076512559
"GO:0061387","regulation of extent of cell growth",0.0103148939247581,64,1.43393119411513,0.00354620334649591,0.412886811300206,187072,32,35,1.01834917943439,0.513229740712639,0.999932076512559
"GO:0001889","liver development",0.0152369194530681,89,1.34991349725302,0.00366179816640821,0.412886811300206,214216,53,56,1.05415051777388,0.161540287250803,0.999932076512559
"GO:0018209","peptidyl-serine modification",0.013669423365997,81,1.36945551430369,0.00378423602507794,0.412886811300206,163393,51,53,1.07178849368536,0.0811180549364749,0.999932076512559
