ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	comparison
GO:0032024	positive regulation of insulin secretion	2/5	88/18986	0.0227272727272727	86.3	13.0170688890573	0.000210483671534969	0.0253239538596775	0.00762586751803746	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0090277	positive regulation of peptide hormone secretion	2/5	114/18986	0.0175438596491228	66.6175438596491	11.4049711298725	0.00035318888800786	0.0253239538596775	0.00762586751803746	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0002793	positive regulation of peptide secretion	2/5	116/18986	0.0172413793103448	65.4689655172414	11.3038010272775	0.000365668695447574	0.0253239538596775	0.00762586751803746	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0071887	leukocyte apoptotic process	2/5	122/18986	0.0163934426229508	62.2491803278689	11.0152424571313	0.000404391271901592	0.0253239538596775	0.00762586751803746	IRS2/PLEKHO2	2	Pooled_Q5
GO:0046887	positive regulation of hormone secretion	2/5	147/18986	0.0136054421768707	51.6625850340136	10.0080127119547	0.000586379632528915	0.0253239538596775	0.00762586751803746	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0071333	cellular response to glucose stimulus	2/5	148/18986	0.0135135135135135	51.3135135135135	9.97306996839307	0.00059434936829049	0.0253239538596775	0.00762586751803746	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0050714	positive regulation of protein secretion	2/5	150/18986	0.0133333333333333	50.6293333333333	9.90422478215236	0.000610447636845912	0.0253239538596775	0.00762586751803746	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0071331	cellular response to hexose stimulus	2/5	151/18986	0.0132450331125828	50.2940397350993	9.87031085475381	0.000618576135379605	0.0253239538596775	0.00762586751803746	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0071326	cellular response to monosaccharide stimulus	2/5	153/18986	0.0130718954248366	49.6366013071896	9.8034726065455	0.000634991775329125	0.0253239538596775	0.00762586751803746	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0071322	cellular response to carbohydrate stimulus	2/5	163/18986	0.0122699386503067	46.5914110429448	9.48774870023654	0.000720238382642047	0.0253239538596775	0.00762586751803746	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0001678	intracellular glucose homeostasis	2/5	170/18986	0.0117647058823529	44.6729411764706	9.28333467373496	0.000783046567335277	0.0253239538596775	0.00762586751803746	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0050796	regulation of insulin secretion	2/5	173/18986	0.0115606936416185	43.8982658959538	9.19950625239683	0.000810753129288336	0.0253239538596775	0.00762586751803746	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0090276	regulation of peptide hormone secretion	2/5	204/18986	0.00980392156862745	37.2274509803922	8.44330934897285	0.00112464352243119	0.0253239538596775	0.00762586751803746	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0009749	response to glucose	2/5	206/18986	0.00970873786407767	36.8660194174757	8.4003958905977	0.00114661537487641	0.0253239538596775	0.00762586751803746	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0030073	insulin secretion	2/5	206/18986	0.00970873786407767	36.8660194174757	8.4003958905977	0.00114661537487641	0.0253239538596775	0.00762586751803746	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0002791	regulation of peptide secretion	2/5	207/18986	0.00966183574879227	36.687922705314	8.37916938335025	0.00115767923302423	0.0253239538596775	0.00762586751803746	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0090087	regulation of peptide transport	2/5	207/18986	0.00966183574879227	36.687922705314	8.37916938335025	0.00115767923302423	0.0253239538596775	0.00762586751803746	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0009746	response to hexose	2/5	211/18986	0.00947867298578199	35.9924170616114	8.29575571767965	0.00120245381578609	0.0253239538596775	0.00762586751803746	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0034284	response to monosaccharide	2/5	218/18986	0.0091743119266055	34.8366972477064	8.15526303911316	0.00128280545166444	0.0253239538596775	0.00762586751803746	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0050670	regulation of lymphocyte proliferation	2/5	240/18986	0.00833333333333333	31.6433333333333	7.75386219418308	0.00155181897424415	0.0253239538596775	0.00762586751803746	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0009743	response to carbohydrate	2/5	243/18986	0.00823045267489712	31.2526748971193	7.70332326072032	0.00159043315252992	0.0253239538596775	0.00762586751803746	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0032944	regulation of mononuclear cell proliferation	2/5	245/18986	0.00816326530612245	30.9975510204082	7.67013876023631	0.00161643258011522	0.0253239538596775	0.00762586751803746	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0030072	peptide hormone secretion	2/5	250/18986	0.008	30.3776	7.588896626525	0.00168232841226702	0.0253239538596775	0.00762586751803746	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0002790	peptide secretion	2/5	257/18986	0.00778210116731518	29.5501945525292	7.47909581814999	0.00177673270487158	0.0253239538596775	0.00762586751803746	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0051222	positive regulation of protein transport	2/5	257/18986	0.00778210116731518	29.5501945525292	7.47909581814999	0.00177673270487158	0.0253239538596775	0.00762586751803746	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0046883	regulation of hormone secretion	2/5	261/18986	0.00766283524904215	29.0973180076628	7.41830979150389	0.00183180229573823	0.0253239538596775	0.00762586751803746	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0042593	glucose homeostasis	2/5	265/18986	0.00754716981132076	28.6581132075472	7.35888004296623	0.00188768819884651	0.0253239538596775	0.00762586751803746	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0033500	carbohydrate homeostasis	2/5	266/18986	0.0075187969924812	28.5503759398496	7.34422855570132	0.00190178709725607	0.0253239538596775	0.00762586751803746	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0015833	peptide transport	2/5	270/18986	0.00740740740740741	28.1274074074074	7.28642353897574	0.00195869187706842	0.0253239538596775	0.00762586751803746	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0070663	regulation of leukocyte proliferation	2/5	270/18986	0.00740740740740741	28.1274074074074	7.28642353897574	0.00195869187706842	0.0253239538596775	0.00762586751803746	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0050708	regulation of protein secretion	2/5	272/18986	0.00735294117647059	27.9205882352941	7.25799129662001	0.00198744954341773	0.0253239538596775	0.00762586751803746	HLA-DRB1/IRS2	2	Pooled_Q5
