ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	comparison
GO:2000779	regulation of double-strand break repair	5/44	145/18986	0.0344827586206897	14.8793103448276	8.08571884354107	2.07161568212014e-05	0.0270553008084891	0.0216538354983716	ARID1B/DEK/PRKDC/UBE2V2/ZCWPW1	5	Pooled_NonHeritable
GO:2000781	positive regulation of double-strand break repair	4/44	94/18986	0.0425531914893617	18.3617021276596	8.13272302804472	6.57233207651917e-05	0.0323958330957783	0.0259281552866187	ARID1B/PRKDC/UBE2V2/ZCWPW1	4	Pooled_NonHeritable
GO:2000045	regulation of G1/S transition of mitotic cell cycle	5/44	191/18986	0.0261780104712042	11.2958115183246	6.89246905503728	7.72290362828093e-05	0.0323958330957783	0.0259281552866187	ANXA1/ARID1B/CDKN1A/GPNMB/PRKDC	5	Pooled_NonHeritable
GO:0097193	intrinsic apoptotic signaling pathway	6/44	327/18986	0.018348623853211	7.91743119266055	6.08125570102674	0.000101384490120172	0.0323958330957783	0.0259281552866187	AIFM1/BNIP3/CDKN1A/HSPB1/MSX1/PRKDC	6	Pooled_NonHeritable
GO:1902806	regulation of cell cycle G1/S phase transition	5/44	220/18986	0.0227272727272727	9.80681818181818	6.332325599853	0.000150042177289857	0.0323958330957783	0.0259281552866187	ANXA1/ARID1B/CDKN1A/GPNMB/PRKDC	5	Pooled_NonHeritable
GO:0045619	regulation of lymphocyte differentiation	5/44	223/18986	0.0224215246636771	9.67488789237668	6.2803505599227	0.000159832063516321	0.0323958330957783	0.0259281552866187	ANXA1/ARID1B/PPP2R3C/PRKDC/SMAD7	5	Pooled_NonHeritable
GO:0006282	regulation of DNA repair	5/44	227/18986	0.0220264317180617	9.50440528634361	6.21256232300801	0.000173637696531736	0.0323958330957783	0.0259281552866187	ARID1B/DEK/PRKDC/UBE2V2/ZCWPW1	5	Pooled_NonHeritable
GO:0045621	positive regulation of lymphocyte differentiation	4/44	137/18986	0.0291970802919708	12.5985401459854	6.56656396749773	0.000281558836338484	0.0395643457513241	0.0316655076417062	ANXA1/ARID1B/PPP2R3C/PRKDC	4	Pooled_NonHeritable
GO:0045739	positive regulation of DNA repair	4/44	138/18986	0.0289855072463768	12.5072463768116	6.53878475158172	0.000289476640061246	0.0395643457513241	0.0316655076417062	ARID1B/PRKDC/UBE2V2/ZCWPW1	4	Pooled_NonHeritable
GO:0000082	G1/S transition of mitotic cell cycle	5/44	256/18986	0.01953125	8.427734375	5.76668436443755	0.000302942923057612	0.0395643457513241	0.0316655076417062	ANXA1/ARID1B/CDKN1A/GPNMB/PRKDC	5	Pooled_NonHeritable
