ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	comparison
GO:0032024	positive regulation of insulin secretion	2/4	88/18986	0.0227272727272727	107.875	14.5872643519236	0.000126672505271174	0.0148475802789412	0.00329476888124441	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0090277	positive regulation of peptide hormone secretion	2/4	114/18986	0.0175438596491228	83.2719298245614	12.7896735103182	0.000212749344610457	0.0148475802789412	0.00329476888124441	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0002793	positive regulation of peptide secretion	2/4	116/18986	0.0172413793103448	81.8362068965517	12.6769063842025	0.000220282271930606	0.0148475802789412	0.00329476888124441	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0046887	positive regulation of hormone secretion	2/4	147/18986	0.0136054421768707	64.578231292517	11.2331743114133	0.000353626283688469	0.0148475802789412	0.00329476888124441	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0071333	cellular response to glucose stimulus	2/4	148/18986	0.0135135135135135	64.1418918918919	11.1942593276265	0.000358445189747915	0.0148475802789412	0.00329476888124441	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0050714	positive regulation of protein secretion	2/4	150/18986	0.0133333333333333	63.2866666666667	11.1175909327176	0.000368179794667677	0.0148475802789412	0.00329476888124441	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0071331	cellular response to hexose stimulus	2/4	151/18986	0.0132450331125828	62.8675496688742	11.0798246916332	0.000373095479662098	0.0148475802789412	0.00329476888124441	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0071326	cellular response to monosaccharide stimulus	2/4	153/18986	0.0130718954248366	62.0457516339869	11.0053971500876	0.000383023580059437	0.0148475802789412	0.00329476888124441	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0071322	cellular response to carbohydrate stimulus	2/4	163/18986	0.0122699386503067	58.239263803681	10.6538783195368	0.000434596888406268	0.0148475802789412	0.00329476888124441	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0001678	intracellular glucose homeostasis	2/4	170/18986	0.0117647058823529	55.8411764705882	10.4263400039112	0.000472612293464644	0.0148475802789412	0.00329476888124441	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0050796	regulation of insulin secretion	2/4	173/18986	0.0115606936416185	54.8728323699422	10.3330408168839	0.000489386460996185	0.0148475802789412	0.00329476888124441	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0090276	regulation of peptide hormone secretion	2/4	204/18986	0.00980392156862745	46.5343137254902	9.49177146156353	0.000679598740403228	0.0148475802789412	0.00329476888124441	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0009749	response to glucose	2/4	206/18986	0.00970873786407767	46.0825242718447	9.4440516429978	0.000692924716269524	0.0148475802789412	0.00329476888124441	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0030073	insulin secretion	2/4	206/18986	0.00970873786407767	46.0825242718447	9.4440516429978	0.000692924716269524	0.0148475802789412	0.00329476888124441	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0002791	regulation of peptide secretion	2/4	207/18986	0.00966183574879227	45.8599033816425	9.42044866929401	0.000699635505704321	0.0148475802789412	0.00329476888124441	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0090087	regulation of peptide transport	2/4	207/18986	0.00966183574879227	45.8599033816425	9.42044866929401	0.000699635505704321	0.0148475802789412	0.00329476888124441	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0009746	response to hexose	2/4	211/18986	0.00947867298578199	44.9905213270142	9.32770227072285	0.000726797179102534	0.0148475802789412	0.00329476888124441	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0034284	response to monosaccharide	2/4	218/18986	0.0091743119266055	43.545871559633	9.17151299978386	0.000775555330412352	0.0148475802789412	0.00329476888124441	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0050670	regulation of lymphocyte proliferation	2/4	240/18986	0.00833333333333333	39.5541666666667	8.7254321720284	0.000938922889543592	0.0148475802789412	0.00329476888124441	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0009743	response to carbohydrate	2/4	243/18986	0.00823045267489712	39.0658436213992	8.66928649193256	0.000962388083363552	0.0148475802789412	0.00329476888124441	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0032944	regulation of mononuclear cell proliferation	2/4	245/18986	0.00816326530612245	38.7469387755102	8.63242294513496	0.00097818960936245	0.0148475802789412	0.00329476888124441	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0030072	peptide hormone secretion	2/4	250/18986	0.008	37.972	8.5421820280584	0.00101824624510848	0.0148475802789412	0.00329476888124441	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0002790	peptide secretion	2/4	257/18986	0.00778210116731518	36.9377431906615	8.42023824268402	0.00107565095692914	0.0148475802789412	0.00329476888124441	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0051222	positive regulation of protein transport	2/4	257/18986	0.00778210116731518	36.9377431906615	8.42023824268402	0.00107565095692914	0.0148475802789412	0.00329476888124441	HLA-DRB1/IRS2	2	Pooled_Q5
GO:0046883	regulation of hormone secretion	2/4	261/18986	0.00766283524904215	36.3716475095785	8.35273957145046	0.00110914711126171	0.0148475802789412	0.00329476888124441	HLA-DRB1/IRS2	2	Pooled_Q5
