term	estimate	std.error	statistic	p.value	conf.low	conf.high	model	estimate_scale	cohort	tissue	modality	population	vmr_set	run_tag
(Intercept)	0	707662.935033616	-0.00196738232561067	0.998430257029838	0	Inf	burden_fdr10_category	odds_ratio	all_individuals	dlpfc	expression	AA	shared	abc
h2_categoryNon-heritable	2.47425713528496e+42	132824.553299563	0.000734913174443016	0.999413624177365	0	Inf	burden_fdr10_category	odds_ratio	all_individuals	dlpfc	expression	AA	shared	abc
log_vmr_length	6.86424278811841e-78	80658.576685524	-0.00220280742385867	0.998242415387487	0	Inf	burden_fdr10_category	odds_ratio	all_individuals	dlpfc	expression	AA	shared	abc
log_num_snps	2.39378486596988e+125	142698.404566739	0.00202312011294067	0.998385784798403	0	Inf	burden_fdr10_category	odds_ratio	all_individuals	dlpfc	expression	AA	shared	abc
methylation_variance	Inf	7175278.86006774	0.000771671738161272	0.99938429509522	0	Inf	burden_fdr10_category	odds_ratio	all_individuals	dlpfc	expression	AA	shared	abc
log_min_distance	19429565159.5677	18236.1844779638	0.00129906898829986	0.998963493202349	0	Inf	burden_fdr10_category	odds_ratio	all_individuals	dlpfc	expression	AA	shared	abc
chromatin_stateIntergenic	9.51860142068821e+98	118938.917711409	0.00191616496456461	0.998471122494416	0	Inf	burden_fdr10_category	odds_ratio	all_individuals	dlpfc	expression	AA	shared	abc
(Intercept)	9.63302434014877	3.79341508016706	2.53940687654053	0.0186830119025835	1.76596297000932	17.5000857102882	strength_category	log_abs_beta	all_individuals	dlpfc	expression	AA	shared	abc
h2_categoryNon-heritable	-1.06906376945051	0.729721551327485	-1.46502973292443	0.157058743332964	-2.58241364181772	0.44428610291671	strength_category	log_abs_beta	all_individuals	dlpfc	expression	AA	shared	abc
log_vmr_length	-0.615429260980205	0.306797943719905	-2.00597583386044	0.0573089858663699	-1.25168925374925	0.0208307317888401	strength_category	log_abs_beta	all_individuals	dlpfc	expression	AA	shared	abc
log_num_snps	-1.01825579560497	0.564433057230163	-1.80403288319406	0.0849371086964799	-2.18881831162934	0.152306720419398	strength_category	log_abs_beta	all_individuals	dlpfc	expression	AA	shared	abc
methylation_variance	-78.5780400927647	111.840554685318	-0.702589863881281	0.489679514547667	-310.521154354094	153.365074168564	strength_category	log_abs_beta	all_individuals	dlpfc	expression	AA	shared	abc
log_min_distance	-0.0787878350806964	0.216615616694485	-0.363721860330222	0.719537731124271	-0.52802112863081	0.370445458469417	strength_category	log_abs_beta	all_individuals	dlpfc	expression	AA	shared	abc
chromatin_stateIntergenic	0.257501514826631	0.510153237078388	0.50475327041209	0.618750814492266	-0.800491544054296	1.31549457370756	strength_category	log_abs_beta	all_individuals	dlpfc	expression	AA	shared	abc
(Intercept)	5.47485149701724e-197	969814.863686046	-0.00046597460514342	0.999628206070285	0	Inf	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	dlpfc	expression	AA	shared	abc
h2_scaled	1.33423889966979e-10	51006.2070748589	-0.000445778880987967	0.999644319925108	0	Inf	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	dlpfc	expression	AA	shared	abc
log_vmr_length	1.71546803717295e-41	96741.9305482798	-0.000970275270809831	0.999225832463163	0	Inf	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	dlpfc	expression	AA	shared	abc
log_num_snps	6.30644627841492e+58	172019.041530545	0.000787072794488716	0.999372006833888	0	Inf	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	dlpfc	expression	AA	shared	abc
methylation_variance	0	9173907.34349135	-0.000508460929205446	0.999594306892296	0	Inf	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	dlpfc	expression	AA	shared	abc
log_min_distance	297.870128263851	52613.7283426589	0.000108273216131277	0.999913610472669	0	Inf	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	dlpfc	expression	AA	shared	abc
chromatin_stateIntergenic	1.18013856441147e+65	142392.874266163	0.00105225534406724	0.999160421861882	0	Inf	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	dlpfc	expression	AA	shared	abc
