feature_id	Br1615	Br1657	Br1571	Br1644	Br1228	Br1069	Br1556	Br1193	Br1111	Br1611	Br1227	Br1185	Br1160	Br1137	Br1539	Br1105	Br1157	Br1263	Br1281	Br1297	Br1410	Br1039	Br1249	Br1348	Br1494	Br1135	Br1187	Br1250	Br1390	Br1134	Br1325	Br1522	Br1004	Br1122	Br1473	Br1053	Br1054	Br1007	Br1314	Br1324	Br1573	Br1099	Br1003	Br1303	Br1283	Br1321	Br1898	Br1420	Br1552	Br1459	Br1276	Br1371	Br1585	Br1102	Br1665	Br1509	Br1056	Br1884	Br1605	Br1703	Br1883	Br1905	Br1722	Br1021	Br1030	Br1067	Br1576	Br1590	Br1740	Br1538	Br1579	Br1664	Br1167	Br1504	Br1663	Br1447	Br1503	Br1840	Br1298	Br1399	Br1320	Br1326	Br1974	Br1536	Br1235	Br1340	Br1179	Br1142	Br1143	Br1700	Br1721	Br1588	Br1527	Br2038	Br1084	Br1693	Br1455	Br1941	Br2020	Br1912	Br1265	Br2003	Br1688	Br2267	Br1017	Br1832	Br2074	Br2263	Br2076	Br2046	Br2064	Br1563	Br1280	Br1464	Br1733	Br1528
VMR1	0.704896374202053	0.943257125135834	0.732725311731146	0.674756443490163	0.704163195603541	0.737334063546318	0.672381225063621	0.754350587458777	0.94571533593488	0.617448622079347	0.688664856295737	0.909793913911051	0.707305162945839	0.663021688709065	0.629547717844664	0.65104332648277	0.935754029461185	0.697781521619953	0.675939983190848	0.69075581405162	0.705383909337085	0.929717225812343	0.718982854864163	0.688642567961729	0.928768794624361	0.944010829876178	0.668567126403978	0.734614465954658	0.700932821427289	0.68958318667141	0.697068569265054	0.678489064541931	0.66969207599629	0.9448261129356	0.920880965527303	0.675738498673191	0.73218024270164	0.662084105595487	0.734910780440166	0.7248018491915	0.662787542582789	0.670200557998584	0.951393991098733	0.648104324749509	0.942292281539849	0.929881964305212	0.947880566943567	0.687891724345365	0.684257180340385	0.749343272826037	0.706290141329887	0.646894497204617	0.92348422051947	0.711219146432509	0.925222933874954	0.724059855532715	0.745181424888513	0.709388612766214	0.635296221324069	0.934173350043212	0.63176453071999	0.942238653622621	0.712096010791157	0.623849577722038	0.661209761288581	0.959272868646554	0.628485141086673	0.927377710358918	0.717189172437112	0.721971497275201	0.93667764712387	0.668058889883521	0.73281007577009	0.925746025582833	0.648436781909807	0.704334514820653	0.942987212748102	0.945183204489828	0.705299868619247	0.691080642384818	0.67303090878029	0.639153291742485	0.893829747107946	0.693996474666193	0.657743155819354	0.680429860481201	0.935104700417831	0.942550440666312	0.935202067727735	0.927716221731218	0.921578130873978	0.661090697405613	0.723339532490756	0.702534070550204	0.689680724314695	0.717065192837378	0.709399163234747	0.933579958150933	0.724002819354932	0.696308532972982	0.714235343304611	0.716858302041176	0.695767379082946	0.708341490326511	0.687343255085903	0.653238903569722	0.672937667111636	0.651085741193708	0.655510692994451	0.683456059432658	0.722178345503579	0.701588471856417	0.682758649020707	0.950666813882572	0.665312436129011	0.57298443372122
VMR2	0.715168276385543	0.916074424663943	0.704046302730471	0.773287930015822	0.664142768359767	0.688883742679259	0.672736219908387	0.678689632861047	0.943646433020394	0.6182083153342	0.655385137522276	0.787282897987798	0.711842130992141	0.697627877196875	0.699729655746656	0.603088108902798	0.910743230450101	0.740694632327192	0.70784574784595	0.683995658575089	0.64827117475013	0.935271791385183	0.691168657247921	0.700888120321773	0.851750573943	0.930061103243889	0.659064215540412	0.689748124234881	0.661245352945627	0.683661398313452	0.672477255549374	0.674791936923418	0.669659220037786	0.949443812515553	0.941836617397664	0.648441972794148	0.695893102501319	0.630129886094773	0.712219601405341	0.669021795568305	0.764602394050445	0.706581030643646	0.949155846961318	0.711539436293822	0.924128126547706	0.866828416247707	0.927243813795611	0.591026747307506	0.676406650374655	0.67803007858599	0.655647553885533	0.658976257989088	0.903247791714342	0.704588421565113	0.928758259645424	0.656041772893877	0.712817375463063	0.780333661805694	0.720997371660258	0.908393453108054	0.678233411989635	0.900752517618919	0.639071231204007	0.640052681145958	0.64946624914073	0.924269121489255	0.728380273577258	0.915184165875631	0.690347558604788	0.710731373211745	0.927602612222414	0.671350848721617	0.722230496154227	0.899303029990121	0.7389045505795	0.735125255123198	0.917545993219607	0.905933435624379	0.69897311830814	0.576654126391798	0.714382133177226	0.639559163863168	0.912336840345705	0.703920992462395	0.694806365816469	0.689458470849388	0.934381337217974	0.932544572110159	0.942416354724853	0.908165005081031	0.867190906125453	0.656652793707646	0.704362893926388	0.66701302484022	0.648179599907653	0.688525126640613	0.66853743120844	0.922296117133981	0.650778109701957	0.695222999627449	0.680566437557174	0.737144535596027	0.598845353221881	0.660098151764415	0.686705684654627	0.644809360426001	0.684036881324769	0.654837209519348	0.611801975950272	0.761791102916945	0.690086006804827	0.693890133619874	0.69511789865699	0.897990748208465	0.575826896959726	0.665476146979692
VMR3	0.576034624184266	0.922351790011823	0.552687154675094	0.530457071153577	0.547848896368607	0.566260461655154	0.553921145280315	0.569037465947072	0.929999408525372	0.515261168286571	0.520740541763073	0.943381482921497	0.559252926859677	0.512268692514182	0.531607313009586	0.553060444029991	0.936629574778992	0.525423040579389	0.558146931009012	0.549144656380442	0.524652876863474	0.936696505184704	0.547060854602785	0.570527053021699	0.926864674163844	0.921561461924564	0.538673893171603	0.547039301286332	0.521382082945842	0.557640163866881	0.531869570551662	0.532334373954306	0.535095368936377	0.938801529954786	0.936061505797811	0.552715810532586	0.507703588316342	0.566122267743486	0.566842115617648	0.546154687978164	0.58834618577357	0.553574329909919	0.934827819677837	0.551604903442533	0.938991235976744	0.907324713490004	0.930335106105663	0.492320815971283	0.542620665812232	0.553415506393171	0.556796202318101	0.56694326939986	0.950270902532807	0.533157069204453	0.936122469030836	0.544587705871861	0.573537289262075	0.546109993179093	0.557908311856591	0.943200020112113	0.535371338663495	0.927333846868706	0.563603635379277	0.549187045933285	0.521793619255067	0.943599240734703	0.55349471559204	0.916060704515031	0.558763613148985	0.55820693328532	0.944229868048123	0.534648309513105	0.552007988208529	0.940504177898232	0.521140843634035	0.539632352826518	0.939776539722756	0.948511720177843	0.542579739187254	0.563129009033799	0.521637755018174	0.542764432323853	0.937472377109995	0.536702171441437	0.543607433484912	0.537080430305608	0.954542253847672	0.939568560025418	0.955855829787012	0.957300709010509	0.936993881326414	0.554305455021217	0.527252754493544	0.523573729876923	0.577074497285232	0.516435811508848	0.548651789648858	0.961463288195837	0.534513001051656	0.564063467689202	0.540073754499741	0.510626512020778	0.523298385523026	0.571036633520731	0.520070450390616	0.568041602193981	0.529841709337574	0.573442176995699	0.534514398296968	0.54086145891671	0.521897756802688	0.55279929586653	0.525657662444317	0.955202374251278	0.562165701109798	0.502076239660051
VMR4	0.686956090743782	0.959765349615513	0.708290477201858	0.680943105600144	0.690254607600836	0.668755031848928	0.718693969376995	0.734171285515649	0.936099212262403	0.686383527651905	0.681340940902534	0.952116938138684	0.689691861431278	0.681881031774657	0.68409765476144	0.651081583843643	0.931107831393283	0.732535537565846	0.69172415412133	0.682674626052061	0.680851982872845	0.930625819282303	0.696273598618334	0.693001535922493	0.926851478054766	0.940600223982562	0.703759714526793	0.683477834780209	0.702967413615098	0.721856667109384	0.662765595652323	0.698404411927131	0.706150512923829	0.939204468544158	0.958103458913781	0.684491934213963	0.696871534461616	0.694353555966422	0.666971040782225	0.713976658955425	0.712534081297537	0.705418127264615	0.939865022838916	0.71173853258947	0.956061115796469	0.924654528294013	0.91064422734489	0.702587804252344	0.690766719052498	0.687316639124516	0.69733990571805	0.661620129732955	0.941574779214794	0.685763362527188	0.93294454754925	0.683949388930294	0.709932609869103	0.685621942967232	0.667315842043775	0.958894774896866	0.67701082352854	0.935192722045346	0.707406232283384	0.681206872758885	0.684958796867658	0.929377917975207	0.711604955830359	0.938907732598331	0.693464786594339	0.699041608382402	0.956971905666197	0.679342287805899	0.729008749479472	0.947601016366842	0.694758665009864	0.679473228356263	0.944125933924975	0.940526890600581	0.699034886695094	0.690713443479372	0.695768223239161	0.696372824864719	0.956061514079063	0.695713824913114	0.70867232111114	0.720447512917514	0.951477972796439	0.934920118890567	0.94852911926879	0.947230876396107	0.948365884676373	0.702112712432671	0.686927423149321	0.675411229926756	0.68709639109347	0.698758170830375	0.704137834044557	0.938932201154326	0.670783870702413	0.691089470561226	0.684134436204381	0.6983199895128	0.648415102087211	0.697626554103535	0.697071113072529	0.690707930783457	0.682204041400734	0.657836851108318	0.668750199455435	0.696343913639115	0.678051188392496	0.714963771538069	0.679648748579704	0.947617618255155	0.710043174347086	0.685932944642715
VMR5	0.661822625480352	0.876928712004766	0.657928051812933	0.662371601408252	0.678532783116311	0.662294657949502	0.642508747330755	0.701301508014584	0.87932576967664	0.663442756879159	0.670453693011142	0.940361076822597	0.677312095135029	0.673608375154702	0.637750892264093	0.672009562473692	0.915120963082544	0.677723970137834	0.654444361799561	0.68504701638781	0.679708358627296	0.911795010273041	0.642305414380286	0.678597849412224	0.932729176090096	0.918211934504516	0.675582847298672	0.65399068207323	0.663410625267636	0.622394251613356	0.655856479516303	0.692198311668308	0.660620354963638	0.869824061654506	0.920046634098355	0.637291060515967	0.640610980531647	0.685440049251401	0.657454730749364	0.671970690269454	0.705113546824232	0.671156859138707	0.921238848790035	0.674657862546279	0.899726556878891	0.878980375857032	0.881054743175253	0.667118374347236	0.670184790828689	0.671903278885657	0.691493352353737	0.663054156012154	0.866847772662915	0.693891386572686	0.907945975128436	0.654885782138129	0.656098162873805	0.657832696294885	0.676032101116469	0.88044612814718	0.666747505562526	0.896478184105953	0.678450654064361	0.639784341764271	0.637352515662697	0.934741075622308	0.648595848266504	0.938308780323293	0.679356956247945	0.643368637670367	0.905515461923933	0.654456025382845	0.648897774524232	0.925769302669228	0.68636361325263	0.659730781368014	0.906684747626134	0.944449202248739	0.664395441291439	0.672119697326803	0.643543390590063	0.640837046779761	0.919983336078932	0.652806280916681	0.64664287623092	0.670583945206815	0.904561421781067	0.885155121574105	0.914912057743641	0.922615224409353	0.943051887916316	0.659975936384103	0.670244837609275	0.696950730972	0.680353082892903	0.65023257826949	0.671244299018774	0.878555813755912	0.683771839387403	0.67066453107066	0.689397345993215	0.684864440675153	0.66236666685208	0.675161346297695	0.648896485073718	0.651398606558654	0.665990642868031	0.659169342031454	0.656961153450218	0.686211652696968	0.669359139080448	0.622037724371646	0.62345488527783	0.892976731551039	0.64745663390006	0.646254380649731
VMR6	0.664778572774226	0.93007068956716	0.632970125605415	0.663761233118528	0.691701050275556	0.682684965646231	0.71288939820896	0.696360328298869	0.926676572509505	0.706192002178918	0.653040696167199	0.911714561723596	0.654534305486561	0.703572019471902	0.663372048185205	0.699117281737264	0.951630063639558	0.685622939352149	0.72403911865863	0.695639492786962	0.671938222371864	0.921791618014049	0.672801838046042	0.692207763812935	0.929579133156838	0.935780376328931	0.705945335342356	0.732400716370714	0.688380854633688	0.717681038398423	0.654113304305796	0.683143531454752	0.68082485149291	0.922152737888134	0.96214930494473	0.699913647449224	0.72330722322962	0.698193553487497	0.658886895278856	0.673910842367843	0.700109307725656	0.68497821023406	0.957471262159019	0.715638092527633	0.955376966095084	0.934570578359637	0.905136479719981	0.692514138932189	0.677454749648224	0.70669410534831	0.713940164097041	0.684385020923868	0.935485781632389	0.732897917163176	0.919571746121731	0.686754286845398	0.713268791976943	0.643643509866547	0.699983542891517	0.949825285044522	0.712651362765671	0.939505290290086	0.647267393980603	0.692035698082076	0.672145884119096	0.933941119601693	0.699827807847964	0.945372159065298	0.680193496367027	0.695347473195466	0.943505633244061	0.623701314554136	0.68905267068183	0.945677295031463	0.695315902004612	0.694824607867228	0.929597594152652	0.931198292274622	0.697408082992203	0.715279985945001	0.680947570618096	0.657712904294437	0.942928549901216	0.694547191060138	0.681363295125247	0.683227942145301	0.93372384297666	0.924217990660876	0.938123968188608	0.934530198378474	0.953427600305953	0.652723823233754	0.670553081493921	0.648756590255989	0.729838876182816	0.670146993025645	0.706069053132703	0.959042858730175	0.707636438684808	0.686297930157898	0.65681431397898	0.633680670711969	0.746025990139091	0.656744493077043	0.649604988822197	0.699325161622426	0.661563773659559	0.679021553743881	0.689039287343984	0.694325423046187	0.672921170945798	0.684448185090076	0.661909051606256	0.942075553266697	0.704151539443346	0.667619002141873
VMR7	0.529841742424249	0.418779218940039	0.461390466439294	0.585536884317832	0.511718803747269	0.546600478519372	0.423446817258173	0.486469010230925	0.700577436518222	0.550792509026622	0.515680930962729	0.490547239403529	0.725875990465642	0.651179291130866	0.47425973336288	0.512421099345323	0.685198010402866	0.52810050475141	0.506826375763123	0.537103181941165	0.50316870051244	0.734441831238434	0.515243957321752	0.553650799916403	0.543811544063256	0.516646839515204	0.754001057416372	0.436987842595099	0.451037051605405	0.732744914855483	0.792274090912591	0.761889207566665	0.550461982925851	0.484634239143507	0.433926285717961	0.711831075846384	0.508743439718012	0.730790455957188	0.53972448523355	0.69894352473728	0.720835031330854	0.563106295123376	0.510682314224671	0.500326944738728	0.461716457725124	0.709822955145914	0.648209804526129	0.746833417396895	0.704979997876916	0.753424622033426	0.553132087572735	0.521113634805344	0.480173806366422	0.757868426823869	0.453428225965108	0.468129889222035	0.749550233848832	0.461307805381773	0.572266266211246	0.473619473900469	0.501221326037093	0.497147038711357	0.717384954650136	0.49394696788328	0.731650315132506	0.470639729279631	0.696833433937847	0.468980431182703	0.768192596821354	0.747819361271722	0.458367082488934	0.813746217115374	0.710098525877632	0.444059111058356	0.558202467210739	0.763921466778341	0.445733444073272	0.681911046648779	0.483467571652401	0.736612919647601	0.692764389170628	0.788424947048661	0.488114869863874	0.529658989541634	0.396133958611069	0.736286890157375	0.497521664248193	0.710114025787104	0.738124459263303	0.432429066963542	0.430752952289754	0.71402107290369	0.77430818208897	0.515065623254152	0.731010654993918	0.543545066336978	0.507176700389367	0.472337787007953	0.513516997473753	0.521701923114609	0.503795152564759	0.532245144388934	0.464385744062108	0.816473886838046	0.594789357411389	0.709832197461888	0.47551448817955	0.710876859937432	0.498814995402015	0.563793705405897	0.498290812170384	0.50770163598595	0.497274277968687	0.43336542236802	0.580264287301342	0.570532205045721
VMR8	0.686347963753986	0.8851933481176	0.601627341989676	0.68140107612153	0.651260034219933	0.669516964636316	0.628285038296513	0.687032586645629	0.913063069119527	0.65292297062241	0.690233645729734	0.920326167115829	0.617922557212333	0.686115639141401	0.611146191378551	0.6622828105021	0.906015562281074	0.673807382435096	0.637807734498122	0.693617473027899	0.676975771909775	0.900914334483453	0.682075793618998	0.657701648283684	0.898541561953691	0.905418173130706	0.64975879602279	0.657047120365775	0.563521493991114	0.646330150174964	0.668466333638546	0.654540237775034	0.63248740224476	0.912596603645166	0.901732972675908	0.597245958425679	0.759524706279877	0.634417350286155	0.657316890551044	0.653727784641223	0.591064960783203	0.631182013831987	0.848295074028164	0.667443919181798	0.866135428001155	0.912372279057439	0.889805055437092	0.716774548126642	0.645430954140968	0.728079274643118	0.634378729524116	0.61590363511215	0.890766401745477	0.70370388491661	0.798479128237648	0.663366575890809	0.66833747516309	0.71790440429677	0.607780579875134	0.910218464213778	0.64096290462152	0.900408809298102	0.672868616388953	0.644030753424689	0.583986575362071	0.896495686124218	0.664850190245091	0.865215780616462	0.657612645071557	0.614178509256823	0.900236310928834	0.583679582895462	0.704957375363941	0.880898058976656	0.655362996379691	0.639281352766224	0.918789592597061	0.887149391375129	0.687940449871694	0.623183362674583	0.661493517027432	0.686378939427558	0.846841682020217	0.648200430329501	0.634456988792987	0.640393374129357	0.88989283261153	0.864436805806769	0.896729816517055	0.874583675690448	0.870967351587486	0.685924072741625	0.619360850111018	0.717372804086213	0.649664664488829	0.650636241272206	0.670237028418873	0.866248847519475	0.683387391884068	0.68180549717028	0.669213276374001	0.677369854262038	0.668847159721312	0.608635181753653	0.6323475228742	0.608626319234384	0.665942081214185	0.624077070626398	0.694130479844768	0.702486669849723	0.693011818453177	0.667631235609252	0.676213493058801	0.880782370942938	0.574462346485018	0.561209286424637
VMR9	0.487839873851586	0.960383775773407	0.51903991588066	0.474486576139988	0.549004981976427	0.515547762429673	0.472252666970833	0.544876948647418	0.930870542810291	0.559284997688864	0.515743527600168	0.947668468107956	0.526400806216619	0.53633702484627	0.470168739705685	0.471274289257348	0.927576994055911	0.476475852315814	0.53703664594552	0.489996313350025	0.524811840501713	0.949846653671459	0.543797113510712	0.500398214604747	0.95488024624859	0.930999179324602	0.530850491918586	0.505782366425518	0.484928384582106	0.534540172599987	0.537009142000568	0.583557003992817	0.48963748515314	0.946915657271801	0.943504123451855	0.481711775633227	0.56989352597293	0.519710563933167	0.51612020401086	0.499334424071546	0.510493627614147	0.488955295437158	0.961513400870065	0.522675240844802	0.939449848247809	0.94318272098266	0.951318750531565	0.472623617054291	0.496278524892821	0.501041025622542	0.547528451889528	0.457084417384248	0.913317379843028	0.535056905528826	0.967587992483373	0.551245661770659	0.450047375447	0.464032411369305	0.462874672494258	0.945879620127899	0.479040201915889	0.964361920373145	0.533283452093486	0.506334403397567	0.49545275311788	0.950123759288186	0.533159687293723	0.94550144128492	0.538124322813192	0.496757119440272	0.92416504446362	0.511405213182583	0.53183809436197	0.967407425314438	0.498719912471491	0.48263910260527	0.946498921121918	0.94962826006038	0.540721967268442	0.500442379818204	0.474346250961746	0.474376309522776	0.952567805760076	0.51444639747832	0.52780232525331	0.571843772752507	0.961530372784256	0.942422996544227	0.942905580905147	0.955470650242317	0.90931706048252	0.484376245549241	0.535533967186792	0.470250013944105	0.471031714318864	0.520219416797722	0.53960201574672	0.925988058097959	0.517204364908402	0.506416666370935	0.521786383847918	0.478873073333788	0.561996387166705	0.434352993034263	0.524435329399761	0.515679241737633	0.532654816622953	0.427258246055165	0.496951736308605	0.484679409394807	0.492557299401616	0.565663944826976	0.544418536209275	0.91044049313983	0.499612062665105	0.44505013896346
VMR10	0.554225522471957	0.927762382674504	0.543627804592392	0.55766293620505	0.520944744618287	0.531139746179588	0.585625648795458	0.573313750633842	0.87358140765348	0.536057012438386	0.516194107234042	0.933964792736826	0.526946073936453	0.511169335014349	0.541727606690355	0.564000169695029	0.902638269531811	0.519556358592011	0.605538538238505	0.558669203645216	0.583582343974252	0.941109485402687	0.558537139672841	0.595825577815025	0.917810776707748	0.924278078762003	0.580020407991818	0.597212168857167	0.576017974338999	0.553220312076804	0.546559658321138	0.546187551801727	0.537594710298669	0.890805858300638	0.903440486498429	0.580119618368825	0.552562449368342	0.541543618294549	0.577695221330287	0.562874571683951	0.521487560802056	0.581809494328864	0.908805086303041	0.54260452070614	0.907790100162493	0.923871559984681	0.923719919266407	0.554315358079051	0.530587566840759	0.58948195860741	0.550967226868412	0.585239195726187	0.943171883813096	0.518335244207485	0.942630643539365	0.580328435343027	0.591623797032953	0.593436554448107	0.519299341572419	0.939100908332916	0.576750639998542	0.942871173015206	0.562742882273525	0.484932665259099	0.559651877076164	0.907582462580698	0.569003636315648	0.935326810471597	0.588373511777655	0.561351305051805	0.909488104237538	0.488057879464671	0.594068242306505	0.880815374218667	0.539068876024037	0.551731121625054	0.906434558452101	0.956460198702766	0.557695687484224	0.539422695049763	0.581885940076204	0.532547470706359	0.931384452230833	0.525175874914274	0.558472567944349	0.544339162806207	0.920770676083926	0.930959070229557	0.896095980573721	0.923810688710714	0.945116123536832	0.548459212264957	0.568473319344955	0.562886200659374	0.586460696159464	0.542511059220779	0.530616374209197	0.922606298741461	0.533052956629833	0.558706080896344	0.548251271134871	0.558591369945856	0.546246815582559	0.511404424153983	0.585715341945484	0.529730380163762	0.538607688374911	0.532946943215939	0.493825869231143	0.502604782575013	0.529788593038213	0.609417603756145	0.584584219395705	0.93240395709623	0.482873845491674	0.512057265286773
