"id","genome_fraction","observed_region_hits","fold_enrichment","p_value","p_adjust","mean_tss_dist","observed_gene_hits","gene_set_size","fold_enrichment_hyper","p_value_hyper","p_adjust_hyper"
"GSE21670_IL6_VS_TGFB_AND_IL6_TREATED_CD4_TCELL_DN",0.0211156146370521,5,14.7994744823411,1.50907987392923e-05,3.01815974785846e-05,388231,3,96,10.7890625,0.00255682525342094,0.00320965842469345
"GSE17721_LPS_VS_PAM3CSK4_16H_BMDC_UP",0.0270885569331095,5,11.5362365286444,4.96026380008008e-05,4.96026380008008e-05,236822,3,104,9.95913461538461,0.00320965842469345,0.00320965842469345
