tissue	comparison	annotation	or	ci_lo	ci_hi	p_value	n_heritable	n_nonher	n_in_her	n_in_nonher	fdr
DLPFC	Intergenic_VMRs	LINE	0.588253796556512	0.471894672215168	0.731397092847599	8.40681084380914e-07	1188	833	342	160	2.37368776766376e-06
DLPFC	All_VMRs	SINE	0.883114980926802	0.810946207092421	0.96160137715285	0.00405635912823323	5343	4179	2019	1459	0.00721130511685908
DLPFC	Intergenic_VMRs	SINE	1.05051976688483	0.871502111912116	1.26602325324215	0.60847993915802	1188	833	444	321	0.695405644752023
DLPFC	All_VMRs	LTR	0.591891666367684	0.51861350462511	0.674725482716275	6.06799430259917e-16	5343	4179	782	385	4.48098040807323e-15
DLPFC	Intergenic_VMRs	LTR	0.572778073099199	0.451208995743125	0.724409776369878	1.47720174608725e-06	1188	833	288	129	4.05175336069645e-06
DLPFC	All_VMRs	DNA	0.828304814213883	0.717387358808669	0.955531120457942	0.00869599241165424	5343	4179	537	354	0.0146458819564703
DLPFC	Intergenic_VMRs	DNA	0.639322563153334	0.463864505494412	0.874225182007086	0.00382953342680596	1188	833	143	67	0.00693651337685607
DLPFC	All_VMRs	Satellite	0.765966924401829	0.422999294708512	1.35534489466746	0.348360110876125	5343	4179	35	21	0.423323679039342
DLPFC	Intergenic_VMRs	Satellite	0.987216399231337	0.370574797093601	2.50996861126231	1	1188	833	13	9	1
DLPFC	All_VMRs	Simple_repeat	0.892075140817496	0.796611192038756	0.998604269897723	0.0449003647165478	5343	4179	884	628	0.0673505470748217
DLPFC	Intergenic_VMRs	Simple_repeat	0.791544079389344	0.614668210106177	1.0161114298207	0.0668806357374846	1188	833	210	121	0.0987775543199773
DLPFC	All_VMRs	Low_complexity	1.23017637407836	0.973801422014386	1.55360184328443	0.0803032538419691	5343	4179	158	151	0.113369299541603
DLPFC	Intergenic_VMRs	Low_complexity	1.550611643919	0.878619324727788	2.74500327422142	0.129217947118086	1188	833	27	29	0.174717224272341
DLPFC	All_VMRs	L1	0.702644225011458	0.616237136978581	0.800442442222559	6.42146196951907e-08	5343	4179	718	411	2.1257253416339e-07
DLPFC	Intergenic_VMRs	L1	0.572068640584007	0.439986861944691	0.740112412065841	1.13645775847701e-05	1188	833	233	102	2.79743448240495e-05
DLPFC	All_VMRs	Alu	0.835250859790135	0.760661170025974	0.916941156213126	0.000136684411812773	5343	4179	1498	1026	0.000298241928867617
DLPFC	Intergenic_VMRs	Alu	1.04352047561625	0.854051135103188	1.2740257843484	0.69011111696055	1188	833	339	245	0.761501922163366
DLPFC	All_VMRs	MIR	1.03102927397401	0.91201037421347	1.16518654204109	0.622191530661547	5343	4179	681	547	0.701253523602331
DLPFC	Intergenic_VMRs	MIR	1.11560461643213	0.841348658833618	1.47631702553615	0.443499498707754	1188	833	136	105	0.525629035505487
DLPFC	All_VMRs	ERV1	0.646505950674179	0.531210458240519	0.784567247525754	5.04273025098038e-06	5343	4179	327	169	1.27395290551083e-05
DLPFC	Intergenic_VMRs	ERV1	0.641578309129073	0.452344893000406	0.901167134083684	0.00812680321343204	1188	833	120	56	0.0139316626515978
DLPFC	All_VMRs	ERVL	0.640128286247971	0.483086922917156	0.842846677118682	0.00105334966288893	5343	4179	162	82	0.00202243135274674
DLPFC	Intergenic_VMRs	ERVL	0.420637154292501	0.246215866203067	0.692947798842222	0.000244375741138578	1188	833	72	22	0.000521334914428967
DLPFC	All_VMRs	ERVL_MaLR	0.495701045645476	0.394603869237662	0.619393705261398	9.03156606081564e-11	5343	4179	291	116	4.33515170919151e-10
DLPFC	Intergenic_VMRs	ERVL_MaLR	0.535916105016758	0.364710454462221	0.776159396599963	0.000504277870632793	1188	833	112	44	0.000990808074659939
DLPFC	All_VMRs	ERVK	0.429347552657891	0.25485945671476	0.69922187286111	0.000273293146583076	5343	4179	68	23	0.000570350914608159
DLPFC	Intergenic_VMRs	ERVK	0.668078194459727	0.248289700579365	1.64264028509314	0.416595356630972	1188	833	17	8	0.499914427957166
DLPFC	All_VMRs	SVA	1.27956384404317	0.598255162706436	2.73681604274588	0.482672221019703	5343	4179	16	16	0.565079673388921
DLPFC	Intergenic_VMRs	SVA	2.14671768522599	0.50726193825785	10.3763888216696	0.334561260417075	1188	833	4	6	0.411767705128708
Hippocampus	All_VMRs	any_repeat	0.76779648465085	0.705904159478609	0.835038525120193	4.95416513359517e-10	5390	4409	3625	2698	2.06782544706581e-09
Hippocampus	Intergenic_VMRs	any_repeat	0.777511484814959	0.639455530966449	0.945638225042004	0.0106953047418331	1237	797	879	523	0.0177025733657926
Hippocampus	All_VMRs	LINE	0.751640245168185	0.679128068097929	0.831575955460922	1.98237436083143e-08	5390	4409	1216	792	6.7967120942792e-08
Hippocampus	Intergenic_VMRs	LINE	0.660477288087369	0.529136721960796	0.822247049703873	0.000136694217397658	1237	797	337	158	0.000298241928867617
Hippocampus	All_VMRs	SINE	0.797307320204396	0.732574066753057	0.867706958713605	1.19353639156445e-07	5390	4409	2023	1428	3.69611269645765e-07
Hippocampus	Intergenic_VMRs	SINE	1.04053573227328	0.861119537662376	1.25662340804587	0.706026656387153	1237	797	448	296	0.761556842844569
Hippocampus	All_VMRs	LTR	0.599361852941827	0.525647649465468	0.682707990037259	2.34277407379218e-15	5390	4409	762	396	1.60647365060035e-14
Hippocampus	Intergenic_VMRs	LTR	0.629459847039825	0.493241619622189	0.800065344358166	9.65353470588851e-05	1237	797	276	122	0.00022065222184888
Hippocampus	All_VMRs	DNA	0.880498339091616	0.761500707968985	1.01738629341909	0.0836566363337862	5390	4409	493	359	0.116391841855702
Hippocampus	Intergenic_VMRs	DNA	0.679307834453808	0.480999571233306	0.950020889490428	0.0212018381079637	1237	797	126	57	0.0333668271863035
Hippocampus	All_VMRs	Satellite	1.0598170336195	0.601103128463515	1.85716233788528	0.893090511530067	5390	4409	30	26	0.912092437307302
Hippocampus	Intergenic_VMRs	Satellite	2.26155412145397	0.88950833584249	6.02486520563679	0.0767370752253067	1237	797	9	13	0.109951630173574
Hippocampus	All_VMRs	Simple_repeat	0.979496519979089	0.878722364102782	1.09159322114062	0.722953807529386	5390	4409	903	726	0.771150728031345
Hippocampus	Intergenic_VMRs	Simple_repeat	0.850913463142211	0.661219856597113	1.09154074821593	0.199444958332247	1237	797	215	121	0.262283780820489
Hippocampus	All_VMRs	Low_complexity	1.04297430288376	0.836537874275874	1.2991132536115	0.702126130721256	5390	4409	189	161	0.761556842844569
Hippocampus	Intergenic_VMRs	Low_complexity	0.812257099706411	0.444264675941747	1.44371140477727	0.497359130263197	1237	797	38	20	0.575258753075505
Hippocampus	All_VMRs	L1	0.671772835327977	0.590305251376571	0.763796470787458	5.57805863100392e-10	5390	4409	737	424	2.23122345240157e-09
Hippocampus	Intergenic_VMRs	L1	0.63629345840308	0.489779423736733	0.822637355396717	0.000386098452555965	1237	797	234	103	0.00078862662649729
Hippocampus	All_VMRs	Alu	0.743487700025294	0.677620044000855	0.81558614522498	2.0798823802681e-10	5390	4409	1549	1017	9.07585038662442e-10
Hippocampus	Intergenic_VMRs	Alu	0.899553499593775	0.733851216821656	1.10131991631126	0.315158761009077	1237	797	365	218	0.398095277064097
Hippocampus	All_VMRs	MIR	0.935559041914347	0.825765423288693	1.05961464646235	0.28869974132413	5390	4409	665	513	0.374529394150222
Hippocampus	Intergenic_VMRs	MIR	1.27774581145261	0.960463764218439	1.69685290041424	0.0875078937650992	1237	797	130	104	0.120010825734993
Hippocampus	All_VMRs	ERV1	0.608372641637495	0.501566637139409	0.735886356553325	1.18661737791671e-07	5390	4409	341	174	3.69611269645765e-07
Hippocampus	Intergenic_VMRs	ERV1	0.632296896674854	0.442112814513668	0.894011973702538	0.00743882110274057	1237	797	123	52	0.0129841241066017
Hippocampus	All_VMRs	ERVL	0.629994205918503	0.478112117735494	0.825263863952809	0.000505724954774344	5390	4409	165	86	0.000990808074659939
Hippocampus	Intergenic_VMRs	ERVL	0.589293978680588	0.363023051582101	0.933499736939698	0.020541373037411	1237	797	72	28	0.0328661968598576
Hippocampus	All_VMRs	ERVL_MaLR	0.521504973938459	0.414821055341025	0.652401289643425	2.34847518163175e-09	5390	4409	270	118	9.01814469746591e-09
Hippocampus	Intergenic_VMRs	ERVL_MaLR	0.551363839979594	0.365391162503182	0.817272051249191	0.00225834637027123	1237	797	103	38	0.00425100493227525
Hippocampus	All_VMRs	ERVK	0.579312180635042	0.361313053627849	0.910319697598138	0.0155885553583929	5390	4409	63	30	0.025364429057724
Hippocampus	Intergenic_VMRs	ERVK	0.885780397930174	0.320409933245452	2.27479574024731	0.830462338926767	1237	797	14	8	0.866569397140974
Hippocampus	All_VMRs	SVA	1.08697204759758	0.517902195394433	2.26112623895516	0.86372296261205	5390	4409	18	16	0.891584993664052
Hippocampus	Intergenic_VMRs	SVA	0.664034775915414	0.110508637613801	2.91920013556373	0.74890608975957	1237	797	7	3	0.790054776010096
