Tissue	h2_Category	OR	PValue	FDR	Test	Env
Caudate	Heritable	1.2521671469740634	0.0397594686434589	0.10436860518907963	Logit	smoking
Caudate	Heritable	0.6957695241448102	0.005441940640711841	0.022856150690989736	Logit	codeine
Caudate	Heritable	1.0776886004857316	0.4843249843029396	0.5410961681350688	Logit	morphine
Caudate	Heritable	0.6153226999674489	0.00017737345946127543	0.001241614216228928	Logit	cocaine
Caudate	Heritable	0.9501688297984594	0.6624996108563797	0.6786581379504377	Logit	ethanol
Caudate	Heritable	0.7395389553545375	0.013379752899779083	0.04682913514922679	Logit	antipsychotics
Caudate	Heritable	1.1352735605843598	0.2562484479539321	0.43049739256260594	Logit	nicotine
Caudate	Heritable	0.9079246076233184	0.4456753309915604	0.5348103971898724	Logit	amphetamines
Caudate	Heritable	1.674912360653439	6.809223719066316e-08	2.3592001287032515e-06	Logit	hx_sexual_abuse
Caudate	Heritable	0.8976015505127998	0.3543106250154546	0.5071685041453085	Logit	hx_physical_abuse
Caudate	Heritable	1.0005417851821752	1.0	1.0	Logit	less_than_hs
Caudate	Heritable	0.7770144602766806	0.036902854834997084	0.10332799353799184	Logit	more_than_hs
Caudate	Heritable	0.5873570432357044	1.3075845160025258e-05	0.00013729637418026522	Logit	single
Caudate	Heritable	0.6158429965028529	0.0009425124568097404	0.004948190398251138	Logit	previously_married
Caudate	Heritable	1.2098259401658735	0.08195295896494312	0.16390591792988624	DMR	smoking
Caudate	Heritable	0.6903255461821328	0.0037544891311484833	0.017520949278692924	DMR	codeine
Caudate	Heritable	1.1155030899961376	0.29464931238589465	0.46239515673989584	DMR	morphine
Caudate	Heritable	0.6162951554625471	0.00014901204157743623	0.001241614216228928	DMR	cocaine
Caudate	Heritable	0.9102580715562042	0.3850488512034534	0.5071685041453085	DMR	ethanol
Caudate	Heritable	0.750191479358146	0.018647997381129676	0.06024737615441895	DMR	antipsychotics
Caudate	Heritable	1.1031599282981353	0.3864140983964255	0.5071685041453085	DMR	nicotine
Caudate	Heritable	0.8889071866148475	0.3686101573221592	0.5071685041453085	DMR	amphetamines
Caudate	Heritable	1.6280993891210334	3.4525332022461617e-07	4.833546483144626e-06	DMR	hx_sexual_abuse
Caudate	Heritable	0.841049365303244	0.14495235541624568	0.2646956055427095	DMR	hx_physical_abuse
Caudate	Heritable	0.7677571470674919	0.48956319974125273	0.5410961681350688	DMR	less_than_hs
Caudate	Heritable	0.7677571470674919	0.48956319974125273	0.5410961681350688	DMR	more_than_hs
Caudate	Heritable	0.5334796034454737	0.06450161263667054	0.13545338653700814	DMR	single
Caudate	Heritable	0.5334796034454737	0.06450161263667054	0.13545338653700814	DMR	previously_married
Caudate	Heritable	1.2297927461139897	0.05663746219292748	0.13545338653700814	Both	smoking
Caudate	Heritable	0.7065177786827271	0.007622048356558253	0.029102366452313327	Both	codeine
Caudate	Heritable	1.089377399416307	0.4206589792120995	0.5348103971898724	Both	morphine
Caudate	Heritable	0.6246325331945848	0.00028157082579558646	0.0016894249547735188	Both	cocaine
Caudate	Heritable	0.9372297297297297	0.5818442560321706	0.6266015064961837	Both	ethanol
Caudate	Heritable	0.7500175168161435	0.02019854601241406	0.06059563803724218	Both	antipsychotics
Caudate	Heritable	1.1283179429341228	0.2972540293327902	0.46239515673989584	Both	nicotine
Caudate	Heritable	0.9047578028541075	0.43955524379980093	0.5348103971898724	Both	amphetamines
Caudate	Heritable	1.6642398912045113	1.1234286327158339e-07	2.3592001287032515e-06	Both	hx_sexual_abuse
Caudate	Heritable	0.8668240766845221	0.2378902168844127	0.41630787954772225	Both	hx_physical_abuse
Caudate	Heritable	0.7288829422914576	0.3832470080134933	0.5071685041453085	Both	less_than_hs
Caudate	Heritable	0.82335116468039	0.6011407017209655	0.6311977368070137	Both	more_than_hs
Caudate	Heritable	0.5152909336941813	0.05995006944502482	0.13545338653700814	Both	single
Caudate	Heritable	0.5522468868435301	0.09151146389381262	0.17470370379727865	Both	previously_married
Caudate	Non-heritable	0.7287378369390775	0.004352665283132504	0.015101926824362875	Logit	smoking
Caudate	Non-heritable	1.414445705637533	0.021263370827976864	0.04465307873875142	Logit	codeine
Caudate	Non-heritable	1.206211570540974	0.09447293095924042	0.16532762917867075	Logit	morphine
Caudate	Non-heritable	1.8546574559712343	6.752637075188676e-05	0.0006723971114773144	Logit	cocaine
Caudate	Non-heritable	0.9715394861405439	0.8136026132416676	0.9273417333380157	Logit	ethanol
Caudate	Non-heritable	1.3955699921650562	0.015994606821183845	0.03951608744057185	Logit	antipsychotics
Caudate	Non-heritable	0.8639039215464744	0.1990104513358053	0.29851567700370796	Logit	nicotine
Caudate	Non-heritable	0.9236093889241653	0.5820361336352795	0.7407732609903558	Logit	amphetamines
Caudate	Non-heritable	0.6749310102899907	4.4732185041545154e-05	0.0006723971114773144	Logit	hx_sexual_abuse
Caudate	Non-heritable	0.9835729726420293	0.9003988482368768	0.9273417333380157	Logit	hx_physical_abuse
Caudate	Non-heritable	1.0214078427369373	0.900139327864625	0.9273417333380157	Logit	less_than_hs
Caudate	Non-heritable	1.5603248984692284	0.001559560012630904	0.009357360075785423	Logit	more_than_hs
Caudate	Non-heritable	1.5095484128796528	0.003626193254302285	0.013845465152790542	Logit	single
Caudate	Non-heritable	1.5452696095094158	0.011252916932841694	0.03150816741195674	Logit	previously_married
Caudate	Non-heritable	0.7551773399014778	0.012121577443821523	0.0318191407900315	DMR	smoking
Caudate	Non-heritable	1.4220594913714806	0.017971431223564937	0.03972632165209091	DMR	codeine
Caudate	Non-heritable	1.2102638197030517	0.09445388992641693	0.16532762917867075	DMR	morphine
Caudate	Non-heritable	1.8258606557377048	9.605673021104491e-05	0.0006723971114773144	DMR	cocaine
Caudate	Non-heritable	0.9975060152735642	1.0	1.0	DMR	ethanol
Caudate	Non-heritable	1.3687167556400777	0.022741412523466866	0.04548282504693373	DMR	antipsychotics
Caudate	Non-heritable	0.8601945074060408	0.19788850092167765	0.29851567700370796	DMR	nicotine
Caudate	Non-heritable	0.9485417137689351	0.7284402130326006	0.8741282556391208	DMR	amphetamines
Caudate	Non-heritable	0.6856520307982941	9.550079299048157e-05	0.0006723971114773144	DMR	hx_sexual_abuse
Caudate	Non-heritable	0.980174807882523	0.8997503953088938	0.9273417333380157	DMR	hx_physical_abuse
Caudate	Non-heritable	1.696179960222207	0.2632091145223525	0.3566058970948002	DMR	less_than_hs
Caudate	Non-heritable	1.696179960222207	0.2632091145223525	0.3566058970948002	DMR	more_than_hs
Caudate	Non-heritable	4.881993417959568	0.0029941842254978196	0.012575573747090844	DMR	single
Caudate	Non-heritable	4.881993417959568	0.0029941842254978196	0.012575573747090844	DMR	previously_married
Caudate	Non-heritable	0.7513349761266108	0.009993365465628653	0.02998009639688596	Both	smoking
Caudate	Non-heritable	1.3840251001738868	0.029537972425725853	0.05639067463093117	Both	codeine
Caudate	Non-heritable	1.2080753353973168	0.10256676395282764	0.17231216344075043	Both	morphine
Caudate	Non-heritable	1.835815281744097	8.6441923534315e-05	0.0006723971114773144	Both	cocaine
Caudate	Non-heritable	0.9832171937616458	0.9052621682585391	0.9273417333380157	Both	ethanol
Caudate	Non-heritable	1.3975051682014659	0.01748960210098255	0.03972632165209091	Both	antipsychotics
Caudate	Non-heritable	0.8682378323744363	0.23567413330875325	0.34132115858509093	Both	nicotine
Caudate	Non-heritable	0.9373389830508475	0.6263031819335503	0.7736686365061504	Both	amphetamines
Caudate	Non-heritable	0.6803243152612606	7.197038820597429e-05	0.0006723971114773144	Both	hx_sexual_abuse
Caudate	Non-heritable	0.9731750966346411	0.848313121609314	0.9273417333380157	Both	hx_physical_abuse
