"quintile","n_vmrs","h2_min","h2_max","h2_mean","h2_sd"
"Q1",1905,0.00333481721664114,0.0748139988022866,0.0573750435561247,0.0135772349628081
"Q2",1904,0.0748215357825272,0.0961607187745325,0.0859672563592824,0.00612064673818467
"Q3",1904,0.0961767264452227,0.119594231452706,0.107327682340511,0.00680743247039362
"Q4",1904,0.119598560584876,0.160687788545982,0.136165125490384,0.0113419221141289
"Q5",1905,0.160730965721952,0.79331704614925,0.330881621352232,0.167064284906817
