feature_id	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52	PC53	PC54	PC55	PC56	PC57	PC58	PC59	PC60	PC61	PC62	PC63	PC64	PC65	PC66	PC67	PC68	PC69	PC70	PC71	PC72	PC73	PC74	PC75	PC76	PC77	PC78	PC79	PC80	PC81	PC82	PC83	PC84	PC85	PC86	PC87	PC88	PC89	PC90	PC91	PC92	PC93	PC94	PC95	PC96	PC97	PC98	PC99	PC100	PC101	PC102	PC103	PC104	PC105	PC106	PC107	PC108	PC109	PC110	PC111	h2_category
VMR1	-10.4460568314935	-5.49239548358252	3.30877303052049	-0.976260665865046	0.142295276934006	-0.0926262126561216	0.0707252045048229	-0.0868776383999416	-0.0226831325499001	0.193641309938172	0.107459535260141	-0.0514368480721149	0.150172791635346	-0.0645889341764647	-0.398981511111992	-0.0430130211215096	-0.064558401004084	0.160921051242292	-0.101351192148636	0.0924500170951691	0.071172200611798	-0.375618629633727	-0.128867630965101	0.0903119505834131	-0.140851905125981	-0.0797060686516088	-0.122150000957122	0.472423070755423	-0.0854966177782435	-0.152989421140996	0.05368129000888	0.0237622749244069	0.00534045326466321	0.101562461258164	0.257639852573259	-0.106321182569211	0.166020891723135	0.105723421858244	0.0288783025545264	0.101408812104195	0.183562072213458	-0.297592863560767	-0.26665205772673	0.00270650203864126	0.047306944787371	0.0847577897513419	-0.134990889385176	0.0585227333677303	-0.0444664543698754	-0.069016189813318	-0.150024086480189	0.211915770948471	-0.113074512416512	-0.0147153955021708	0.164957725709723	-0.0441053547238544	-0.0280294591264972	-0.153281032241923	0.0818169440367816	-0.0643048177644358	0.364251058467299	-0.282187061363182	-0.165963699369492	-0.162771907756667	0.0439577121202798	-0.0324506641310985	0.11555995370092	0.0381248357225532	-0.131855321269847	-0.212659273655149	-0.0601258055169574	-0.0730712831910274	0.00400124916199938	-0.141923696793848	-0.224662723572924	-0.0129780894502462	0.0345822457278939	0.157673537011442	0.109633566646007	-0.195249749238148	-0.18219797548195	-0.134088639026488	-0.170797883113669	0.163874019860449	-0.117673697454463	0.0664522176676833	-0.0194920711685177	-0.11082607641852	0.0494287009006124	-0.00765394912300699	0.105207237617032	-0.10033234414865	-0.0479899280564258	-0.145139049757214	0.0015642509105718	-0.0345434458098169	-0.0491016456159517	-0.0225454333031666	-0.0377222742894643	0.234492537670597	0.0521087007895195	0.15921828983139	0.0511471316587426	0.07891737853498	0.135367252363299	-0.102016035973577	-0.0527990956267601	-0.0153365204377969	-0.0144837773039107	0.0875870268369062	-0.00419484495991165	Non-heritable
VMR2	-10.0406701805938	-5.41994283434547	3.03475509008835	-0.935813207553418	-0.294883994437252	0.356131455771219	0.106362326806266	-0.293117617696806	0.200550828384856	-0.0669378768161563	0.209125289847295	-0.0795375696470964	-0.0508905981586485	0.203537514527114	0.0540632784367082	0.102459341416582	0.177342667436651	0.075097776786416	0.0214451468187042	0.0657997545449314	-0.0998351041679117	0.0573257638103426	0.134962753572019	-0.132073736128592	-0.0720766880972471	-0.236938281841679	-0.256707031198983	-0.0860144173449186	0.476865075584187	-0.0637585713106208	0.166518526917967	0.147210227068702	-0.108414298249434	0.277731251614183	-0.220059057974419	-0.0168703968908733	-0.0159948693456421	-0.0535738536020297	0.0053788874271767	0.184284152776714	-0.0296049493972981	-0.00793765873984018	-0.0113913588883776	0.116270314826586	-0.244729384648872	0.135372494474914	-0.140912579979956	0.109526817973684	-0.197907180539194	-0.0238030504099492	-0.0255902885030558	-0.252674396495797	0.209178491128742	0.147613943120959	0.148130999232513	-0.0694508721749909	-0.216484350907899	-0.121395995820048	0.0502621362498038	-0.14757662450948	0.172947673729875	-0.248866116173454	0.00253964486544797	0.213631448611118	0.0293530545683009	0.214681243253794	0.0147258187058929	0.312740094282324	0.124914442508202	-0.249021709767061	0.137857613043204	0.0837124112286284	0.317724502998059	-0.021894402628373	0.0745597280563734	-0.0673210977055504	-0.0491183210719168	-0.0581868224099039	0.455541943556535	-0.106341430943071	0.0999610301688775	-0.100064067037055	0.0341753162694077	-0.0877518584728603	0.173449152499105	-0.30672862069016	-0.223057163339189	-0.128269239804824	-0.106823813148906	0.0614542177559205	0.0881869728615347	0.0999370834078056	0.0185480559733751	-0.0533234098685223	0.096527683743076	-0.154789040873496	-0.0512856756199452	-0.147152398782659	0.0745251171391943	-0.0649026599392358	0.0683577689406314	0.0402300868676424	-0.0995349534548093	0.0426501360788125	0.0334154609486324	0.11617991122431	0.215254842310531	0.0532382629687013	0.0987492606975833	0.0152184450116817	0.00932718210637287	Non-heritable
VMR3	-3.51575582369673	-7.90241683840527	6.54878863638292	-0.989323702322857	-0.08410069273224	0.0619755592756486	-0.0115876723469819	-0.0853999154883162	0.279723335836011	-0.168924641537867	-0.0395825798170736	0.0248909756751484	0.0981420705106026	0.0109442499824877	0.0495991928827803	0.205915188260095	-0.0231493720887676	0.252857868276869	0.0820598195097783	0.20229849087676	0.0868482131903365	0.0286598154067276	0.0134053987046209	0.107754483616959	0.0889645569892892	-0.0222387715419466	-0.09380098723651	-0.0239011442088849	0.0757035390833429	-0.0373324615269577	-0.0148555520973362	0.142814808783345	-0.0818613322446447	-0.0359190576611365	-0.0663822828420158	-0.000662456652719592	0.276195983553639	-0.0990025914020481	-0.136327742822469	0.0902988119801516	0.0780298361832611	-0.0957405767095076	-0.121569803093375	-0.118468473896569	-0.146372858036886	0.387324194654424	0.0948730944391446	0.0108941894151112	0.0715613520693356	-0.0824932895424832	0.145755849871344	0.168932393896716	-0.0181379260316936	-0.0462230712965341	-0.0209091165926653	0.0242798608309484	-0.0748726482245919	-0.0359907883855611	-0.127954179216186	0.0607627356478518	-0.10163809921347	0.27514513666078	-0.0371186175054489	-0.175487058309931	-0.0711653920291596	0.0966180378744181	0.025054398084951	0.0522803608563798	-0.0485009432720948	-0.306989544676754	0.0659060259838058	0.0363905518343877	-0.0151790997210714	-0.1111236516281	-0.0193942725268821	-0.0825682947986845	-0.223597144589477	-0.0893211624861132	-0.112275999528679	0.0150274406328101	-0.0343468929361585	-0.104278521509658	0.059137428811283	0.115866762907138	0.107863486437517	0.030563244247585	0.0801437956100351	-0.0287797827270867	0.0165254654206221	-0.13448293755266	0.129835858173344	-0.0185305311333414	-0.031340091129703	-0.0796589985919447	-0.0366055425061903	-0.228128740443463	0.01999454052108	0.0123781738617182	0.0610219276885632	-0.0956075352202953	0.00112962866905301	-0.0147204016499315	0.0396823240955363	-0.0737273033473541	0.0715989717119496	-0.115360722826788	-0.0212844765076225	-0.0450118253390914	-0.105242829976355	0.0512692000556932	0.0280993466936264	Non-heritable
VMR4	-4.00470169960061	-5.24752243205846	3.84308443434408	-0.921735422870759	-0.0127842370155335	-0.508853770774982	-0.179445038702615	-0.274023625257985	-0.0113014643052606	0.0115910786196176	-0.433973438351434	-0.0462151057225731	0.0721132200204514	0.264527102677683	0.00799933687030161	0.0126711094339169	0.497517259708917	-0.0941925170602968	0.0363711076860314	0.0574777933770218	-0.0967901905731318	-0.0325852861714877	-0.0748127811219591	-0.227523526656969	-0.22128858738275	0.050308521591774	-0.21296512420276	0.166702267957023	0.246805463233637	-0.553879595058815	0.263610551708382	0.18473478535209	0.516760271237855	0.587395699611758	-0.0672435284939631	-0.228606530254967	-0.0806782128914028	-0.120224217714515	-0.122536639782586	0.185676011445064	0.300903414678671	-0.165047939923833	-0.0533428868746835	-0.197190217059546	0.182605086570999	-0.213516676704937	0.311439369819563	-0.087265634885887	-0.346774334698965	-0.154986428095645	0.0982745641131113	0.422879922141587	0.332166754009167	0.296591913056824	-0.0696035903644436	0.467447463485246	0.0308022574073013	-0.0932750853071759	0.00319492546039374	0.353241237492819	-0.222553572090855	0.0576256340030074	-0.147019951297531	-0.669300572347569	0.0310689679778456	0.227717202732108	-0.234068294645589	-0.0190727954174788	-0.169599949866785	0.470223066884019	-0.01696796548886	-0.227901195910868	0.300529271585218	0.283129841540786	0.153558793875718	0.193075930654733	0.540039663174757	0.478862658121667	0.0818705479882396	-0.106414694099648	-0.0808417242220322	-0.19927965600451	0.173813002501843	0.0368691392849039	0.602381579010965	-0.103390289900426	0.0643181588561222	0.0932707421100453	0.457922423500235	0.0124666839487611	0.0813582880654859	-0.119464435693998	0.337137756578658	-0.105828913233254	0.191497243716393	-0.205980074615563	-0.131181393034808	0.176010984005798	0.182080791710536	-0.0545252644587963	0.279002578742428	-0.0238695535840827	-0.30074236887402	-0.145867784655891	0.162013561593269	0.0638785625889842	0.463237366537044	0.0167418248552072	-0.167001810039913	0.247913249714035	-0.0108021623905888	Non-heritable
VMR5	-10.6664526441372	-5.57383782391712	3.3962081261269	-1.00078792552979	-0.160260355680852	0.116921218976011	0.0247302240571701	0.000317784710853473	-0.0526484753774021	-0.0987981385028717	0.0982843500015827	-0.108101664630287	0.0965874752686559	0.0629517422500527	-0.0645270778508866	-0.0648905389664456	0.0204230156966797	-0.0494057457277449	-0.0511133173029069	-0.184798643961026	-0.0633588193445964	-0.0438606636036801	0.0757691042326652	-0.0495156618499481	-0.0767517691215711	-0.0474488075347899	0.181924312891556	-0.103139397282002	0.169541699344129	-0.0700171622695262	-0.111671885427363	-0.0538437017765153	-0.0407990952817218	0.0779142956109176	0.0668320601033284	-0.200661262465197	-0.251631703469289	-0.220208536542509	0.0542842204674541	0.0256180299320374	0.14397274266248	-0.0903323914124194	-0.0471469598215255	-0.031905993611226	0.0161082296271974	-0.0382937857323302	-0.274894996351219	0.0553802431985357	0.013516151181328	0.0714979284626589	-0.0152038044449402	0.101746621048943	-0.00161774176494188	0.0660392485774339	-0.00740901650611845	-0.119368066077119	0.161897123015416	-0.0462583122532777	0.0788238260921872	0.060515334518158	0.00212964276335765	-0.0817217308622278	0.024726315003194	0.0392851060935929	0.100339015474571	0.0952713392113508	-0.143297153555103	0.18476033101987	0.0689333267886612	0.205856385523292	0.00529753575268036	0.246475894323987	-0.111896046327973	-0.0443617750140307	0.027561191461684	-0.0355668909893617	0.217148373399788	-0.000949169646298744	0.0596825164502504	-0.0379453253545399	0.0587345946310824	0.0317892435480798	-0.013699666566763	-0.135240326815106	-0.045663056070689	-0.00305407425034084	0.0973868672610266	-0.113305291649842	-0.0773079379077973	-0.00241005816505092	-0.00274494667430954	-0.0219414745427316	0.108285027498307	-0.0381722463015999	-0.0451148004556845	0.06144588896671	-0.086083208125446	0.100207110145906	0.0377734171480374	-0.0560401203201061	0.132174210932487	0.167412327381921	0.0309319266978204	0.025016699034962	-0.131685219883463	-0.0556004755797532	0.0576257014811471	0.0629036561472186	0.0741606817598543	-0.0148619919371329	-0.0221912858250976	Heritable
VMR6	-8.08507514609931	-5.40785228459349	3.03271547486997	-0.645254722492503	-0.115855928237972	-0.04705275599186	0.121521377820123	0.102780925167676	-0.16270266279354	0.135493093820935	-0.0568735500370115	-0.0284757064815755	0.0342924595581486	-0.0612547949578514	0.158310022627394	-0.0320935605141967	-0.0125031239316143	0.0184970616317883	0.193532343919951	0.147128756871316	0.0194036579707687	0.089309244961989	-0.226885960593445	-0.258596062118005	0.0955145449425238	0.0907947530006075	-0.0845753180688951	-0.150830305520107	-0.0895702920602104	0.0686375006057007	-0.156158340313156	-0.10848582870274	-0.176819694746367	-0.111815711650929	0.0457820145429856	0.0409380738618325	0.0161412244087577	0.0267470181252144	0.0872047776970439	0.0505978932407153	-0.0176298246752642	0.0716458621018367	-0.0137593342041549	-0.160549656901134	0.00982690522857335	-0.137517176738262	-0.00216978172099582	-0.116782837837809	0.0307979261241854	-0.0227823382463861	0.0584628999022852	-0.107232322264345	0.22491294538198	0.160413106685464	0.188312425486424	0.070831288521656	0.0927843570002956	-0.113071878140049	0.00921651574341484	-0.0979881679027201	-0.010355213998023	-0.15247788677912	0.0876662287054254	0.0517610343942316	-0.0120749769235118	-0.0713737274150162	-0.0930461817199391	0.0107321613110162	-0.16518466065588	0.0976609131344418	-0.0982061810811968	-0.0831729440884875	-0.0311658013654075	0.0523107038079325	-0.0682018915891443	-0.32201068654358	0.0332199242820194	0.0803855658364397	-0.178967855969795	-0.0413741306505664	0.207188516393797	0.057813189578424	0.205538820925553	0.0992570788174772	-0.0241577376948267	0.133300755604809	-0.0762541859641375	0.205631644231555	0.100207873897404	0.008962672871964	-0.161875398606638	0.0402169344385817	-0.055269805501226	-0.11333905143552	0.101178108320033	0.0154157256994736	0.030986601904453	0.0250288760770484	-0.0911384284930686	0.176977870636831	0.135613580673386	0.103429667690654	0.0494859166020456	0.0392123226662328	-0.128863296718076	0.125102814870766	-0.136579780103969	-0.0498528338311533	0.0336075898526806	0.128596443782044	0.224932847924445	Heritable
VMR7	-9.73759401304212	-5.59173808857711	3.59951250993881	-0.824888920184937	0.250455805522726	0.0560050432665675	-0.156861761500043	-0.140830891764248	-0.331696682964167	0.0318265016206823	0.234188015259442	0.0244555221175086	-0.046299237587415	-0.168267813472207	0.038358319804481	-0.106122351848674	0.210943375695218	0.00629725898198052	-0.154213428680446	0.114462192485916	-0.0264784635292151	-0.0379272393047812	0.0861691590763662	-0.148292086724561	-0.026064780577836	0.0150077086660085	-0.0409163501150264	-0.183807759035728	-0.0834299215233703	0.0299504051167635	-0.00464068822676765	0.0855657862934342	-0.00765054777477873	0.0291741429436125	0.0433702270072265	-0.0391119374963299	-0.000824860473088505	-0.111563298339917	-0.156329136371704	-0.0224261045901398	-0.282883678789033	-0.122669966709226	-0.0136708448050599	0.243271737518578	0.240764264480536	-0.0336606040112731	-0.236747134049764	-0.0206121527239038	-0.132712534199184	0.091757659456165	-0.0437602883321385	-0.0357661601760946	0.310561286485574	-0.16563781232589	-0.269380810475911	-0.0940707557199541	-0.0730832794658649	-0.121002808704355	-0.129577408395327	0.00290164468210229	-0.190836356615506	-0.165088040807998	0.108269483476261	0.0880777321843564	0.0838891901261533	-0.0238232439258991	-0.262567481404381	-0.0869728438583658	0.133114523826877	0.128283174469112	-0.322507890038531	0.105290408421969	-0.0724216143706437	-0.12466271191403	-0.123916241357598	-0.0636816690602154	0.185423175994055	0.110091432197626	0.0407226283501682	-0.0549188533123912	0.0044375015950056	-0.0234323835727316	-0.242547169422906	-0.166964078636	-0.0125559782827661	0.0257332115555732	-0.00533807140939784	-0.0315430348964049	-0.0164944464625187	-0.0466473240218039	-0.0750500517651093	-0.184688892457813	-0.09981049039373	0.0133552571305837	0.043396521448951	-0.23346096540072	-0.118505438932564	-0.107259229570663	-0.0782912520069978	-0.0594255368619489	0.138799631912758	0.0862436249233634	-0.0296407119213769	-0.140460956238115	-0.0736625998104743	-0.0810171383516795	-0.0112067037800831	0.00522150470292303	0.115634958057938	0.0689577110778542	-0.108095570435551	Non-heritable
VMR8	-0.344772439055127	0.280284925649189	-1.0245598593465	0.0588338667194256	-1.34443664529929	-2.68848707324541	-0.0259862347895724	-0.0625820090543306	-0.476262221515992	-0.344231986217011	-2.11697392793877	-0.0760772070755907	0.619853408726061	-0.136507069442562	-1.08761920577469	-0.0623317325207783	-1.20501043333125	0.769576832111733	-0.327503025518226	-0.347491008680201	-0.33301180893728	0.3927703393924	0.148091344754146	-0.1318090261161	-0.0200943435118068	0.827645051478189	0.882673496169985	-1.11557942391598	-0.248963455614911	-0.57765345057703	-0.0279233776662659	0.235974743124601	0.375887772095717	-0.145181685903023	-1.80431394928669	0.747286131982472	0.178807252185588	2.04748389506685	0.880036821187782	0.667805229614582	-0.0484623872003011	-0.305117002933927	-0.537515229623729	0.37602197062239	0.0543741237996896	0.127126426687545	0.339898973031203	-0.557232632721188	-0.356644500359234	0.377955512112657	0.080758325429393	-0.0531729358493476	-0.440413321416179	-0.14754670111914	0.64796638291764	-0.0707611338868812	-0.345306682290308	1.44006879016636	-0.91753638025452	0.263288473979326	1.72286410661086	-0.601012085147483	-0.747641630503808	0.574540791905544	-0.356825908489741	0.496293404223268	0.33152310541111	-0.818220242961337	-0.0355899680259462	0.300009428118894	-0.0515989457953782	-0.515691178349878	-1.73842934527284	-0.255363711333647	0.538196543287326	0.846902609285128	0.152172323021131	0.27248708481123	1.13640293675287	-0.666244350966664	0.37860591572183	-0.301144331845149	0.151578074158292	0.92640776248751	0.143484030387874	-1.00171261085687	-0.0274327994891703	-0.908471124198536	0.338975773455455	0.347566448424512	-0.716279440044421	0.350672894666567	-1.54626775363408	0.543222108075352	1.22015735612972	0.662840500073386	0.566867414588026	0.301246435040965	-0.200533020418456	-0.526182779199855	-0.407408154678789	0.257618596878365	0.216490262244926	0.821006662519623	-0.1626581169632	0.225239126632806	-0.127593888628843	0.0508646442868756	0.416523304954327	0.0806031693229612	-0.590215048674278	Heritable
VMR9	-8.13446120980195	-5.01852681827999	3.76600960660706	-0.683710580526707	0.347995613445079	0.0100422679581333	0.107551414331759	-0.085163077581788	-0.290759862137974	-0.0425768082801163	-0.0376926102973614	0.0835723406537144	0.253648179734341	0.0772302095997546	-0.0451376498823697	0.191101481704308	0.0104140799254866	-0.0756719877196709	-0.0405935854916052	-0.305784975636341	0.0995139248764085	0.140684664612662	0.293190133936127	-0.227746932773081	-0.000225576882268642	-0.159575742390213	-0.146836496060855	0.106047366222214	0.0940158649645499	0.0140161894704933	-0.428826653467896	-0.0606887395614972	0.0228932888284365	0.334351609094149	-0.147852172104704	-0.0421275928225078	0.240125579591846	0.0907191766613135	0.00259988459851652	0.202952430484479	0.0569854921846405	-0.30420578057681	0.145832769223836	-0.212780438795279	-0.0170441780000659	0.0737886348104367	0.163096038701758	-0.0128849164836081	-0.0320858065693188	-0.0188860127890268	0.065130875196214	0.208858933278584	-0.021457484507598	-0.0180905147605806	-0.0103584234035422	-0.08507687714734	0.11235871971961	-0.127150193071826	0.179625122690304	-0.0949026517246421	-0.0650003569673584	0.00216744919456273	0.080792670059256	-0.257651132408681	-0.197888103206902	-0.110822912593795	0.141720802104652	-0.210771470957702	0.00705446060670813	-0.24574690950635	0.0880864491824678	-0.0527649474141431	0.221494517469615	-0.270406122915909	0.232481468800275	0.160555529690567	0.0967114533050066	-0.232694072227217	-0.199032987591859	0.181336537611916	-0.152156725265804	0.246281342843002	-0.112916515172393	0.0846343881464133	0.0507998523454269	-0.150972773899936	0.0179274766448299	0.0800881573735556	-0.128419893728977	0.15951183144831	-0.0770912166776844	-0.0992047236227511	0.0454284971048429	-0.0873762449445424	-0.114191535547792	-0.138148088542668	-0.144756924694314	-0.235771304595825	-0.00337287808199098	-0.0269963084206255	-0.114652863369289	0.0390444645054663	-0.015401984400382	-0.138211436526877	-0.0422998309175113	0.124401120685314	-0.0574969987182368	-0.0136440735783023	0.00708611175759006	0.19635192809341	-0.227903459681818	Heritable
VMR10	-1.76655487841943	-8.61312575113561	7.7440890775707	-1.06180064997295	0.307137552395142	0.200646718103242	0.0414814355296003	-0.241612738496911	-0.00845181167489963	-0.115987567258996	-0.0799359821190757	0.261292209583762	0.382400110313492	-0.263304854510353	0.234569350176601	0.059864138165919	0.0912178237410492	0.196828509236662	-0.126694214845643	-0.110841014515461	0.105992029305975	-0.154496211072575	0.0157376985533592	0.1087441534345	-0.0802155322021265	0.0611005521857188	-0.253423621378678	0.133317133785229	0.247167707982835	0.0213918548068067	-0.133588359427459	0.0723467216315899	0.383721835261141	0.242597221579687	-0.117456160569415	-0.0260027943975093	0.173840348542414	-0.348849531837284	-0.0368458735611123	0.00205777226405636	-0.168673655024424	0.357401864395043	-0.519536517892679	-0.244060280130504	0.0646013834067647	0.0163914341751312	-0.252632956466962	0.179375721371913	0.27305804027789	0.162217469731774	-0.0138848382493611	0.139181451334616	-0.00440783316885457	-0.0230239891320435	0.40695490532369	0.0200117624047269	-0.148332489451006	-0.122047896958734	0.25325069052254	0.050118709042856	-0.308722645367326	0.0420450214459645	0.0104897784264245	0.0397939541647175	-0.000843977186035973	0.0726649982943856	-0.0421541550353507	0.0771520769235805	0.0968890117121394	-0.229350765892393	-0.0602225492633146	0.115093507143949	-0.0140523273463746	0.0522449812589383	-0.101785045132872	0.0532403290734812	-0.0243639349532541	-0.3093119945642	0.047150385278405	0.0347431980307527	0.000439504230146459	0.0617638845635378	-0.121307997626394	-0.27312630300294	-0.05159007843461	0.179776551666788	0.0111637346364014	-0.0630609530050633	-0.0705863421258311	-0.151723040859898	0.20245162187807	-0.0950670825705488	0.0246549623776052	0.150179644506927	-0.0945519164847869	-0.138841570711779	0.201545877688808	0.0596246910286932	0.126377630818679	-0.0239705780144699	0.210597305524483	0.002776563553931	0.0413460498529284	0.0401427467661442	0.0555250517106085	-0.0617060573810649	0.0886218256986932	-0.0370829804761548	-0.0627956847177675	-0.0119615454683574	-0.0600059745857845	Non-heritable
