simulations	estimable_simulations	estimable_rate	mean_true_h2	mean_estimated_h2	bias	absolute_mean_bias	mean_absolute_error	rmse	calibration_interval_coverage	positive_signal_rate	within_domain_rate	he_convergence_rate	he_bias	he_rmse	he_out_of_bounds_rate	calibrated_out_of_bounds_rate	spearman_truth_estimate	he_spearman_truth_estimate	null_type1_error	null_mean_estimated_h2	max_absolute_h2_level_bias
2430	2430	1	0.225	0.208313407416647	-0.0166865925833531	0.0166865925833531	0.0944691970365742	0.134123472084611	0.944855967078189	0.24156378600823	0.988065843621399	1	-0.0119429119572131	0.253030654972194	0.265020576131687	0.147736625514403	0.735106197605564	0.63385346436883	0.0197530864197531	0.045223991044778	0.0789293623580126
