"id","description","genome_fraction","observed_region_hits","fold_enrichment","p_value","p_adjust","mean_tss_dist","observed_gene_hits","gene_set_size","fold_enrichment_hyper","p_value_hyper","p_adjust_hyper"
"GO:0005515","protein binding",0.87184661134978,3254,1.05462218298587,0,0,140933,3130,6467,1.01930771079967,0.00117879540689458,0.190195677904843
"GO:0005488","binding",0.926390031389248,3413,1.04102666216267,0,0,142748,3463,7206,1.01209683492202,0.00552122035801506,0.261011188643191
"GO:0003674","molecular_function",0.953914399081044,3477,1.02994663647174,0,0,142702,3726,7784,1.0081005605975,0.00750674408765417,0.288778012734066
"GO:0005509","calcium ion binding",0.0619057975435599,297,1.35564058937626,1.30229571349005e-07,3.38596885507414e-05,182280,174,321,1.14158446153594,0.00817679829518214,0.288778012734066
"GO:0061629","RNA polymerase II-specific DNA-binding transcription factor binding",0.0430076874203172,218,1.43228630826656,1.63766552541134e-07,3.40634429285558e-05,182060,100,181,1.16355055614732,0.0207318973184727,0.419203365982398
"GO:0097367","carbohydrate derivative binding",0.182394119144496,762,1.18049343784516,3.79535541883413e-07,6.5786160593125e-05,146538,507,1041,1.02570167037437,0.20918474556073,0.834776635228893
"GO:0035639","purine ribonucleoside triphosphate binding",0.142466449059795,595,1.18011356738089,1.07568897234067e-05,0.00159816647319185,136943,408,830,1.03525158398033,0.163416465977439,0.814909947714209
"GO:0045296","cadherin binding",0.0363803379603721,178,1.38252409958745,1.59715838476959e-05,0.00180371371225563,152797,105,191,1.15776326280523,0.0215468966382939,0.419203365982398
"GO:0032555","purine ribonucleotide binding",0.145973282322299,606,1.17305584535488,1.70417878891937e-05,0.00180371371225563,135759,415,850,1.02823647088243,0.214915072583558,0.834776635228893
"GO:0140297","DNA-binding transcription factor binding",0.0642581502644523,290,1.27523203912422,2.03274784074114e-05,0.00180371371225563,175863,143,261,1.1538765917533,0.00971849081316567,0.288778012734066
"GO:0032553","ribonucleotide binding",0.146526065488237,607,1.17055881640461,2.11356008983365e-05,0.00180371371225563,135463,417,857,1.02475268758847,0.244740755226684,0.834776635228893
"GO:0060090","molecular adaptor activity",0.133961688076714,559,1.17909998466658,2.30499928879357e-05,0.00180371371225563,167106,293,593,1.04058308000272,0.175652761739548,0.814909947714209
"GO:0017076","purine nucleotide binding",0.150983044125877,623,1.16594833515187,2.47803384564316e-05,0.00180371371225563,134697,431,887,1.02333418754914,0.253566788425446,0.834776635228893
"GO:0050839","cell adhesion molecule binding",0.0579237601036771,264,1.2878539609468,2.53889690871034e-05,0.00180371371225563,157508,163,310,1.10736232445208,0.03815438842946,0.530822309240062
"GO:0001221","transcription coregulator binding",0.0147488176436184,84,1.60931669789294,2.69738055178603e-05,0.00180371371225563,147054,41,67,1.28876248912975,0.0163503027570933,0.353473392323674
"GO:0032559","adenyl ribonucleotide binding",0.117122050946516,494,1.19181190010767,2.77494417270097e-05,0.00180371371225563,134484,343,703,1.02754920593591,0.246262105245674,0.834776635228893
"GO:0005524","ATP binding",0.114377595608871,483,1.19323396067892,3.09353771782428e-05,0.00189251719208074,136171,336,685,1.03302906018475,0.20672574612869,0.834776635228893
"GO:1901265","nucleoside phosphate binding",0.160560498988054,657,1.15623496306131,3.62671049471963e-05,0.00209543273028245,133302,456,945,1.01624136192778,0.319318608709843,0.834776635228893
"GO:0000166","nucleotide binding",0.159040213791914,650,1.15485070323909,4.60328792977194e-05,0.00240932610178467,132501,453,939,1.01600639776558,0.322597474167122,0.834776635228893
"GO:0140678","molecular function inhibitor activity",0.0469798631243662,218,1.31118563881851,4.70579236523383e-05,0.00240932610178467,121414,130,230,1.19036280809333,0.00330750233102006,0.237017769337286
"GO:0030554","adenyl nucleotide binding",0.122033063901944,510,1.18089721440788,4.86498539783442e-05,0.00240932610178467,133430,358,739,1.02024017506406,0.305178467450245,0.834776635228893
"GO:0043168","anion binding",0.18959200289488,763,1.13716624728992,5.54603864125758e-05,0.0024248290089119,133853,525,1089,1.01530203487511,0.314780175223714,0.834776635228893
"GO:0019899","enzyme binding",0.202810936586146,812,1.13131643411345,5.58950684275139e-05,0.0024248290089119,137304,502,986,1.07223661899248,0.0119029235276218,0.301927816310406
"GO:0008289","lipid binding",0.0906473664168711,389,1.21258962386744,5.76143140000873e-05,0.0024248290089119,144648,214,402,1.12111858810474,0.0103450378931202,0.29739540897428
"GO:0008134","transcription factor binding",0.0749476144592508,328,1.23661772464297,5.82891588680745e-05,0.0024248290089119,168928,171,314,1.14691252430942,0.00687360029694417,0.287780940245719
"GO:0098772","molecular function regulator activity",0.197642729560172,790,1.1294465561727,8.94661512659267e-05,0.00357864605063707,134512,507,1005,1.06244322274599,0.0243487240898361,0.419203365982398
"GO:0005539","glycosaminoglycan binding",0.0274963603620283,136,1.397600781389,9.74877174395594e-05,0.00375508244952377,208830,71,130,1.1502144766961,0.06032052862977,0.642788070165781
"GO:0003824","catalytic activity",0.410564180702766,1562,1.07502709373157,0.000109433754643229,0.00406468231531993,134010,1139,2473,0.969981476363834,0.956665725681752,0.999999999097685
"GO:1901363","heterocyclic compound binding",0.168433319938905,680,1.14077590886599,0.00011395424321714,0.00408663492916641,133341,475,1001,0.999363227420242,0.52140813178554,0.933887122669087
"GO:0036094","small molecule binding",0.483884477259626,1822,1.06396200593825,0.000123019420304238,0.00426467323721358,146317,1344,2852,0.992461299055479,0.689234256624146,0.983659444381414
