"id","description","genome_fraction","observed_region_hits","fold_enrichment","p_value","p_adjust","mean_tss_dist","observed_gene_hits","gene_set_size","fold_enrichment_hyper","p_value_hyper","p_adjust_hyper"
"GO:0003674","molecular_function",0.953914399081044,4866,1.01716583116569,2.43724707083004e-09,2.87838879065028e-06,139512,4885,7784,1.00425408702652,0.0434284809839464,0.962414853258723
"GO:0005488","binding",0.926390031389248,4729,1.01789856840932,1.8123897043143e-06,0.00107021612039759,139445,4512,7206,1.00197457214308,0.295049662448979,0.962414853258723
"GO:0005515","protein binding",0.87184661134978,4465,1.02119914371488,3.53313419808599e-05,0.0139087716264652,137005,4047,6467,1.00141066084464,0.39037213697949,0.973482970695756
"GO:0003824","catalytic activity",0.410564180702766,2192,1.06460513201721,7.43011703754348e-05,0.0219374205533471,139173,1555,2473,1.00620887611667,0.326789774651127,0.962414853258723
"GO:0005154","epidermal growth factor receptor binding",0.00227161797686621,24,2.1067112162009,0.000734003244775572,0.128041643119383,118976,10,13,1.23094462064631,0.218669306990127,0.962414853258723
"GO:0030554","adenyl nucleotide binding",0.122033063901944,687,1.12255669505577,0.000772435666351212,0.128041643119383,139436,454,739,0.983090006908597,0.746176359616791,0.998867386434034
"GO:0004709","MAP kinase kinase kinase activity",0.000902414573699513,13,2.8725415186758,0.000841358008187854,0.128041643119383,169071,8,11,1.16380218679288,0.357994357731878,0.962414853258723
"GO:0032559","adenyl ribonucleotide binding",0.117122050946516,660,1.12365846894841,0.000905340835675283,0.128041643119383,141565,431,703,0.981078621547836,0.763750301464899,0.998867386434034
"GO:0005524","ATP binding",0.114377595608871,645,1.12446984781207,0.000975761886599869,0.128041643119383,141758,421,685,0.98349779690471,0.733857811965469,0.998867386434034
"GO:0097367","carbohydrate derivative binding",0.182394119144496,993,1.08559411335502,0.0024138712671159,0.266294940714805,145546,650,1041,0.999181752589946,0.528985740920976,0.998867386434034
"GO:0140677","molecular function activator activity",0.100456506326238,565,1.12150041921874,0.00248030850792791,0.266294940714805,150730,324,509,1.01861271948178,0.305258006571993,0.962414853258723
"GO:0005112","Notch binding",0.00434284548158932,36,1.65294036746488,0.0031508997386589,0.299276360052212,153824,13,16,1.30018525555767,0.0944036366424004,0.962414853258723
"GO:0140947","histone H3K9me2 methyltransferase activity",0.000814973849306365,11,2.69139892359064,0.00331729175088902,0.299276360052212,171589,3,5,0.960136804104123,0.724694626219654,0.998867386434034
"GO:0031005","filamin binding",0.0030342588813478,27,1.77435369398824,0.00393163566360377,0.299276360052212,143315,9,9,1.60022800684021,0.0144959925585,0.962414853258723
"GO:0016763","pentosyltransferase activity",0.0052067335406314,41,1.5701732219373,0.0041332918580943,0.299276360052212,203920,19,24,1.26684717208183,0.0656790359369086,0.962414853258723
"GO:0003723","RNA binding",0.130759122237136,720,1.09796769561715,0.00414929456191948,0.299276360052212,123340,442,704,1.00468860656729,0.450544149675059,0.985557763028083
"GO:0016712","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen",0.00218785896718435,21,1.91394315161373,0.00449926289080227,0.299276360052212,56647,18,19,1.5160054801644,0.00162249430153771,0.867654899548223
"GO:0016740","transferase activity",0.190896381821165,1031,1.07693633733638,0.004561367045673,0.299276360052212,149755,659,1048,1.00625024475925,0.404004424883591,0.985557763028083
"GO:0008047","enzyme activator activity",0.0609844484370595,350,1.14440041525803,0.00568974457510674,0.320363954727676,133453,190,285,1.0668186712268,0.0771518840012717,0.962414853258723
"GO:0036094","small molecule binding",0.483884477259626,2516,1.03680721087702,0.00605107535004812,0.320363954727676,143405,1794,2852,1.00659503656077,0.296407714401087,0.962414853258723
"GO:0000166","nucleotide binding",0.159040213791914,863,1.08201406833426,0.00649306511995462,0.320363954727676,141248,566,939,0.964567680374394,0.93570140332277,0.998867386434034
"GO:0017076","purine nucleotide binding",0.150983044125877,821,1.08428647950278,0.00667515895487303,0.320363954727676,141213,537,887,0.968796437061094,0.903750421737205,0.998867386434034
"GO:1901363","heterocyclic compound binding",0.168433319938905,911,1.07849821496842,0.00690356056171293,0.320363954727676,137490,604,1001,0.965572143987496,0.93695937215933,0.998867386434034
"GO:0120015","sterol transfer activity",0.00116184397103437,13,2.23112861506021,0.00700377840641342,0.320363954727676,77834,11,13,1.35403908271094,0.0816295402492372,0.962414853258723
"GO:0140296","general transcription initiation factor binding",0.00489944185204977,38,1.54655742923935,0.00701072224474264,0.320363954727676,100196,16,23,1.11320209171493,0.319007050019891,0.962414853258723
