pheno_id	num_snps	boosting_iterations_performed	h2_unscaled	r_squared_cv	PopSize	LD_Decay
pheno_41	4146	11	0.0773551248623318	0.999043447959181	200	0.6
pheno_42	4479	11	0.0943409087220434	0.999205940621459	200	0.6
pheno_43	8399	11	0.069255384989364	0.999911077063289	200	0.6
pheno_44	5348	11	0.302016615014898	0.998545034928558	200	0.6
pheno_45	3788	11	0.074702200991311	0.999087439674711	200	0.6
pheno_46	4996	23	0.432736261936244	0.997173612005905	200	0.6
pheno_47	16146	11	0.286547490222332	0.999937611646356	200	0.6
pheno_48	9525	11	0.326298337849268	0.999612778970261	200	0.6
pheno_49	1787	11	0.194887631854137	0.981084507460683	200	0.6
pheno_50	4203	13	0.0807764128274956	0.999302306144667	200	0.6
pheno_51	13923	11	0.0623436875984598	0.999972674463352	200	0.6
pheno_52	1359	16	0.0778662281847656	0.987026897510061	200	0.6
pheno_53	4149	11	0.0784296938429477	0.999131971721379	200	0.6
pheno_54	1131	19	0.0135702389238667	0.981174222064764	200	0.6
pheno_55	12104	12	0.0708039177295926	0.999955331711809	200	0.6
pheno_56	15855	11	0.063912411490818	0.999975639061797	200	0.6
pheno_57	5376	26	0.482821281530248	0.997804998660419	200	0.6
pheno_58	12101	11	0.0698235695553547	0.999938077782291	200	0.6
pheno_59	9974	11	0.0688671161353457	0.999931695269689	200	0.6
pheno_60	5054	11	0.0767517962075213	0.999591653499429	200	0.6
pheno_61	72	11	0.0858649060548832	0.458500443369611	200	0.6
pheno_62	8662	11	0.0691537942200415	0.999910273606506	200	0.6
pheno_63	8218	11	0.0720126604480214	0.999907712794617	200	0.6
pheno_64	2097	11	0.0756750364582324	0.995583587920837	200	0.6
pheno_65	8776	13	0.0726769068102748	0.999917729363353	200	0.6
pheno_66	1406	14	0.118085548385406	0.98859724385827	200	0.6
pheno_67	176	11	0.0397818382367803	0.51580299083506	200	0.6
pheno_68	6760	11	0.0752457958067118	0.999805139055889	200	0.6
pheno_69	68	11	0.0197853489209171	0.241201370942352	200	0.6
pheno_70	7877	13	0.0697319303930797	0.999868353185085	200	0.6
pheno_71	1100	19	0.0951061280370412	0.978483373125242	200	0.6
pheno_72	3523	11	0.438516130223991	0.994134885388616	200	0.6
pheno_73	1850	11	0.146185962399931	0.991492272952067	200	0.6
pheno_74	5712	14	0.0796239989542379	0.99978522785014	200	0.6
pheno_75	2180	13	0.512981025622693	0.981937876932551	200	0.6
pheno_76	7786	11	0.068592980063215	0.999860977508485	200	0.6
pheno_77	629	11	0.194766447303619	0.883812034169026	200	0.6
pheno_78	11065	11	0.090329863591522	0.999827407305032	200	0.6
pheno_79	2115	11	0.249529350322884	0.985726047186181	200	0.6
pheno_80	8520	11	0.0731803744898833	0.999892968668199	200	0.6
pheno_81	7956	11	0.0682144026941096	0.99989439588988	200	0.6
pheno_82	6369	23	0.0788091898368276	0.999756195546783	200	0.6
pheno_83	995	11	0.556666817695451	0.938724610914011	200	0.6
pheno_84	11744	11	0.424568240041275	0.999752640600998	200	0.6
pheno_85	6304	11	0.070108416217993	0.999614345645917	200	0.6
pheno_86	2408	11	0.0883823865035897	0.997245129710342	200	0.6
pheno_87	3967	11	0.0723097407826463	0.999014390671902	200	0.6
pheno_88	117	11	0.0610155584106892	0.51743494057369	200	0.6
pheno_89	352	18	0.053578012427139	0.728608338211786	200	0.6
pheno_90	3594	11	0.0748010171634527	0.999088642675748	200	0.6
pheno_91	3977	11	0.0807364860691865	0.999169205075144	200	0.6
pheno_92	4313	11	0.078427082117041	0.998876441613395	200	0.6
pheno_93	5020	15	0.0808806062055891	0.999485379309585	200	0.6
pheno_94	621	11	0.0394357335955136	0.813157215023992	200	0.6
pheno_95	6517	11	0.448974356355803	0.999273763325864	200	0.6
pheno_96	1750	11	0.0750521832252939	0.992158591527246	200	0.6
pheno_97	2804	24	0.380456825526393	0.992055348140689	200	0.6
