pheno_id	num_snps	boosting_iterations_performed	h2_unscaled	r_squared_cv	PopSize
pheno_1	6499	11	0.165581107736617	0.998748731525538	500
pheno_2	4244	15	0.197988770126208	0.995591315986669	500
pheno_3	9750	11	0.161320340813145	0.999276593480228	500
pheno_4	4473	12	0.185836017081081	0.996562290290326	500
pheno_5	1181	11	0.109165142881696	0.905668349878507	500
pheno_6	3126	11	0.207015329994836	0.991250428818578	500
pheno_7	2667	11	0.220081961900998	0.979479142358072	500
pheno_8	1504	11	0.231490344266871	0.940918858838512	500
pheno_9	732	11	0.118396822854359	0.778219725299328	500
pheno_10	5624	11	0.181909619063686	0.998265457410127	500
pheno_11	6957	13	0.190572208115999	0.993225586254608	500
pheno_12	2399	11	0.147192111946641	0.981214957632305	500
pheno_13	3486	11	0.182373198580204	0.982964553278833	500
pheno_14	5760	11	0.186147327176426	0.998388549985426	500
pheno_15	1372	11	0.550879193713976	0.884096736254666	500
pheno_16	3359	11	0.183008681629643	0.992890142513354	500
pheno_17	2249	11	0.218556797425975	0.960459555762766	500
pheno_18	4352	14	0.182450426063034	0.992374698044528	500
pheno_19	5649	16	0.178052114354425	0.998150764746178	500
pheno_20	6494	11	0.179130470571417	0.998575266700309	500
pheno_21	8519	11	0.159053435848323	0.998890407113156	500
pheno_22	3919	23	0.203730204991822	0.994401557324724	500
pheno_23	357	11	0.0568582748486355	0.601449349828398	500
pheno_24	1995	11	0.497123686145195	0.927339129928382	500
pheno_25	3903	11	0.202606752231001	0.981033065151343	500
pheno_26	7193	11	0.170118987739172	0.998658012789247	500
pheno_27	2734	11	0.220880194986719	0.955694407212597	500
pheno_28	5624	11	0.184073482944483	0.998375908857418	500
pheno_29	3426	11	0.206134833951529	0.988982575865083	500
pheno_30	1564	11	0.203467249546958	0.949572900495729	500
pheno_31	2493	11	0.205574656815744	0.98137909313223	500
pheno_32	2274	11	0.219880775481932	0.976460693845242	500
pheno_33	5331	11	0.177985835176359	0.995421151436446	500
pheno_34	3201	11	0.188159900808614	0.984733781209548	500
pheno_35	1800	11	0.189511854376762	0.923988640919659	500
pheno_36	1012	11	0.173595589287316	0.889273078876526	500
pheno_37	1828	11	0.237009539149713	0.967159533046359	500
pheno_38	2117	11	0.207738552656577	0.976108124916081	500
pheno_39	5319	11	0.187533132954605	0.997420636778071	500
pheno_40	2004	11	0.131758793584423	0.964129366335432	500
pheno_41	2108	11	0.20931677608486	0.978682833456035	500
pheno_42	1061	11	0.210771656167871	0.889278582172676	500
pheno_43	4052	14	0.191019279492521	0.994884134896076	500
pheno_44	3218	11	0.189579839837787	0.985105302014559	500
pheno_45	5369	11	0.184415463712929	0.998497021673145	500
pheno_46	1565	11	0.201948645305532	0.918662575501629	500
pheno_47	1752	11	0.230182782060364	0.913307190802835	500
pheno_48	3288	12	0.196629525567712	0.97648498726562	500
pheno_49	542	11	0.0529822955022041	0.678968092249682	500
pheno_50	1935	11	0.237159753281148	0.955396372228516	500
pheno_51	3443	12	0.215231472926867	0.988110785940964	500
pheno_52	1333	11	0.155059969954449	0.921101845971201	500
pheno_53	2803	11	0.218992022371039	0.983529796694315	500
pheno_54	2758	11	0.187379433931549	0.987876001916033	500
pheno_55	381	11	0.0526904489592768	0.610823306659121	500
pheno_56	4019	11	0.184295639156024	0.994671380045978	500
pheno_57	2257	11	0.528066637914946	0.948720705744047	500
pheno_58	4833	11	0.181330136842271	0.997215451618775	500
pheno_59	662	11	0.139085837888901	0.791761715661509	500
pheno_60	1299	11	0.171942423767424	0.919937239907996	500
pheno_61	95	11	0.0637543714068145	0.277028226001168	500
pheno_62	2736	11	0.213453400923905	0.986949110032916	500
pheno_63	774	11	0.114953522164173	0.797682069865471	500
pheno_64	2522	11	0.217148723399539	0.987191745837645	500
pheno_65	2297	11	0.22394995149805	0.970920292990488	500
pheno_66	1573	11	0.229500628997781	0.961818652024467	500
pheno_67	1093	11	0.0851521195594154	0.892941927825348	500
pheno_68	2475	11	0.22239669915895	0.984531542058121	500
pheno_69	5115	11	0.179228500718367	0.997462821885768	500
pheno_70	3313	11	0.186774011145826	0.992346401549697	500
pheno_71	3334	11	0.215650255775734	0.99216533720712	500
pheno_72	1108	11	0.190005880911417	0.862114942837745	500
pheno_73	3797	16	0.178139212751466	0.983742978414367	500
pheno_74	3032	11	0.192421756751726	0.979306334647549	500
pheno_75	2001	11	0.211018855645067	0.939354996772245	500
pheno_76	3457	11	0.199403116485156	0.988271372779365	500
pheno_77	5269	11	0.185693812722727	0.991891395366098	500
pheno_78	2271	11	0.640672433386432	0.931801215566737	500
pheno_79	5002	20	0.327963171449982	0.988744079401832	500
pheno_80	9485	11	0.15109137332859	0.999511760932086	500
pheno_81	4187	11	0.187756437552324	0.995805064993881	500
pheno_82	5231	11	0.186307092869099	0.998032789002062	500
pheno_83	1418	11	0.262176257617649	0.890266213807059	500
pheno_84	9260	11	0.164354996040052	0.997447486207212	500
pheno_85	628	11	0.0284793919252591	0.787235482961551	500
pheno_86	3742	15	0.18798096858458	0.988901926226274	500
pheno_87	2614	11	0.418997944301756	0.951323698785178	500
pheno_88	1782	11	0.208296655921026	0.94088043197796	500
pheno_89	1863	11	0.239306920088406	0.947805077313635	500
pheno_90	2093	11	0.148306442538112	0.975130933899503	500
pheno_91	2963	11	0.210067591953253	0.988228946105957	500
pheno_92	5104	13	0.297493629006323	0.985168911292711	500
pheno_93	4122	15	0.196710664780566	0.994383121165603	500
pheno_94	231	11	0.054045684457265	0.456389120718015	500
pheno_95	190	11	0.350412590357566	0.67203988429096	500
pheno_96	3817	11	0.188538609808123	0.992211961532403	500
pheno_97	4157	11	0.181703167487777	0.979480303149246	500
pheno_98	2127	11	0.223332640645683	0.976788641388469	500
pheno_99	449	11	0.215535991319883	0.696470043653847	500
pheno_100	582	11	0.142549965060998	0.749409538539708	500
pheno_101	1827	11	0.148426165422724	0.942670816268382	500
pheno_102	1812	11	0.210141000086346	0.949039409074999	500
pheno_103	1570	13	0.346592925753008	0.911118964911321	500
pheno_104	4994	11	0.18688634082791	0.99737734937317	500
pheno_105	3331	11	0.197072950611461	0.992534704169103	500
pheno_106	1894	11	0.207831933418448	0.954522057805482	500
pheno_107	4622	11	0.185538736446858	0.997096251947577	500
pheno_108	480	11	0.163621786486353	0.671503072716895	500
pheno_109	5766	11	0.18197718605664	0.98997505116574	500
pheno_110	3644	11	0.192014945064124	0.995154008651394	500
pheno_111	2160	11	0.189008360943405	0.979644793879238	500
pheno_112	864	11	0.0671563398725393	0.843063984678087	500
pheno_113	4061	11	0.186107696968973	0.995165801102127	500
pheno_114	5161	11	0.169049139435428	0.994348793098252	500
pheno_115	3415	11	0.197627905311981	0.991626347810093	500
pheno_116	4507	11	0.177633566638444	0.996426897823122	500
pheno_117	2778	11	0.194955449319253	0.98795933643929	500
pheno_118	2346	11	0.42207183527853	0.937321965101501	500
pheno_119	3541	13	0.20190645168087	0.9765085179549	500
pheno_120	4968	11	0.197455510526025	0.984956954246307	500
pheno_121	2344	11	0.213023665380386	0.943114238855051	500
pheno_122	6818	11	0.168509529605489	0.997848811998851	500
pheno_123	1713	11	0.217235598803071	0.907176425829642	500
pheno_124	487	11	0.180030356795113	0.720247767690445	500
pheno_125	4476	11	0.185786868992044	0.994825583559769	500
pheno_126	4305	11	0.180076036992759	0.996135406296375	500
pheno_127	2001	11	0.221067788657159	0.9726226305579	500
pheno_128	2995	11	0.190715475095398	0.990978346313935	500
pheno_129	2080	11	0.158552104422658	0.967952502308481	500
pheno_130	5988	11	0.185571407776807	0.99728605572445	500
pheno_131	104	11	0.0777154256536145	0.308616629210785	500
pheno_132	3733	11	0.187016483773165	0.9939746725865	500
pheno_133	662	11	0.247714430258258	0.802603870029077	500
pheno_134	1713	11	0.144762900950547	0.957234774536802	500
pheno_135	3280	11	0.187757092653941	0.991925982078471	500
pheno_136	1036	11	0.109361687888121	0.884791479539636	500
pheno_137	8802	11	0.158311845950233	0.999220765162775	500
pheno_138	1487	11	0.230268710354685	0.949180681060457	500
pheno_139	1400	11	0.178605975592319	0.931170587085347	500
pheno_140	1572	11	0.239539492864223	0.953168538676671	500
pheno_141	2108	11	0.157090056349994	0.969026521514575	500
pheno_142	1706	14	0.15590605555034	0.916864840646035	500
pheno_143	1665	11	0.2382998040979	0.909869758789695	500
pheno_144	4429	11	0.182712450395625	0.996691632387455	500
pheno_145	3613	20	0.193804539332061	0.98547964937867	500
pheno_146	2947	11	0.207618667472321	0.959659096807593	500
pheno_147	829	11	0.194200820576541	0.87240937467253	500
pheno_148	475	11	0.104948574633824	0.694603807309543	500
pheno_149	3642	16	0.192203624698803	0.993858710545711	500
pheno_150	2356	11	0.198638420682571	0.963563485294563	500
pheno_151	1138	11	0.0802706514464506	0.907631012831212	500
pheno_152	11056	11	0.144211217767721	0.999745852577801	500
pheno_153	2197	11	0.235102607597113	0.978218494124229	500
pheno_154	3106	11	0.197120959540451	0.990062022229897	500
pheno_155	4212	13	0.17333586704654	0.992686998671512	500
pheno_156	7182	11	0.1715191341604	0.999098082812862	500
pheno_157	980	11	0.0936132712981924	0.899321516615278	500
pheno_158	1345	11	0.141710657252236	0.9218796452564	500
pheno_159	725	11	0.0896198903632496	0.797991429202394	500
pheno_160	2451	11	0.206460978451576	0.983635603340768	500
pheno_161	4448	11	0.199526959326607	0.996032559622661	500
pheno_162	2175	11	0.237826167352561	0.966886733200488	500
pheno_163	2155	12	0.174214999778697	0.979310107685351	500
pheno_164	4725	12	0.189982626311478	0.996800296364964	500
pheno_165	1558	11	0.210884006203027	0.945028792266716	500
pheno_166	963	11	0.154110178737175	0.853756422706953	500
pheno_167	742	13	0.0440309208923752	0.753054365337381	500
pheno_168	5872	12	0.164946496874215	0.998559591318207	500
pheno_169	3529	11	0.212283647218232	0.994050680134193	500
pheno_170	2251	11	0.212431580968709	0.977615408151126	500
pheno_171	90	11	0.0550768668955059	0.250748111076236	500
