"id","description","genome_fraction","observed_region_hits","fold_enrichment","p_value","p_adjust","mean_tss_dist","observed_gene_hits","gene_set_size","fold_enrichment_hyper","p_value_hyper","p_adjust_hyper"
"GO:0009056","catabolic process",0.210585332362355,1925,1.12272015016071,9.13375908240255e-09,6.04289500891753e-05,121486,1030,1128,1.01889090192203,0.0232361011299225,0.922613181559091
"GO:0051179","localization",0.413587128977322,3597,1.06817479235325,1.37490849594357e-07,0.000313804740391888,140545,2083,2323,1.00055189620789,0.480825463363542,0.988917470583151
"GO:0051234","establishment of localization",0.370313134921903,3239,1.07426328543767,1.66409627855302e-07,0.000313804740391888,140754,1833,2042,1.00162760771167,0.419366106691559,0.988917470583151
"GO:0009057","macromolecule catabolic process",0.115552362080695,1090,1.15855477711537,2.23523189513131e-07,0.000313804740391888,116027,543,596,1.01660707791564,0.119910988599073,0.988917470583151
"GO:0030163","protein catabolic process",0.081870539851979,795,1.19263726871862,2.37155940441269e-07,0.000313804740391888,118862,404,437,1.03157186175978,0.0242581275736659,0.936835447850122
"GO:0016192","vesicle-mediated transport",0.135432979641408,1249,1.13267915177855,1.71638965773546e-06,0.0018926056625963,132743,651,724,1.00332580355442,0.421270104983179,0.988917470583151
"GO:0006810","transport",0.349238436145976,3042,1.0698085804387,2.31896518609886e-06,0.00197287775343447,140827,1710,1904,1.00214075778094,0.395023554003956,0.988917470583151
"GO:0044238","primary metabolic process",0.70381150039037,5918,1.03273168992484,2.38558374054954e-06,0.00197287775343447,141508,3729,4140,1.00505910310151,0.0890624832984042,0.988917470583151
"GO:0071840","cellular component organization or biogenesis",0.552548134214215,4694,1.04337846901332,6.92365069310252e-06,0.00508965255395181,147744,2699,2997,1.00488346662402,0.169069156907594,0.988917470583151
"GO:0098657","import into cell",0.0843806928952667,798,1.16152538587365,8.17693533561314e-06,0.00540986041804166,140492,404,445,1.01302674963825,0.228773025914626,0.988917470583151
"GO:0051052","regulation of DNA metabolic process",0.0380587883464294,386,1.24566496202468,1.15184098687937e-05,0.00692779997199447,134872,176,195,1.00711164041213,0.44147499752859,0.988917470583151
"GO:0008152","metabolic process",0.765426604740141,6392,1.0256569208721,1.28515764026282e-05,0.00708550245664904,139691,4157,4619,1.00422637031909,0.102383469699663,0.988917470583151
"GO:0016043","cellular component organization",0.546411078973441,4634,1.04161070570589,1.9274840313166e-05,0.00980941103937738,148468,2641,2931,1.00543070014509,0.146799008764344,0.988917470583151
"GO:0009628","response to abiotic stimulus",0.0981475119051424,910,1.13875684317819,2.70751384838785e-05,0.0127949368720957,135399,470,519,1.01048543794636,0.260550532359497,0.988917470583151
"GO:0009987","cellular process",0.93298934358492,7685,1.0116635213323,3.12532742694493e-05,0.0137847775044451,141419,6023,6697,1.0035340747803,0.0189308140673681,0.853795168927891
