region	sample_id	n_cell_types	fraction_sum	min_fraction	max_fraction	bounded	sum_to_one
dlpfc	Br1003	7	1	0.011270549131488	0.567419712721388	TRUE	TRUE
dlpfc	Br1004	7	1	0.044694457709471	0.309032731187639	TRUE	TRUE
dlpfc	Br1007	7	1	0.00686667952656243	0.410382502882295	TRUE	TRUE
dlpfc	Br1016	7	1	0.0600980652465279	0.205657745146413	TRUE	TRUE
dlpfc	Br1017	7	1	0.0233455777470009	0.342647009081431	TRUE	TRUE
dlpfc	Br1021	7	1	0.0156945638556582	0.410444736930424	TRUE	TRUE
dlpfc	Br1023	7	1	0.0436343466755166	0.304177000662938	TRUE	TRUE
dlpfc	Br1030	7	1	0.0661795774391258	0.280480074243696	TRUE	TRUE
dlpfc	Br1034	7	1	0.0472879234911204	0.274395850857135	TRUE	TRUE
dlpfc	Br1039	7	1	0.0560270474020065	0.23416359171066	TRUE	TRUE
dlpfc	Br1053	7	1	0.0120270512441942	0.491003829201367	TRUE	TRUE
dlpfc	Br1054	7	1	0.0392672895555618	0.27694030127573	TRUE	TRUE
dlpfc	Br1056	7	1	0.046292354342694	0.328842163528915	TRUE	TRUE
dlpfc	Br1067	7	1	0.0432040348655523	0.353671782692652	TRUE	TRUE
dlpfc	Br1069	7	1	0.0253334623170179	0.425199812407143	TRUE	TRUE
dlpfc	Br1084	7	1	0.0366300598823328	0.315323396219412	TRUE	TRUE
dlpfc	Br1093	7	1	0.0314738036942226	0.368959457849111	TRUE	TRUE
dlpfc	Br1099	7	1	0.0152932440597731	0.48671112104944	TRUE	TRUE
dlpfc	Br1102	7	1	0.0646503110699092	0.196916910717838	TRUE	TRUE
dlpfc	Br1105	7	1	0.0631672304810018	0.227259936647441	TRUE	TRUE
dlpfc	Br1111	7	1	0.0419432108823944	0.526248420309595	TRUE	TRUE
dlpfc	Br1122	7	1	0.00867523605614486	0.493973913547173	TRUE	TRUE
dlpfc	Br1134	7	1	0.0444788059814264	0.478845768169402	TRUE	TRUE
dlpfc	Br1135	7	1	0.0603310914695264	0.261293854589331	TRUE	TRUE
dlpfc	Br1137	7	1	0.0611667598424177	0.224825916478049	TRUE	TRUE
dlpfc	Br1142	7	1	0.0640016698608088	0.226225839256393	TRUE	TRUE
dlpfc	Br1143	7	1	0.0184959343746063	0.524172006699439	TRUE	TRUE
dlpfc	Br1160	7	1	0.0285128302704724	0.422765638475121	TRUE	TRUE
dlpfc	Br1167	7	1	0.0336473149550585	0.254876797823147	TRUE	TRUE
dlpfc	Br1179	7	1	0.000969672939913266	0.495828197837533	TRUE	TRUE
dlpfc	Br1185	7	1	0.0284721050030782	0.42679216557067	TRUE	TRUE
dlpfc	Br1187	7	1	0.0453345872261244	0.26774603365423	TRUE	TRUE
dlpfc	Br1193	7	1	0.066207441829984	0.222735603143876	TRUE	TRUE
dlpfc	Br1214	7	1	0.0386774283924733	0.233680374358462	TRUE	TRUE
dlpfc	Br1227	7	1	0.0550625818480954	0.265592090650678	TRUE	TRUE
dlpfc	Br1228	7	1	0.00606949346814145	0.548317911741992	TRUE	TRUE
dlpfc	Br1235	7	1	0.0436719989303736	0.366215031141158	TRUE	TRUE
dlpfc	Br1245	7	1	0.0425135616584594	0.311673374789686	TRUE	TRUE
dlpfc	Br1250	7	1	0.0430520438956176	0.356706955945468	TRUE	TRUE
dlpfc	Br1263	7	1	0.0438028775408135	0.267313690799928	TRUE	TRUE
dlpfc	Br1265	7	1	0.0330973502116065	0.416443760636223	TRUE	TRUE
dlpfc	Br1275	7	1	0.00657561891892758	0.381947829480244	TRUE	TRUE
dlpfc	Br1276	7	1	0.0401971002208498	0.311269441987862	TRUE	TRUE
dlpfc	Br1279	7	1	0.0629538032990228	0.268500090798203	TRUE	TRUE
dlpfc	Br1280	7	1	0	0.719719988448346	TRUE	TRUE
dlpfc	Br1281	7	1	0.0427912917765675	0.246312129610288	TRUE	TRUE
dlpfc	Br1283	7	1	0.0502982226471709	0.298103231452409	TRUE	TRUE
dlpfc	Br1298	7	1	0.00319878201638613	0.505465977801238	TRUE	TRUE
dlpfc	Br1314	7	1	0.043899103899059	0.308897085941579	TRUE	TRUE
dlpfc	Br1320	7	1	0.0244975105823595	0.385280658907567	TRUE	TRUE
dlpfc	Br1321	7	1	0.0315156656717941	0.281482064776276	TRUE	TRUE
dlpfc	Br1324	7	1	0.0384136299648254	0.369830966131101	TRUE	TRUE
dlpfc	Br1325	7	1	0.0411730729695301	0.278261161767717	TRUE	TRUE
dlpfc	Br1326	7	1	0.0431288645532706	0.292538953116922	TRUE	TRUE
dlpfc	Br1339	7	1	0.00259166003479316	0.688165877804446	TRUE	TRUE
dlpfc	Br1340	7	1	0.0313438225725318	0.434295433832363	TRUE	TRUE
dlpfc	Br1348	7	1	0.0513805987830683	0.281698666649375	TRUE	TRUE
dlpfc	Br1351	7	1	0.0478543396812109	0.315323687943403	TRUE	TRUE
dlpfc	Br1370	7	1	0.0445115562077921	0.520765824202378	TRUE	TRUE
dlpfc	Br1378	7	1	0.026349443245756	0.404733127308703	TRUE	TRUE
dlpfc	Br1383	7	1	0.0440483139204998	0.366104022151381	TRUE	TRUE
dlpfc	Br1389	7	1	0.0502863210820358	0.230116978186333	TRUE	TRUE
dlpfc	Br1390	7	1	0.0201054737106331	0.459680132995434	TRUE	TRUE
dlpfc	Br1399	7	1	0.0571946298303622	0.283936447471272	TRUE	TRUE
dlpfc	Br1410	7	1	0.0532233534858917	0.206421568475317	TRUE	TRUE
dlpfc	Br1416	7	1	0.0534325907602864	0.218941221184446	TRUE	TRUE
dlpfc	Br1420	7	1	0.016882213350134	0.26320529815832	TRUE	TRUE
dlpfc	Br1425	7	1	0.0160208594431735	0.411219763507555	TRUE	TRUE
dlpfc	Br1446	7	1	0.042374201902411	0.377733037506545	TRUE	TRUE
dlpfc	Br1447	7	1	0.0478790047896539	0.26836656316206	TRUE	TRUE
dlpfc	Br1453	7	1	0.0327766967566405	0.309427829896738	TRUE	TRUE
dlpfc	Br1455	7	1	0.0692155031549054	0.258186512794571	TRUE	TRUE
dlpfc	Br1459	7	1	0.02187027476445	0.628997717779643	TRUE	TRUE
dlpfc	Br1463	7	1	0.0440283300459726	0.209013639643995	TRUE	TRUE
dlpfc	Br1464	7	1	0.062091209354479	0.247980902048719	TRUE	TRUE
dlpfc	Br1473	7	1	0.0229065365864676	0.46152724472232	TRUE	TRUE
dlpfc	Br1474	7	1	0.0523892589636425	0.253298218326256	TRUE	TRUE
dlpfc	Br1494	7	1	0.0241707768571254	0.411933646305651	TRUE	TRUE
dlpfc	Br1497	7	1	0.0400309153851988	0.276056612120564	TRUE	TRUE
dlpfc	Br1498	7	1	0.0199628934501372	0.299513223950539	TRUE	TRUE
dlpfc	Br1499	7	1	0.0209321726981582	0.367437153528123	TRUE	TRUE
dlpfc	Br1503	7	1	0.0310086220955817	0.320613956346999	TRUE	TRUE
dlpfc	Br1504	7	1	0.0477933466618831	0.301046134300805	TRUE	TRUE
dlpfc	Br1509	7	1	0.0485317174551895	0.258339412436971	TRUE	TRUE
dlpfc	Br1517	7	1	0.0505783080764123	0.45950851614381	TRUE	TRUE
dlpfc	Br1522	7	1	0.0431414237870541	0.221945515294053	TRUE	TRUE
