region	sample_id	n_cell_types	fraction_sum	min_fraction	max_fraction	bounded	sum_to_one
caudate	Br1003	7	1	0.0539473620742621	0.461678081649802	TRUE	TRUE
caudate	Br1004	7	1	0.0518365061667312	0.469788499236769	TRUE	TRUE
caudate	Br1007	7	1	0.0409950515604625	0.536840219538853	TRUE	TRUE
caudate	Br1016	7	1	0.0543174862721826	0.398820005461681	TRUE	TRUE
caudate	Br1017	7	1	0.0330166730125705	0.540000553296397	TRUE	TRUE
caudate	Br1021	7	1	0.0155045702598731	0.646644394604769	TRUE	TRUE
caudate	Br1023	7	1	0.0239047093064071	0.633717524594145	TRUE	TRUE
caudate	Br1030	7	1	0.0563534953730642	0.427772911116815	TRUE	TRUE
caudate	Br1033	7	1	0.0406686692516084	0.422898494287349	TRUE	TRUE
caudate	Br1034	7	1	0.037815392219468	0.51569988484212	TRUE	TRUE
caudate	Br1039	7	1	0.04328168255418	0.495076722555716	TRUE	TRUE
caudate	Br1040	7	1	0.07090770386242	0.269408588509965	TRUE	TRUE
caudate	Br1050	7	1	0.0645483303518964	0.357084354977794	TRUE	TRUE
caudate	Br1053	7	1	0.045453434953179	0.520307975898965	TRUE	TRUE
caudate	Br1054	7	1	0.000952547150201985	0.640129483609664	TRUE	TRUE
caudate	Br1056	7	1	0.0269698235471004	0.555533426660696	TRUE	TRUE
caudate	Br1067	7	1	0.0505136840859898	0.441120471374965	TRUE	TRUE
caudate	Br1069	7	1	0.0338728479860957	0.563850165552781	TRUE	TRUE
caudate	Br1081	7	1	0.0592145274501891	0.504410249349457	TRUE	TRUE
caudate	Br1084	7	1	0.0206740973091222	0.585747352905603	TRUE	TRUE
caudate	Br1092	7	1	0.00576473924146525	0.650473973162769	TRUE	TRUE
caudate	Br1093	7	1	0.0306057081089509	0.485284217923142	TRUE	TRUE
caudate	Br1102	7	1	0.0484746510234696	0.443314728407064	TRUE	TRUE
caudate	Br1109	7	1	0.0516057722403642	0.498415944071995	TRUE	TRUE
caudate	Br1113	7	1	0.0381446951263406	0.572643978585604	TRUE	TRUE
caudate	Br1122	7	1	0.0264958810350798	0.56215880286863	TRUE	TRUE
caudate	Br1134	7	1	0.0096129137149828	0.610904092411182	TRUE	TRUE
caudate	Br1135	7	1	0.0269159961228991	0.60019037315376	TRUE	TRUE
caudate	Br1137	7	1	0.052289611973123	0.443404209218607	TRUE	TRUE
caudate	Br1139	7	1	0.0530278718673091	0.462116581384427	TRUE	TRUE
caudate	Br1148	7	1	0.0586540026858598	0.357565311925522	TRUE	TRUE
caudate	Br1156	7	1	0.0553743189731617	0.374481518525207	TRUE	TRUE
caudate	Br1157	7	1	0.0278750726198868	0.484266345942793	TRUE	TRUE
caudate	Br1160	7	1	0.0399345392976594	0.481297642184013	TRUE	TRUE
caudate	Br1164	7	1	0.0350710062781121	0.574417906145547	TRUE	TRUE
caudate	Br1167	7	1	0.0171559416328539	0.576437925711209	TRUE	TRUE
caudate	Br1183	7	1	0.0705083796461345	0.37680849520601	TRUE	TRUE
caudate	Br1185	7	1	0.0574705837575328	0.45164652263448	TRUE	TRUE
caudate	Br1187	7	1	0.0520092870773806	0.471555619202423	TRUE	TRUE
caudate	Br1189	7	1	0.0452081498002568	0.483104144623723	TRUE	TRUE
caudate	Br1191	7	1	0.0322393684030532	0.486331313467246	TRUE	TRUE
caudate	Br1193	7	1	0.0585895567735405	0.448473843797853	TRUE	TRUE
caudate	Br1203	7	1	0.0599821635793421	0.42983948580454	TRUE	TRUE
caudate	Br1204	7	1	0.0416999835179002	0.449484957095696	TRUE	TRUE
caudate	Br1214	7	1	0.025617283612733	0.508340608364818	TRUE	TRUE
caudate	Br1221	7	1	0.0444889668851455	0.465948986853299	TRUE	TRUE
caudate	Br1227	7	1	0.0324818000552452	0.446945841312327	TRUE	TRUE
caudate	Br1228	7	1	0.030473965017821	0.520100690911359	TRUE	TRUE
caudate	Br1245	7	1	0.0461138432960744	0.471835706185384	TRUE	TRUE
caudate	Br1249	7	1	0.0497301909882872	0.456927760861344	TRUE	TRUE
