sample_id	region	n_marker_coordinates	n_marker_coordinates_covered	marker_coverage_fraction	mean_marker_coverage	sample_qc_pass
Br1003	caudate	2998	2917	0.972981987991995	13.4009339559706	TRUE
Br1004	caudate	2998	2989	0.996997998665777	15.1490993995997	TRUE
Br1007	caudate	2998	2967	0.989659773182121	17.530353569046	TRUE
Br1016	caudate	2998	2993	0.998332221480987	16.4266177451634	TRUE
Br1017	caudate	2998	2984	0.995330220146765	19.1961307538359	TRUE
Br1021	caudate	2998	2974	0.991994663108739	16.5577051367578	TRUE
Br1023	caudate	2998	2962	0.987991994663109	15.5647098065377	TRUE
Br1030	caudate	2998	2956	0.985990660440294	14.7084723148766	TRUE
Br1033	caudate	2998	2894	0.965310206804536	12.7745163442295	TRUE
Br1034	caudate	2998	2977	0.992995330220147	16.5607071380921	TRUE
Br1039	caudate	2998	2974	0.991994663108739	14.679119412942	TRUE
Br1040	caudate	2998	2984	0.995330220146765	15.633422281521	TRUE
Br1050	caudate	2998	2983	0.994996664442962	16.1897931954636	TRUE
Br1053	caudate	2998	2992	0.997998665777185	15.5880587058039	TRUE
Br1054	caudate	2998	2991	0.997665110073382	20.6624416277518	TRUE
Br1056	caudate	2998	2981	0.994329553035357	18.5833889259506	TRUE
Br1067	caudate	2998	2989	0.996997998665777	15.9046030687125	TRUE
Br1069	caudate	2998	2919	0.9736490993996	14.6100733822548	TRUE
Br1081	caudate	2998	2886	0.962641761174116	14.8438959306204	TRUE
Br1084	caudate	2998	2816	0.939292861907939	12.319212808539	TRUE
Br1092	caudate	2998	2978	0.993328885923949	15.9843228819213	TRUE
Br1093	caudate	2998	2985	0.995663775850567	15.8302201467645	TRUE
Br1102	caudate	2998	2922	0.974649766511007	13.971314209473	TRUE
Br1109	caudate	2998	2871	0.957638425617078	13.1477651767845	TRUE
Br1113	caudate	2998	2991	0.997665110073382	17.0396931287525	TRUE
Br1122	caudate	2998	2945	0.982321547698466	12.8278852568379	TRUE
Br1134	caudate	2998	2997	0.999666444296197	19.1124082721815	TRUE
Br1135	caudate	2998	2987	0.996330887258172	17.922281521014	TRUE
Br1137	caudate	2998	2961	0.987658438959306	14.1057371581054	TRUE
Br1139	caudate	2998	2974	0.991994663108739	14.9893262174783	TRUE
Br1148	caudate	2998	2987	0.996330887258172	17.0116744496331	TRUE
Br1156	caudate	2998	2975	0.992328218812542	15.8865910607071	TRUE
Br1157	caudate	2998	2996	0.999332888592395	18.6164109406271	TRUE
Br1160	caudate	2998	2994	0.99866577718479	18.2515010006671	TRUE
Br1164	caudate	2998	2987	0.996330887258172	18.0336891260841	TRUE
Br1167	caudate	2998	2987	0.996330887258172	17.2978652434957	TRUE
Br1183	caudate	2998	2982	0.994663108739159	16.3372248165444	TRUE
Br1185	caudate	2998	2978	0.993328885923949	15.0180120080053	TRUE
Br1187	caudate	2998	2993	0.998332221480987	18.0356904603069	TRUE
Br1189	caudate	2998	2993	0.998332221480987	17.4076050700467	TRUE
Br1191	caudate	2998	2968	0.989993328885924	14.4232821881254	TRUE
