cohort	tissue	modality	population	assay	n_control_pheno	n_rna_samples	n_model_samples_pre_pair_filter	n_features_total	n_features_assay_varying	n_pairs_before_constant_filter	n_pairs_after_constant_filter	n_features_linked	model
BA_only	dlpfc	psi	AA	counts	69	500	69	690907	472105	1867138	1290529	351141	feature ~ VMR_methylation + RNA_covariates
