term	estimate	std.error	statistic	p.value	conf.low	conf.high	model	estimate_scale	cohort	tissue	modality	population	vmr_set	run_tag
(Intercept)	0.321571582732624	0.737110083345714	-1.53916644659327	0.123763666738392	0.0749474041561513	1.35001449123156	burden_fdr10_category	odds_ratio	all_individuals	caudate	psi	EA	shared	window_250kb
h2_categoryNon-heritable	0.349679097735818	0.115514536111796	-9.09616611081957	9.35768205857183e-20	0.278098733026173	0.437523984254704	burden_fdr10_category	odds_ratio	all_individuals	caudate	psi	EA	shared	window_250kb
h2_categoryLow prediction	0.15141026252627	0.413588715164922	-4.56434638293723	5.01052928131848e-06	0.0643638480317763	0.329299722006041	burden_fdr10_category	odds_ratio	all_individuals	caudate	psi	EA	shared	window_250kb
log_vmr_length	1.33189405596098	0.0565940651783785	5.06417113675692	4.1018105034196e-07	1.19240658650775	1.48865865785482	burden_fdr10_category	odds_ratio	all_individuals	caudate	psi	EA	shared	window_250kb
log_num_snps	0.560262322063993	0.0973055918333079	-5.95392476177959	2.6178718919598e-09	0.463217361704742	0.678623489641736	burden_fdr10_category	odds_ratio	all_individuals	caudate	psi	EA	shared	window_250kb
methylation_variance	99252874309404.2	7.56529734185013	4.26006943799661	2.04363403969705e-05	30597874.4722768	2.55572537928281e+20	burden_fdr10_category	odds_ratio	all_individuals	caudate	psi	EA	shared	window_250kb
log_min_distance	0.921256702426517	0.0121025081094882	-6.77682339907242	1.22846895205933e-11	0.899458492249587	0.943181966751208	burden_fdr10_category	odds_ratio	all_individuals	caudate	psi	EA	shared	window_250kb
chromatin_stateGenic/other	1.03021782910733	0.237833270648173	0.125172833770995	0.900386723578205	0.660386363945383	1.68481566648001	burden_fdr10_category	odds_ratio	all_individuals	caudate	psi	EA	shared	window_250kb
chromatin_stateIntergenic	1.1689256234493	0.261271813375283	0.597404880260203	0.550237096235171	0.711971111330929	1.99135746626651	burden_fdr10_category	odds_ratio	all_individuals	caudate	psi	EA	shared	window_250kb
chromatin_statePromoter	1.75951481280127	0.239457246815488	2.3596617100317	0.0182916067376036	1.12367394442322	2.88508543506149	burden_fdr10_category	odds_ratio	all_individuals	caudate	psi	EA	shared	window_250kb
(Intercept)	2.27989971638091	0.190124318949356	11.9916259475897	8.19702798614628e-33	1.9071987942469	2.65260063851492	strength_category	log_abs_beta	all_individuals	caudate	psi	EA	shared	window_250kb
h2_categoryNon-heritable	0.228192491640641	0.0255953077403736	8.9154033213945	6.10730063976513e-19	0.178017980300606	0.278367002980677	strength_category	log_abs_beta	all_individuals	caudate	psi	EA	shared	window_250kb
h2_categoryLow prediction	0.234247985074986	0.117635814736513	1.99129819094352	0.0464867111420927	0.00364636151328565	0.464849608636687	strength_category	log_abs_beta	all_individuals	caudate	psi	EA	shared	window_250kb
log_vmr_length	-0.0898778497625324	0.0140941849345129	-6.37694554031611	1.92089753371169e-10	-0.117506696776151	-0.0622490027489136	strength_category	log_abs_beta	all_individuals	caudate	psi	EA	shared	window_250kb
log_num_snps	-0.121333472786251	0.0258918553641796	-4.68616370204628	2.8360806411522e-06	-0.172089306775908	-0.0705776387965936	strength_category	log_abs_beta	all_individuals	caudate	psi	EA	shared	window_250kb
