term	estimate	std.error	statistic	p.value	conf.low	conf.high	model	estimate_scale	cohort	tissue	modality	population	vmr_set	run_tag
methylation_variance	-14.4663277602678	2.74942482982549	-5.26158329674576	1.47036210185157e-07	-19.8560284312644	-9.0766270892713	strength_category	log_abs_beta	all_individuals	caudate	psi	EA	shared	window_250kb
log_min_distance	-0.0404345471028016	0.00273883219634265	-14.7634262357499	1.33790783901691e-48	-0.0458034830221414	-0.0350656111834617	strength_category	log_abs_beta	all_individuals	caudate	psi	EA	shared	window_250kb
chromatin_stateGenic/other	-0.121162324122224	0.048912405017607	-2.47712873817203	0.0132677249280375	-0.217045368198823	-0.0252792800456259	strength_category	log_abs_beta	all_individuals	caudate	psi	EA	shared	window_250kb
chromatin_stateIntergenic	-0.00643619765327488	0.0545646295557779	-0.117955490684594	0.906106291416812	-0.113399304023461	0.100526908716911	strength_category	log_abs_beta	all_individuals	caudate	psi	EA	shared	window_250kb
chromatin_statePromoter	0.0834605872194995	0.0519529783815858	1.60646395682064	0.108216875378523	-0.0183828963360319	0.185304070775031	strength_category	log_abs_beta	all_individuals	caudate	psi	EA	shared	window_250kb
(Intercept)	0.111699459470551	0.756668683271342	-2.89683379330551	0.0037694940168868	0.0250564806948117	0.487252557869797	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	caudate	psi	EA	shared	window_250kb
h2_scaled	1.19081897200527	0.0234879617454564	7.43535280225973	1.04289241041516e-13	1.13710349947449	1.24682886363822	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	caudate	psi	EA	shared	window_250kb
log_vmr_length	1.30581749435584	0.0622192950859241	4.28852941416076	1.79859983491262e-05	1.15602348629903	1.475394733985	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	caudate	psi	EA	shared	window_250kb
log_num_snps	0.599137813523965	0.100879907407754	-5.07795504408767	3.81518935789852e-07	0.491920365167543	0.730822699104452	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	caudate	psi	EA	shared	window_250kb
methylation_variance	55332652028862.2	7.71959231422505	4.09922998711966	4.14526962840324e-05	13032974.1874524	1.97453102492447e+20	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	caudate	psi	EA	shared	window_250kb
log_min_distance	0.917981683821737	0.0122815214385444	-6.96801623909732	3.21441131695183e-12	0.89593712711582	0.940150030838737	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	caudate	psi	EA	shared	window_250kb
chromatin_stateGenic/other	0.9897446413922	0.23903563432061	-0.0431245623364938	0.965602239596289	0.632863987544573	1.62222311797065	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	caudate	psi	EA	shared	window_250kb
chromatin_stateIntergenic	1.05098312219115	0.265896697275865	0.187012601005403	0.851650753073098	0.633758177309882	1.80507306523828	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	caudate	psi	EA	shared	window_250kb
chromatin_statePromoter	1.80814975009431	0.239520659042219	2.47287264191796	0.0134031898252615	1.15473328639655	2.96556080386651	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	caudate	psi	EA	shared	window_250kb
