h2_quintile	n	n_annotated	frac	h2_median	h2_lo	h2_hi	ci_lo	ci_hi	annotation	annot_col	tissue
Q2	1439	244	0.169562195969423	0.0754056696319239	0.0641502708995236	0.0862782754455245	0.15103978642885	0.18984413800641	Intergenic	hg38_genes_intergenic	Caudate
Q3	1438	295	0.205146036161335	0.0981135190695719	0.0862875259212056	0.129352814313377	0.185058851536725	0.22680436351218	Intergenic	hg38_genes_intergenic	Caudate
Q4	1439	354	0.246004169562196	0.197574792504497	0.129393380160126	0.376576543853896	0.224437292448867	0.268923536954051	Intergenic	hg38_genes_intergenic	Caudate
Q5	1439	571	0.396803335649757	0.620730347842876	0.376611443202526	0.927094064327171	0.371831234502983	0.422324943790679	Intergenic	hg38_genes_intergenic	Caudate
Q1	991	234	0.236125126135217	0.0914402765590493	0.0065036218737795	0.11265553117767	0.210713963168955	0.26357413031282	Promoter	hg38_genes_promoters	DLPFC
Q2	991	216	0.217961654894046	0.129455495917095	0.112692928058868	0.144426562149787	0.19334942258775	0.244752000464471	Promoter	hg38_genes_promoters	DLPFC
Q3	990	227	0.229292929292929	0.160311608743471	0.144484202608751	0.177134870244937	0.204162082702347	0.256516484042066	Promoter	hg38_genes_promoters	DLPFC
Q4	991	235	0.237134207870838	0.199770323954417	0.177166527024089	0.235126156249112	0.211680648494187	0.264617815567007	Promoter	hg38_genes_promoters	DLPFC
Q5	991	269	0.271442986881937	0.299668963324183	0.235170754279315	0.837824725111928	0.244663511178901	0.299987552582559	Promoter	hg38_genes_promoters	DLPFC
Q1	991	95	0.0958627648839556	0.0914402765590493	0.0065036218737795	0.11265553117767	0.0789967167174189	0.115849866225031	Enhancer	hg38_enhancers_fantom	DLPFC
Q2	991	91	0.0918264379414733	0.129455495917095	0.112692928058868	0.144426562149787	0.0753200797399473	0.111485020884824	Enhancer	hg38_enhancers_fantom	DLPFC
Q3	990	91	0.0919191919191919	0.160311608743471	0.144484202608751	0.177134870244937	0.0753968047721082	0.111596258529171	Enhancer	hg38_enhancers_fantom	DLPFC
Q4	991	87	0.0877901109989909	0.199770323954417	0.177166527024089	0.235126156249112	0.0716536400996835	0.107109978207409	Enhancer	hg38_enhancers_fantom	DLPFC
Q5	991	54	0.0544904137235116	0.299668963324183	0.235170754279315	0.837824725111928	0.0418981070840053	0.0705232821022409	Enhancer	hg38_enhancers_fantom	DLPFC
Q1	991	311	0.313824419778002	0.0914402765590493	0.0065036218737795	0.11265553117767	0.285689622104345	0.343397005992738	1–5 kb upstream	hg38_genes_1to5kb	DLPFC
Q2	991	299	0.301715438950555	0.129455495917095	0.112692928058868	0.144426562149787	0.273938179720084	0.331024001423964	1–5 kb upstream	hg38_genes_1to5kb	DLPFC
Q3	990	310	0.313131313131313	0.160311608743471	0.144484202608751	0.177134870244937	0.285002568544798	0.342704651036233	1–5 kb upstream	hg38_genes_1to5kb	DLPFC
Q4	991	314	0.316851664984864	0.199770323954417	0.177166527024089	0.235126156249112	0.288631038771044	0.346486701064298	1–5 kb upstream	hg38_genes_1to5kb	DLPFC
Q5	991	343	0.346115035317861	0.299668963324183	0.235170754279315	0.837824725111928	0.31713544410443	0.376283042534081	1–5 kb upstream	hg38_genes_1to5kb	DLPFC
Q1	991	144	0.145307769929364	0.0914402765590493	0.0065036218737795	0.11265553117767	0.124693237670199	0.168661503663812	Intergenic	hg38_genes_intergenic	DLPFC
Q2	991	157	0.158425832492432	0.129455495917095	0.112692928058868	0.144426562149787	0.13697860285838	0.182510956008085	Intergenic	hg38_genes_intergenic	DLPFC
Q3	990	154	0.155555555555556	0.160311608743471	0.144484202608751	0.177134870244937	0.134275608864968	0.179498239119528	Intergenic	hg38_genes_intergenic	DLPFC
Q4	991	175	0.176589303733602	0.199770323954417	0.177166527024089	0.235126156249112	0.15407724971144	0.201598979584578	Intergenic	hg38_genes_intergenic	DLPFC
Q5	991	190	0.191725529767911	0.299668963324183	0.235170754279315	0.837824725111928	0.168396227685627	0.217435560301685	Intergenic	hg38_genes_intergenic	DLPFC
Q1	993	220	0.221550855991944	0.0943801284074584	0.0031983384614524	0.116291422675846	0.196799122260425	0.248448670047268	Promoter	hg38_genes_promoters	Hippocampus
Q2	993	226	0.227593152064451	0.132287487670548	0.116298444019192	0.147612589517755	0.202572870266796	0.254712944630965	Promoter	hg38_genes_promoters	Hippocampus
Q3	993	239	0.240684793554884	0.164211130118791	0.147615830522407	0.187216280974558	0.215108432090506	0.268259765085736	Promoter	hg38_genes_promoters	Hippocampus
Q4	993	246	0.24773413897281	0.216843980360697	0.187429014115708	0.269154190556654	0.221872409189604	0.275540147675051	Promoter	hg38_genes_promoters	Hippocampus
Q5	993	186	0.187311178247734	0.398918583443078	0.269169561639427	0.803729430239387	0.164236132070144	0.212796198893829	Promoter	hg38_genes_promoters	Hippocampus
Q1	993	115	0.115810674723061	0.0943801284074584	0.0031983384614524	0.116291422675846	0.097316672341536	0.137265724639964	Enhancer	hg38_enhancers_fantom	Hippocampus
Q2	993	88	0.0886203423967775	0.132287487670548	0.116298444019192	0.147612589517755	0.0724218901588966	0.107989405167297	Enhancer	hg38_enhancers_fantom	Hippocampus
Q3	993	73	0.0735146022155086	0.164211130118791	0.147615830522407	0.187216280974558	0.0587915845051136	0.0915246543459099	Enhancer	hg38_enhancers_fantom	Hippocampus
Q4	993	80	0.080563947633434	0.216843980360697	0.187429014115708	0.269154190556654	0.0651313510422401	0.0992292474971962	Enhancer	hg38_enhancers_fantom	Hippocampus
Q5	993	59	0.0594159113796576	0.398918583443078	0.269169561639427	0.803729430239387	0.0462437575159406	0.0759837619582572	Enhancer	hg38_enhancers_fantom	Hippocampus
Q1	993	312	0.314199395770393	0.0943801284074584	0.0031983384614524	0.116291422675846	0.286081455530074	0.34374934982533	1–5 kb upstream	hg38_genes_1to5kb	Hippocampus
Q2	993	313	0.315206445115811	0.132287487670548	0.116298444019192	0.147612589517755	0.287059887173284	0.344777255280465	1–5 kb upstream	hg38_genes_1to5kb	Hippocampus
Q3	993	319	0.321248741188318	0.164211130118791	0.147615830522407	0.187216280974558	0.292933727800971	0.350941437242846	1–5 kb upstream	hg38_genes_1to5kb	Hippocampus
Q4	993	295	0.297079556898288	0.216843980360697	0.187429014115708	0.269154190556654	0.269472305576282	0.326250769107263	1–5 kb upstream	hg38_genes_1to5kb	Hippocampus
Q5	993	263	0.264853977844914	0.398918583443078	0.269169561639427	0.803729430239387	0.238338155060608	0.293182132475906	1–5 kb upstream	hg38_genes_1to5kb	Hippocampus
Q1	993	198	0.199395770392749	0.0943801284074584	0.0031983384614524	0.116291422675846	0.175697376014891	0.225411000129219	Intergenic	hg38_genes_intergenic	Hippocampus
Q2	993	184	0.185297079556898	0.132287487670548	0.116298444019192	0.147612589517755	0.16232950741609	0.210690149351194	Intergenic	hg38_genes_intergenic	Hippocampus
Q3	993	203	0.204431017119839	0.164211130118791	0.147615830522407	0.187216280974558	0.180483375946643	0.230656685689191	Intergenic	hg38_genes_intergenic	Hippocampus
Q4	993	217	0.21852970795569	0.216843980360697	0.187429014115708	0.269154190556654	0.1939151630433	0.245313617969359	Intergenic	hg38_genes_intergenic	Hippocampus
Q5	993	290	0.292044310171198	0.398918583443078	0.269169561639427	0.803729430239387	0.26459614280776	0.321095246384061	Intergenic	hg38_genes_intergenic	Hippocampus
