"id","genome_fraction","observed_region_hits","fold_enrichment","p_value","p_adjust","mean_tss_dist","observed_gene_hits","gene_set_size","fold_enrichment_hyper","p_value_hyper","p_adjust_hyper"
"R-HSA-392499",0.160453861287858,6,3.73939271504091,0.00198929149701499,0.00198929149701499,133759,6,1998,2.9143353880196,0.0125498155822203,0.0125498155822203
