annotation	source_module	adjustment	outcome	outcome_scale	annotation_type	n_vmrs	n_annotated	estimate	se	se_bootstrap	se_jackknife	z	p	ci_lower	ci_upper	n_bootstrap_failed	mean_annotated	mean_other	frac_gain_with_age_annotated	frac_gain_with_age_other	covariates	q	estimate_meaning	reason	cohort	region	run_id	spec	role	n_bootstrap	inference
accessible_any	04_repeat_repressive_architecture	technical_score	signed_beta_age	raw	indicator	9127	3972	-0.000938589757788233	0.000473022068304288	0.000446948868027374	0.000154876035821928	-1.9842409491653	0.0472289855873565	-0.00186569597555728	-1.14835400191836e-05	0	0.000661864471334709	0.00105850404227655	0.536253776435045	0.556935014548982	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.0877109732336622	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	dlpfc	age-AA-dlpfc-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
h3k27ac_any	04_repeat_repressive_architecture	technical	debiased_sq_beta	relative_to_mean	indicator	9127	4582	0.599767529598069	0.202118034749545	0.147008314018139	0.138709248359879	2.96741223682128	0.00300318005730471	0.203623460862945	0.995911598333193	0	1.48488612959237	0.511166502575965	0.533828022697512	0.562156215621562	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.0130137802483204	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	dlpfc	age-AA-dlpfc-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
h3k27ac_any	04_repeat_repressive_architecture	technical	signed_beta_age	raw	indicator	9127	4582	-0.00113928488460056	0.000462486011500871	0.000421940713915228	0.000189365637787567	-2.46339317572725	0.013762890047378	-0.00204574081049585	-0.000232828958705278	0	0.000573720368884191	0.00120060006333327	0.533828022697512	0.562156215621562	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.040333992938696	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	dlpfc	age-AA-dlpfc-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
h3k27ac_any	04_repeat_repressive_architecture	technical_score	debiased_sq_beta	relative_to_mean	indicator	9127	4582	0.52528191427412	0.195133788733311	0.125582795571588	0.149352458840962	2.69190650006813	0.00710448597910279	0.142826716189983	0.907737112358257	0	1.48488612959237	0.511166502575965	0.533828022697512	0.562156215621562	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.0307861059094454	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	dlpfc	age-AA-dlpfc-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
h3k27ac_any	04_repeat_repressive_architecture	technical_score	signed_beta_age	raw	indicator	9127	4582	-0.000993292186467509	0.000477899363023954	0.000440045088436074	0.000186408479748076	-2.07845471938351	0.0376674973055149	-0.00192995772622909	-5.66266467059271e-05	0	0.000573720368884191	0.00120060006333327	0.533828022697512	0.562156215621562	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.0816129108286155	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	dlpfc	age-AA-dlpfc-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
line_l1_any	04_repeat_repressive_architecture	technical	debiased_sq_beta	relative_to_mean	indicator	9214	1322	-0.504810764480259	0.213695389972751	0.0962242919466478	0.190805150179371	-2.36229131823868	0.0181623636464678	-0.923646032489093	-0.0859754964714254	0	0.0829762513559667	1.15361193559395	0.540090771558245	0.54954384186518	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.0571017296274831	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	dlpfc	age-AA-dlpfc-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
line_l1_any	04_repeat_repressive_architecture	technical	signed_beta_age	raw	indicator	9214	1322	0.000230188878458399	0.000349936339560506	0.000239492221419394	0.000255144895352836	0.657802155522055	0.510665269139146	-0.000455673743961972	0.00091605150087877	0	0.000739279400637664	0.000915888047188908	0.540090771558245	0.54954384186518	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.553220708234074	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	dlpfc	age-AA-dlpfc-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
line_l1_any	04_repeat_repressive_architecture	technical_score	debiased_sq_beta	relative_to_mean	indicator	9214	1322	-0.413893406038842	0.207261242814618	0.0817259917352376	0.190468068315799	-1.99696479871561	0.0458290070864259	-0.820117977346505	-0.00766883473117935	0	0.0829762513559667	1.15361193559395	0.540090771558245	0.54954384186518	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.0992961820205895	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	dlpfc	age-AA-dlpfc-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
line_l1_any	04_repeat_repressive_architecture	technical_score	signed_beta_age	raw	indicator	9214	1322	4.98185526577509e-05	0.000343011869887919	0.000237748689189194	0.000247250285485835	0.145238567615836	0.884522516199403	-0.00062247235859231	0.000722109463907812	0	0.000739279400637664	0.000915888047188908	0.540090771558245	0.54954384186518	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.884522516199403	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	dlpfc	age-AA-dlpfc-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
genomic_promoter	04_repeat_repressive_architecture	technical	debiased_sq_beta	relative_to_mean	indicator	9214	3772	0.398395661099681	0.247008717215367	0.0899274410259118	0.230057300972849	1.61288097679694	0.106770368854922	-0.0857325285098768	0.882523850709238	0	1.41496790462215	0.712374322632352	0.604984093319194	0.508820286659316	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.198287827873426	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	dlpfc	age-AA-dlpfc-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
genomic_promoter	04_repeat_repressive_architecture	technical	signed_beta_age	raw	indicator	9214	3772	0.00133667315252648	0.000552304524552577	0.000524931811925172	0.000171717444280435	2.42017418490157	0.0155130742071908	0.000254176175904914	0.00241917012914805	0	0.00198881543593341	0.000129309814721983	0.604984093319194	0.508820286659316	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.040333992938696	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	dlpfc	age-AA-dlpfc-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
genomic_promoter	04_repeat_repressive_architecture	technical_score	debiased_sq_beta	relative_to_mean	indicator	9214	3772	0.37701127620522	0.247414489050454	0.0960187457948041	0.228022652050383	1.52380435621269	0.127557591045324	-0.10791221158705	0.861934763997489	0	1.41496790462215	0.712374322632352	0.604984093319194	0.508820286659316	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.236892669084173	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	dlpfc	age-AA-dlpfc-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
genomic_promoter	04_repeat_repressive_architecture	technical_score	signed_beta_age	raw	indicator	9214	3772	0.00137969051413815	0.000555926647080366	0.000528874139498172	0.000171308439675592	2.48178518044432	0.0130726058309506	0.000290094307814523	0.00246928672046177	0	0.00198881543593341	0.000129309814721983	0.604984093319194	0.508820286659316	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.0424859689505893	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	dlpfc	age-AA-dlpfc-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
genomic_exonic	04_repeat_repressive_architecture	technical	debiased_sq_beta	relative_to_mean	indicator	9214	1157	0.050581218926247	0.284607653289675	0.0980380254362706	0.267189187430205	0.177722623905567	0.858940816785795	-0.507239531245978	0.608401969098472	0	1.16554279748603	0.976227750193454	0.521175453759723	0.552066526002234	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.858940816785795	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	dlpfc	age-AA-dlpfc-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
genomic_exonic	04_repeat_repressive_architecture	technical	signed_beta_age	raw	indicator	9214	1157	-0.000879351014202847	0.000398689891512466	0.000305122682381782	0.000256619910159692	-2.20560147855003	0.0274119154720626	-0.00166076884256746	-9.79331858382318e-05	0	0.000182590178954901	0.000992212858260771	0.521175453759723	0.552066526002234	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.0509078430195447	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	dlpfc	age-AA-dlpfc-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
genomic_exonic	04_repeat_repressive_architecture	technical_score	debiased_sq_beta	relative_to_mean	indicator	9214	1157	0.0232470670381084	0.285371127492924	0.0916587422661745	0.270250541854713	0.0814625755672667	0.935074086297056	-0.536070065075611	0.582564199151828	0	1.16554279748603	0.976227750193454	0.521175453759723	0.552066526002234	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.935074086297056	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	dlpfc	age-AA-dlpfc-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
genomic_exonic	04_repeat_repressive_architecture	technical_score	signed_beta_age	raw	indicator	9214	1157	-0.000828521146440968	0.00039294077505111	0.000299454252596987	0.000254420131474196	-2.10851405363366	0.0349865484334662	-0.0015986709135984	-5.83713792835377e-05	0	0.000182590178954901	0.000992212858260771	0.521175453759723	0.552066526002234	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.0816129108286155	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	dlpfc	age-AA-dlpfc-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
genomic_intronic	04_repeat_repressive_architecture	technical	debiased_sq_beta	relative_to_mean	indicator	9214	2888	-0.0983273092609224	0.217304278251365	0.0815317845025096	0.201429187215217	-0.452486762120639	0.650918355732928	-0.524235868320068	0.327581249798223	0	0.741641568601734	1.11794801610468	0.489612188365651	0.574928865001581	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.798044084237042	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	dlpfc	age-AA-dlpfc-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
genomic_intronic	04_repeat_repressive_architecture	technical	signed_beta_age	raw	indicator	9214	2888	-0.000915865074948939	0.000363235713210014	0.000320322468735102	0.000171270836322583	-2.52140701379604	0.0116886563881998	-0.00162779399073929	-0.000203936159158591	0	-6.14460704582717e-05	0.00132516156932364	0.489612188365651	0.574928865001581	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.040333992938696	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	dlpfc	age-AA-dlpfc-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
genomic_intronic	04_repeat_repressive_architecture	technical_score	debiased_sq_beta	relative_to_mean	indicator	9214	2888	-0.0900111804252722	0.217713648897608	0.0836924831520317	0.200984579458619	-0.413438389742873	0.679285452939037	-0.516722091207382	0.336699730356838	0	0.741641568601734	1.11794801610468	0.489612188365651	0.574928865001581	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.818327226968897	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	dlpfc	age-AA-dlpfc-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
genomic_intronic	04_repeat_repressive_architecture	technical_score	signed_beta_age	raw	indicator	9214	2888	-0.000931761008735619	0.000362492211674742	0.000321059911851644	0.000168288848491695	-2.57043042230014	0.0101572227930142	-0.00164223268829438	-0.000221289329176854	0	-6.14460704582717e-05	0.00132516156932364	0.489612188365651	0.574928865001581	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.0424859689505893	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	dlpfc	age-AA-dlpfc-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
genomic_intergenic	04_repeat_repressive_architecture	technical	debiased_sq_beta	relative_to_mean	indicator	9214	1397	-0.559656099941078	0.185585812197956	0.0803827462880223	0.167274348865481	-3.01561899216799	0.00256455290148598	-0.923397607890687	-0.19591459199147	0	0.276554901182614	1.12928908827528	0.538296349319971	0.549955225789945	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.0130137802483204	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	dlpfc	age-AA-dlpfc-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
genomic_intergenic	04_repeat_repressive_architecture	technical	signed_beta_age	raw	indicator	9214	1397	-3.00657800198656e-05	0.00042279428471601	0.000332220214652955	0.000261504753617342	-0.0711120776858674	0.943308555904217	-0.000858727350932618	0.000798595790892886	0	0.000479530011560272	0.000964003122669586	0.538296349319971	0.549955225789945	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.943308555904217	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	dlpfc	age-AA-dlpfc-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
genomic_intergenic	04_repeat_repressive_architecture	technical_score	debiased_sq_beta	relative_to_mean	indicator	9214	1397	-0.514311195173993	0.184136460206089	0.0741430079168381	0.168549845310734	-2.79309808931032	0.00522058587205995	-0.87521202541862	-0.153410364929366	0	0.276554901182614	1.12928908827528	0.538296349319971	0.549955225789945	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.0307861059094454	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	dlpfc	age-AA-dlpfc-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
genomic_intergenic	04_repeat_repressive_architecture	technical_score	signed_beta_age	raw	indicator	9214	1397	-0.000119465020725756	0.000427487298904912	0.000338265156325587	0.000261384916820087	-0.27945864364108	0.77989287175909	-0.000957324730427692	0.000718394688976181	0	0.000479530011560272	0.000964003122669586	0.538296349319971	0.549955225789945	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.844883944405681	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	dlpfc	age-AA-dlpfc-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
cell_composition_r2_z	04_repeat_repressive_architecture	technical	debiased_sq_beta	relative_to_mean	continuous_z	9214		0.63755465475795	0.287064504147388	0.259260138763672	0.123248569929339	2.2209456256236	0.0263546444434537	0.0749185653892204	1.20019074412668	0					vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.0571017296274831	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	dlpfc	age-AA-dlpfc-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
cell_composition_r2_z	04_repeat_repressive_architecture	technical	signed_beta_age	raw	continuous_z	9214		-0.00135240924403576	0.000686708698328214	0.000676279685994258	0.000119225092455983	-1.96940747558344	0.048906317993553	-0.00269833356062944	-6.48492744207666e-06	0					vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.070642459324021	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	dlpfc	age-AA-dlpfc-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
cell_composition_r2_z	04_repeat_repressive_architecture	technical_score	debiased_sq_beta	relative_to_mean	continuous_z	9214		0.601476483586435	0.288592463493152	0.254196230312904	0.136637793014068	2.08417252587301	0.0371444768798126	0.0358456489301678	1.1671073182427	0					vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.0992961820205895	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	dlpfc	age-AA-dlpfc-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
cell_composition_r2_z	04_repeat_repressive_architecture	technical_score	signed_beta_age	raw	continuous_z	9214		-0.00129310787351165	0.000704130232470194	0.000692959638928352	0.000124925270041005	-1.83646123100727	0.0662894708581474	-0.00267317776957904	8.69620225557486e-05	0					vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.107720390144489	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	dlpfc	age-AA-dlpfc-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
coupled_expression_nearest_gene	07_transcription_splicing_coupling	technical	debiased_sq_beta	relative_to_mean	indicator	8713	504	-0.500430108097119	0.362638773258495	0.283500775742877	0.226128702343629	-1.3799685665173	0.167596323301559	-1.21118904308156	0.210328826887319	0	0.395911547077033	1.03708863202256	0.611111111111111	0.542575222316969	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,n_features_tested_expression_nearest_gene	0.272344025365034	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	dlpfc	age-AA-dlpfc-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
coupled_expression_nearest_gene	07_transcription_splicing_coupling	technical	signed_beta_age	raw	indicator	8713	504	0.00137944722580419	0.0006687298147685	0.000519527663519817	0.000421058869990827	2.06278708581541	0.0391328615438129	6.87608734697915e-05	0.00269013357813859	0	0.00221497565503019	0.000787647565547378	0.611111111111111	0.542575222316969	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,n_features_tested_expression_nearest_gene	0.063590900008696	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	dlpfc	age-AA-dlpfc-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
coupled_expression_nearest_gene	07_transcription_splicing_coupling	technical_score	debiased_sq_beta	relative_to_mean	indicator	8713	504	-0.31878093712692	0.349836874729169	0.247472318339519	0.247271693842899	-0.911227375255133	0.362175582937401	-1.00444861206014	0.366886737806303	0	0.395911547077033	1.03708863202256	0.611111111111111	0.542575222316969	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z,n_features_tested_expression_nearest_gene	0.588535322273277	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	dlpfc	age-AA-dlpfc-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
coupled_expression_nearest_gene	07_transcription_splicing_coupling	technical_score	signed_beta_age	raw	indicator	8713	504	0.00104322685213271	0.000642958405938207	0.000498246790822831	0.000406381159998036	1.62254174219937	0.104687402951077	-0.000216948467063463	0.00230340217132887	0	0.00221497565503019	0.000787647565547378	0.611111111111111	0.542575222316969	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z,n_features_tested_expression_nearest_gene	0.1360936238364	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	dlpfc	age-AA-dlpfc-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
coupled_psi	07_transcription_splicing_coupling	""	""	""	""		23														""		""	fewer than 50 VMRs in a class	AA	dlpfc	age-AA-dlpfc-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
coupled_expression_abc	07_transcription_splicing_coupling	""	""	""	""		12														""		""	fewer than 50 VMRs in a class	AA	dlpfc	age-AA-dlpfc-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
h3k27me3_any	04_repeat_repressive_architecture	technical	debiased_sq_beta	relative_to_mean	indicator	9052	2711	0.463194238966353	0.155872990281758	0.0874201867002313	0.129050765424594	2.97161322259282	0.0029623962160791	0.157688791851546	0.76869968608116	0	1.56690580562949	0.757627875877379	0.693102176318702	0.5757766913736	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.0128370502696761	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
h3k27me3_any	04_repeat_repressive_architecture	technical	signed_beta_age	raw	indicator	9052	2711	0.00195650842761372	0.000582765893466779	0.00052199880812977	0.000259101005206912	3.35728025532649	0.000787132837675505	0.000814308265000528	0.00309870859022691	0	0.00413682593763388	0.00155423791372681	0.693102176318702	0.5757766913736	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.00341090896326052	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
h3k27me3_any	04_repeat_repressive_architecture	technical_score	debiased_sq_beta	relative_to_mean	indicator	9052	2711	0.46247695177931	0.155171947550659	0.0875202964768991	0.128134815765507	2.98041597775477	0.00287857194457345	0.15834552316908	0.766608380389541	0	1.56690580562949	0.757627875877379	0.693102176318702	0.5757766913736	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.0124738117598183	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
h3k27me3_any	04_repeat_repressive_architecture	technical_score	signed_beta_age	raw	indicator	9052	2711	0.00195788013874518	0.000583895353347216	0.000522534376018607	0.00026056018410209	3.35313533070868	0.000799016282069417	0.000813466275444346	0.00310229400204601	0	0.00413682593763388	0.00155423791372681	0.693102176318702	0.5757766913736	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.00346240388896747	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
bivalent_any	04_repeat_repressive_architecture	technical	debiased_sq_beta	relative_to_mean	indicator	9052	584	0.725810518223771	0.283195335044317	0.130164811717962	0.251508885690526	2.56293246536067	0.0103792235460614	0.170757860947157	1.28086317550039	0	2.24046627449877	0.914450601758705	0.727739726027397	0.602857817666509	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.0301510090995403	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
bivalent_any	04_repeat_repressive_architecture	technical	signed_beta_age	raw	indicator	9052	584	0.00185545221157984	0.000777876114668262	0.000703773542504258	0.000331351853235196	2.38527983645716	0.0170661341073655	0.000330843042396102	0.00338006138076359	0	0.00541833620482958	0.00211455472180523	0.727739726027397	0.602857817666509	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.0443719486791503	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
bivalent_any	04_repeat_repressive_architecture	technical_score	debiased_sq_beta	relative_to_mean	indicator	9052	584	0.721053934108617	0.284428700863997	0.130283206937924	0.252835859531736	2.53509555090011	0.0112416658063749	0.163583924245666	1.27852394397157	0	2.24046627449877	0.914450601758705	0.727739726027397	0.602857817666509	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.0365354138707183	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
bivalent_any	04_repeat_repressive_architecture	technical_score	signed_beta_age	raw	indicator	9052	584	0.00186492474096241	0.000782903939697612	0.000708916684986207	0.000332228404177321	2.38206074385411	0.0172160573490937	0.000330461215800571	0.00339938826612425	0	0.00541833620482958	0.00211455472180523	0.727739726027397	0.602857817666509	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.0447617491076436	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
h3k9me3_any	04_repeat_repressive_architecture	technical	debiased_sq_beta	relative_to_mean	indicator	9052	727	0.40097216996652	0.210697309177204	0.11111043272387	0.179019071147262	1.90307209680257	0.0570311383162365	-0.0119869676603001	0.813931307593339	0	0.973661312669032	1.00230008716992	0.638239339752407	0.608528528528529	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.105914971158725	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
h3k9me3_any	04_repeat_repressive_architecture	technical	signed_beta_age	raw	indicator	9052	727	0.00122184826821787	0.00047418891614302	0.000434689299594548	0.000189473853106156	2.57671199520267	0.00997450201224248	0.000292455070709469	0.00215124146572627	0	0.00265945864752301	0.00229873048541957	0.638239339752407	0.608528528528529	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.0324171315397881	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
h3k9me3_any	04_repeat_repressive_architecture	technical_score	debiased_sq_beta	relative_to_mean	indicator	9052	727	0.427118901916112	0.20585642079897	0.107854049011268	0.175340725720061	2.07483886224377	0.0380014714966336	0.0236477311638074	0.830590072668416	0	0.973661312669032	1.00230008716992	0.638239339752407	0.608528528528529	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.0712589855600518	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
h3k9me3_any	04_repeat_repressive_architecture	technical_score	signed_beta_age	raw	indicator	9052	727	0.00118528837254932	0.000459987345164641	0.000418239759591947	0.000191478095896332	2.57678474203474	0.00997240318668333	0.000283729742682424	0.00208684700241621	0	0.00265945864752301	0.00229873048541957	0.638239339752407	0.608528528528529	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.0324103103567208	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
