annotation	source_module	adjustment	outcome	outcome_scale	annotation_type	n_vmrs	n_annotated	estimate	se	se_bootstrap	se_jackknife	z	p	ci_lower	ci_upper	n_bootstrap_failed	mean_annotated	mean_other	frac_gain_with_age_annotated	frac_gain_with_age_other	covariates	q	estimate_meaning	reason	cohort	region	run_id	spec	role	n_bootstrap	inference
quiescent_any	04_repeat_repressive_architecture	technical	debiased_sq_beta	relative_to_mean	indicator	9052	3225	-0.075000591199408	0.137419711187878	0.107164533242795	0.0860229029841099	-0.545777534758957	0.585218867505871	-0.344338275893545	0.194337093494729	0	0.592022360942165	1.22579850454119	0.604651162790698	0.614381328299296	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.633987106464694	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
quiescent_any	04_repeat_repressive_architecture	technical	signed_beta_age	raw	indicator	9052	3225	0.00077902269155302	0.000341362890285422	0.000265478636507186	0.000214591976602813	2.28209542900712	0.0224837068152421	0.000109963720935096	0.00144808166217094	0	0.00200158250458837	0.00250819532359184	0.604651162790698	0.614381328299296	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.0487146980996912	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
quiescent_any	04_repeat_repressive_architecture	technical_score	debiased_sq_beta	relative_to_mean	indicator	9052	3225	-0.0598271581007786	0.133424288721688	0.103515036805466	0.0841824089465927	-0.448397804282645	0.653866126159675	-0.321333958658161	0.201679642456603	0	0.592022360942165	1.22579850454119	0.604651162790698	0.614381328299296	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.708354970006314	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
quiescent_any	04_repeat_repressive_architecture	technical_score	signed_beta_age	raw	indicator	9052	3225	0.000755401702552518	0.000327762107203108	0.000253061237953074	0.000208297884684121	2.30472554926677	0.0211819490515941	0.00011299977693747	0.00139780362816757	0	0.00200158250458837	0.00250819532359184	0.604651162790698	0.614381328299296	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.0458942229451206	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
accessible_any	04_repeat_repressive_architecture	technical	debiased_sq_beta	relative_to_mean	indicator	9052	4189	-0.175989180911408	0.141549354575119	0.107202933790147	0.0924324118879208	-1.2433061347377	0.213755044423216	-0.453420817913532	0.101442456090716	0	1.13815960144291	0.880988984074781	0.585103843399379	0.633148262389472	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.347351947187727	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
accessible_any	04_repeat_repressive_architecture	technical	signed_beta_age	raw	indicator	9052	4189	-0.00180544253083484	0.000485922379581968	0.000458810498353492	0.000160042136886581	-3.71549573902737	0.000202805683174418	-0.0027578328940975	-0.000853052167572185	0	0.00193918404855622	0.00266237214650734	0.585103843399379	0.633148262389472	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.00131823694063372	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
accessible_any	04_repeat_repressive_architecture	technical_score	debiased_sq_beta	relative_to_mean	indicator	9052	4189	-0.198883215736166	0.143062284264871	0.103629909440027	0.0986288956063813	-1.39018621685046	0.164472337766455	-0.479280140441343	0.0815137089690116	0	1.13815960144291	0.880988984074781	0.585103843399379	0.633148262389472	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.267267548870489	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
accessible_any	04_repeat_repressive_architecture	technical_score	signed_beta_age	raw	indicator	9052	4189	-0.00179043192333414	0.000474864689047086	0.000446437224105502	0.000161834105913308	-3.77040442178805	0.000162983214312295	-0.00272114961139624	-0.000859714235272042	0	0.00193918404855622	0.00266237214650734	0.585103843399379	0.633148262389472	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.00113313224550928	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
h3k27ac_any	04_repeat_repressive_architecture	technical	debiased_sq_beta	relative_to_mean	indicator	9052	4453	0.1303036394372	0.163880723654587	0.127987527723445	0.102352744627546	0.795112668112463	0.426547966270265	-0.190896676686152	0.451503955560552	0	1.26826958587107	0.740246908918485	0.592185043790703	0.629049793433355	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.504102141955768	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
h3k27ac_any	04_repeat_repressive_architecture	technical	signed_beta_age	raw	indicator	9052	4453	-0.00152047815256488	0.000399912153544013	0.000376254064798981	0.000135508705530139	-3.8020303686458	0.00014351513053229	-0.002304291570491	-0.000736664734638762	0	0.00211634983243069	0.00253234440618685	0.592185043790703	0.629049793433355	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.00131823694063372	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
h3k27ac_any	04_repeat_repressive_architecture	technical_score	debiased_sq_beta	relative_to_mean	indicator	9052	4453	0.110493951260316	0.160655760789951	0.124054917569892	0.102081589435732	0.687768373303346	0.491598655381692	-0.20438555379687	0.425373456317502	0	1.26826958587107	0.740246908918485	0.592185043790703	0.629049793433355	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.580980229087454	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
h3k27ac_any	04_repeat_repressive_architecture	technical_score	signed_beta_age	raw	indicator	9052	4453	-0.00150244986127614	0.000400271351095977	0.000374937769334656	0.00014013858724331	-3.75357830922025	0.000174328037770658	-0.00228696729346744	-0.00071793242908484	0	0.00211634983243069	0.00253234440618685	0.592185043790703	0.629049793433355	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.00113313224550928	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
line_l1_any	04_repeat_repressive_architecture	technical	debiased_sq_beta	relative_to_mean	indicator	9134	1360	-0.292099215793369	0.136616252487187	0.0699180868325729	0.117368912312059	-2.13810004648433	0.0325086241726718	-0.559862150371087	-0.024336281215652	0	0.276311560579889	1.12660358600609	0.550735294117647	0.621173141240031	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.0704353523741222	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
line_l1_any	04_repeat_repressive_architecture	technical	signed_beta_age	raw	indicator	9134	1360	-0.000131302367874733	0.000282038427414963	0.000227304725305369	0.000166967770520409	-0.465547794597325	0.641539218463363	-0.000684087527864375	0.000421482792114908	0	0.00121620573352372	0.00252128943696508	0.550735294117647	0.621173141240031	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.695000820001976	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
line_l1_any	04_repeat_repressive_architecture	technical_score	debiased_sq_beta	relative_to_mean	indicator	9134	1360	-0.267698393068701	0.129268081856303	0.0682866437833086	0.109759606721323	-2.07087773891686	0.038370222993874	-0.521059177857632	-0.0143376082797707	0	0.276311560579889	1.12660358600609	0.550735294117647	0.621173141240031	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.0712589855600518	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
line_l1_any	04_repeat_repressive_architecture	technical_score	signed_beta_age	raw	indicator	9134	1360	-0.000181903707467639	0.000277017874470421	0.000233085424966286	0.000149699991464249	-0.656649711919805	0.511406176420044	-0.000724848764503502	0.000361041349568225	0	0.00121620573352372	0.00252128943696508	0.550735294117647	0.621173141240031	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.554023357788381	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
genomic_promoter	04_repeat_repressive_architecture	technical	debiased_sq_beta	relative_to_mean	indicator	9134	3537	0.47265919937931	0.114797116138954	0.0783615937130274	0.0838918262083668	4.11734384343933	3.83264047596406e-05	0.247660986217899	0.69765741254072	0	1.49270574091872	0.688636732958817	0.666949392140232	0.575129533678757	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.000498243261875328	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
genomic_promoter	04_repeat_repressive_architecture	technical	signed_beta_age	raw	indicator	9134	3537	0.00118141720354021	0.000534030845809149	0.00049312819031696	0.000204972027824176	2.21226397840403	0.0269484304964131	0.00013473597912082	0.00222809842795961	0	0.00362098807725981	0.00150922084175288	0.666949392140232	0.575129533678757	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.0500470852076243	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
genomic_promoter	04_repeat_repressive_architecture	technical_score	debiased_sq_beta	relative_to_mean	indicator	9134	3537	0.4693248423433	0.115603686735095	0.078854349205671	0.0845352234166094	4.0597740054671	4.91202351180973e-05	0.242745779862463	0.695903904824137	0	1.49270574091872	0.688636732958817	0.666949392140232	0.575129533678757	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.000638563056535265	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
genomic_promoter	04_repeat_repressive_architecture	technical_score	signed_beta_age	raw	indicator	9134	3537	0.00118803926068474	0.000539180450933254	0.000498410356119258	0.000205676142470783	2.20341679418902	0.0275653855764984	0.000131264995687497	0.00224481352568198	0	0.00362098807725981	0.00150922084175288	0.666949392140232	0.575129533678757	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.0511928589277827	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
genomic_exonic	04_repeat_repressive_architecture	technical	debiased_sq_beta	relative_to_mean	indicator	9134	1206	-0.0113936547159489	0.196977910054216	0.0830169104252098	0.178629475822943	-0.0578422966961771	0.953874246667073	-0.397463264172183	0.374675954740285	0	1.16938487367555	0.974233330265802	0.599502487562189	0.612386478304743	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.953874246667073	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
genomic_exonic	04_repeat_repressive_architecture	technical	signed_beta_age	raw	indicator	9134	1206	-0.000787787200347466	0.000409179602143631	0.000298464036530782	0.000279905637149687	-1.9252846334968	0.0541937589935505	-0.00158976448375741	1.41900830624791e-05	0	0.00201160204791426	0.00237494346755477	0.599502487562189	0.612386478304743	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.0880648583645196	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
genomic_exonic	04_repeat_repressive_architecture	technical_score	debiased_sq_beta	relative_to_mean	indicator	9134	1206	-0.0185716768459849	0.196290252658132	0.0818755726016513	0.178399142093635	-0.0946133422036509	0.924621951833397	-0.403293502572191	0.366150148880221	0	1.16938487367555	0.974233330265802	0.599502487562189	0.612386478304743	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.924621951833397	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
genomic_exonic	04_repeat_repressive_architecture	technical_score	signed_beta_age	raw	indicator	9134	1206	-0.000775755226875679	0.000399076785517104	0.00028993069214367	0.000274230695750417	-1.94387460014867	0.0519105749043068	-0.00155793135355522	6.42089980386167e-06	0	0.00201160204791426	0.00237494346755477	0.599502487562189	0.612386478304743	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.0843546842194985	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
genomic_intronic	04_repeat_repressive_architecture	technical	debiased_sq_beta	relative_to_mean	indicator	9134	2997	-0.300396678993781	0.094825126058868	0.0633359410581594	0.0705716876825088	-3.16790171000978	0.00153543421830474	-0.486250510898633	-0.114542847088929	0	0.586152680439641	1.20210207213987	0.563897230563897	0.633534300146652	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.0099803224189808	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
genomic_intronic	04_repeat_repressive_architecture	technical	signed_beta_age	raw	indicator	9134	2997	-0.000694402428258563	0.000418038891770813	0.000375397327810963	0.000183938471520664	-1.66109527588946	0.0966943131139492	-0.00151374360026639	0.000124938743749268	0	0.00127032123128348	0.00284298372990096	0.563897230563897	0.633534300146652	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.139669563386816	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
genomic_intronic	04_repeat_repressive_architecture	technical_score	debiased_sq_beta	relative_to_mean	indicator	9134	2997	-0.300160281721957	0.0951022653273939	0.0633733970998595	0.0709101784684367	-3.15618435258762	0.00159847794877424	-0.486557296611821	-0.113763266832092	0	0.586152680439641	1.20210207213987	0.563897230563897	0.633534300146652	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.0103901066670326	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
genomic_intronic	04_repeat_repressive_architecture	technical_score	signed_beta_age	raw	indicator	9134	2997	-0.000694822284323756	0.000418303753260062	0.000375716670944505	0.000183888589003866	-1.6610472148735	0.0967039644965132	-0.00151468257531141	0.000125038006663894	0	0.00127032123128348	0.00284298372990096	0.563897230563897	0.633534300146652	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.139683504272741	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
genomic_intergenic	04_repeat_repressive_architecture	technical	debiased_sq_beta	relative_to_mean	indicator	9134	1394	-0.281961794171555	0.1117038960316	0.0710232458834496	0.0862175094329311	-2.52418943464416	0.0115965419613616	-0.500897407326298	-0.0630261810168121	0	0.493057427145034	1.09130206027905	0.57819225251076	0.616537467700258	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.0301510090995403	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
genomic_intergenic	04_repeat_repressive_architecture	technical	signed_beta_age	raw	indicator	9134	1394	-0.000119627025667739	0.000319384396590215	0.00023154006782505	0.000219989976537266	-0.374555009402123	0.707991438298815	-0.000745608940208618	0.000506354888873139	0	0.00158820964946174	0.00246002320790816	0.57819225251076	0.616537467700258	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.707991438298815	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
genomic_intergenic	04_repeat_repressive_architecture	technical_score	debiased_sq_beta	relative_to_mean	indicator	9134	1394	-0.270814756040098	0.112054649339522	0.069257246038708	0.0880890362629607	-2.41680963383801	0.015657203274138	-0.490437833045827	-0.0511916790343693	0	0.493057427145034	1.09130206027905	0.57819225251076	0.616537467700258	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.0407087285127587	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
genomic_intergenic	04_repeat_repressive_architecture	technical_score	signed_beta_age	raw	indicator	9134	1394	-0.000140863845899759	0.00032230635917252	0.00023458811626946	0.000221019919618555	-0.437049539641131	0.662075421131943	-0.00077257270186613	0.000490845010066612	0	0.00158820964946174	0.00246002320790816	0.57819225251076	0.616537467700258	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.662075421131943	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
cell_composition_r2_z	04_repeat_repressive_architecture	technical	debiased_sq_beta	relative_to_mean	continuous_z	9134		0.181021241554363	0.157059986533569	0.146134539221854	0.0575546333177548	1.15256116818571	0.249090549545822	-0.126810675463778	0.488853158572504	0					vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.359797460455076	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
cell_composition_r2_z	04_repeat_repressive_architecture	technical	signed_beta_age	raw	continuous_z	9134		-0.000590134052963708	0.000707667194363552	0.000697884945795805	0.000117258093153382	-0.833914667323884	0.404329071415136	-0.00197713626695678	0.00079686816102936	0					vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.47784344803607	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
cell_composition_r2_z	04_repeat_repressive_architecture	technical_score	debiased_sq_beta	relative_to_mean	continuous_z	9134		0.169406679687701	0.156848264380637	0.147179208210369	0.0542186195857736	1.08006728896016	0.280112217021501	-0.138010269535963	0.476823628911365	0					vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.404606535697723	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
cell_composition_r2_z	04_repeat_repressive_architecture	technical_score	signed_beta_age	raw	continuous_z	9134		-0.000589585872200359	0.000721395540388172	0.000710952166424126	0.000122305121514938	-0.817285163536099	0.413765483412984	-0.00200349514996899	0.000824323405568267	0					vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.499799769180075	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
coupled_expression_nearest_gene	07_transcription_splicing_coupling	technical	debiased_sq_beta	relative_to_mean	indicator	8543	339	0.319337361587491	0.374461125423644	0.260520588743826	0.268979845516561	0.85279175835999	0.393774795144469	-0.414592957853188	1.05326768102817	0	1.31536274587722	0.986968799262265	0.657817109144543	0.605558264261336	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,n_features_tested_expression_nearest_gene	0.504102141955768	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
coupled_expression_nearest_gene	07_transcription_splicing_coupling	technical	signed_beta_age	raw	indicator	8543	339	0.000740290894520261	0.000825584015073959	0.000630543193699977	0.000532920488275945	0.896687533919783	0.369885674447192	-0.000877824041236671	0.00235840583027719	0	0.00335669072953172	0.0022430852018015	0.657817109144543	0.605558264261336	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,n_features_tested_expression_nearest_gene	0.47784344803607	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
coupled_expression_nearest_gene	07_transcription_splicing_coupling	technical_score	debiased_sq_beta	relative_to_mean	indicator	8543	339	0.370204736146206	0.381912147352438	0.25610477092954	0.283314727118937	0.969345276688914	0.332372946062909	-0.378329317922926	1.11873879021534	0	1.31536274587722	0.986968799262265	0.657817109144543	0.605558264261336	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z,n_features_tested_expression_nearest_gene	0.432084829881782	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
coupled_expression_nearest_gene	07_transcription_splicing_coupling	technical_score	signed_beta_age	raw	indicator	8543	339	0.000642295694802123	0.000801479807533714	0.000609705138587819	0.000520220651131697	0.801387244899623	0.422907496998525	-0.00092857586230005	0.0022131672519043	0	0.00335669072953172	0.0022430852018015	0.657817109144543	0.605558264261336	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z,n_features_tested_expression_nearest_gene	0.499799769180075	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
coupled_psi	07_transcription_splicing_coupling	""	""	""	""		7														""		""	fewer than 50 VMRs in a class	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
coupled_expression_abc	07_transcription_splicing_coupling	""	""	""	""		8														""		""	fewer than 50 VMRs in a class	AA	hippocampus	age-AA-hippocampus-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
