region	sample_id	n_cell_types	fraction_sum	min_fraction	max_fraction	bounded	sum_to_one
hippocampus	Br1003	7	1	0.0255153759169013	0.541363161097934	TRUE	TRUE
hippocampus	Br1004	7	1	0.0664188225667687	0.385601566898073	TRUE	TRUE
hippocampus	Br1007	7	1	0.0358832558819022	0.48899768070816	TRUE	TRUE
hippocampus	Br1016	7	1	0.0627513081398669	0.362468558873181	TRUE	TRUE
hippocampus	Br1017	7	1	0.048953056877538	0.191064899270444	TRUE	TRUE
hippocampus	Br1021	7	1	0.0355623538093242	0.405079877065645	TRUE	TRUE
hippocampus	Br1023	7	1	0.0408166253917126	0.35617649333124	TRUE	TRUE
hippocampus	Br1030	7	1	0.00361735496610651	0.5629449370202	TRUE	TRUE
hippocampus	Br1034	7	1	0.0893184362690083	0.334549294750782	TRUE	TRUE
hippocampus	Br1039	7	1	0.0500532923448875	0.341610039151535	TRUE	TRUE
hippocampus	Br1053	7	1	0.0202118603565349	0.63361982113588	TRUE	TRUE
hippocampus	Br1054	7	1	0.0636989945338562	0.293668144546794	TRUE	TRUE
hippocampus	Br1056	7	1	0.077959587507701	0.395333934166441	TRUE	TRUE
hippocampus	Br1067	7	1	0.0344170768937451	0.422237363097268	TRUE	TRUE
hippocampus	Br1069	7	1	0.0372358658264435	0.476006210545104	TRUE	TRUE
hippocampus	Br1084	7	1	0.0530048373907714	0.362062974850608	TRUE	TRUE
hippocampus	Br1092	7	1	0.0231699873822495	0.539350783411441	TRUE	TRUE
hippocampus	Br1093	7	1	0.0339361710971469	0.495965033820818	TRUE	TRUE
hippocampus	Br1099	7	1	0.00645358340542688	0.653861982686874	TRUE	TRUE
hippocampus	Br1102	7	1	0.0578365275403183	0.240755484379325	TRUE	TRUE
hippocampus	Br1105	7	1	0.0328568147248007	0.336474357608017	TRUE	TRUE
hippocampus	Br1111	7	1	0.0741200875238312	0.359192029781519	TRUE	TRUE
hippocampus	Br1113	7	1	0.0327738242086788	0.460473019058363	TRUE	TRUE
hippocampus	Br1122	7	1	0.0436982845454866	0.368467931250528	TRUE	TRUE
