region	n_expected_samples	n_bsseq_overlap_samples	n_samples_passing	n_reference_candidate_coordinates	n_coordinates_found	n_coordinates_passing_coverage	n_target_ids_in_bulk	min_coverage
hippocampus	176	176	176	3055	3029	2943	2943	5
