term	estimate	std.error	statistic	p.value	conf.low	conf.high	model	estimate_scale	cohort	tissue	modality	population	vmr_set	run_tag
(Intercept)	0.630816691740081	1.95252082808991	-0.235971855660101	0.81345450945563	0.0121775560858847	26.1411595348346	burden_fdr10_category	odds_ratio	all_individuals	hippocampus	psi	EA	EA_only	window_250kb
h2_categoryNon-heritable	2.39029485210827	0.335352497364352	2.59850973010726	0.0093629391468502	1.1943909502687	4.49434926802287	burden_fdr10_category	odds_ratio	all_individuals	hippocampus	psi	EA	EA_only	window_250kb
h2_categoryLow prediction	0.358278229566325	1.1089918964006	-0.925566201339657	0.354671464876353	0.0342387995250272	2.93127050015541	burden_fdr10_category	odds_ratio	all_individuals	hippocampus	psi	EA	EA_only	window_250kb
log_vmr_length	0.881872007125551	0.158399467552397	-0.793615989282906	0.427419021242027	0.647014374538701	1.20509914833926	burden_fdr10_category	odds_ratio	all_individuals	hippocampus	psi	EA	EA_only	window_250kb
log_num_snps	0.441068108049771	0.267510615151012	-3.05990091262616	0.0022141023080397	0.26610714390195	0.757701550340986	burden_fdr10_category	odds_ratio	all_individuals	hippocampus	psi	EA	EA_only	window_250kb
methylation_variance	3338081775702530000	12.3253503514635	3.46050430868126	0.000539164605388661	26819035.9903674	3.64699397028539e+28	burden_fdr10_category	odds_ratio	all_individuals	hippocampus	psi	EA	EA_only	window_250kb
log_min_distance	0.965455562409021	0.0318317545003026	-1.10440672197697	0.26941674618795	0.905966880713692	1.02700586029836	burden_fdr10_category	odds_ratio	all_individuals	hippocampus	psi	EA	EA_only	window_250kb
chromatin_stateGenic/other	1.4781444966225	0.747399715649776	0.522862899908173	0.601069663997044	0.42633643466658	9.33191218866471	burden_fdr10_category	odds_ratio	all_individuals	hippocampus	psi	EA	EA_only	window_250kb
chromatin_stateIntergenic	1.60847421399538	0.803102059709373	0.591812747501491	0.553975986062507	0.394145641357047	10.8516559434659	burden_fdr10_category	odds_ratio	all_individuals	hippocampus	psi	EA	EA_only	window_250kb
chromatin_statePromoter	1.7262146585339	0.76540370471081	0.713258832170284	0.475685607000448	0.471597791156994	11.1288809712872	burden_fdr10_category	odds_ratio	all_individuals	hippocampus	psi	EA	EA_only	window_250kb
(Intercept)	2.64274541175886	0.197793012364252	13.3611667074064	5.02100004527104e-40	2.25498312843251	3.03050769508522	strength_category	log_abs_beta	all_individuals	hippocampus	psi	EA	EA_only	window_250kb
