module	run_id	path	status	bytes	superseded_by	reason	review_required	deprecated_on	cleanup_status
calibrated-simulation-analysis	ajhg-calibration-v1	calibrated-simulation-analysis/_m/runs/ajhg-calibration-v1	legacy_v1	5470281		pre-migration tree; retirement governed by MIGRATION_MANIFEST.tsv, not this file	TRUE	2026-09-22	pending
calibrated-simulation-analysis	ajhg-calibration-v2	calibrated-simulation-analysis/_m/runs/ajhg-calibration-v2	legacy_v1	10300303		pre-migration tree; retirement governed by MIGRATION_MANIFEST.tsv, not this file	TRUE	2026-09-22	pending
calibrated-simulation-analysis	ajhg-calibration-v2-conditional-audit	calibrated-simulation-analysis/_m/runs/ajhg-calibration-v2-conditional-audit	legacy_v1	2388476		pre-migration tree; retirement governed by MIGRATION_MANIFEST.tsv, not this file	TRUE	2026-09-22	pending
calibrated-simulation-analysis	ajhg-calibration-v2-conformal	calibrated-simulation-analysis/_m/runs/ajhg-calibration-v2-conformal	legacy_v1	2375534		pre-migration tree; retirement governed by MIGRATION_MANIFEST.tsv, not this file	TRUE	2026-09-22	pending
calibrated-simulation-analysis	ajhg-calibration-v3-forward-hybrid	calibrated-simulation-analysis/_m/runs/ajhg-calibration-v3-forward-hybrid	legacy_v1	6718096		pre-migration tree; retirement governed by MIGRATION_MANIFEST.tsv, not this file	TRUE	2026-09-22	pending
calibrated-simulation-analysis	ajhg-calibration-v3-independent-validation	calibrated-simulation-analysis/_m/runs/ajhg-calibration-v3-independent-validation	legacy_v1	4346890		pre-migration tree; retirement governed by MIGRATION_MANIFEST.tsv, not this file	TRUE	2026-09-22	pending
calibrated-simulation-analysis	ajhg-calibration-v3-independent-validation-v2	calibrated-simulation-analysis/_m/runs/ajhg-calibration-v3-independent-validation-v2	legacy_v1	9081000		pre-migration tree; retirement governed by MIGRATION_MANIFEST.tsv, not this file	TRUE	2026-09-22	pending
calibrated-simulation-analysis	ajhg-calibration-v3-one-se-development	calibrated-simulation-analysis/_m/runs/ajhg-calibration-v3-one-se-development	legacy_v1	6720150		pre-migration tree; retirement governed by MIGRATION_MANIFEST.tsv, not this file	TRUE	2026-09-22	pending
calibrated-simulation-analysis	ajhg-calibration-v3-u95-development	calibrated-simulation-analysis/_m/runs/ajhg-calibration-v3-u95-development	legacy_v1	6715647		pre-migration tree; retirement governed by MIGRATION_MANIFEST.tsv, not this file	TRUE	2026-09-22	pending
calibrated-simulation-analysis	ajhg-calibration-v4-independent-validation	calibrated-simulation-analysis/_m/runs/ajhg-calibration-v4-independent-validation	legacy_v1	9123604		pre-migration tree; retirement governed by MIGRATION_MANIFEST.tsv, not this file	TRUE	2026-09-22	pending
calibrated-simulation-analysis	ajhg-calibration-v4-upper-domain-development	calibrated-simulation-analysis/_m/runs/ajhg-calibration-v4-upper-domain-development	legacy_v1	6763638		pre-migration tree; retirement governed by MIGRATION_MANIFEST.tsv, not this file	TRUE	2026-09-22	pending
