"tissue","n","mean_h2","sd_h2","median_h2"
"caudate",11390,0.160868430752027,0.181063858940559,0.0923651186507026
"dlpfc",9802,0.141833297994418,0.123507027415366,0.106603031366339
"hippocampus",9312,0.144298357416834,0.129495223677883,0.105110559268507
