"id","description","genome_fraction","observed_region_hits","fold_enrichment","p_value","p_adjust","mean_tss_dist","observed_gene_hits","gene_set_size","fold_enrichment_hyper","p_value_hyper","p_adjust_hyper"
"GO:0005488","binding",0.895783290554159,5730,1.03639604614315,0,0,144402,4995,7451,1.00018376469859,0.488234454402219,0.99668844539778
"GO:0036094","small molecule binding",0.437250422534276,3004,1.11312458043906,3.21964677141295e-15,2.05413464016146e-12,142973,1941,2919,0.99208826345517,0.77979605622495,0.99668844539778
"GO:0043167","ion binding",0.428316935572239,2938,1.11137501062037,2.48689957516035e-14,1.0577612859682e-11,143839,1880,2828,0.991830172028192,0.78174135016287,0.99668844539778
"GO:0005515","protein binding",0.838215029270253,5370,1.037989415067,1.59738888783068e-12,5.09567055217985e-10,143240,4443,6655,0.996063726906702,0.832988907223514,0.99668844539778
"GO:0043169","cation binding",0.339775113256895,2332,1.11201606848343,2.07207584423941e-10,5.28793755449897e-08,147290,1386,2056,1.00577072732715,0.345134421330804,0.99668844539778
"GO:0030554","adenyl nucleotide binding",0.106492472968321,810,1.23236736540446,5.56343859869912e-10,1.18315794199001e-07,135239,507,761,0.993990363556724,0.614545585492764,0.99668844539778
"GO:0046872","metal ion binding",0.33127561631342,2270,1.11022363654643,8.16825940219701e-10,1.48895699960048e-07,145333,1350,2012,1.00107050007646,0.480315568633722,0.99668844539778
"GO:0032559","adenyl ribonucleotide binding",0.101594727923345,772,1.23117619953541,1.78703352116116e-09,2.85031846625206e-07,136489,479,721,0.991195040127079,0.6541526836861,0.99668844539778
"GO:0005524","ATP binding",0.0982693527339379,748,1.23326834670115,2.54281806721934e-09,3.60515094863542e-07,136561,465,696,0.996787503684055,0.568226854328439,0.99668844539778
"GO:0003674","molecular_function",0.943275479065875,5920,1.01685082297558,9.02238017630452e-09,1.15125571049646e-06,144642,5415,8052,1.00335256728699,0.0676157455824817,0.99668844539778
"GO:0097367","carbohydrate derivative binding",0.164550730123733,1179,1.16088199133203,2.08021302405825e-08,2.41304710790757e-06,142135,723,1085,0.99418551341132,0.628889516648445,0.99668844539778
"GO:0097159","organic cyclic compound binding",0.430535697090241,2871,1.08043366814761,2.29461769585271e-08,2.43994348325671e-06,143672,1850,2768,0.997159231263277,0.611508717628621,0.99668844539778
