Tissue	h2_Category	OR	PValue	FDR	Test	Env
Caudate	Heritable	1.1198152948801037	0.10668198440440564	0.15450494293051853	Logit	smoking
Caudate	Heritable	0.6244100609546349	1.9607075988078098e-05	0.00016469943829985602	Logit	codeine
Caudate	Heritable	0.6733028550849323	0.0007113440321792785	0.00199176329010198	Logit	morphine
Caudate	Heritable	0.6801976052918027	0.0017580364135474464	0.004102084964944042	Logit	cocaine
Caudate	Heritable	1.063211954596819	0.45671465010215573	0.5480575801225869	Logit	ethanol
Caudate	Heritable	0.7318680103461598	0.0013732315603612625	0.0033926897373631193	Logit	antipsychotics
Caudate	Heritable	1.3001924778283667	7.061408119962744e-05	0.0003295323789315947	Logit	nicotine
Caudate	Heritable	0.8204500229603551	0.0460771716754599	0.08414092218997025	Logit	amphetamines
Caudate	Heritable	1.455001673159096	1.5496918880641217e-07	6.5087059298693115e-06	Logit	hx_sexual_abuse
Caudate	Heritable	1.039720581553839	0.6761160306312035	0.7472861391186986	Logit	hx_physical_abuse
Caudate	Heritable	0.7995725843382689	0.030469671967791764	0.058169373756693364	Logit	educationless_than_hs
Caudate	Heritable	0.9248054873054873	0.432630010660193	0.5344253072861208	Logit	educationmore_than_hs
Caudate	Heritable	0.8426982261976955	0.08240447110331367	0.1236067066549705	Logit	marital_statussingle
Caudate	Heritable	0.5411053516965959	4.81495447519604e-07	8.146401573416431e-06	Logit	marital_statuspreviously_married
Caudate	Heritable	1.2270543735224586	0.0005330513072339828	0.0016067817376596524	DMR	smoking
Caudate	Heritable	0.6366463974765811	3.0226180760032432e-05	0.00021158326532022705	DMR	codeine
Caudate	Heritable	0.6734128782157781	0.0008372268382933227	0.0021977204505199723	DMR	morphine
Caudate	Heritable	0.6167276369375199	9.749373870705361e-05	0.00037224882051784105	DMR	cocaine
Caudate	Heritable	0.985385977677407	0.8461812917140723	0.9112721603074625	DMR	ethanol
Caudate	Heritable	0.9411407604713232	0.5066380565649689	0.5751026588034782	DMR	antipsychotics
Caudate	Heritable	1.272107187743935	0.00019504324461265996	0.0006826513561443098	DMR	nicotine
Caudate	Heritable	0.7598106581157429	0.006150924670750884	0.012916941808576858	DMR	amphetamines
Caudate	Heritable	1.3950012369520026	6.760797917903594e-07	8.146401573416431e-06	DMR	hx_sexual_abuse
Caudate	Heritable	0.8497371269522189	0.06670723451216817	0.10376680924115049	DMR	hx_physical_abuse
Caudate	Heritable	0.8364779874213837	0.06293933208958821	0.10167122876010404	DMR	educationless_than_hs
Caudate	Heritable	0.8364779874213837	0.06293933208958821	0.10167122876010404	DMR	educationmore_than_hs
Caudate	Heritable	0.8826577590784142	0.17492356455115748	0.23699321648866498	DMR	marital_statussingle
Caudate	Heritable	0.8826577590784142	0.17492356455115748	0.23699321648866498	DMR	marital_statuspreviously_married
Caudate	Heritable	1.1576191509365734	0.05765924308050641	0.10090367539088622	Both	smoking
Caudate	Heritable	0.6240712074303405	6.835153391760882e-05	0.0003295323789315947	Both	codeine
Caudate	Heritable	0.6389873120300752	0.0005355939125532175	0.0016067817376596524	Both	morphine
Caudate	Heritable	0.5957290623957291	7.901913599943313e-05	0.0003318803711976192	Both	cocaine
Caudate	Heritable	1.0138605326437093	0.8995978565667937	0.9445777493951334	Both	ethanol
Caudate	Heritable	1.0139557005027857	1.0	1.0	Both	antipsychotics
Caudate	Heritable	1.3324754113429542	5.0139241393507304e-05	0.0003008354483610438	Both	nicotine
Caudate	Heritable	0.7582766608658484	0.013385818457143636	0.026771636914287272	Both	amphetamines
Caudate	Heritable	1.484720917120842	7.758477688968029e-07	8.146401573416431e-06	Both	hx_sexual_abuse
Caudate	Heritable	0.9230778799664962	0.4276427436053916	0.5344253072861208	Both	hx_physical_abuse
Caudate	Heritable	1.0318722139673107	1.0	1.0	Both	educationless_than_hs
Caudate	Heritable	0.9317716544697273	0.5019644835123508	0.5751026588034782	Both	educationmore_than_hs
Caudate	Heritable	0.6459300149700599	0.003421492903265582	0.007563300101955497	Both	marital_statussingle
Caudate	Heritable	0.6313975049839382	0.21376474522532002	0.28056622810823256	Both	marital_statuspreviously_married
Caudate	Non-heritable	0.8369988459839239	0.00882671988587204	0.020595679733701425	Logit	smoking
Caudate	Non-heritable	1.5431547238807453	0.000157596329377154	0.0006619045833840469	Logit	codeine
Caudate	Non-heritable	1.3169490064226905	0.022040375681750733	0.04207708084697867	Logit	morphine
Caudate	Non-heritable	1.3746054286459213	0.01320547095051356	0.02773148899607848	Logit	cocaine
Caudate	Non-heritable	0.9459894372008583	0.48495490157384635	0.6001883555967832	Logit	ethanol
Caudate	Non-heritable	1.3293211415134247	0.00468507602468719	0.012298324564803873	Logit	antipsychotics
Caudate	Non-heritable	0.761700181843317	2.0667891738303964e-05	0.00021701286325219164	Logit	nicotine
Caudate	Non-heritable	1.089263018391046	0.4013804751198592	0.5268118735948152	Logit	amphetamines
Caudate	Non-heritable	0.7341543100212952	6.5625365630196326e-06	9.187551188227486e-05	Logit	hx_sexual_abuse
Caudate	Non-heritable	0.9079958355919224	0.24667795439805004	0.3342088414425194	Logit	hx_physical_abuse
Caudate	Non-heritable	1.1426503698938566	0.20254092902694104	0.3038113935404116	Logit	educationless_than_hs
Caudate	Non-heritable	1.0499885056288107	0.6273172391788477	0.7318701123753224	Logit	educationmore_than_hs
Caudate	Non-heritable	1.3808314662683594	0.0013787500453767104	0.004029838731517519	Logit	marital_statussingle
Caudate	Non-heritable	1.5024049298519757	0.0014392281183991142	0.004029838731517519	Logit	marital_statuspreviously_married
Caudate	Non-heritable	0.8092912189297732	0.0002240825957511978	0.0008555880928682097	DMR	smoking
Caudate	Non-heritable	1.5365066161447707	0.00014263065811786184	0.0006619045833840469	DMR	codeine
Caudate	Non-heritable	1.3416780065259062	0.015638576029249684	0.03127715205849937	DMR	morphine
Caudate	Non-heritable	1.70344906089926	4.0358696529611205e-05	0.0002935887163859173	DMR	cocaine
Caudate	Non-heritable	0.986848274617279	0.8777626661600264	0.8954099276621481	DMR	ethanol
Caudate	Non-heritable	0.9885476908369374	0.8954099276621481	0.8954099276621481	DMR	antipsychotics
Caudate	Non-heritable	0.7749585420292231	4.194124519798818e-05	0.0002935887163859173	DMR	nicotine
Caudate	Non-heritable	1.2058017727639	0.07049939746906908	0.12873803016090873	DMR	amphetamines
Caudate	Non-heritable	0.7219314970739987	4.3764227361708725e-07	9.447708324825454e-06	DMR	hx_sexual_abuse
Caudate	Non-heritable	1.1203578888115306	0.21471014460666582	0.31095951977517117	DMR	hx_physical_abuse
Caudate	Non-heritable	1.1782060435085482	0.0892630375380804	0.13885361394812507	DMR	educationless_than_hs
Caudate	Non-heritable	1.1782060435085482	0.0892630375380804	0.13885361394812507	DMR	educationmore_than_hs
Caudate	Non-heritable	1.1686407744397644	0.08882468784274238	0.13885361394812507	DMR	marital_statussingle
Caudate	Non-heritable	1.1686407744397644	0.08882468784274238	0.13885361394812507	DMR	marital_statuspreviously_married
