cohort	tissue	modality	population	assay	n_control_pheno	n_rna_samples	n_model_samples_pre_pair_filter	n_features_total	n_features_assay_varying	n_pairs_before_constant_filter	n_pairs_after_constant_filter	n_features_linked	model
BA_only	caudate	psi	AA	counts	89	487	89	690907	502324	2410197	1896777	398268	feature ~ VMR_methylation + RNA_covariates
