cohort	tissue	population	vmr_set	modality	run_tag	h2_category	n_vmrs	n_any_fdr05	n_any_fdr10	prop_any_fdr05	prop_any_fdr10	median_max_abs_beta	median_pairs_tested
all_individuals	caudate	AA	shared	psi	window_250kb	Heritable	3357	258	306	0.0768543342269884	0.0911528150134048	2.21731793513327	62
all_individuals	caudate	AA	shared	psi	window_250kb	Non-heritable	3690	68	127	0.0184281842818428	0.0344173441734417	2.8775115037968	86
all_individuals	caudate	AA	shared	psi	window_250kb	Low prediction	106	6	10	0.0566037735849057	0.0943396226415094	3.98785939596274	89.5
