cohort	tissue	modality	population	vmr_set	assay	n_control_pheno	n_rna_samples	n_model_samples_pre_pair_filter	n_features_total	n_features_assay_varying	n_pairs_before_constant_filter	n_pairs_after_constant_filter	n_features_linked	model
all_individuals	hippocampus	expression_nearest_gene	EA	shared	counts	103	452	103	78932	68304	4224	4152	3067	feature ~ VMR_methylation + RNA_covariates
