env	term	statistic	p_value	location_shift	ci_lo	ci_hi	median_vmr_score_heritable	median_vmr_score_nonheritable	n_heritable_vmrs	n_nonheritable_vmrs	fdr	cohort	tissue	population	vmr_set	modality	run_tag
smoking	env_valueTRUE	34850.5	0.0457120011846517	0.0449697937063706	0.00071829303847564	0.0893394670967975	0.321079254362373	0.301488494904085	305	207	0.27427200710791	all_individuals	caudate	AA	shared	expression	nearest_gene_window_250kb
codeine	env_valueTRUE	32785.5	0.458640830839465	0.018737232116841	-0.0305598639755428	0.0725355668158994	0.348695896324395	0.294441687876744	305	207	0.687961246259197	all_individuals	caudate	AA	shared	expression	nearest_gene_window_250kb
morphine	env_valueTRUE	31436.5	0.936686819424522	-0.00158846414481452	-0.0471392411530278	0.0433022831035622	0.271427240162587	0.299763046759818	305	207	0.949281820389121	all_individuals	caudate	AA	shared	expression	nearest_gene_window_250kb
cocaine	env_valueTRUE	35205.5	0.0268198458889558	0.0388667075401119	0.00432856060768797	0.0797374012505685	0.250033397449205	0.208057315270416	305	207	0.27427200710791	all_individuals	caudate	AA	shared	expression	nearest_gene_window_250kb
ethanol	env_valueTRUE	33505.5	0.238259819586095	0.0220091182817744	-0.0159284986277084	0.0618502879394281	0.247408273187365	0.226558473494165	305	207	0.571823567006628	all_individuals	caudate	AA	shared	expression	nearest_gene_window_250kb
nicotine	env_valueTRUE	31672.5	0.949281820389121	0.00145419552077269	-0.0465662503480985	0.0518209102448818	0.30660461432645	0.336920032853146	305	207	0.949281820389121	all_individuals	caudate	AA	shared	expression	nearest_gene_window_250kb
amphetamines	env_valueTRUE	33006.5	0.381242916404014	0.0175263574763115	-0.0230492637809708	0.0618274889229361	0.322026032865538	0.278659500710712	305	207	0.653559285264024	all_individuals	caudate	AA	shared	expression	nearest_gene_window_250kb
any_trauma_hx	env_value	29421.5	0.223506031264318	-0.0222149081681108	-0.0590723388477591	0.0142806486080421	0.221584626499757	0.266518082274546	305	206	0.571823567006628	all_individuals	caudate	AA	shared	expression	nearest_gene_window_250kb
education	env_valueless_than_hs	31208.5	0.827259778090345	-0.00459036978609692	-0.0481687522197885	0.0404057625892777	0.282357392273634	0.290911935501051	305	207	0.949281820389121	all_individuals	caudate	AA	shared	expression	nearest_gene_window_250kb
education	env_valuemore_than_hs	32264.5	0.671597599828495	0.0102120411162363	-0.0367100639369982	0.0650698106026434	0.306448136552298	0.296839099084888	305	207	0.895463466437994	all_individuals	caudate	AA	shared	expression	nearest_gene_window_250kb
marital_status	env_valuepreviously_married	33266.5	0.301197266489566	0.0186227072254916	-0.0188872500323576	0.0582784283831235	0.244137652690723	0.274874504543711	305	207	0.602394532979132	all_individuals	caudate	AA	shared	expression	nearest_gene_window_250kb
marital_status	env_valuesingle	33591.5	0.218062910453901	0.0334797273828191	-0.0196335594021554	0.0883588730770953	0.362242682285084	0.311602740804725	305	207	0.571823567006628	all_individuals	caudate	AA	shared	expression	nearest_gene_window_250kb
