Cohort	cohort_key	Tissue	Test	test_label	Env	env_label	h2_Category	OR	PValue	FDR	log2_or	sig
Discovery	discovery	Caudate	Logit	VMR	smoking	Smoking	Heritable	0.824747482288299	0.00491305641061292	0.0111823209227881	-0.277975626214439	TRUE
Discovery	discovery	Caudate	Logit	VMR	codeine	Codeine	Heritable	1.62100712336759	1.18193301269435e-05	5.57196991698765e-05	0.696890430660832	TRUE
Discovery	discovery	Caudate	Logit	VMR	morphine	Morphine	Heritable	1.45539033457249	0.00127158421696617	0.00322786762768336	0.541406134734417	TRUE
Discovery	discovery	Caudate	Logit	VMR	cocaine	Cocaine	Heritable	1.51023393739703	0.000841774792683132	0.0025253243780494	0.594772042385844	TRUE
Discovery	discovery	Caudate	Logit	VMR	ethanol	Ethanol	Heritable	0.959130207920017	0.615157625757306	0.676673388333036	-0.0602014114802566	FALSE
Discovery	discovery	Caudate	Logit	VMR	nicotine	Nicotine	Heritable	0.724112232095447	6.4329040180674e-07	1.04454144636332e-05	-0.465714773077596	TRUE
Discovery	discovery	Caudate	Logit	VMR	amphetamines	Amphetamines	Heritable	1.26864711958803	0.0158094227970081	0.0237141341955121	0.343290832285417	TRUE
Discovery	discovery	Caudate	Logit	VMR	less_than_hs	< high school	Heritable	1.29357085531433	0.011032344747894	0.0214157280400296	0.37135907977521	TRUE
Discovery	discovery	Caudate	Logit	VMR	more_than_hs	> high school	Heritable	1.10953796412182	0.286869582871794	0.364103701337277	0.149959031855113	FALSE
Discovery	discovery	Caudate	Logit	VMR	single	Single	Heritable	1.31787960832617	0.0051581384460452	0.0111823209227881	0.398218582482532	TRUE
Discovery	discovery	Caudate	Logit	VMR	previously_married	Previously married	Heritable	1.73203289162041	7.74421895976408e-06	4.25932042787025e-05	0.792466327366649	TRUE
Discovery	discovery	Caudate	DMR	DMR	smoking	Smoking	Heritable	0.86201088404308	0.0300559782719998	0.0396738913190397	-0.214222009498925	TRUE
Discovery	discovery	Caudate	DMR	DMR	codeine	Codeine	Heritable	1.77469668542839	1.27467909545448e-07	4.20644101499979e-06	0.82757247373248	TRUE
Discovery	discovery	Caudate	DMR	DMR	morphine	Morphine	Heritable	1.49111669806315	0.000603690670776903	0.00199217921356378	0.576393170517881	TRUE
Discovery	discovery	Caudate	DMR	DMR	cocaine	Cocaine	Heritable	1.69192867038374	1.46960340367189e-05	6.06211404014653e-05	0.758668747504655	TRUE
Discovery	discovery	Caudate	DMR	DMR	ethanol	Ethanol	Heritable	0.980972014881164	0.816120717096125	0.816120717096125	-0.0277161149852047	FALSE
Discovery	discovery	Caudate	DMR	DMR	nicotine	Nicotine	Heritable	0.73719638198479	2.87847208256487e-06	2.37473946811602e-05	-0.439879104365576	TRUE
Discovery	discovery	Caudate	DMR	DMR	amphetamines	Amphetamines	Heritable	1.2573706956643	0.0195938028440435	0.0281128475588451	0.330410045107927	TRUE
Discovery	discovery	Caudate	DMR	DMR	less_than_hs	< high school	Heritable	0.804114198871038	0.452273082851979	0.533036133361261	-0.314527689944201	FALSE
Discovery	discovery	Caudate	DMR	DMR	more_than_hs	> high school	Heritable	0.804114198871038	0.452273082851979	0.533036133361261	-0.314527689944201	FALSE
Discovery	discovery	Caudate	DMR	DMR	single	Single	Heritable	2.04432491318853	0.0141266829462032	0.0221990732011765	1.03162450811193	TRUE
Discovery	discovery	Caudate	DMR	DMR	previously_married	Previously married	Heritable	2.04432491318853	0.0141266829462032	0.0221990732011765	1.03162450811193	TRUE
Discovery	discovery	Caudate	Both	VMR + DMR	smoking	Smoking	Heritable	0.8242459752156	0.00542173135650331	0.0111823209227881	-0.278853157639163	TRUE
Discovery	discovery	Caudate	Both	VMR + DMR	codeine	Codeine	Heritable	1.66471322630498	6.35436281814205e-06	4.19387945997375e-05	0.735273671217749	TRUE
Discovery	discovery	Caudate	Both	VMR + DMR	morphine	Morphine	Heritable	1.4726073738759	0.00125473580640398	0.00322786762768336	0.5583728307353	TRUE
Discovery	discovery	Caudate	Both	VMR + DMR	cocaine	Cocaine	Heritable	1.60433527079605	0.000161233725081457	0.000591190325298675	0.68197566484186	TRUE
Discovery	discovery	Caudate	Both	VMR + DMR	ethanol	Ethanol	Heritable	0.970049016967412	0.72350822914744	0.746117861308297	-0.0438704457843942	FALSE
Discovery	discovery	Caudate	Both	VMR + DMR	nicotine	Nicotine	Heritable	0.72258203450096	9.49583133057564e-07	1.04454144636332e-05	-0.468766709281934	TRUE
Discovery	discovery	Caudate	Both	VMR + DMR	amphetamines	Amphetamines	Heritable	1.24932726958	0.0275086078777467	0.0378243358319017	0.321151450006921	TRUE
Discovery	discovery	Caudate	Both	VMR + DMR	less_than_hs	< high school	Heritable	0.876319430496976	0.698591115986505	0.743661510566279	-0.190471246987532	FALSE
Discovery	discovery	Caudate	Both	VMR + DMR	more_than_hs	> high school	Heritable	0.829933087388083	0.525656678968248	0.59816104848111	-0.26893306973477	FALSE
Discovery	discovery	Caudate	Both	VMR + DMR	single	Single	Heritable	2.11131215654738	0.0127485914390266	0.0221422903940989	1.07813989626416	TRUE
Discovery	discovery	Caudate	Both	VMR + DMR	previously_married	Previously married	Heritable	2.11131215654738	0.0127485914390266	0.0221422903940989	1.07813989626416	TRUE
Discovery	discovery	Caudate	Logit	VMR	smoking	Smoking	Non-heritable	1.2100338249222	0.00548458229946245	0.0120660810588174	0.27504737672752	TRUE
Discovery	discovery	Caudate	Logit	VMR	codeine	Codeine	Non-heritable	0.626781493749332	2.51504235696463e-05	0.000103745497224791	-0.673965511232283	TRUE
Discovery	discovery	Caudate	Logit	VMR	morphine	Morphine	Non-heritable	0.679337456673133	0.00102616532665579	0.00260488121381854	-0.557799692538587	TRUE
Discovery	discovery	Caudate	Logit	VMR	cocaine	Cocaine	Non-heritable	0.662579310705963	0.000851963913450161	0.00234290076198794	-0.593834939473135	TRUE
Discovery	discovery	Caudate	Logit	VMR	ethanol	Ethanol	Non-heritable	1.03474224027976	0.670925342577055	0.714210848549768	0.0492714295762831	FALSE
Discovery	discovery	Caudate	Logit	VMR	nicotine	Nicotine	Non-heritable	1.39869222500896	2.38457163981677e-07	3.46725098087725e-06	0.484078539841868	TRUE
Discovery	discovery	Caudate	Logit	VMR	amphetamines	Amphetamines	Non-heritable	0.78578597585786	0.0139258586779556	0.021883492208216	-0.347791675042997	TRUE
Discovery	discovery	Caudate	Logit	VMR	less_than_hs	< high school	Non-heritable	0.754091546734556	0.00521745229250035	0.0120660810588174	-0.407188417543643	TRUE
Discovery	discovery	Caudate	Logit	VMR	more_than_hs	> high school	Non-heritable	0.882425574054589	0.208279426251805	0.264354656396522	-0.180453491824022	FALSE
Discovery	discovery	Caudate	Logit	VMR	single	Single	Non-heritable	0.77105181370155	0.0081338741355277	0.0157892850866126	-0.375100284217065	TRUE
Discovery	discovery	Caudate	Logit	VMR	previously_married	Previously married	Non-heritable	0.586550479835606	1.39733669866115e-05	7.68535184263635e-05	-0.769672819754505	TRUE
Discovery	discovery	Caudate	DMR	DMR	smoking	Smoking	Non-heritable	1.15786198945692	0.0328299130555685	0.0433354852333504	0.211463302556993	TRUE
Discovery	discovery	Caudate	DMR	DMR	codeine	Codeine	Non-heritable	0.572518181000913	3.15204634625204e-07	3.46725098087725e-06	-0.804606586440445	TRUE
Discovery	discovery	Caudate	DMR	DMR	morphine	Morphine	Non-heritable	0.663375819215579	0.000397565958812018	0.00131196766407966	-0.592101669637474	TRUE
Discovery	discovery	Caudate	DMR	DMR	cocaine	Cocaine	Non-heritable	0.591575557250615	1.91112005824012e-05	9.00956598884627e-05	-0.757365650567052	TRUE
Discovery	discovery	Caudate	DMR	DMR	ethanol	Ethanol	Non-heritable	1.01163369572467	0.907488188939174	0.907488188939174	0.0166869965278588	FALSE
Discovery	discovery	Caudate	DMR	DMR	nicotine	Nicotine	Non-heritable	1.37381548364026	1.12378296641874e-06	9.27120947295457e-06	0.458188249634184	TRUE
Discovery	discovery	Caudate	DMR	DMR	amphetamines	Amphetamines	Non-heritable	0.785878207245898	0.0132438445645816	0.021883492208216	-0.347622349091918	TRUE
Discovery	discovery	Caudate	DMR	DMR	less_than_hs	< high school	Non-heritable	1.26049906637243	0.383168858690371	0.451591869170794	0.333995049620205	FALSE
Discovery	discovery	Caudate	DMR	DMR	more_than_hs	> high school	Non-heritable	1.26049906637243	0.383168858690371	0.451591869170794	0.333995049620205	FALSE
Discovery	discovery	Caudate	DMR	DMR	single	Single	Non-heritable	0.497254836184726	0.0201624368328265	0.0289287137166642	-1.00794269244415	TRUE
Discovery	discovery	Caudate	DMR	DMR	previously_married	Previously married	Non-heritable	0.497254836184726	0.0201624368328265	0.0289287137166642	-1.00794269244415	TRUE
Discovery	discovery	Caudate	Both	VMR + DMR	smoking	Smoking	Non-heritable	1.2101184459477	0.00606303181639211	0.0125050031213087	0.275148264870267	TRUE
Discovery	discovery	Caudate	Both	VMR + DMR	codeine	Codeine	Non-heritable	0.610316355682996	1.11353545410617e-05	7.34933399710071e-05	-0.712370841610959	TRUE
Discovery	discovery	Caudate	Both	VMR + DMR	morphine	Morphine	Non-heritable	0.670701162631147	0.000830558920736449	0.00234290076198794	-0.576257991983728	TRUE
Discovery	discovery	Caudate	Both	VMR + DMR	cocaine	Cocaine	Non-heritable	0.623337135837136	0.000163218521239828	0.000598467911212704	-0.68191542980079	TRUE
Discovery	discovery	Caudate	Both	VMR + DMR	ethanol	Ethanol	Non-heritable	1.02227156870317	0.783517311987733	0.80800222798735	0.0317785023192452	FALSE
Discovery	discovery	Caudate	Both	VMR + DMR	nicotine	Nicotine	Non-heritable	1.40135031427166	3.00529381976966e-07	3.46725098087725e-06	0.486817650620148	TRUE
Discovery	discovery	Caudate	Both	VMR + DMR	amphetamines	Amphetamines	Non-heritable	0.797395318166832	0.0243199564752901	0.0334399401535239	-0.326632960178308	TRUE
Discovery	discovery	Caudate	Both	VMR + DMR	less_than_hs	< high school	Non-heritable	1.15892307692308	0.607332069809901	0.668065276790891	0.212784811189477	FALSE
Discovery	discovery	Caudate	Both	VMR + DMR	more_than_hs	> high school	Non-heritable	1.22369990381533	0.449085239848606	0.511028031551863	0.291249799566209	FALSE
Discovery	discovery	Caudate	Both	VMR + DMR	single	Single	Non-heritable	0.481016299137105	0.0133412613021578	0.021883492208216	-1.05584231464283	TRUE
Discovery	discovery	Caudate	Both	VMR + DMR	previously_married	Previously married	Non-heritable	0.481016299137105	0.0133412613021578	0.021883492208216	-1.05584231464283	TRUE
Discovery	discovery	Hippocampus	Logit	VMR	smoking	Smoking	Heritable	0.823102996115688	0.000288121054890831	0.00118849935142468	-0.280855126344742	TRUE
Discovery	discovery	Hippocampus	Logit	VMR	codeine	Codeine	Heritable	0.90881958671624	0.378029374009822	0.415832311410805	-0.137934167005723	FALSE
Discovery	discovery	Hippocampus	Logit	VMR	morphine	Morphine	Heritable	1.61784388707682	0.00127744119301361	0.00324273533611147	0.694072402448891	TRUE
Discovery	discovery	Hippocampus	Logit	VMR	cocaine	Cocaine	Heritable	1.48589919915187	0.0205576119862571	0.029495704154195	0.571336249243748	TRUE
Discovery	discovery	Hippocampus	Logit	VMR	ethanol	Ethanol	Heritable	1.2977360974553	0.0559979589559195	0.0739173058218137	0.375997032334069	FALSE
Discovery	discovery	Hippocampus	Logit	VMR	nicotine	Nicotine	Heritable	0.730064744975151	5.75325136934918e-12	4.74643237971307e-11	-0.453903681425404	TRUE
Discovery	discovery	Hippocampus	Logit	VMR	amphetamines	Amphetamines	Heritable	0.661227920481897	4.95949559110141e-14	5.45544515021155e-13	-0.596780450882772	TRUE
Discovery	discovery	Hippocampus	Logit	VMR	less_than_hs	< high school	Heritable	1.53427128427128	0.00259675799924946	0.00612092956965943	0.61755359748855	TRUE
Discovery	discovery	Hippocampus	Logit	VMR	more_than_hs	> high school	Heritable	2.10639332813396	5.58656891485467e-08	2.6336682027172e-07	1.07477485685965	TRUE
Discovery	discovery	Hippocampus	Logit	VMR	single	Single	Heritable	1.38746789619572	0.00615469408672413	0.0112836058256609	0.472454390176212	TRUE
Discovery	discovery	Hippocampus	Logit	VMR	previously_married	Previously married	Heritable	1.07682425488181	0.532225062456359	0.54885709565812	0.106782811349508	FALSE
Discovery	discovery	Hippocampus	DMR	DMR	smoking	Smoking	Heritable	0.825141439392515	0.000326601969221362	0.00119754055381166	-0.277286658655583	TRUE
Discovery	discovery	Hippocampus	DMR	DMR	codeine	Codeine	Heritable	0.959650427262836	0.71601119786411	0.71601119786411	-0.0594191251983467	FALSE
Discovery	discovery	Hippocampus	DMR	DMR	morphine	Morphine	Heritable	1.69370495661127	0.000530371538237342	0.00159256626572021	0.760182579093725	TRUE
Discovery	discovery	Hippocampus	DMR	DMR	cocaine	Cocaine	Heritable	1.54834905660377	0.0111126048315127	0.0174626647352343	0.630730746329688	TRUE
Discovery	discovery	Hippocampus	DMR	DMR	ethanol	Ethanol	Heritable	1.47985560377076	0.00482760726226231	0.0106207359769771	0.565456412417154	TRUE
Discovery	discovery	Hippocampus	DMR	DMR	nicotine	Nicotine	Heritable	0.736020788605579	2.14849663640864e-11	1.4180077800297e-10	-0.442181579699339	TRUE
Discovery	discovery	Hippocampus	DMR	DMR	amphetamines	Amphetamines	Heritable	0.65422102904777	2.0157739160656e-14	5.45544515021155e-13	-0.612149961245741	TRUE
Discovery	discovery	Hippocampus	DMR	DMR	less_than_hs	< high school	Heritable	3.64380426203631	0.00579344631855878	0.0112461016772023	1.86544546249504	TRUE
Discovery	discovery	Hippocampus	DMR	DMR	more_than_hs	> high school	Heritable	3.64380426203631	0.00579344631855878	0.0112461016772023	1.86544546249504	TRUE
