Cohort	cohort_key	Tissue	Test	test_label	Env	env_label	h2_Category	OR	PValue	FDR	log2_or	sig
Discovery	discovery	Hippocampus	DMR	DMR	single	Single	Heritable	1.55661628215328	0.120677710301849	0.142227301427179	0.638413352855751	FALSE
Discovery	discovery	Hippocampus	DMR	DMR	previously_married	Previously married	Heritable	1.55661628215328	0.120677710301849	0.142227301427179	0.638413352855751	FALSE
Discovery	discovery	Hippocampus	Both	VMR + DMR	smoking	Smoking	Heritable	0.828437255127594	0.000530855421906738	0.00159256626572021	-0.271535661344292	TRUE
Discovery	discovery	Hippocampus	Both	VMR + DMR	codeine	Codeine	Heritable	0.914600962336154	0.396774040490049	0.422372365682956	-0.128785657748973	FALSE
Discovery	discovery	Hippocampus	Both	VMR + DMR	morphine	Morphine	Heritable	1.66905615292712	0.000862682500415226	0.00237237687614187	0.739032492859119	TRUE
Discovery	discovery	Hippocampus	Both	VMR + DMR	cocaine	Cocaine	Heritable	1.48006114433634	0.0278358137696129	0.0382742439332178	0.565656777751973	TRUE
Discovery	discovery	Hippocampus	Both	VMR + DMR	ethanol	Ethanol	Heritable	1.44680669944029	0.00812578668244043	0.0141132084484492	0.532872183523046	TRUE
Discovery	discovery	Hippocampus	Both	VMR + DMR	nicotine	Nicotine	Heritable	0.737946000379605	3.81259931143723e-11	2.09692962129048e-10	-0.438412844773582	TRUE
Discovery	discovery	Hippocampus	Both	VMR + DMR	amphetamines	Amphetamines	Heritable	0.6565705605877	4.43632961738543e-14	5.45544515021155e-13	-0.606978031309552	TRUE
Discovery	discovery	Hippocampus	Both	VMR + DMR	less_than_hs	< high school	Heritable	3.23666978484565	0.0145713401883678	0.0218570102825517	1.6945101848036	TRUE
Discovery	discovery	Hippocampus	Both	VMR + DMR	more_than_hs	> high school	Heritable	3.39913922155689	0.00943135839202086	0.0155617413468344	1.7651694528288	TRUE
Discovery	discovery	Hippocampus	Both	VMR + DMR	single	Single	Heritable	1.6185470245917	0.108064256923188	0.13715847994097	0.694699281617343	FALSE
Discovery	discovery	Hippocampus	Both	VMR + DMR	previously_married	Previously married	Heritable	1.50252132396331	0.151997283637428	0.172962426208108	0.587385465983257	FALSE
Discovery	discovery	Hippocampus	Logit	VMR	smoking	Smoking	Non-heritable	1.19963494633093	0.000707238263119013	0.00212171478935704	0.26259545479844	TRUE
Discovery	discovery	Hippocampus	Logit	VMR	codeine	Codeine	Non-heritable	1.07138433590686	0.533452258363715	0.586797484200087	0.0994761085113367	FALSE
Discovery	discovery	Hippocampus	Logit	VMR	morphine	Morphine	Non-heritable	0.573008228555486	0.000194716943667346	0.000713962126780268	-0.803372238259535	TRUE
Discovery	discovery	Hippocampus	Logit	VMR	cocaine	Cocaine	Non-heritable	0.683634020618557	0.0309320886066313	0.0443808227834276	-0.548703901272363	TRUE
Discovery	discovery	Hippocampus	Logit	VMR	ethanol	Ethanol	Non-heritable	0.782871587101873	0.0749116533296445	0.0988833823951307	-0.353152410416328	FALSE
Discovery	discovery	Hippocampus	Logit	VMR	nicotine	Nicotine	Non-heritable	1.36229144425632	1.24050846571561e-11	1.02341948421538e-10	0.44603538191356	TRUE
Discovery	discovery	Hippocampus	Logit	VMR	amphetamines	Amphetamines	Non-heritable	1.53155080213904	8.39869137613793e-15	9.23856051375172e-14	0.614993222489257	TRUE
Discovery	discovery	Hippocampus	Logit	VMR	less_than_hs	< high school	Non-heritable	0.66215566315514	0.00400275565157466	0.00943506689299742	-0.594757681385372	TRUE
Discovery	discovery	Hippocampus	Logit	VMR	more_than_hs	> high school	Non-heritable	0.472730001850393	3.97257892063236e-08	1.87278720544097e-07	-1.08091166651986	TRUE
Discovery	discovery	Hippocampus	Logit	VMR	single	Single	Non-heritable	0.732321400818526	0.0102153699537706	0.017742484656549	-0.44945113817916	TRUE
Discovery	discovery	Hippocampus	Logit	VMR	previously_married	Previously married	Non-heritable	0.943620606644198	0.649146250784551	0.669432071121568	-0.083721170609709	FALSE
Discovery	discovery	Hippocampus	DMR	DMR	smoking	Smoking	Non-heritable	1.19337676824832	0.000963401174535151	0.00264935322997167	0.25504959698855	TRUE
Discovery	discovery	Hippocampus	DMR	DMR	codeine	Codeine	Non-heritable	1.01422945159289	0.917148012228194	0.917148012228194	0.0203840736702976	FALSE
Discovery	discovery	Hippocampus	DMR	DMR	morphine	Morphine	Non-heritable	0.55896608538085	0.000127423117129948	0.000525620358161035	-0.839167343012403	TRUE
Discovery	discovery	Hippocampus	DMR	DMR	cocaine	Cocaine	Non-heritable	0.656064356435644	0.013988023188322	0.0219811792959346	-0.608090752366384	TRUE
Discovery	discovery	Hippocampus	DMR	DMR	ethanol	Ethanol	Non-heritable	0.686514545637106	0.00721471537249612	0.0140050357230807	-0.542637806858458	TRUE
Discovery	discovery	Hippocampus	DMR	DMR	nicotine	Nicotine	Non-heritable	1.35099441875701	5.24735077148829e-11	3.46325150918227e-10	0.434021714598299	TRUE
Discovery	discovery	Hippocampus	DMR	DMR	amphetamines	Amphetamines	Non-heritable	1.54770031819497	3.28410593297913e-15	9.23856051375172e-14	0.630126148931122	TRUE
Discovery	discovery	Hippocampus	DMR	DMR	less_than_hs	< high school	Non-heritable	0.278779139629897	0.00596505486297106	0.0123029256548778	-1.84280548302982	TRUE
Discovery	discovery	Hippocampus	DMR	DMR	more_than_hs	> high school	Non-heritable	0.278779139629897	0.00596505486297106	0.0123029256548778	-1.84280548302982	TRUE
Discovery	discovery	Hippocampus	DMR	DMR	single	Single	Non-heritable	0.653026768172888	0.121850723422277	0.143609781176255	-0.614785964495797	FALSE
Discovery	discovery	Hippocampus	DMR	DMR	previously_married	Previously married	Non-heritable	0.653026768172888	0.121850723422277	0.143609781176255	-0.614785964495797	FALSE
Discovery	discovery	Hippocampus	Both	VMR + DMR	smoking	Smoking	Non-heritable	1.19122699669055	0.00126606849087296	0.00321386616913905	0.252448355095642	TRUE
Discovery	discovery	Hippocampus	Both	VMR + DMR	codeine	Codeine	Non-heritable	1.06245832168133	0.595585496229563	0.63401036695405	0.0874062480427913	FALSE
Discovery	discovery	Hippocampus	Both	VMR + DMR	morphine	Morphine	Non-heritable	0.565110279422986	0.000270457873060367	0.000892510981099212	-0.823395662666151	TRUE
Discovery	discovery	Hippocampus	Both	VMR + DMR	cocaine	Cocaine	Non-heritable	0.686324162370154	0.0343634369789902	0.0472497258461116	-0.54303794854336	TRUE
Discovery	discovery	Hippocampus	Both	VMR + DMR	ethanol	Ethanol	Non-heritable	0.702190170940171	0.0119056599349748	0.0196443388927084	-0.510066292965359	TRUE
Discovery	discovery	Hippocampus	Both	VMR + DMR	nicotine	Nicotine	Non-heritable	1.34696636345747	9.28690154232013e-11	5.10779584827607e-10	0.429713824163985	TRUE
Discovery	discovery	Hippocampus	Both	VMR + DMR	amphetamines	Amphetamines	Non-heritable	1.54199695195008	7.3620966970549e-15	9.23856051375172e-14	0.624799913494939	TRUE
Discovery	discovery	Hippocampus	Both	VMR + DMR	less_than_hs	< high school	Non-heritable	0.313782649253731	0.01499734602484	0.0224960190372599	-1.67216251481736	TRUE
Discovery	discovery	Hippocampus	Both	VMR + DMR	more_than_hs	> high school	Non-heritable	0.298785092395167	0.00978286072096079	0.017742484656549	-1.7428199268944	TRUE
Discovery	discovery	Hippocampus	Both	VMR + DMR	single	Single	Non-heritable	0.627515208235845	0.10864138715786	0.137890991392669	-0.672277670755337	FALSE
Discovery	discovery	Hippocampus	Both	VMR + DMR	previously_married	Previously married	Non-heritable	0.675975943532123	0.15379317055357	0.175006021664407	-0.564956189747442	FALSE
Discovery	discovery	DLPFC	Logit	VMR	smoking	Smoking	Heritable	0.995290914682431	0.951352641725116	0.951352641725116	-0.00680982066200188	FALSE
Discovery	discovery	DLPFC	Logit	VMR	codeine	Codeine	Heritable	1.85615784746651	3.85232494576282e-05	9.08048022929806e-05	0.892319402315693	TRUE
Discovery	discovery	DLPFC	Logit	VMR	morphine	Morphine	Heritable	1.72655034175371	0.000375223750721572	0.000773898985863242	0.787892400070015	TRUE
Discovery	discovery	DLPFC	Logit	VMR	cocaine	Cocaine	Heritable	1.34993866615017	0.0266341452391065	0.0399512178586597	0.432893860571574	TRUE
Discovery	discovery	DLPFC	Logit	VMR	ethanol	Ethanol	Heritable	2.1033132401351	1.20003808445741e-05	3.96012567870945e-05	1.07266372231745	TRUE
Discovery	discovery	DLPFC	Logit	VMR	nicotine	Nicotine	Heritable	0.968620420675215	0.607750553572243	0.716277438138715	-0.0459966764034181	FALSE
Discovery	discovery	DLPFC	Logit	VMR	amphetamines	Amphetamines	Heritable	1.93505340887166	2.40379666608858e-05	6.10194538314793e-05	0.952373386344321	TRUE
Discovery	discovery	DLPFC	Logit	VMR	less_than_hs	< high school	Heritable	1.50192143826643	0.0144456888594174	0.0229863713549699	0.586809351076115	TRUE
Discovery	discovery	DLPFC	Logit	VMR	more_than_hs	> high school	Heritable	1.28443129382935	0.0725011903832055	0.104023447071556	0.361129720365064	FALSE
Discovery	discovery	DLPFC	Logit	VMR	single	Single	Heritable	0.679473397801884	3.79576914319099e-13	2.50520763450605e-12	-0.557511026029468	TRUE
Discovery	discovery	DLPFC	Logit	VMR	previously_married	Previously married	Heritable	0.63549629989416	1.82533377899733e-19	6.02360147069119e-18	-0.654044369562536	TRUE
Discovery	discovery	DLPFC	DMR	DMR	smoking	Smoking	Heritable	0.992292922796156	0.902548399375702	0.930753036856192	-0.0111620308435818	FALSE
Discovery	discovery	DLPFC	DMR	DMR	codeine	Codeine	Heritable	1.88213951456916	2.2515073006955e-05	6.10194538314793e-05	0.912373572549447	TRUE
Discovery	discovery	DLPFC	DMR	DMR	morphine	Morphine	Heritable	1.6456432028026	0.000933829744689558	0.00181272832792679	0.718651574310261	TRUE
Discovery	discovery	DLPFC	DMR	DMR	cocaine	Cocaine	Heritable	1.39546140165245	0.0146276908622535	0.0229863713549699	0.480742220129723	TRUE
Discovery	discovery	DLPFC	DMR	DMR	ethanol	Ethanol	Heritable	2.21708333333333	4.11067232432608e-06	1.50724651891956e-05	1.14866299768708	TRUE
Discovery	discovery	DLPFC	DMR	DMR	nicotine	Nicotine	Heritable	0.987782030943434	0.856693648379302	0.911964206339257	-0.0177353704558706	FALSE
Discovery	discovery	DLPFC	DMR	DMR	amphetamines	Amphetamines	Heritable	2.17521174010797	1.36570925561459e-06	6.43834363361164e-06	1.12115584304658	TRUE
Discovery	discovery	DLPFC	DMR	DMR	less_than_hs	< high school	Heritable	1.46820908733281	0.408963986736248	0.51906967547293	0.554057436694909	FALSE
Discovery	discovery	DLPFC	DMR	DMR	more_than_hs	> high school	Heritable	1.46820908733281	0.408963986736248	0.51906967547293	0.554057436694909	FALSE
Discovery	discovery	DLPFC	DMR	DMR	single	Single	Heritable	0.584540406407584	1.86903247784939e-16	2.05593572563433e-15	-0.774625340260452	TRUE
Discovery	discovery	DLPFC	DMR	DMR	previously_married	Previously married	Heritable	0.584540406407584	1.86903247784939e-16	2.05593572563433e-15	-0.774625340260452	TRUE
Discovery	discovery	DLPFC	Both	VMR + DMR	smoking	Smoking	Heritable	0.975451078064008	0.68827065731915	0.757097723051065	-0.035858575927286	FALSE
Discovery	discovery	DLPFC	Both	VMR + DMR	codeine	Codeine	Heritable	1.9305914565901	1.94169413858028e-05	5.82508241574084e-05	0.94904289970515	TRUE
Discovery	discovery	DLPFC	Both	VMR + DMR	morphine	Morphine	Heritable	1.65150552131484	0.00131885592169418	0.00241790252310599	0.723781792850945	TRUE
Discovery	discovery	DLPFC	Both	VMR + DMR	cocaine	Cocaine	Heritable	1.43212732018561	0.0100424943042047	0.0174422269494081	0.518159757989827	TRUE
Discovery	discovery	DLPFC	Both	VMR + DMR	ethanol	Ethanol	Heritable	2.07682224614952	4.19283920267678e-05	9.22424624588891e-05	1.05437774214658	TRUE
Discovery	discovery	DLPFC	Both	VMR + DMR	nicotine	Nicotine	Heritable	0.971636066741122	0.648139318756277	0.737537845481281	-0.0415120516583161	FALSE
Discovery	discovery	DLPFC	Both	VMR + DMR	amphetamines	Amphetamines	Heritable	2.15408714092925	2.97502082726244e-06	1.22719609124576e-05	1.10707661350495	TRUE
Discovery	discovery	DLPFC	Both	VMR + DMR	less_than_hs	< high school	Heritable	1.54721960414703	0.385720532594719	0.51906967547293	0.629677979804927	FALSE
Discovery	discovery	DLPFC	Both	VMR + DMR	more_than_hs	> high school	Heritable	1.35348727615457	0.527546067104586	0.644778526461161	0.436681325148012	FALSE
Discovery	discovery	DLPFC	Both	VMR + DMR	single	Single	Heritable	0.625640521449622	4.64785791095346e-13	2.5563218510244e-12	-0.676594138825844	TRUE
Discovery	discovery	DLPFC	Both	VMR + DMR	previously_married	Previously married	Heritable	0.623297694126922	2.47676236795235e-13	2.04332895356069e-12	-0.682006719340247	TRUE
Discovery	discovery	DLPFC	Logit	VMR	smoking	Smoking	Non-heritable	0.973274868524551	0.669001233011753	0.788465738906709	-0.0390807919819734	FALSE
Discovery	discovery	DLPFC	Logit	VMR	codeine	Codeine	Non-heritable	0.523289092704481	1.4982834879014e-05	4.12027959172885e-05	-0.934319906764377	TRUE
Discovery	discovery	DLPFC	Logit	VMR	morphine	Morphine	Non-heritable	0.589743869924385	0.000498472607812995	0.000967623297519343	-0.761839577396603	TRUE
Discovery	discovery	DLPFC	Logit	VMR	cocaine	Cocaine	Non-heritable	0.754348666408968	0.0368166983549241	0.0467288863735575	-0.406696591245789	TRUE
Discovery	discovery	DLPFC	Logit	VMR	ethanol	Ethanol	Non-heritable	0.484071659565731	2.3862504116003e-05	6.05740489098539e-05	-1.0467074621652	TRUE
Discovery	discovery	DLPFC	Logit	VMR	nicotine	Nicotine	Non-heritable	1.00135774270233	1	1	0.00195748008680721	FALSE
Discovery	discovery	DLPFC	Logit	VMR	amphetamines	Amphetamines	Non-heritable	0.526188557614827	4.44038139588434e-05	0.000104666132902988	-0.926348218583926	TRUE
Discovery	discovery	DLPFC	Logit	VMR	less_than_hs	< high school	Non-heritable	0.624356556076579	0.00445452012505658	0.00773679811194037	-0.679557939559682	TRUE
