sample_id	cell_type	proportion
Br1225	Oligo	0.625574173025174
Br1225	Excit	0.0558249454487638
Br1225	Astro	0.171006904107203
Br1225	Inhib	0.0150936436344311
Br1225	Micro	0.0360989485734416
Br1225	OPC	0.01357951198547
Br1225	Mural	0.0367065078639501
Br1225	Immune	0.0461153653615659
Br1264	Oligo	0.493627997440202
Br1264	Excit	0.0464349819944112
Br1264	Astro	0.264078082748822
Br1264	Inhib	0
Br1264	Micro	0.00454434644339956
Br1264	OPC	0.0528438914469336
Br1264	Mural	0.0647232512211358
Br1264	Immune	0.0737474487050964
Br888	Oligo	0.257040354956534
Br888	Excit	0.165498320295346
Br888	Astro	0.351000669997125
Br888	Inhib	0.0520427590618397
Br888	Micro	0.046046953670371
Br888	OPC	0.0309929678586832
Br888	Mural	0.0804011658982498
Br888	Immune	0.0169768082618517
Br1611	Oligo	0.312242865038599
Br1611	Excit	0.125975436566934
Br1611	Astro	0.360152031496863
Br1611	Inhib	0.040827215302996
Br1611	Micro	0.0305538251431715
Br1611	OPC	0.0230692628710345
Br1611	Mural	0.0634410347269541
Br1611	Immune	0.0437383288534477
Br5154	Oligo	0.241976808952739
Br5154	Excit	0.198871958160354
Br5154	Astro	0.289901961629161
Br5154	Inhib	0.0556860294060056
Br5154	Micro	0.0581176993502531
Br5154	OPC	0.0279517970945455
Br5154	Mural	0.127493745406943
Br5154	Immune	0
Br1342	Oligo	0.263447108121643
Br1342	Excit	0.192214069162004
Br1342	Astro	0.256294658846668
Br1342	Inhib	0.0489256732980015
Br1342	Micro	0.102258738669371
Br1342	OPC	0.0469807101844652
Br1342	Mural	0.0886510098813822
Br1342	Immune	0.00122803183646445
Br2002	Oligo	0.0500535863829425
Br2002	Excit	0.17657310816736
Br2002	Astro	0.469303631652025
Br2002	Inhib	0.068509731167091
Br2002	Micro	0.0869272617181803
Br2002	OPC	0.0570954769469962
Br2002	Mural	0.059015049446754
Br2002	Immune	0.0325221545186503
Br1881	Oligo	0.24599863333653
Br1881	Excit	0.216566755478808
Br1881	Astro	0.312144815634589
Br1881	Inhib	0.0620249491839359
Br1881	Micro	0.0325495240173224
Br1881	OPC	0.0226361008414665
Br1881	Mural	0.0815119960807255
Br1881	Immune	0.0265672254266222
Br2405	Oligo	0.271107741978865
Br2405	Excit	0.142453604105186
Br2405	Astro	0.343128276257069
Br2405	Inhib	0.0430792862643368
Br2405	Micro	0.0180004946547786
Br2405	OPC	0.0198966299228727
Br2405	Mural	0.0341770442090614
Br2405	Immune	0.128156922607832
Br1637	Oligo	0.221116615723141
Br1637	Excit	0.200313383414241
Br1637	Astro	0.37402862980073
Br1637	Inhib	0.0631527876043205
Br1637	Micro	0.0294243789445692
Br1637	OPC	0.0242827146666076
Br1637	Mural	0.0670114350132749
Br1637	Immune	0.0206700548331152
Br1786	Oligo	0
Br1786	Excit	0.0766081569618399
Br1786	Astro	0.117408239991502
Br1786	Inhib	0.0920638120246474
Br1786	Micro	0.0354748179123163
Br1786	OPC	0.0634233404047887
Br1786	Mural	0.0427577565191719
Br1786	Immune	0.572263876185733
Br1245	Oligo	0.0819868155549565
Br1245	Excit	0.333629255467988
Br1245	Astro	0.368876339650153
Br1245	Inhib	0.0432256213191392
Br1245	Micro	0
Br1245	OPC	0.0261514135437164
Br1245	Mural	0.0899796275210301
Br1245	Immune	0.0561509269430167
Br1560	Oligo	0.449051863302173
Br1560	Excit	0.105589227698291
Br1560	Astro	0.25919015077219
Br1560	Inhib	0.0235321630751655
Br1560	Micro	0.0562612582547997
Br1560	OPC	0.019612028017547
Br1560	Mural	0.0867633088798344
Br1560	Immune	0
Br2053	Oligo	0.223224607383399
Br2053	Excit	0.174407905571572
Br2053	Astro	0.350062515191754
Br2053	Inhib	0.0439155335287828
Br2053	Micro	0.0699835974615095
Br2053	OPC	0.0310626631118339
Br2053	Mural	0.0904938030937865
Br2053	Immune	0.0168493746573626
Br1119	Oligo	0.174642257464992
Br1119	Excit	0.159292269554403
Br1119	Astro	0.397837417571239
Br1119	Inhib	0.0442841613445292
Br1119	Micro	0.0396194034347694
Br1119	OPC	0.0198415393419786
Br1119	Mural	0.131679846618022
Br1119	Immune	0.0328031046700669
Br1452	Oligo	0.0327257602745981
Br1452	Excit	0.179491029162411
Br1452	Astro	0.32282607725558
Br1452	Inhib	0.138146506619953
Br1452	Micro	0.0447500430537305
Br1452	OPC	0.0413698126173269
Br1452	Mural	0.142712685932663
Br1452	Immune	0.0979780850837383
Br2212	Oligo	0.39105700755107
Br2212	Excit	0.137214092092875
Br2212	Astro	0.274247505438357
Br2212	Inhib	0.0183228568503846
Br2212	Micro	0.01859887717331
Br2212	OPC	0.0301291036972793
Br2212	Mural	0.0996180982260651
Br2212	Immune	0.0308124589706594
Br2160	Oligo	0.289340038858097
Br2160	Excit	0.134358825021816
Br2160	Astro	0.278257704184154
Br2160	Inhib	0.0292829937270461
Br2160	Micro	0.0425619224446134
Br2160	OPC	0.0324147132767952
Br2160	Mural	0.0838911610310025
Br2160	Immune	0.109892641456476
Br2038	Oligo	0.494773585256902
Br2038	Excit	0.113584914909124
Br2038	Astro	0.2465316549496
Br2038	Inhib	0.0246497477595309
Br2038	Micro	0.0065425934567265
Br2038	OPC	0.0244151586284578
Br2038	Mural	0.0895023450396584
Br2038	Immune	0
Br1880	Oligo	0.534789074414455
Br1880	Excit	0.10331924922161
Br1880	Astro	0.228929452852994
Br1880	Inhib	0.0200750413225128
Br1880	Micro	0.0391198333210941
Br1880	OPC	0.0221839803323441
Br1880	Mural	0.051583368534991
Br1880	Immune	0
Br2304	Oligo	0.32602498078666
Br2304	Excit	0.142499963833333
Br2304	Astro	0.396142652012387
Br2304	Inhib	0.0205892275869669
Br2304	Micro	0.000651003097305026
Br2304	OPC	0.025153546198044
Br2304	Mural	0.0710476136323449
Br2304	Immune	0.0178910128529589
Br2509	Oligo	0.338860737363532
Br2509	Excit	0.116683332670021
Br2509	Astro	0.311931799288029
Br2509	Inhib	0.04065712283059
Br2509	Micro	0.0127423693522014
Br2509	OPC	0.0258687994250643
Br2509	Mural	0.0712707461216651
Br2509	Immune	0.0819850929488971
Br1814	Oligo	0
Br1814	Excit	0.289884318939061
Br1814	Astro	0.10631615662762
Br1814	Inhib	0.0615546051124821
Br1814	Micro	0.0238046479410802
Br1814	OPC	0.127339977488954
Br1814	Mural	0.078426425363732
Br1814	Immune	0.312673868527071
Br2233	Oligo	0.493756083938545
Br2233	Excit	0.101979164124979
Br2233	Astro	0.232402238950548
Br2233	Inhib	0.0344748748636985
Br2233	Micro	0.041241932884607
Br2233	OPC	0.0245215803403671
Br2233	Mural	0.058604943538915
Br2233	Immune	0.0130191813583401
Br2464	Oligo	0.441739148039191
Br2464	Excit	0.139749361936298
Br2464	Astro	0.275213348281777
Br2464	Inhib	0.0349001571952973
Br2464	Micro	0.0177783479092884
Br2464	OPC	0.031765230968789
Br2464	Mural	0.0588544056693598
Br2464	Immune	0
Br1537	Oligo	0.35258538531217
Br1537	Excit	0.0178897171091735
Br1537	Astro	0.525224748752536
Br1537	Inhib	0.00286976911393809
Br1537	Micro	0
Br1537	OPC	0.00424938002565889
Br1537	Mural	0.0727233148108679
Br1537	Immune	0.0244576848756557
Br1964	Oligo	0.236608830521792
Br1964	Excit	0.1895022353552
Br1964	Astro	0.348344841011325
Br1964	Inhib	0.0397244661809839
Br1964	Micro	0.0757404499572423
Br1964	OPC	0.0227590551279724
Br1964	Mural	0.069881639931229
Br1964	Immune	0.0174384819142556
Br2080	Oligo	0.36401476702954
Br2080	Excit	0.170841237672222
Br2080	Astro	0.26856958153747
Br2080	Inhib	0.0449601173751682
Br2080	Micro	0.0329610009416166
Br2080	OPC	0.0343248153907703
Br2080	Mural	0.0676527585770431
Br2080	Immune	0.0166757214761704
Br1390	Oligo	0.438159968152707
Br1390	Excit	0.0784777884162676
Br1390	Astro	0.273497919951518
Br1390	Inhib	0.0173880674006069
Br1390	Micro	0.0242474503788495
Br1390	OPC	0.0205400242153624
Br1390	Mural	0.0669364992149192
Br1390	Immune	0.0807522822697694
Br5232	Oligo	0.0608901090095833
Br5232	Excit	0.0495646108842708
Br5232	Astro	0.440978181112399
Br5232	Inhib	0
Br5232	Micro	0.0116520653613848
Br5232	OPC	0.06057882853241
Br5232	Mural	0.218276973633844
Br5232	Immune	0.158059231466109
Br2345	Oligo	0.18128659130984
Br2345	Excit	0.157839663620793
Br2345	Astro	0.418387274729771
Br2345	Inhib	0.0422366634797026
Br2345	Micro	0.0281384165870311
Br2345	OPC	0.024643415604284
Br2345	Mural	0.143537625991128
Br2345	Immune	0.00393034867745093
Br1185	Oligo	0.290939164273057
Br1185	Excit	0.136426076197095
Br1185	Astro	0.328352368244475
Br1185	Inhib	0.0353580963775074
Br1185	Micro	0.062617693806705
Br1185	OPC	0.0234381987005194
Br1185	Mural	0.0606676074468975
Br1185	Immune	0.0622007949537434
Br1292	Oligo	0.215222901362072
Br1292	Excit	0.229185976637318
Br1292	Astro	0.313800061017407
Br1292	Inhib	0.0645429394551919
Br1292	Micro	0.0379252021229804
Br1292	OPC	0.0309680337003418
Br1292	Mural	0.0917099176884776
Br1292	Immune	0.0166449680162109
Br5235	Oligo	0.473910034196885
Br5235	Excit	0.109601743064298
Br5235	Astro	0.26568888937702
Br5235	Inhib	0.0268435641242781
Br5235	Micro	0.00779847785954222
Br5235	OPC	0.0244149397903392
Br5235	Mural	0.0605482187454887
Br5235	Immune	0.0311941328421485
Br2183	Oligo	0.362416694249671
Br2183	Excit	0.159295891853121
Br2183	Astro	0.26337758950609
Br2183	Inhib	0.03323412092166
Br2183	Micro	0.0414725727409881
Br2183	OPC	0.0306297412360023
Br2183	Mural	0.100668697120795
Br2183	Immune	0.00890469237167242
Br1134	Oligo	0.467155869714328
Br1134	Excit	0.112860523108397
Br1134	Astro	0.279434929216942
Br1134	Inhib	0.0268172555737245
Br1134	Micro	0.027636786962426
Br1134	OPC	0.01783604794902
Br1134	Mural	0.0506034773627427
Br1134	Immune	0.0176551101124193
Br1874	Oligo	0.442725730775092
Br1874	Excit	0.104091064618372
Br1874	Astro	0.288542357729376
Br1874	Inhib	0.0212389845158011
Br1874	Micro	0.051421303312088
Br1874	OPC	0.026964719982927
Br1874	Mural	0.0649048094181722
Br1874	Immune	0.000111029648171058
Br1644	Oligo	0.0615194698060833
Br1644	Excit	0.202001679335207
Br1644	Astro	0.452684934201785
Br1644	Inhib	0.0223745908335327
Br1644	Micro	0.0100473748589437
Br1644	OPC	0.0362457123445776
Br1644	Mural	0.185729688874801
Br1644	Immune	0.0293965497450692
Br2585	Oligo	0.121579390949267
Br2585	Excit	0.203766246776456
Br2585	Astro	0.401909796276878
Br2585	Inhib	0.0738828144764183
Br2585	Micro	0.0162175442146732
Br2585	OPC	0.0349638740785553
Br2585	Mural	0.124142054753256
Br2585	Immune	0.0235382784744954
Br2098	Oligo	0.470831577311411
Br2098	Excit	0.0995981394888893
Br2098	Astro	0.240890421507022
Br2098	Inhib	0.024031818603337
Br2098	Micro	0.0356411742393861
Br2098	OPC	0.0196116817560016
Br2098	Mural	0.0709935405420792
Br2098	Immune	0.0384016465518742
Br5005	Oligo	0.461447877093607
Br5005	Excit	0.132171316578216
Br5005	Astro	0.197607161974829
Br5005	Inhib	0.0398465483381008
Br5005	Micro	0.0384797219292158
Br5005	OPC	0.0237855546215301
Br5005	Mural	0.0841721642850152
Br5005	Immune	0.0224896551794861
Br2333	Oligo	0.146173432303395
Br2333	Excit	0.0501873809783728
Br2333	Astro	0.615538392158998
Br2333	Inhib	0.00930579085538887
Br2333	Micro	0
Br2333	OPC	0.0304488144979529
Br2333	Mural	0.11667878102173
Br2333	Immune	0.0316674081841619
Br2221	Oligo	0.208371207399406
Br2221	Excit	0.18116422201279
Br2221	Astro	0.372633111209372
Br2221	Inhib	0.0546118091231324
Br2221	Micro	0.00681924292513972
Br2221	OPC	0.0237932358290717
Br2221	Mural	0.100707242007899
Br2221	Immune	0.0518999294931896
Br2144	Oligo	0.440294000144117
Br2144	Excit	0.0898507772532016
Br2144	Astro	0.2823063237003
Br2144	Inhib	0.0304453290257187
Br2144	Micro	0.00995004119649707
Br2144	OPC	0.0237768448465437
Br2144	Mural	0.0727554550360752
Br2144	Immune	0.0506212287975461
Br1142	Oligo	0.176599458803346
Br1142	Excit	0.152867223754982
Br1142	Astro	0.371142156876317
Br1142	Inhib	0.0661192682036834
Br1142	Micro	0.0722071356651152
Br1142	OPC	0.0330560165779584
Br1142	Mural	0.0973502120244187
Br1142	Immune	0.0306585280941789
Br1994	Oligo	0.392788742574804
Br1994	Excit	0.136190940121625
Br1994	Astro	0.320788309736529
Br1994	Inhib	0.0329287864572508
Br1994	Micro	0.0298798153069838
Br1994	OPC	0.0239941200928764
Br1994	Mural	0.0630136411165964
Br1994	Immune	0.000415644593334459
Br1852	Oligo	0.330229283411784
Br1852	Excit	0.0754615040782738
Br1852	Astro	0.259162658787019
Br1852	Inhib	0.0649529523684314
Br1852	Micro	0.0765230933238675
Br1852	OPC	0.0660621502168019
Br1852	Mural	0.125081655112417
Br1852	Immune	0.00252670270140525
Br859	Oligo	0.213028252342091
Br859	Excit	0.175531196202146
Br859	Astro	0.335512239495928
Br859	Inhib	0.0559228944470059
Br859	Micro	0.00574950029551756
Br859	OPC	0.0516801815103696
Br859	Mural	0.139807178365755
Br859	Immune	0.0227685573411873
Br1784	Oligo	0
Br1784	Excit	0.140753206807933
Br1784	Astro	0.0710132999331729
Br1784	Inhib	0.0552151328421731
Br1784	Micro	0.0244808867680534
Br1784	OPC	0.120793114650295
Br1784	Mural	0.0666178814722687
Br1784	Immune	0.521126477526104
Br1494	Oligo	0.432173323992275
Br1494	Excit	0.13325057019192
Br1494	Astro	0.275464939178249
Br1494	Inhib	0.0300089922748464
Br1494	Micro	0.039011296367903
Br1494	OPC	0.0163818493631898
Br1494	Mural	0.0624200342842362
Br1494	Immune	0.01128899434738
Br5165	Oligo	0.348932355497227
Br5165	Excit	0.174894506384684
Br5165	Astro	0.269701215878775
Br5165	Inhib	0.0522485428573659
Br5165	Micro	0.0490094296548018
Br5165	OPC	0.0326173024074862
Br5165	Mural	0.0725966473196612
Br5165	Immune	0
Br1849	Oligo	0.606233696229472
Br1849	Excit	0.0619166455716557
Br1849	Astro	0.18604461949159
Br1849	Inhib	0.0136667155688389
Br1849	Micro	0.0535021275888969
Br1849	OPC	0.0174989776728549
Br1849	Mural	0.0611372178766918
Br1849	Immune	0
Br1527	Oligo	0.419760017853616
Br1527	Excit	0.105865162209262
Br1527	Astro	0.264887386938594
Br1527	Inhib	0.0218068310024937
Br1527	Micro	0.0258366660998052
Br1527	OPC	0.0228777930905839
Br1527	Mural	0.041823831850359
Br1527	Immune	0.0971423109552866
Br1980	Oligo	0.23838121291383
Br1980	Excit	0.200761004457674
Br1980	Astro	0.304992193734956
Br1980	Inhib	0.0370999206265034
Br1980	Micro	0.0712559489743967
Br1980	OPC	0.0271023810216935
Br1980	Mural	0.106521597782641
Br1980	Immune	0.013885740488306
Br885	Oligo	0.338603156646979
Br885	Excit	0.161445578773386
Br885	Astro	0.306941329085552
Br885	Inhib	0.033014297152114
Br885	Micro	0.0570992060871587
Br885	OPC	0.0250147869069061
Br885	Mural	0.0682308553371347
Br885	Immune	0.00965079001077014
Br2184	Oligo	0.290325146022728
Br2184	Excit	0.110135476044924
Br2184	Astro	0.371882360397598
Br2184	Inhib	0.0284991532204235
Br2184	Micro	0.00501830411872313
Br2184	OPC	0.0455516597755996
Br2184	Mural	0.0887657875775238
Br2184	Immune	0.0598221128424797
Br1576	Oligo	0.217522620179355
Br1576	Excit	0.212380279004381
Br1576	Astro	0.371994852707198
Br1576	Inhib	0.0414170869942438
Br1576	Micro	0.0143898696600171
Br1576	OPC	0.0212265935825676
Br1576	Mural	0.0860208932381718
Br1576	Immune	0.0350478046340654
Br926	Oligo	0.797568560994182
Br926	Excit	0.000525651504726503
Br926	Astro	0.11201788827467
Br926	Inhib	0
Br926	Micro	0.05900061318003
Br926	OPC	0.0120607605968933
Br926	Mural	0.0177552758263156
Br926	Immune	0.00107124962318318
Br1279	Oligo	0.340882146364121
Br1279	Excit	0.168705793936364
Br1279	Astro	0.221285787286552
Br1279	Inhib	0.0622262738457569
Br1279	Micro	0.0692259598617158
Br1279	OPC	0.0301151095587184
Br1279	Mural	0.0965158288588113
Br1279	Immune	0.0110431002879602
Br2146	Oligo	0.210535267824316
Br2146	Excit	0.234864810874342
Br2146	Astro	0.289263602534628
Br2146	Inhib	0.0461197136273951
Br2146	Micro	0.056896528346974
Br2146	OPC	0.036793448260538
Br2146	Mural	0.111466509898918
Br2146	Immune	0.0140601186328892
Br1373	Oligo	0.282430790461553
Br1373	Excit	0.145594260897614
Br1373	Astro	0.402391862807101
Br1373	Inhib	0.0535868870421506
Br1373	Micro	0.00699149000081521
Br1373	OPC	0.0210864733425228
Br1373	Mural	0.0464662548271042
Br1373	Immune	0.0414519806211397
Br1961	Oligo	0.341783437500698
Br1961	Excit	0.187735457744431
Br1961	Astro	0.248430273008159
Br1961	Inhib	0.0378877851857893
Br1961	Micro	0.0559062741837451
Br1961	OPC	0.0292107217149063
Br1961	Mural	0.0861636358261127
Br1961	Immune	0.012882414836159
Br1105	Oligo	0.145765581371953
Br1105	Excit	0.0757809006104176
Br1105	Astro	0.589280557779369
Br1105	Inhib	0.0157191534694481
Br1105	Micro	0
Br1105	OPC	0.0178853031651431
Br1105	Mural	0.12134123332084
Br1105	Immune	0.0342272702828298
Br963	Oligo	0.490710108368673
Br963	Excit	0.0944945849507797
Br963	Astro	0.186652995124679
Br963	Inhib	0.0339245603837841
Br963	Micro	0.0776019866754422
Br963	OPC	0.0318795727072827
Br963	Mural	0.0590931509459137
Br963	Immune	0.0256430408434456
Br1512	Oligo	0.396960144507008
Br1512	Excit	0.173795995431994
Br1512	Astro	0.249728725693463
Br1512	Inhib	0.0344070163081741
Br1512	Micro	0.0305871472015144
Br1512	OPC	0.0285665402750038
Br1512	Mural	0.0859544305828426
Br1512	Immune	0
Br1039	Oligo	0.764102306756309
Br1039	Excit	0.0232464262743444
Br1039	Astro	0.129552732862222
Br1039	Inhib	0.0110335920933933
Br1039	Micro	0.00975733377090593
Br1039	OPC	0.0172241813641439
Br1039	Mural	0.0385070803618574
Br1039	Immune	0.00657634651682508
Br1054	Oligo	0.544880150561432
Br1054	Excit	0.111798324349167
Br1054	Astro	0.22064428483288
Br1054	Inhib	0.0216459217592249
Br1054	Micro	0.00918460290926327
Br1054	OPC	0.0165131989477325
Br1054	Mural	0.0516363425092969
Br1054	Immune	0.0236971741310035
Br763	Oligo	0.659292971644593
Br763	Excit	0.00396570540328449
Br763	Astro	0.248796755783354
Br763	Inhib	0.00113274303785526
Br763	Micro	0.00610741669812038
Br763	OPC	0.0282018624343141
Br763	Mural	0.0303290843417411
Br763	Immune	0.0221734606567373
Br852	Oligo	0.275907270668532
Br852	Excit	0.210986148960421
Br852	Astro	0.337430529383678
Br852	Inhib	0.048159721096243
Br852	Micro	0.0221773916788951
Br852	OPC	0.027490523755074
Br852	Mural	0.0586983397261806
Br852	Immune	0.0191500747309767
Br2052	Oligo	0.323851321041384
Br2052	Excit	0.165615373752779
Br2052	Astro	0.314426348759563
Br2052	Inhib	0.0568492443811423
Br2052	Micro	0.0344202060931025
Br2052	OPC	0.0181092629045282
Br2052	Mural	0.0544177220141471
Br2052	Immune	0.0323105210533535
Br2050	Oligo	0
Br2050	Excit	0.0150037090045206
Br2050	Astro	0.18494324270942
Br2050	Inhib	0.0246048141617187
Br2050	Micro	0.0276250499242953
Br2050	OPC	0.067347891545658
Br2050	Mural	0.0897217910584499
Br2050	Immune	0.590753501595937
Br1648	Oligo	0.261871132770135
Br1648	Excit	0.0429424338535919
Br1648	Astro	0.436939374992716
Br1648	Inhib	0.0142044346811983
Br1648	Micro	0.0263812572169347
Br1648	OPC	0.0307950853229159
Br1648	Mural	0.0953014352620139
Br1648	Immune	0.0915648459004943
Br1285	Oligo	0.315021104066007
Br1285	Excit	0.111506982220411
Br1285	Astro	0.375713269412076
Br1285	Inhib	0.0402550859886134
Br1285	Micro	0.0196217639935608
Br1285	OPC	0.0271056863854408
Br1285	Mural	0.0506593657885229
Br1285	Immune	0.0601167421453688
Br1122	Oligo	0.33888873076644
Br1122	Excit	0.115888412522966
Br1122	Astro	0.31779038782649
Br1122	Inhib	0.0215810988292072
Br1122	Micro	0.0245008781181253
Br1122	OPC	0.0164895398422313
Br1122	Mural	0.0680118239884387
Br1122	Immune	0.0968491281061025
Br1474	Oligo	0.501611354501664
Br1474	Excit	0.0658505783148647
Br1474	Astro	0.246789348000236
Br1474	Inhib	0.0259934725792502
Br1474	Micro	0.0426843601831558
Br1474	OPC	0.0216504456351841
Br1474	Mural	0.0473604568233077
Br1474	Immune	0.0480599839623376
Br2073	Oligo	0.357866732303097
Br2073	Excit	0.120275495905063
Br2073	Astro	0.266375483567255
Br2073	Inhib	0.0229051455737192
Br2073	Micro	0.0134554104917568
Br2073	OPC	0.0211072287075915
Br2073	Mural	0.0900934867756927
Br2073	Immune	0.107921016675824
Br2291	Oligo	0.209099109497472
Br2291	Excit	0.15292543307287
Br2291	Astro	0.40422319504618
Br2291	Inhib	0.0169472552389284
Br2291	Micro	0.0311632397197342
Br2291	OPC	0.0372204599141215
Br2291	Mural	0.141155113962564
Br2291	Immune	0.00726619354813062
Br1875	Oligo	0.341936068709803
Br1875	Excit	0.178791602814985
Br1875	Astro	0.302132274593963
Br1875	Inhib	0.0335414037044409
Br1875	Micro	0.0502142283420819
Br1875	OPC	0.0254689375768384
Br1875	Mural	0.0679154842578885
Br1875	Immune	0
Br1538	Oligo	0.267623290441452
Br1538	Excit	0.133006894760277
Br1538	Astro	0.384244214042765
Br1538	Inhib	0.0301038109103853
Br1538	Micro	0.0390332422016743
Br1538	OPC	0.0267001576804166
Br1538	Mural	0.086056106198624
Br1538	Immune	0.0332322837644066
Br1371	Oligo	0.0895340400869026
Br1371	Excit	0.195838020761259
Br1371	Astro	0.502745192909847
Br1371	Inhib	0.048287224293208
Br1371	Micro	0.0160196650958018
Br1371	OPC	0.0303731326668079
Br1371	Mural	0.0871330501435271
Br1371	Immune	0.0300696740426466
Br1581	Oligo	0.255078156653349
Br1581	Excit	0.190403784815274
Br1581	Astro	0.319230431585988
Br1581	Inhib	0.0579985100608172
Br1581	Micro	0.0292380708095037
Br1581	OPC	0.0327117779158754
Br1581	Mural	0.0932147040216513
Br1581	Immune	0.022124564137541
Br2415	Oligo	0.00295854195511068
Br2415	Excit	0.251428486261408
Br2415	Astro	0.0942856761417565
Br2415	Inhib	0.0883995804173372
Br2415	Micro	0.0514365960336177
Br2415	OPC	0.0946602431988339
Br2415	Mural	0.230426917108937
Br2415	Immune	0.186403958883
Br891	Oligo	0.195665636786504
Br891	Excit	0.233310035442542
Br891	Astro	0.353897538790519
Br891	Inhib	0.0416618631153943
Br891	Micro	0.0192404787616566
Br891	OPC	0.0246056219882963
Br891	Mural	0.0896729843508183
Br891	Immune	0.0419458407642706
Br1792	Oligo	0
Br1792	Excit	0.0515185821424371
Br1792	Astro	0.0878366851350892
Br1792	Inhib	0.240048028320222
Br1792	Micro	0.042871903057693
