sample_id	cell_type	proportion
Br1794	Immune	0.00138199534904911
Br1794	Mural	0.0831003424839207
Br1378	Oligo	0.328526789792311
Br1378	Micro	0.0632758243752471
Br1378	OPC	0
Br1378	Inhib	0.00159451281396145
Br1378	Astro	0.515307891636183
Br1378	Excit	0.0368274641796797
Br1378	Immune	0.00120180279550258
Br1378	Mural	0.0532657144071146
Br1613	Oligo	0.302582086256135
Br1613	Micro	0.0524464838763921
Br1613	OPC	0
Br1613	Inhib	0.0191289091345594
Br1613	Astro	0.46597731673088
Br1613	Excit	0.154725289868115
Br1613	Immune	0
Br1613	Mural	0.00513991413391751
Br1733	Oligo	0.202188696613535
Br1733	Micro	0.0174833478461097
Br1733	OPC	9.23904814923001e-05
Br1733	Inhib	0.000106794837865132
Br1733	Astro	0.558772749924856
Br1733	Excit	0.00763686584472786
Br1733	Immune	0.000369138149828149
Br1733	Mural	0.213350016301586
Br890	Oligo	0.280484275472301
Br890	Micro	0.0943423197094667
Br890	OPC	0
Br890	Inhib	0.0135329467415399
Br890	Astro	0.444860584844675
Br890	Excit	0.166385184852511
Br890	Immune	0
Br890	Mural	0.000394688379507143
Br2049	Oligo	0
Br2049	Micro	0.039328576208025
Br2049	OPC	0
Br2049	Inhib	0.163330652285433
Br2049	Astro	0.632163689354656
Br2049	Excit	0.10751925137725
Br2049	Immune	0
Br2049	Mural	0.0576578307746363
Br1665	Oligo	0.29690589068785
Br1665	Micro	0.0170391699220734
Br1665	OPC	0
Br1665	Inhib	0.0152338379821979
Br1665	Astro	0.506618622976317
Br1665	Excit	0.164202478431561
Br1665	Immune	0
Br1665	Mural	0
Br2291	Oligo	0.474715039514901
Br2291	Micro	0.00153826529657662
Br2291	OPC	0
Br2291	Inhib	0
Br2291	Astro	0.440873333890931
Br2291	Excit	0.0795963360698217
Br2291	Immune	0
Br2291	Mural	0.00327702522776993
Br863	Oligo	0.326394664479287
Br863	Micro	0.0366158573031969
Br863	OPC	0
Br863	Inhib	0.0347235116215754
Br863	Astro	0.452720818346862
Br863	Excit	0.126358890703825
Br863	Immune	0
Br863	Mural	0.0231862575452536
Br1880	Oligo	0.290608750983811
Br1880	Micro	0.0887624989713728
Br1880	OPC	0.000117523825547405
Br1880	Inhib	0.0189130309696351
Br1880	Astro	0.492659646440343
Br1880	Excit	0.106492968674572
Br1880	Immune	0
Br1880	Mural	0.00244558013471838
Br1187	Oligo	0.27181988186123
Br1187	Micro	0.0639308843661399
Br1187	OPC	0
Br1187	Inhib	0.0132166751740808
Br1187	Astro	0.365655696567747
Br1187	Excit	0.283587914800672
Br1187	Immune	0
Br1187	Mural	0.00178894723013081
Br1243	Oligo	0.362569981887144
Br1243	Micro	0.0303956999045302
Br1243	OPC	0
Br1243	Inhib	0.0394831239405756
Br1243	Astro	0.420175937411792
Br1243	Excit	0.146208073639056
Br1243	Immune	0
Br1243	Mural	0.00116718321690307
Br1435	Oligo	0.432025349900164
Br1435	Micro	0.0362508639743535
Br1435	OPC	0.00367860501394323
Br1435	Inhib	0.012258312857528
Br1435	Astro	0.43159697076515
Br1435	Excit	0.0177942789584926
Br1435	Immune	0
Br1435	Mural	0.0663956185303681
Br1740	Oligo	0.138226778032323
Br1740	Micro	0.0608889473753438
Br1740	OPC	0.000421281640002761
Br1740	Inhib	0.0684743954012203
Br1740	Astro	0.553629520149351
Br1740	Excit	0.177249160742053
Br1740	Immune	0.000839469302575633
Br1740	Mural	0.000270447357130284
Br1111	Oligo	0.67344092256277
Br1111	Micro	0.0665374942606224
Br1111	OPC	0
Br1111	Inhib	0.00615150747009466
Br1111	Astro	0.212777770837263
Br1111	Excit	0.0375797648770775
Br1111	Immune	0.000636136673040063
Br1111	Mural	0.002876403319133
Br1436	Oligo	0.250982797012246
Br1436	Micro	0.101898364843142
Br1436	OPC	0
Br1436	Inhib	0.016662743438111
Br1436	Astro	0.496099414195205
Br1436	Excit	0.124063589623395
Br1436	Immune	0
Br1436	Mural	0.0102930908879012
Br1448	Oligo	0.280721474092013
Br1448	Micro	0.0428117455231056
Br1448	OPC	0
Br1448	Inhib	0.00675991178520468
Br1448	Astro	0.610266281684122
Br1448	Excit	0.0413587718736867
Br1448	Immune	0
Br1448	Mural	0.0180818150418678
Br1235	Oligo	0.256451107874817
Br1235	Micro	0.0348216017168486
Br1235	OPC	0
Br1235	Inhib	0.0172944279385402
Br1235	Astro	0.578569234856832
Br1235	Excit	0.110641839027087
Br1235	Immune	0
Br1235	Mural	0.00222178858587549
Br1695	Oligo	0.683298557454112
Br1695	Micro	0.0406812955099877
Br1695	OPC	0
Br1695	Inhib	0.00617962339310338
Br1695	Astro	0.244818840687816
Br1695	Excit	0.0207249640802946
Br1695	Immune	0
Br1695	Mural	0.00429671887468583
Br1305	Oligo	0.193427431688113
Br1305	Micro	0.00455924671818945
Br1305	OPC	0
Br1305	Inhib	0
Br1305	Astro	0.75128720343412
Br1305	Excit	0.042096688002666
Br1305	Immune	0
Br1305	Mural	0.00862943015691126
Br5330	Oligo	0.294378033239667
Br5330	Micro	0.0181657098012501
Br5330	OPC	0
Br5330	Inhib	0.0338659853666615
Br5330	Astro	0.335582634118521
Br5330	Excit	0.3180076374739
Br5330	Immune	0
Br5330	Mural	0
Br2453	Oligo	0.454358833421963
Br2453	Micro	0.0496702094916404
Br2453	OPC	0
Br2453	Inhib	0.00859091758923518
Br2453	Astro	0.43097260480188
Br2453	Excit	0.0426484217649884
Br2453	Immune	0.00055734974804704
Br2453	Mural	0.0132016631822469
Br1565	Oligo	0.392762071705419
Br1565	Micro	0.076979519144102
Br1565	OPC	0
Br1565	Inhib	0.0081950162010304
Br1565	Astro	0.499898450018466
Br1565	Excit	0.0221649429309825
Br1565	Immune	0
Br1565	Mural	0
Br1160	Oligo	0.255290979464107
Br1160	Micro	0.00839850647805509
Br1160	OPC	0
Br1160	Inhib	0.00620490953359131
Br1160	Astro	0.524856420490817
Br1160	Excit	0.197050019473887
Br1160	Immune	2.1096604702457e-05
Br1160	Mural	0.00817806795483999
Br2539	Oligo	0.518026631898341
Br2539	Micro	0.022295203749483
Br2539	OPC	0
Br2539	Inhib	0.0172949845453183
Br2539	Astro	0.355425941171877
Br2539	Excit	0.083289678243366
Br2539	Immune	0.0016784521246214
Br2539	Mural	0.00198910826699269
Br1814	Oligo	0.0045988251606094
Br1814	Micro	0.0664168019545727
Br1814	OPC	0
Br1814	Inhib	0.25125699298521
Br1814	Astro	0.495653257777572
Br1814	Excit	0.0454743586683992
Br1814	Immune	0
Br1814	Mural	0.136599763453638
Br5228	Oligo	0.387269098812505
Br5228	Micro	0.0787847015607175
Br5228	OPC	0.000103317155058392
Br5228	Inhib	0.0205149843968273
Br5228	Astro	0.408473123412264
Br5228	Excit	0.0984616186550808
Br5228	Immune	0
Br5228	Mural	0.00639315600754655
Br5165	Oligo	0.46789810145549
Br5165	Micro	0.0910943326149641
Br5165	OPC	0.000129965852028729
Br5165	Inhib	0.016047953273294
Br5165	Astro	0.306230445776469
Br5165	Excit	0.115012605999694
Br5165	Immune	0.000503144122414881
Br5165	Mural	0.00308345090564582
Br5280	Oligo	0.219820163263499
Br5280	Micro	0.072588274455198
Br5280	OPC	0
Br5280	Inhib	0.0188010988010272
Br5280	Astro	0.563030070601231
Br5280	Excit	0.1255068867393
Br5280	Immune	0
Br5280	Mural	0.000253506139745166
Br2038	Oligo	0.499324620506052
Br2038	Micro	0.0208468292086195
Br2038	OPC	0
Br2038	Inhib	0.0192351495760265
Br2038	Astro	0.305253295579379
Br2038	Excit	0.13337774356645
Br2038	Immune	0.00166436268486755
Br2038	Mural	0.0202979988786053
Br5155	Oligo	0.245086969761602
Br5155	Micro	0.0106719679643665
Br5155	OPC	0
Br5155	Inhib	0.0125221476830716
Br5155	Astro	0.517294717858503
Br5155	Excit	0.189729153121517
Br5155	Immune	0.000188141348050434
Br5155	Mural	0.0245069022628907
Br1325	Oligo	0.268853473202338
Br1325	Micro	0.112315050916316
Br1325	OPC	0
Br1325	Inhib	0
Br1325	Astro	0.602624096901958
Br1325	Excit	0.00380242739369613
Br1325	Immune	0
Br1325	Mural	0.0124049515856911
Br1859	Oligo	0.17882860153051
Br1859	Micro	0.0762485898861378
Br1859	OPC	0
Br1859	Inhib	0.046957479149773
Br1859	Astro	0.584833311217515
Br1859	Excit	0.110162631586107
Br1859	Immune	0.000374575500927425
Br1859	Mural	0.00259481112903005
Br1550	Oligo	0.282483370119707
Br1550	Micro	0.0590777787220286
Br1550	OPC	0
Br1550	Inhib	0.0618717611915932
Br1550	Astro	0.432212527040142
Br1550	Excit	0.160664737656529
Br1550	Immune	0
Br1550	Mural	0.00368982527000067
Br1432	Oligo	0.26798108182697
Br1432	Micro	0.0199658953044431
Br1432	OPC	0
Br1432	Inhib	0.0293393557843165
Br1432	Astro	0.537918203071365
Br1432	Excit	0.144795464012906
Br1432	Immune	0
Br1432	Mural	0
Br2513	Oligo	0.604122000865525
Br2513	Micro	0.012147907057838
Br2513	OPC	0
Br2513	Inhib	0
Br2513	Astro	0.371527676702952
Br2513	Excit	0.00463666829178006
Br2513	Immune	0
Br2513	Mural	0.00756574708190518
Br5287	Oligo	0.379987667365557
Br5287	Micro	0.0842930694095326
Br5287	OPC	8.0298238792754e-05
Br5287	Inhib	0.0305725636729136
Br5287	Astro	0.390116306727251
Br5287	Excit	0.108053719259432
Br5287	Immune	0
Br5287	Mural	0.00689637532652085
Br2351	Oligo	0.298577153565947
Br2351	Micro	0.0320804042164006
Br2351	OPC	0.000424305289163623
Br2351	Inhib	0.0155385141716663
Br2351	Astro	0.564414233828222
Br2351	Excit	0.0855020912984233
Br2351	Immune	0.00061185067883316
Br2351	Mural	0.00285144695134439
Br1980	Oligo	0.119128191950769
Br1980	Micro	0.15703457907339
Br1980	OPC	0
Br1980	Inhib	0.0296302781601183
Br1980	Astro	0.574133428956062
Br1980	Excit	0.120073521859661
Br1980	Immune	0
Br1980	Mural	0
Br1306	Oligo	0.432888620458438
Br1306	Micro	0.0338896914528941
Br1306	OPC	0
Br1306	Inhib	0.0326901600121342
Br1306	Astro	0.397723721000522
Br1306	Excit	0.102002976801515
Br1306	Immune	0.000132786779299402
Br1306	Mural	0.000672043495197025
Br2263	Oligo	0.279511554751858
Br2263	Micro	0.00225570992640298
Br2263	OPC	0
Br2263	Inhib	0.00427415497727609
Br2263	Astro	0.577751025529941
Br2263	Excit	0.136207554814522
Br2263	Immune	0
Br2263	Mural	0
Br1905	Oligo	0.262967444579358
Br1905	Micro	0.0711814842978497
Br1905	OPC	0
Br1905	Inhib	0.0349428115266447
Br1905	Astro	0.457607909494746
Br1905	Excit	0.164914434169229
Br1905	Immune	0
Br1905	Mural	0.00838591593217354
Br909	Oligo	0.222252122262548
Br909	Micro	0.0794358912520772
Br909	OPC	0
Br909	Inhib	0.0050624600679273
Br909	Astro	0.628259085389908
Br909	Excit	0.0223578922281539
Br909	Immune	0.00205844073495334
Br909	Mural	0.0405741080644325
Br2393	Oligo	0.227098232244566
Br2393	Micro	0.0500537250769127
Br2393	OPC	0
Br2393	Inhib	0.0227269862471915
Br2393	Astro	0.574935803982273
Br2393	Excit	0.125185252449057
Br2393	Immune	0
Br2393	Mural	0
Br1563	Oligo	0.518594669806673
Br1563	Micro	0.0759817672878257
Br1563	OPC	3.68508853702217e-05
Br1563	Inhib	0.018981218443263
Br1563	Astro	0.338201703632021
Br1563	Excit	0.0468188606486623
Br1563	Immune	0
Br1563	Mural	0.00138492929618519
Br1858	Oligo	0.127286437960568
Br1858	Micro	0.0671194773756021
Br1858	OPC	0
Br1858	Inhib	0.0147603814686627
Br1858	Astro	0.668533943071343
Br1858	Excit	0.106695445703861
Br1858	Immune	0
Br1858	Mural	0.0156043144199635
Br1193	Oligo	0.197749962993541
Br1193	Micro	0.100255871286259
Br1193	OPC	0
Br1193	Inhib	0.0343602699358172
Br1193	Astro	0.498365729486444
Br1193	Excit	0.169268166297939
Br1193	Immune	0
Br1193	Mural	0
Br1684	Oligo	0.178389343522179
Br1684	Micro	0.0507454428666128
Br1684	OPC	0
Br1684	Inhib	0.0156298275100633
Br1684	Astro	0.625094345752163
Br1684	Excit	0.130141040348982
Br1684	Immune	0
Br1684	Mural	0
Br1069	Oligo	0.364883140891359
Br1069	Micro	0.0335544432605565
Br1069	OPC	0.000551832685831887
Br1069	Inhib	0.0377011459217857
Br1069	Astro	0.365237116027162
Br1069	Excit	0.19745181733255
Br1069	Immune	0
Br1069	Mural	0.000620503880754138
Br1781	Oligo	0.0123757644499492
Br1781	Micro	0.0809056005574109
Br1781	OPC	0
Br1781	Inhib	0.172459370437446
Br1781	Astro	0.4864459567886
Br1781	Excit	0.205424211981116
Br1781	Immune	0.00348832407275882
Br1781	Mural	0.0389007717127191
Br1324	Oligo	0.29159498783037
Br1324	Micro	0.0656246301120964
Br1324	OPC	0
Br1324	Inhib	0.0189841768916551
Br1324	Astro	0.47481810003222
Br1324	Excit	0.148526645452012
Br1324	Immune	0
Br1324	Mural	0.000451459681647316
Br2346	Oligo	0.3959346972438
Br2346	Micro	0.0141788428305393
Br2346	OPC	7.49315865153271e-05
Br2346	Inhib	0.0137401484305905
Br2346	Astro	0.437879436381785
Br2346	Excit	0.134579949558384
Br2346	Immune	0.002884334480552
Br2346	Mural	0.000727659487834796
Br2378	Oligo	0.195246330442319
Br2378	Micro	0.101106967097592
Br2378	OPC	9.25515497484467e-05
Br2378	Inhib	0.0409181023574049
Br2378	Astro	0.50614289427271
Br2378	Excit	0.150879974097241
Br2378	Immune	0
Br2378	Mural	0.00561318018298547
Br1185	Oligo	0.165941402375577
Br1185	Micro	0.075164393178218
Br1185	OPC	0
Br1185	Inhib	0.00492909218312477
Br1185	Astro	0.613889584234051
Br1185	Excit	0.0545034362060978
Br1185	Immune	0
Br1185	Mural	0.0855720918229319
Br1745	Oligo	0.510291781426882
Br1745	Micro	0.0545385294660089
Br1745	OPC	0
Br1745	Inhib	0.0129554263628129
Br1745	Astro	0.262664387293633
Br1745	Excit	0.150262317755904
Br1745	Immune	0
Br1745	Mural	0.00928755769475902
Br1854	Oligo	0.154507879615803
Br1854	Micro	0.0254593290728137
Br1854	OPC	0
Br1854	Inhib	0.00414358661466888
Br1854	Astro	0.599179019633283
Br1854	Excit	0.203520175587336
Br1854	Immune	0
Br1854	Mural	0.0131900094760962
Br1522	Oligo	0.23597776397342
Br1522	Micro	0.0790553159338934
Br1522	OPC	0
Br1522	Inhib	0.0342461335409439
Br1522	Astro	0.491441377808223
Br1522	Excit	0.147640777910383
Br1522	Immune	0
Br1522	Mural	0.0116386308331363
Br2073	Oligo	0.207833912176616
Br2073	Micro	0.0239341736873505
Br2073	OPC	0
Br2073	Inhib	0.0126597231502391
Br2073	Astro	0.577246649564861
Br2073	Excit	0.178325541420934
Br2073	Immune	0
Br2073	Mural	0
Br1412	Oligo	0.1171822961868
Br1412	Micro	0.0358256705019202
Br1412	OPC	0
Br1412	Inhib	0.0286870381336137
Br1412	Astro	0.548525502445689
Br1412	Excit	0.25948937212871
Br1412	Immune	0
Br1412	Mural	0.010290120603267
Br1067	Oligo	0.308427322292062
Br1067	Micro	0.079142148494151
Br1067	OPC	0
Br1067	Inhib	0.0121458624798184
Br1067	Astro	0.441015040341792
Br1067	Excit	0.159269626392176
Br1067	Immune	0
Br1067	Mural	0
Br2002	Oligo	0.304573626115137
Br2002	Micro	0.0431007854849491
Br2002	OPC	0.000548335936700438
Br2002	Inhib	0.0214361453356821
Br2002	Astro	0.507231318173516
Br2002	Excit	0.122521300871221
Br2002	Immune	0.000320573936582632
Br2002	Mural	0.000267914146211432
Br1553	Oligo	0.202306421624911
Br1553	Micro	0.0265165720151013
Br1553	OPC	0
Br1553	Inhib	0.0329820109418287
Br1553	Astro	0.515529497344393
Br1553	Excit	0.219503384542198
Br1553	Immune	0
Br1553	Mural	0.00316211353156725
Br5323	Oligo	0.215742490823526
Br5323	Micro	0.117012773609073
Br5323	OPC	0
Br5323	Inhib	0.0272853211761898
Br5323	Astro	0.541854130791725
Br5323	Excit	0.0980257725006934
Br5323	Immune	7.95110987920015e-05
Br5323	Mural	0
Br1908	Oligo	0.19646542295343
Br1908	Micro	0.0658656756290074
Br1908	OPC	0.000466832918930457
Br1908	Inhib	0.0217896612546903
Br1908	Astro	0.574538874056454
Br1908	Excit	0.134124108979942
Br1908	Immune	0
Br1908	Mural	0.00674942420754531
Br1529	Oligo	0.228436506780842
Br1529	Micro	0.062823907662855
Br1529	OPC	2.62446078688806e-05
Br1529	Inhib	0.00909952273581299
Br1529	Astro	0.572927288204933
Br1529	Excit	0.111847933310154
Br1529	Immune	0
Br1529	Mural	0.0148385966975339
Br2044	Oligo	0.460275457384125
Br2044	Micro	0.0849871742104928
Br2044	OPC	0.00345758464219625
Br2044	Inhib	0.0108247023959416
Br2044	Astro	0.375223088878433
Br2044	Excit	0.0632361757172015
Br2044	Immune	0
Br2044	Mural	0.0019958167716098
Br885	Oligo	0.351734079562897
Br885	Micro	0.0828851042562115
Br885	OPC	0
Br885	Inhib	0.0338661076850402
Br885	Astro	0.373130719844385
Br885	Excit	0.155533332072409
Br885	Immune	0
Br885	Mural	0.00285065657905733
Br1455	Oligo	0.724496237400625
Br1455	Micro	0.112540505855662
Br1455	OPC	0.00230064513693979
Br1455	Inhib	0
Br1455	Astro	0.158428637738352
Br1455	Excit	0
Br1455	Immune	0
Br1455	Mural	0.00223397386842149
Br1900	Oligo	0.175814700699906
Br1900	Micro	0.0422912906695038
Br1900	OPC	0
Br1900	Inhib	0.0803306189182408
Br1900	Astro	0.465196519234133
Br1900	Excit	0.21600403727814
Br1900	Immune	0.000144288890124707
Br1900	Mural	0.0202185443099509
Br2405	Oligo	0.362454505904941
Br2405	Micro	0.0995125126964648
Br2405	OPC	0
Br2405	Inhib	0.00453765664223535
Br2405	Astro	0.418855102914883
Br2405	Excit	0.0973962391321967
Br2405	Immune	8.09384462452843e-05
Br2405	Mural	0.0171630442630337
Br873	Oligo	0.214734244681408
Br873	Micro	0.0117727257283387
Br873	OPC	0
Br873	Inhib	0.00104150037559975
Br873	Astro	0.611612300956201
Br873	Excit	0.160839228258453
Br873	Immune	0
Br873	Mural	0
Br1611	Oligo	0.269859706225914
Br1611	Micro	0.0248378957375328
Br1611	OPC	0
Br1611	Inhib	0.0363812730070902
Br1611	Astro	0.504572294005098
Br1611	Excit	0.160729553698823
Br1611	Immune	0
Br1611	Mural	0.0036192773255422
Br1493	Oligo	0.299327660370743
Br1493	Micro	0.00022845102890068
Br1493	OPC	0
Br1493	Inhib	0.0134049702383178
Br1493	Astro	0.572804389368199
Br1493	Excit	0.0978766678823299
Br1493	Immune	0.000311927656989301
Br1493	Mural	0.0160459334545209
Br1134	Oligo	0.160055194919698
Br1134	Micro	0.0416754663509744
Br1134	OPC	0
Br1134	Inhib	0.0409164499772084
Br1134	Astro	0.552563458458509
Br1134	Excit	0.204554015672092
Br1134	Immune	0
Br1134	Mural	0.000235414621518784
Br1784	Oligo	0
Br1784	Micro	0.00765195111821887
Br1784	OPC	0
Br1784	Inhib	0.473959187765066
Br1784	Astro	0.381704076286604
Br1784	Excit	0.0276543058009658
Br1784	Immune	0.000551210072530086
Br1784	Mural	0.108479268956615
Br836	Oligo	0.182916543190189
Br836	Micro	0.0353805359158159
Br836	OPC	0
Br836	Inhib	0.00319779954830832
Br836	Astro	0.626079574241815
Br836	Excit	0.152425547103872
Br836	Immune	0
Br836	Mural	0
Br1761	Oligo	0.333464310736582
Br1761	Micro	0.0835695291318964
Br1761	OPC	0.000299400263265028
Br1761	Inhib	0.00747848050705231
Br1761	Astro	0.465031835155483
Br1761	Excit	0.109818424615547
Br1761	Immune	0
Br1761	Mural	0.000338019590174102
Br5212	Oligo	0.554221962361396
Br5212	Micro	0.0766059132555022
Br5212	OPC	0
Br5212	Inhib	0.0266882103638201
Br5212	Astro	0.275741854227594
Br5212	Excit	0.0606656142058077
Br5212	Immune	0
Br5212	Mural	0.00607644558588046
Br1447	Oligo	0.103606069414884
Br1447	Micro	0.0142697424269826
Br1447	OPC	3.8639708541708e-05
Br1447	Inhib	0.00907389578039381
Br1447	Astro	0.721402744846825
Br1447	Excit	0.120304516849215
Br1447	Immune	0.000677387139507616
Br1447	Mural	0.0306270038336497
Br1446	Oligo	0.433640340913848
Br1446	Micro	0.0627985452003374
Br1446	OPC	0.000523238370279582
Br1446	Inhib	0.0122033563990495
Br1446	Astro	0.350354355404056
Br1446	Excit	0.138062501784223
Br1446	Immune	0
Br1446	Mural	0.00241766192820691
Br1890	Oligo	0.0739152698510612
Br1890	Micro	0.0753928280367949
Br1890	OPC	0
Br1890	Inhib	0.0176462406244847
Br1890	Astro	0.579600344991761
Br1890	Excit	0.149989162365641
Br1890	Immune	0.00318476798993643
Br1890	Mural	0.100271386140321
Br1883	Oligo	0.312574011753423
Br1883	Micro	0.0965308910888504
Br1883	OPC	0
Br1883	Inhib	0.0229988319804553
Br1883	Astro	0.437248482312378
Br1883	Excit	0.130647782864893
Br1883	Immune	0
Br1883	Mural	0
Br0922	Oligo	0.214557358872308
Br0922	Micro	0.00158732386569447
Br0922	OPC	9.95778180328718e-05
Br0922	Inhib	0.103884850947891
Br0922	Astro	0.340557572529774
Br0922	Excit	0.292699055191138
Br0922	Immune	0.000963120517572856
Br0922	Mural	0.0456511402575884
Br1547	Oligo	0.0506133444128128
Br1547	Micro	0.00377678991444122
Br1547	OPC	0
Br1547	Inhib	0.000573356947960209
Br1547	Astro	0.9162027087482
Br1547	Excit	0.0138331085656139
Br1547	Immune	0.000774982354885596
Br1547	Mural	0.0142257090560861
Br2080	Oligo	0.269506578822102
Br2080	Micro	0.0719583090438351
Br2080	OPC	8.88833799978188e-05
Br2080	Inhib	0.0309865225832604
Br2080	Astro	0.433059444032411
Br2080	Excit	0.191356371616996
Br2080	Immune	0
Br2080	Mural	0.00304389052139804
Br1507	Oligo	0.273029012619966
Br1507	Micro	0.0826421842694568
Br1507	OPC	0
Br1507	Inhib	0.0382790691811415
Br1507	Astro	0.480001007854074
Br1507	Excit	0.115143888109609
Br1507	Immune	0.000614062001078416
Br1507	Mural	0.0102907759646743
Br1093	Oligo	0.23196151707995
Br1093	Micro	0.0543099162778205
Br1093	OPC	0
Br1093	Inhib	0.0124314940339939
Br1093	Astro	0.583754078304842
Br1093	Excit	0.108783644262077
Br1093	Immune	0
Br1093	Mural	0.00875935004131646
Br1852	Oligo	0.187579419828
Br1852	Micro	0.0794244352941466
Br1852	OPC	0
Br1852	Inhib	0.0946342928016466
Br1852	Astro	0.443813878396325
Br1852	Excit	0.193740251725327
Br1852	Immune	0.00080772195455455
Br1852	Mural	0
Br1249	Oligo	0.245031149706888
Br1249	Micro	0.0266754608496205
Br1249	OPC	0
Br1249	Inhib	0.0211588238408939
Br1249	Astro	0.56179988099194
Br1249	Excit	0.129922043428984
Br1249	Immune	0.000509687598053842
Br1249	Mural	0.0149029535836201
Br1806	Oligo	0
Br1806	Micro	0.0283593979834333
Br1806	OPC	0
Br1806	Inhib	0.54596853950656
Br1806	Astro	0.217715315284338
Br1806	Excit	0.198049732107497
Br1806	Immune	0.00336262987882191
Br1806	Mural	0.00654438523935029
Br1644	Oligo	0.239214225613179
Br1644	Micro	0
Br1644	OPC	0
Br1644	Inhib	0.011844762715741
Br1644	Astro	0.619678572380726
Br1644	Excit	0.115998274093736
Br1644	Immune	0
Br1644	Mural	0.0132641651966174
Br5324	Oligo	0.276660408244708
Br5324	Micro	0.089164055000865
Br5324	OPC	2.92768034506077e-05
Br5324	Inhib	0.0238318637056378
Br5324	Astro	0.449257074637715
Br5324	Excit	0.160628322888385
Br5324	Immune	0
Br5324	Mural	0.000428998719238814
Br1602	Oligo	0.279280643037409
Br1602	Micro	0.0276609264689994
Br1602	OPC	0
Br1602	Inhib	0.00184599603342335
Br1602	Astro	0.514586375003869
Br1602	Excit	0.171950309769938
Br1602	Immune	0
Br1602	Mural	0.00467574968636153
Br5292	Oligo	0.201200562598808
Br5292	Micro	0.0822970122052253
Br5292	OPC	0
Br5292	Inhib	0.0443966462131969
Br5292	Astro	0.564564173693435
Br5292	Excit	0.107541605289335
Br5292	Immune	0
Br5292	Mural	0
Br2481	Oligo	0.209820805594394
Br2481	Micro	0.0151256782753647
Br2481	OPC	0
Br2481	Inhib	0.0268976965185572
Br2481	Astro	0.508867272537532
Br2481	Excit	0.204235443619136
Br2481	Immune	0
Br2481	Mural	0.0350531034550154
Br2287	Oligo	0.325235185606441
Br2287	Micro	0.0806568904283006
Br2287	OPC	0
Br2287	Inhib	0.0138155075547383
Br2287	Astro	0.438188148411807
Br2287	Excit	0.141577134926391
Br2287	Immune	0
Br2287	Mural	0.000527133072321974
Br1872	Oligo	0.418063526509956
Br1872	Micro	0.00760326948837357
Br1872	OPC	0.00259241507138862
Br1872	Inhib	0.0135660203267696
Br1872	Astro	0.366586121236356
Br1872	Excit	0.187167409846255
Br1872	Immune	0.00133044890334103
Br1872	Mural	0.00309078861756041
Br2337	Oligo	0.299590950300893
Br2337	Micro	0.0677421351415818
Br2337	OPC	0
Br2337	Inhib	0.00322879561003449
Br2337	Astro	0.600231954525357
Br2337	Excit	0.0285865862778582
