sample_id	cell_type	proportion	region	method	reference	cell_type_raw
Br1137	Astrocyte	0.160375637334883	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1142	Astrocyte	0.215676798766519	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1143	Astrocyte	0.197256958526891	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1157	Astrocyte	0.163232454493785	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1160	Astrocyte	0.13455367295649	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1167	Astrocyte	0.165686710005496	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1179	Astrocyte	0.163469897391844	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1185	Astrocyte	0.24781100526043	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1187	Astrocyte	0.173326354069953	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1193	Astrocyte	0.170352959369211	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1214	Astrocyte	0.170213218964046	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1227	Astrocyte	0.222689947188473	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1228	Astrocyte	0.178549760550966	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1235	Astrocyte	0.125100858244687	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1245	Astrocyte	0.178251524327226	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1249	Astrocyte	0.156736465331105	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1250	Astrocyte	0.155332120150712	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1263	Astrocyte	0.158329430419917	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1265	Astrocyte	0.175935577125287	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1276	Astrocyte	0.13137052823984	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1279	Astrocyte	0.17544997349983	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1280	Astrocyte	0.172884859368096	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1281	Astrocyte	0.172745394385819	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1283	Astrocyte	0.153153822084296	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1297	Astrocyte	0.127124906810113	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1298	Astrocyte	0.161865322252763	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1303	Astrocyte	0.202517047568068	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1314	Astrocyte	0.170895267234547	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1320	Astrocyte	0.167957836074815	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1321	Astrocyte	0.142869830104743	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1324	Astrocyte	0.137924133419758	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1325	Astrocyte	0.196090400169156	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1326	Astrocyte	0.142501118935761	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1339	Astrocyte	0.137836736931394	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1340	Astrocyte	0.174127324186709	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1348	Astrocyte	0.172472802708254	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1370	Astrocyte	0.156274325209984	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1371	Astrocyte	0.144293998426578	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1378	Astrocyte	0.114205406045735	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1383	Astrocyte	0.186385798673826	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1389	Astrocyte	0.187123727575897	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1390	Astrocyte	0.163405964355394	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1399	Astrocyte	0.189935981738428	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1410	Astrocyte	0.257991800798696	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1416	Astrocyte	0.159975827639665	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1420	Astrocyte	0.162648833969108	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1425	Astrocyte	0.140976469154119	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1446	Astrocyte	0.163951684687732	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1447	Astrocyte	0.201594135203701	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1453	Astrocyte	0.100640015779502	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1455	Astrocyte	0.179957188790608	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1459	Astrocyte	0.166532100322213	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1463	Astrocyte	0.150079639948678	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1464	Astrocyte	0.0711830640164517	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1473	Astrocyte	0.151744104180896	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1474	Astrocyte	0.179358796271977	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1494	Astrocyte	0.162715813531494	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1497	Astrocyte	0.181980963081329	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1498	Astrocyte	0.135065520120491	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1499	Astrocyte	0.193515862228316	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1503	Astrocyte	0.170184888550316	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1504	Astrocyte	0.198872403027369	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1509	Astrocyte	0.148995572248878	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1522	Astrocyte	0.151092671702962	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1524	Astrocyte	0.169831486897145	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1527	Astrocyte	0.161987696980086	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1528	Astrocyte	0.300324439039494	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1529	Astrocyte	0.196314929996834	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1536	Astrocyte	0.161527784489479	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1538	Astrocyte	0.125881300575798	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1539	Astrocyte	0.133684834795562	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1552	Astrocyte	0.166022715576937	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1556	Astrocyte	0.229027857711601	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1563	Astrocyte	0.118131431461803	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1565	Astrocyte	0.107089512130751	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1568	Astrocyte	0.145382538686464	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1571	Astrocyte	0.159037930973075	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1573	Astrocyte	0.205409158239312	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1576	Astrocyte	0.171445079200713	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1578	Astrocyte	0.139051692795939	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1579	Astrocyte	0.156279000932232	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1581	Astrocyte	0.203218037635553	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1585	Astrocyte	0.0796246008018884	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1587	Astrocyte	0.103084466021956	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1588	Astrocyte	0.248224505207841	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1590	Astrocyte	0.181095844102132	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1594	Astrocyte	0.183996400096986	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1602	Astrocyte	0.156583609623336	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1605	Astrocyte	0.100734563404698	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1611	Astrocyte	0.147402730466278	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1613	Astrocyte	0.12282338903331	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1615	Astrocyte	0.135697493846294	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1637	Astrocyte	0.178551739582236	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1644	Astrocyte	0.185091576705852	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1648	Astrocyte	0.133931419563585	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1649	Astrocyte	0.303787720555098	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1654	Astrocyte	0.14557411905641	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1657	Astrocyte	0.192430983110404	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1663	Astrocyte	0.155712911914279	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1664	Astrocyte	0.216592963162017	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1665	Astrocyte	0.117773004771388	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1669	Astrocyte	0.171890712206896	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1676	Astrocyte	0.151232562312495	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1678	Astrocyte	0.13831424277835	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1682	Astrocyte	0.144050236533819	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1684	Astrocyte	0.172014235232474	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1688	Astrocyte	0.242522546954411	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1693	Astrocyte	0.174798427880392	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1695	Astrocyte	0.0940682583686638	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1700	Astrocyte	0.113719067266516	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1703	Astrocyte	0.170901858927982	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1721	Astrocyte	0.171133915961061	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1722	Astrocyte	0.178037706665955	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1733	Astrocyte	0.192984569306269	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1738	Astrocyte	0.15379650179976	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1740	Astrocyte	0.17716128861511	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1753	Astrocyte	0.155347602107011	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1761	Astrocyte	0.164480675205913	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1832	Astrocyte	0.142138976821912	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1840	Astrocyte	0.213852233339488	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1880	Astrocyte	0.161109982899146	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1883	Astrocyte	0.195146392817219	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1884	Astrocyte	0.178251863076009	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1898	Astrocyte	0.162395020766051	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1905	Astrocyte	0.176144152689445	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1912	Astrocyte	0.168202382050041	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1936	Astrocyte	0.207732880430394	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1941	Astrocyte	0.183046871669715	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1946	Astrocyte	0.104726949756422	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1958	Astrocyte	0.132941656770847	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1960	Astrocyte	0.193193987327766	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1974	Astrocyte	0.104269369713582	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br2003	Astrocyte	0.0962223223680945	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br2009	Astrocyte	0.10885475811499	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br2020	Astrocyte	0.150118489987314	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br2038	Astrocyte	0.116240452962505	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br2044	Astrocyte	0.128625850935948	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br2046	Astrocyte	0.142665914842262	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br2064	Astrocyte	0.187498594898894	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br2074	Astrocyte	0.202963793069672	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br2076	Astrocyte	0.218296469496034	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br2084	Astrocyte	0.167364745549279	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br2242	Astrocyte	0.180588134263312	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br2257	Astrocyte	0.115495095442707	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br2263	Astrocyte	0.125519010355427	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br2267	Astrocyte	0.176774868061516	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br2271	Astrocyte	0.154519636863758	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br2285	Astrocyte	0.174675227609579	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br2288	Astrocyte	0.153195889003307	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br2292	Astrocyte	0.173351010222579	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Astro
Br1003	Microglia	0.0982463170640283	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1004	Microglia	0.118390529522879	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1007	Microglia	0.099716727825334	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1016	Microglia	0.156059229983628	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1017	Microglia	0.0713201681292507	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1021	Microglia	0.106263900734778	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1023	Microglia	0.151890513307092	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1030	Microglia	0.0911759396674288	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1034	Microglia	0.133880004185236	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1039	Microglia	0.110077942601699	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1053	Microglia	0.0675494414067043	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1054	Microglia	0.114317703514099	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1056	Microglia	0.0834870460734601	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1067	Microglia	0.126239908431397	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1069	Microglia	0.0787806625105391	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1084	Microglia	0.129533951986286	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1092	Microglia	0.0871307669544346	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1093	Microglia	0.0684341973104089	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1099	Microglia	0.0787289883759161	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1102	Microglia	0.113832967586818	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1105	Microglia	0.0801156731084441	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1111	Microglia	0.103436427324112	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1113	Microglia	0.0813603722422853	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1122	Microglia	0.128283874936028	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1134	Microglia	0.0954544103070757	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1135	Microglia	0.109238642688981	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1137	Microglia	0.123406291658143	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1142	Microglia	0.125269912046698	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1143	Microglia	0.146942260886514	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1157	Microglia	0.0947578541202076	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1160	Microglia	0.0923557340314261	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1167	Microglia	0.109335312589396	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1179	Microglia	0.109373513163828	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1185	Microglia	0.160458630375374	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1187	Microglia	0.12012089083462	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1193	Microglia	0.140724019195882	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1214	Microglia	0.101284998466464	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1227	Microglia	0.117213966178092	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1228	Microglia	0.101258800822995	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1235	Microglia	0.0919668109053195	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1245	Microglia	0.0990345973197599	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1249	Microglia	0.0988991360067676	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1250	Microglia	0.116407337325697	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1263	Microglia	0.132132342396646	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1265	Microglia	0.0816861279228728	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1276	Microglia	0.118113386446282	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1279	Microglia	0.119821244618786	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1280	Microglia	0.0639468339539896	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1281	Microglia	0.139313191184965	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1283	Microglia	0.0920874245222953	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1297	Microglia	0.103824243906876	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1298	Microglia	0.108664520380413	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1303	Microglia	0.0949316645721346	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1314	Microglia	0.114788725515815	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1320	Microglia	0.097262225592772	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1321	Microglia	0.0939913788453143	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1324	Microglia	0.103712140035639	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1325	Microglia	0.120768828410121	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1326	Microglia	0.062152593411097	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1339	Microglia	0.0839355542596443	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1340	Microglia	0.105179301524518	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1348	Microglia	0.0753519583891902	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1370	Microglia	0.093840641252133	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1371	Microglia	0.0976425436310871	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1378	Microglia	0.0986162215675718	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1383	Microglia	0.140583159337854	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1389	Microglia	0.140968780938208	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1390	Microglia	0.0817379193938021	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1399	Microglia	0.131324315699265	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1410	Microglia	0.146508824259216	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1416	Microglia	0.12359886273809	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1420	Microglia	0.0911434403867697	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1425	Microglia	0.0979070081513652	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1446	Microglia	0.141511226954166	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
Br1447	Microglia	0.10409112736447	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_850K	Micro
