sample_id	cell_type	proportion	region	method	reference	cell_type_raw
Br1339	Astrocyte	0.137586595599979	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1340	Astrocyte	0.178774346268296	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1348	Astrocyte	0.171103237928993	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1370	Astrocyte	0.174311750783998	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1371	Astrocyte	0.1484112725463	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1378	Astrocyte	0.139199511020626	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1383	Astrocyte	0.180984218160822	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1389	Astrocyte	0.192183957976003	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1390	Astrocyte	0.171263565126049	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1399	Astrocyte	0.184291422562782	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1410	Astrocyte	0.240272606313511	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1416	Astrocyte	0.157858075990152	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1420	Astrocyte	0.161235749219324	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1425	Astrocyte	0.165035042697733	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1446	Astrocyte	0.163237674927479	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1447	Astrocyte	0.205777228244256	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1453	Astrocyte	0.0977571710022352	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1455	Astrocyte	0.187449744051352	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1459	Astrocyte	0.19243604790531	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1463	Astrocyte	0.148467871732536	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1464	Astrocyte	0.0794172075569181	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1473	Astrocyte	0.160767536490833	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1474	Astrocyte	0.164723969828943	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1494	Astrocyte	0.161712956245274	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1497	Astrocyte	0.175100346043059	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1498	Astrocyte	0.148334151717168	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1499	Astrocyte	0.18904970712486	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1503	Astrocyte	0.157079018790407	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1504	Astrocyte	0.186963226475743	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1509	Astrocyte	0.147150906998826	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1522	Astrocyte	0.160519228764753	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1524	Astrocyte	0.173559088711352	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1527	Astrocyte	0.16165085874779	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1528	Astrocyte	0.286686432362889	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1529	Astrocyte	0.17858096522565	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1536	Astrocyte	0.165715045648894	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1538	Astrocyte	0.124420957581703	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1539	Astrocyte	0.14421669141424	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1552	Astrocyte	0.164261833839315	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1556	Astrocyte	0.229525020695256	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1563	Astrocyte	0.124654114848864	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1565	Astrocyte	0.112675072138383	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1568	Astrocyte	0.146993995299201	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1571	Astrocyte	0.163147422920884	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1573	Astrocyte	0.190839359888706	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1576	Astrocyte	0.186256547850208	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1578	Astrocyte	0.148224407338241	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1579	Astrocyte	0.144474456907951	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1581	Astrocyte	0.189194868355054	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1585	Astrocyte	0.0801823327556516	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1587	Astrocyte	0.105556465804182	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1588	Astrocyte	0.240266118541648	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1590	Astrocyte	0.165817264318418	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1594	Astrocyte	0.187532303084304	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1602	Astrocyte	0.171571354154575	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1605	Astrocyte	0.10989332555572	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1611	Astrocyte	0.171368626199233	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1613	Astrocyte	0.137794194617517	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1615	Astrocyte	0.137845046495585	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1637	Astrocyte	0.176709701173519	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1644	Astrocyte	0.199973687443093	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1648	Astrocyte	0.159957442272963	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1649	Astrocyte	0.286136118110294	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1654	Astrocyte	0.135103726127245	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1657	Astrocyte	0.185154708199452	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1663	Astrocyte	0.156562404581374	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1664	Astrocyte	0.223400668006337	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1665	Astrocyte	0.137439769893857	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1669	Astrocyte	0.159151295196439	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1676	Astrocyte	0.150082024378893	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1678	Astrocyte	0.127367554385073	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1682	Astrocyte	0.153904835755131	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1684	Astrocyte	0.165552704459071	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1688	Astrocyte	0.211755911980391	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1693	Astrocyte	0.183459800984529	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1695	Astrocyte	0.111114320607163	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1700	Astrocyte	0.110031862411747	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1703	Astrocyte	0.168188073033362	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1721	Astrocyte	0.181763821221549	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1722	Astrocyte	0.160794004970088	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1733	Astrocyte	0.180818731940355	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1738	Astrocyte	0.184527746023987	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1740	Astrocyte	0.17760441634454	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1753	Astrocyte	0.155228359573294	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1761	Astrocyte	0.172448626243664	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1832	Astrocyte	0.149183324835123	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1840	Astrocyte	0.195942431866526	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1880	Astrocyte	0.168345719460587	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1883	Astrocyte	0.204397747668414	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1884	Astrocyte	0.181348284158779	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1898	Astrocyte	0.168166676546719	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1905	Astrocyte	0.172516894093998	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1912	Astrocyte	0.175834268988027	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1936	Astrocyte	0.193863563440757	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1941	Astrocyte	0.175912152600436	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1946	Astrocyte	0.0965246384569546	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1958	Astrocyte	0.132984420921737	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1960	Astrocyte	0.191696098626205	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1974	Astrocyte	0.10054035708568	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br2003	Astrocyte	0.100837158751363	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br2009	Astrocyte	0.110947207155326	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br2020	Astrocyte	0.156596168010858	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br2038	Astrocyte	0.114081188871801	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br2044	Astrocyte	0.130052871486429	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br2046	Astrocyte	0.152529617246065	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br2064	Astrocyte	0.203767894424133	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br2074	Astrocyte	0.193038989867076	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br2076	Astrocyte	0.210812428510107	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br2084	Astrocyte	0.172451366508495	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br2242	Astrocyte	0.178982114800348	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br2257	Astrocyte	0.131682549055677	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br2263	Astrocyte	0.121021153464434	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br2267	Astrocyte	0.187354755244259	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br2271	Astrocyte	0.1572245509895	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br2285	Astrocyte	0.194744410174726	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br2288	Astrocyte	0.149898203852348	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br2292	Astrocyte	0.174227555950213	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Astro
Br1003	Microglia	0.0913174274401398	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1004	Microglia	0.11521792994282	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1007	Microglia	0.0996838903586273	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1016	Microglia	0.153985864581281	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1017	Microglia	0.0568982622469682	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1021	Microglia	0.103685040389395	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1023	Microglia	0.145797898844064	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1030	Microglia	0.0977333022075888	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1034	Microglia	0.143703691421631	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1039	Microglia	0.121757769415426	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1053	Microglia	0.0523452101693497	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1054	Microglia	0.115453593145644	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1056	Microglia	0.112412804230042	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1067	Microglia	0.132555097701214	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1069	Microglia	0.104643114075559	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1084	Microglia	0.131843486343126	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1092	Microglia	0.0976379897061131	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1093	Microglia	0.0808247205556184	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1099	Microglia	0.0850893604942402	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1102	Microglia	0.133407022895417	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1105	Microglia	0.0883498250636739	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1111	Microglia	0.116097367455169	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1113	Microglia	0.0890185343932631	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1122	Microglia	0.137361149981138	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1134	Microglia	0.0934156249834763	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1135	Microglia	0.113745737747954	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1137	Microglia	0.113046994943311	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1142	Microglia	0.127337516920512	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1143	Microglia	0.138574128217768	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1157	Microglia	0.10491008899664	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1160	Microglia	0.0951707214810016	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1167	Microglia	0.131168645195752	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1179	Microglia	0.11473507162882	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1185	Microglia	0.171443514454351	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1187	Microglia	0.119058502706594	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1193	Microglia	0.125861003012837	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1214	Microglia	0.126220431259065	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1227	Microglia	0.121726343336493	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1228	Microglia	0.0964035537744686	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1235	Microglia	0.0866043083254701	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1245	Microglia	0.0906134447922256	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1249	Microglia	0.096025529467638	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1250	Microglia	0.123332089106522	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1263	Microglia	0.140594030223385	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1265	Microglia	0.0947888161265627	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1276	Microglia	0.120452172898054	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1279	Microglia	0.126565644068439	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1280	Microglia	0.09555664945748	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1281	Microglia	0.139588382637856	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1283	Microglia	0.0807823710966981	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1297	Microglia	0.106098487133341	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1298	Microglia	0.110037046564122	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1303	Microglia	0.110802222296711	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1314	Microglia	0.11418902911273	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1320	Microglia	0.104518849955158	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1321	Microglia	0.0982074013444945	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1324	Microglia	0.109024094722019	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1325	Microglia	0.134056276639652	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1326	Microglia	0.06477901501286	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1339	Microglia	0.113619163641702	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1340	Microglia	0.110866331818658	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1348	Microglia	0.075526955444301	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1370	Microglia	0.116548395398452	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1371	Microglia	0.102815591430831	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1378	Microglia	0.0871443866774745	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
Br1383	Microglia	0.139563915720348	hippocampus	scmd_reference_ensemble_v1	Lee_Tian_WGBS	Micro
