term	estimate	std.error	statistic	p.value	conf.low	conf.high	model	estimate_scale	cohort	tissue	modality	population	vmr_set	run_tag
(Intercept)	837653.096405855	12.918125823153	1.05575371492434	0.291080749424066	7.1144885856396e-05	36929759625098300000	burden_fdr10_category	odds_ratio	all_individuals	caudate	expression	AA	AA_only	abc
h2_categoryNon-heritable	0.0706661959437699	1.46282757120475	-1.81141510204869	0.0700766199817395	0.00198524210703541	0.879739191889703	burden_fdr10_category	odds_ratio	all_individuals	caudate	expression	AA	AA_only	abc
log_vmr_length	2.40653429735781	0.665475888136335	1.3196385883875	0.186955712742433	0.765642042319109	13.2386464438479	burden_fdr10_category	odds_ratio	all_individuals	caudate	expression	AA	AA_only	abc
log_num_snps	0.166061784410026	1.598052585049	-1.12348954060037	0.261229640298615	0.00364426529626109	2.84629838834746	burden_fdr10_category	odds_ratio	all_individuals	caudate	expression	AA	AA_only	abc
methylation_variance	8.46935343059639e-43	143.801683849567	-0.673668779363857	0.500521915024397	8.33037898454907e-221	8.49950451099634e+68	burden_fdr10_category	odds_ratio	all_individuals	caudate	expression	AA	AA_only	abc
log_min_distance	0.436770240283253	0.693102604310774	-1.19513039330714	0.232036088837981	0.0715810293734533	1.3840094135866	burden_fdr10_category	odds_ratio	all_individuals	caudate	expression	AA	AA_only	abc
chromatin_stateIntergenic	0.267431500693156	1.32249330906284	-0.997276741269775	0.318630200125018	0.0108200891657804	3.07376944425638	burden_fdr10_category	odds_ratio	all_individuals	caudate	expression	AA	AA_only	abc
(Intercept)	-0.396747201370664	3.73694384467422	-0.106168895723733	0.915966119891506	-7.94365839992897	7.15016399718764	strength_category	log_abs_beta	all_individuals	caudate	expression	AA	AA_only	abc
h2_categoryNon-heritable	-0.0606083900952427	0.403013651323969	-0.150387933252717	0.8811959966519	-0.874510970591172	0.753294190400687	strength_category	log_abs_beta	all_individuals	caudate	expression	AA	AA_only	abc
log_vmr_length	0.315008568961117	0.239674045306963	1.31432074156244	0.196043993730849	-0.169022985087718	0.799040123009952	strength_category	log_abs_beta	all_individuals	caudate	expression	AA	AA_only	abc
log_num_snps	-0.405285890369344	0.472123022442612	-0.858432804806944	0.395644413715467	-1.35875767728081	0.548185896542125	strength_category	log_abs_beta	all_individuals	caudate	expression	AA	AA_only	abc
methylation_variance	-11.5914799702976	50.7176192924118	-0.228549370652969	0.820355313974262	-114.017790054571	90.834830113976	strength_category	log_abs_beta	all_individuals	caudate	expression	AA	AA_only	abc
log_min_distance	-0.0114343363608885	0.169719837566815	-0.0673718318660718	0.946613173696208	-0.354190501823726	0.331321829101949	strength_category	log_abs_beta	all_individuals	caudate	expression	AA	AA_only	abc
chromatin_stateIntergenic	-0.399088319368419	0.396490330767043	-1.00655246395631	0.320053635723093	-1.19981678673631	0.401640147999477	strength_category	log_abs_beta	all_individuals	caudate	expression	AA	AA_only	abc
(Intercept)	8315.79340094693	11.4676155517325	0.787078339380212	0.431236008431628	1.49158631178651e-06	880596226856211	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	caudate	expression	AA	AA_only	abc
h2_scaled	1.67061059912093	0.483958532726381	1.06039909024442	0.288963075908353	0.626506724740701	4.75452678534115	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	caudate	expression	AA	AA_only	abc
log_vmr_length	1.98280703383208	0.86677947896283	0.789720512766352	0.429691009002952	0.393869684274344	14.8941427374629	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	caudate	expression	AA	AA_only	abc
log_num_snps	0.194932564131968	1.48910203237483	-1.09804537878861	0.272184674523706	0.00704814856259936	3.14563536135319	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	caudate	expression	AA	AA_only	abc
methylation_variance	2.23833934397e-48	150.45592800334	-0.729239131306659	0.465855398399006	1.65927451701303e-236	2.1279930106038e+61	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	caudate	expression	AA	AA_only	abc
log_min_distance	0.600735601424327	0.665754093696237	-0.765448349690272	0.444004611512269	0.111084472636276	1.91831591480153	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	caudate	expression	AA	AA_only	abc
chromatin_stateIntergenic	0.213868806949762	1.41451540233029	-1.09040347036798	0.275535453828541	0.00680214775355749	2.6453440492718	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	caudate	expression	AA	AA_only	abc
