h2_quintile	n	n_annotated	frac	h2_median	h2_lo	h2_hi	ci_lo	ci_hi	annotation	annot_col	tissue
Q1	2349	674	0.286930608769689	0.0468592258146469	0.00316408150336492	0.0592125047809348	0.268994820327432	0.305562149396433	Promoter	hg38_genes_promoters	Caudate
Q2	2348	632	0.269165247018739	0.0701936551163554	0.0592229374446852	0.0806293229247757	0.251609201279878	0.287475376069328	Promoter	hg38_genes_promoters	Caudate
Q3	2348	605	0.257666098807496	0.0913929777813828	0.0806303385300566	0.104408707112725	0.240377541911915	0.275746304050628	Promoter	hg38_genes_promoters	Caudate
Q4	2348	623	0.265332197614991	0.122800808666422	0.10440988807145	0.169327141582469	0.247863589853225	0.283567410367094	Promoter	hg38_genes_promoters	Caudate
Q5	2348	460	0.195911413969336	0.414865333028319	0.169390146503801	0.884810704662357	0.180351952348949	0.212464262092625	Promoter	hg38_genes_promoters	Caudate
Q1	2349	241	0.102596849723286	0.0468592258146469	0.00316408150336492	0.0592125047809348	0.0909508010727972	0.115540570030554	Enhancer	hg38_enhancers_fantom	Caudate
Q2	2348	241	0.102640545144804	0.0701936551163554	0.0592229374446852	0.0806293229247757	0.0909897743129154	0.115589396659057	Enhancer	hg38_enhancers_fantom	Caudate
Q3	2348	245	0.104344122657581	0.0913929777813828	0.0806303385300566	0.104408707112725	0.0926014824342322	0.117379278372802	Enhancer	hg38_enhancers_fantom	Caudate
Q4	2348	243	0.103492333901193	0.122800808666422	0.10440988807145	0.169327141582469	0.0917955001643072	0.116484465725196	Enhancer	hg38_enhancers_fantom	Caudate
Q5	2348	132	0.0562180579216354	0.414865333028319	0.169390146503801	0.884810704662357	0.0475773814369948	0.0663084665295601	Enhancer	hg38_enhancers_fantom	Caudate
Q1	2349	823	0.350361856108983	0.0468592258146469	0.00316408150336492	0.0592125047809348	0.331325787551375	0.369886549827123	1–5 kb upstream	hg38_genes_1to5kb	Caudate
Q2	2348	806	0.343270868824532	0.0701936551163554	0.0592229374446852	0.0806293229247757	0.324334307767824	0.362719427406545	1–5 kb upstream	hg38_genes_1to5kb	Caudate
Q3	2348	749	0.318994889267462	0.0913929777813828	0.0806303385300566	0.104408707112725	0.300448930937886	0.33813214908686	1–5 kb upstream	hg38_genes_1to5kb	Caudate
Q4	2348	801	0.341141396933561	0.122800808666422	0.10440988807145	0.169327141582469	0.322236838764169	0.360564909116373	1–5 kb upstream	hg38_genes_1to5kb	Caudate
Q5	2348	592	0.252129471890971	0.414865333028319	0.169390146503801	0.884810704662357	0.234975334051559	0.270093344947035	1–5 kb upstream	hg38_genes_1to5kb	Caudate
Q1	2349	354	0.150702426564496	0.0468592258146469	0.00316408150336492	0.0592125047809348	0.136794468358393	0.165750973516594	Intergenic	hg38_genes_intergenic	Caudate
Q2	2348	394	0.167802385008518	0.0701936551163554	0.0592229374446852	0.0806293229247757	0.153222763373733	0.183467218789331	Intergenic	hg38_genes_intergenic	Caudate
Q3	2348	427	0.181856899488927	0.0913929777813828	0.0806303385300566	0.104408707112725	0.166770059214841	0.197983039087479	Intergenic	hg38_genes_intergenic	Caudate
Q4	2348	481	0.204855195911414	0.122800808666422	0.10440988807145	0.169327141582469	0.18901167147308	0.221662889602566	Intergenic	hg38_genes_intergenic	Caudate
Q5	2348	800	0.340715502555366	0.414865333028319	0.169390146503801	0.884810704662357	0.321817396301811	0.360133954119966	Intergenic	hg38_genes_intergenic	Caudate
Q1	1913	449	0.234709879769995	0.0603802895605565	0.00333481721664114	0.0745499242848818	0.216253758277588	0.254229314107301	Promoter	hg38_genes_promoters	DLPFC
Q2	1913	400	0.209095661265029	0.0858861934721722	0.074556066655359	0.0960338171329091	0.191455059146598	0.227902240916833	Promoter	hg38_genes_promoters	DLPFC
Q3	1912	412	0.215481171548117	0.10699348404661	0.0960497626098893	0.119406290384905	0.197623125053421	0.234480196966907	Promoter	hg38_genes_promoters	DLPFC
Q4	1913	465	0.243073706220596	0.13424050104084	0.119409949453377	0.160308702155497	0.224372622430805	0.262804579691704	Promoter	hg38_genes_promoters	DLPFC
Q5	1913	466	0.243596445373759	0.263164314728813	0.160349538712929	0.79331704614925	0.22488038244331	0.2633402027878	Promoter	hg38_genes_promoters	DLPFC
Q1	1913	182	0.0951385258755881	0.0603802895605565	0.00333481721664114	0.0745499242848818	0.0827650929454552	0.109134689442913	Enhancer	hg38_enhancers_fantom	DLPFC
Q2	1913	194	0.101411395713539	0.0858861934721722	0.074556066655359	0.0960338171329091	0.0886492613064343	0.115771118385149	Enhancer	hg38_enhancers_fantom	DLPFC
Q3	1912	188	0.098326359832636	0.10699348404661	0.0960497626098893	0.119406290384905	0.0857502398012094	0.112513273639254	Enhancer	hg38_enhancers_fantom	DLPFC
Q4	1913	174	0.0909566126502875	0.13424050104084	0.119409949453377	0.160308702155497	0.0788517678177504	0.104700949701809	Enhancer	hg38_enhancers_fantom	DLPFC
Q5	1913	127	0.0663878724516466	0.263164314728813	0.160349538712929	0.79331704614925	0.056044307925424	0.0784694034898784	Enhancer	hg38_enhancers_fantom	DLPFC
Q1	1913	562	0.293779404077365	0.0603802895605565	0.00333481721664114	0.0745499242848818	0.273793441000774	0.314591922656052	1–5 kb upstream	hg38_genes_1to5kb	DLPFC
Q2	1913	586	0.306325143753267	0.0858861934721722	0.074556066655359	0.0960338171329091	0.286070045655162	0.327356512608092	1–5 kb upstream	hg38_genes_1to5kb	DLPFC
Q3	1912	594	0.310669456066946	0.10699348404661	0.0960497626098893	0.119406290384905	0.290320151980755	0.331778014510713	1–5 kb upstream	hg38_genes_1to5kb	DLPFC
Q4	1913	596	0.311552535284893	0.13424050104084	0.119409949453377	0.160308702155497	0.291190614914848	0.332669774434418	1–5 kb upstream	hg38_genes_1to5kb	DLPFC
Q5	1913	580	0.303188708834292	0.263164314728813	0.160349538712929	0.79331704614925	0.282999192400505	0.324167067211142	1–5 kb upstream	hg38_genes_1to5kb	DLPFC
Q1	1913	383	0.200209095661265	0.0603802895605565	0.00333481721664114	0.0745499242848818	0.182876082280672	0.218743704936538	Intergenic	hg38_genes_intergenic	DLPFC
Q2	1913	392	0.204913748039728	0.0858861934721722	0.074556066655359	0.0960338171329091	0.187416229723267	0.223594005471354	Intergenic	hg38_genes_intergenic	DLPFC
Q3	1912	379	0.198221757322176	0.10699348404661	0.0960497626098893	0.119406290384905	0.180955023891885	0.216698683471588	Intergenic	hg38_genes_intergenic	DLPFC
Q4	1913	387	0.202300052273915	0.13424050104084	0.119409949453377	0.160308702155497	0.184893457706657	0.220899861944959	Intergenic	hg38_genes_intergenic	DLPFC
Q5	1913	500	0.261369576581286	0.263164314728813	0.160349538712929	0.79331704614925	0.242166567114407	0.281529043809144	Intergenic	hg38_genes_intergenic	DLPFC
Q1	1968	489	0.248475609756098	0.0597998927737168	0.00242621652554996	0.0735962658443038	0.229879760854374	0.268051477191461	Promoter	hg38_genes_promoters	Hippocampus
Q2	1967	447	0.227249618708693	0.0844421499846969	0.0736135352177391	0.094806148998646	0.209265068795972	0.246297429548234	Promoter	hg38_genes_promoters	Hippocampus
Q3	1968	458	0.232723577235772	0.105442548195004	0.0948069754871108	0.117304531613299	0.214578495637427	0.251910052265824	Promoter	hg38_genes_promoters	Hippocampus
Q4	1967	461	0.234367056431113	0.133104854119233	0.117308677804843	0.160539252233341	0.216168810074409	0.253600817856341	Promoter	hg38_genes_promoters	Hippocampus
Q5	1968	447	0.227134146341463	0.278307095504509	0.16055167614315	0.808294271599346	0.209157557901358	0.246173906402912	Promoter	hg38_genes_promoters	Hippocampus
Q1	1968	184	0.0934959349593496	0.0597998927737168	0.00242621652554996	0.0735962658443038	0.0813894912238612	0.107186247032034	Enhancer	hg38_enhancers_fantom	Hippocampus
Q2	1967	205	0.104219623792578	0.0844421499846969	0.0736135352177391	0.094806148998646	0.0914574966133003	0.118524618877779	Enhancer	hg38_enhancers_fantom	Hippocampus
Q3	1968	187	0.095020325203252	0.105442548195004	0.0948069754871108	0.117304531613299	0.0828181896528145	0.108800389584621	Enhancer	hg38_enhancers_fantom	Hippocampus
Q4	1967	189	0.096085409252669	0.133104854119233	0.117308677804843	0.160539252233341	0.083814073611503	0.109931322352097	Enhancer	hg38_enhancers_fantom	Hippocampus
Q5	1968	126	0.0640243902439024	0.278307095504509	0.16055167614315	0.808294271599346	0.0540024344581619	0.0757450448212859	Enhancer	hg38_enhancers_fantom	Hippocampus
Q1	1968	632	0.321138211382114	0.0597998927737168	0.00242621652554996	0.0735962658443038	0.300872164164512	0.342101160668082	1–5 kb upstream	hg38_genes_1to5kb	Hippocampus
Q2	1967	618	0.314184036603965	0.0844421499846969	0.0736135352177391	0.094806148998646	0.294046232931287	0.335046205362855	1–5 kb upstream	hg38_genes_1to5kb	Hippocampus
Q3	1968	591	0.300304878048781	0.105442548195004	0.0948069754871108	0.117304531613299	0.280454029434378	0.32093380198383	1–5 kb upstream	hg38_genes_1to5kb	Hippocampus
Q4	1967	616	0.313167259786477	0.133104854119233	0.117308677804843	0.160539252233341	0.293049388673867	0.33401345967934	1–5 kb upstream	hg38_genes_1to5kb	Hippocampus
Q5	1968	572	0.290650406504065	0.278307095504509	0.16055167614315	0.808294271599346	0.271008577991768	0.311107927210018	1–5 kb upstream	hg38_genes_1to5kb	Hippocampus
Q1	1968	356	0.180894308943089	0.0597998927737168	0.00242621652554996	0.0735962658443038	0.164503223103495	0.198528731427383	Intergenic	hg38_genes_intergenic	Hippocampus
Q2	1967	356	0.180986273512964	0.0844421499846969	0.0736135352177391	0.094806148998646	0.164587649326594	0.198628506705072	Intergenic	hg38_genes_intergenic	Hippocampus
Q3	1968	408	0.207317073170732	0.105442548195004	0.0948069754871108	0.117304531613299	0.189976278080836	0.225798253463409	Intergenic	hg38_genes_intergenic	Hippocampus
Q4	1967	401	0.203863751906457	0.133104854119233	0.117308677804843	0.160539252233341	0.186635947001846	0.222245982700857	Intergenic	hg38_genes_intergenic	Hippocampus
Q5	1968	534	0.271341463414634	0.278307095504509	0.16055167614315	0.808294271599346	0.252150809384669	0.291423043384273	Intergenic	hg38_genes_intergenic	Hippocampus
