cohort	tissue	population	vmr_set	modality	run_tag	bin_type	h2_bin	n_vmrs	n_any_fdr10	prop_any_fdr10	median_max_abs_beta	median_pairs_tested
all_individuals	hippocampus	AA	shared	expression_nearest_gene	nearest_gene_window_250kb	h2_quintile	Q1	827	11	0.0133010882708585	0.207340612449247	1
all_individuals	hippocampus	AA	shared	expression_nearest_gene	nearest_gene_window_250kb	h2_quintile	Q2	827	15	0.0181378476420798	0.177093616450768	1
all_individuals	hippocampus	AA	shared	expression_nearest_gene	nearest_gene_window_250kb	h2_quintile	Q3	827	14	0.0169286577992745	0.188412061336521	1
all_individuals	hippocampus	AA	shared	expression_nearest_gene	nearest_gene_window_250kb	h2_quintile	Q4	827	32	0.0386940749697703	0.199911431846161	1
all_individuals	hippocampus	AA	shared	expression_nearest_gene	nearest_gene_window_250kb	h2_quintile	Q5	827	52	0.0628778718258767	0.203486254288165	1
all_individuals	hippocampus	AA	shared	expression_nearest_gene	nearest_gene_window_250kb	h2_tertile	T1	1379	20	0.0145032632342277	0.187812028499554	1
all_individuals	hippocampus	AA	shared	expression_nearest_gene	nearest_gene_window_250kb	h2_tertile	T2	1378	29	0.021044992743106	0.188412061336521	1
all_individuals	hippocampus	AA	shared	expression_nearest_gene	nearest_gene_window_250kb	h2_tertile	T3	1378	75	0.0544267053701016	0.201129663710395	1
